ibge7,mun,mun,nome_meso,algodao_arb,algodao_herb,banana,batata,cafe_arab,cana,feijao,laranja,limao,manga,milho,soja,sorgo,tangerina,tomate,trigo,leite,ovos,mel
3148905,Pedra do Indaiá,Pedra do Indaiá,Oeste de Minas,0,0,40,0,0,114,19,0,0,0,1152,0,0,0,0,0,13800,77,10250
3149002,Pedra Dourada,Pedra Dourada,Zona da Mata,0,0,54,0,1740,2400,80,0,0,0,360,0,0,0,0,0,587,8,0
3149101,Pedralva,Pedralva,Sul/Sudoeste de Minas,0,0,7650,1036,2440,810,25,840,0,0,894,0,0,198,480,0,5144,1202,3800
3149150,Pedras de Maria da Cruz,Pedras de Maria da Cruz,Norte de Minas,0,0,4003,0,0,532,29,0,0,0,55,0,0,0,0,0,3349,128,10400
3149200,Pedrinópolis,Pedrinópolis,Triângulo Mineiro/Alto Paranaíba,0,0,11,8980,39,36200,0,0,0,0,35855,20700,2889,0,0,2754,5657,33,600
3149309,Pedro Leopoldo,Pedro Leopoldo,Metropolitana de Belo Horizonte,0,0,10,0,0,0,7,0,0,0,60,0,0,0,0,0,6154,5780,1200
3149408,Pedro Teixeira,Pedro Teixeira,Zona da Mata,0,0,0,0,0,40,26,4,0,0,53,0,0,0,0,0,3732,40,450
3149507,Pequeri,Pequeri,Zona da Mata,0,0,96,0,0,1225,46,30,0,0,84,0,0,0,0,0,2088,1,0
3149606,Pequi,Pequi,Metropolitana de Belo Horizonte,0,0,462,0,0,100,127,15,0,6,68,0,0,0,3700,0,21680,172,750
3149705,Perdigão,Perdigão,Oeste de Minas,0,0,16,0,0,1050,6,0,0,0,160,0,0,0,0,0,10380,40,180
3149804,Perdizes,Perdizes,Triângulo Mineiro/Alto Paranaíba,0,0,11,177400,13000,1567500,733,2065,11,0,113162,111287,15564,0,0,9856,86020,206,220
3149903,Perdões,Perdões,Oeste de Minas,0,0,64,0,3735,3200,655,508,0,0,8040,0,0,2270,0,0,12900,52,150
3149952,Periquito,Periquito,Vale do Rio Doce,0,0,35,0,2,1320,3,0,0,0,262,0,0,0,0,0,1950,22,5025
3150000,Pescador,Pescador,Vale do Rio Doce,0,0,0,0,0,90,2,0,0,0,24,0,0,0,0,0,3524,8,0
3150109,Piau,Piau,Zona da Mata,0,0,6240,0,0,510,10,80,14,0,48,0,0,770,35,0,3945,26,900
3150158,Piedade de Caratinga,Piedade de Caratinga,Vale do Rio Doce,0,0,220,0,2974,350,120,140,10,0,342,0,0,75,2720,0,1037,24,0
3150208,Piedade de Ponte Nova,Piedade de Ponte Nova,Zona da Mata,0,0,15,0,0,66080,2,0,0,0,45,0,0,0,0,0,2700,26,0
3150307,Piedade do Rio Grande,Piedade do Rio Grande,Campo das Vertentes,0,0,0,0,0,900,610,0,0,0,6319,1757,0,0,0,731,11570,25,0
3150406,Piedade dos Gerais,Piedade dos Gerais,Metropolitana de Belo Horizonte,0,0,16,310,0,5600,14,280,50,30,612,0,0,5510,0,0,8860,51,10800
3150505,Pimenta,Pimenta,Oeste de Minas,0,0,50,2160,1330,2664,564,0,0,0,38109,12230,126,0,5300,0,13630,94,1550
3150539,Pingo-d'Água,Pingo-d'Água,Vale do Rio Doce,0,0,8,0,0,546,3,0,0,0,360,0,0,0,0,0,370,2,12400
3150570,Pintópolis,Pintópolis,Norte de Minas,0,0,0,0,0,750,13,0,0,0,337,0,0,0,0,0,1465,66,300
3150604,Piracema,Piracema,Oeste de Minas,0,0,30,0,8,4560,15,0,0,0,258,0,0,120,952,0,19450,53,2250
3150703,Pirajuba,Pirajuba,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,980050,312,0,0,0,33780,36850,9753,0,0,0,1600,4,0
3150802,Piranga,Piranga,Zona da Mata,0,0,28,0,875,9520,1007,10,0,0,7200,0,0,0,0,0,8450,130,14600
3150901,Piranguçu,Piranguçu,Sul/Sudoeste de Minas,0,0,1900,0,6,943,5,28,0,0,176,0,0,0,0,0,1930,38,800
3151008,Piranguinho,Piranguinho,Sul/Sudoeste de Minas,0,0,55,0,550,1500,24,66,0,0,300,0,0,0,480,0,5198,32,2000
3151107,Pirapetinga,Pirapetinga,Zona da Mata,0,0,300,0,0,1920,4,70,0,0,75,0,0,0,0,0,5244,2,0
3151206,Pirapora,Pirapora,Norte de Minas,0,0,14268,0,1650,8799,280,15150,0,110,1693,1350,0,1273,0,0,502,29,500
3151305,Piraúba,Piraúba,Zona da Mata,0,0,245,0,0,3318,14,184,59,510,636,0,0,1360,817,0,4535,1,0
3151404,Pitangui,Pitangui,Metropolitana de Belo Horizonte,0,0,0,0,0,13702,19,0,0,0,2812,0,0,0,250,0,19480,3378,150
3151503,Piumhi,Piumhi,Oeste de Minas,0,0,0,0,14500,3190,1575,672,0,0,27627,5824,0,0,1116,0,29500,187,2900
3151602,Planura,Planura,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,627714,821,11424,0,0,50778,32075,4028,0,0,0,650,263,0
3151701,Poço Fundo,Poço Fundo,Sul/Sudoeste de Minas,0,0,900,770,8517,6060,110,0,0,0,5720,0,0,0,2340,0,13436,186,2200
3151800,Poços de Caldas,Poços de Caldas,Sul/Sudoeste de Minas,0,0,350,6300,4680,300,125,0,0,0,6480,260,0,53,189,0,7683,36,2155
3151909,Pocrane,Pocrane,Vale do Rio Doce,0,0,399,0,165,931,72,220,42,280,1350,0,0,145,0,0,12100,56,1050
3152006,Pompéu,Pompéu,Central Mineira,0,0,6,0,0,1056000,1139,0,0,30,16600,2777,0,10,254,0,117900,200,200
3152105,Ponte Nova,Ponte Nova,Zona da Mata,0,0,300,110,7,85330,57,5,28,60,1364,0,0,20,0,0,6350,128,0
3152131,Ponto Chique,Ponto Chique,Norte de Minas,0,0,50,0,0,924,23,0,0,0,20,0,0,0,0,0,92,9,5400
3152170,Ponto dos Volantes,Ponto dos Volantes,Jequitinhonha,0,0,1020,0,28,1776,61,5,0,0,177,0,0,0,0,0,2875,93,0
3152204,Porteirinha,Porteirinha,Norte de Minas,0,0,2060,0,0,120,159,24,3,12,31,0,32,4,20,0,13997,210,5745
3152303,Porto Firme,Porto Firme,Zona da Mata,0,0,88,0,600,3200,932,0,10,0,5760,0,0,0,0,0,5154,125,10320
3152402,Poté,Poté,Vale do Mucuri,0,0,490,0,43,3950,204,94,0,0,1195,0,84,35,0,0,10713,80,30000
3152501,Pouso Alegre,Pouso Alegre,Sul/Sudoeste de Minas,0,0,0,7740,90,455,1010,0,0,0,20838,753,0,330,810,0,16009,977,755
3152600,Pouso Alto,Pouso Alto,Sul/Sudoeste de Minas,0,0,180,0,165,0,104,0,0,0,900,0,0,0,40,0,23537,35923,5450
3152709,Prados,Prados,Campo das Vertentes,0,0,0,0,2,2000,351,0,0,0,4516,0,0,0,0,180,8860,105,1100
3152808,Prata,Prata,Triângulo Mineiro/Alto Paranaíba,0,0,84,0,3,617696,42,157500,216,80,24461,56456,4536,75,0,0,95000,439,4250
3152907,Pratápolis,Pratápolis,Sul/Sudoeste de Minas,0,0,982,0,390,54684,900,60,0,20,19074,5300,0,0,0,0,10520,26,200
3153004,Pratinha,Pratinha,Triângulo Mineiro/Alto Paranaíba,0,0,0,4320,3275,410,1650,0,0,0,16238,3683,39,0,0,600,29351,49,0
3153103,Presidente Bernardes,Presidente Bernardes,Zona da Mata,0,0,0,0,144,2060,762,0,0,0,4074,0,0,0,0,0,4616,59,26000
3153202,Presidente Juscelino,Presidente Juscelino,Central Mineira,0,0,0,0,0,2400,76,0,0,50,486,0,0,0,0,0,7405,23,0
3153301,Presidente Kubitschek,Presidente Kubitschek,Jequitinhonha,0,0,30,0,32,400,8,0,0,0,49,0,0,0,0,0,254,9,3600
3153400,Presidente Olegário,Presidente Olegário,Noroeste de Minas,0,10078,54,5000,7286,163620,3600,1050,0,0,116700,60375,20000,0,45000,2160,59776,205,1005
3153509,Alto Jequitibá,Alto Jequitibá,Zona da Mata,0,0,0,0,7400,255,18,0,0,0,315,0,0,0,0,0,381,22,1625
3153608,Prudente de Morais,Prudente de Morais,Metropolitana de Belo Horizonte,0,0,0,0,0,400,17,0,0,0,7,0,50,0,0,0,1510,5,0
3153707,Quartel Geral,Quartel Geral,Central Mineira,0,0,0,0,552,600,0,0,0,0,120,240,0,0,0,0,7437,41,120
3153806,Queluzito,Queluzito,Metropolitana de Belo Horizonte,0,0,0,0,0,0,210,20,0,0,665,0,0,10,0,0,10202,51,0
3153905,Raposos,Raposos,Metropolitana de Belo Horizonte,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,16,2,1500
3154002,Raul Soares,Raul Soares,Zona da Mata,0,0,625,0,3600,2278,159,12,9,36,1800,0,0,9,110,0,12580,166,4225
3154101,Recreio,Recreio,Zona da Mata,0,0,0,0,2,115,17,0,0,0,144,0,0,0,0,0,7865,14,0
3154150,Reduto,Reduto,Zona da Mata,0,0,0,0,4590,0,2,0,0,0,8,0,0,0,0,0,694,9,0
3154200,Resende Costa,Resende Costa,Campo das Vertentes,0,0,0,0,0,750,97,0,0,0,4320,1005,0,0,400,1218,17880,79,20000
3154309,Resplendor,Resplendor,Vale do Rio Doce,0,0,250,0,87,2150,53,125,36,256,163,0,0,42,0,0,10264,56,240
3154408,Ressaquinha,Ressaquinha,Campo das Vertentes,0,0,0,36,0,1092,330,0,16,0,3772,382,0,0,2100,972,6305,22,3190
3154457,Riachinho,Riachinho,Norte de Minas,0,0,34,0,0,6300,637,17000,3,0,2100,13440,1658,2000,0,0,5050,99,1865
3154507,Riacho dos Machados,Riacho dos Machados,Norte de Minas,0,0,9,0,0,350,38,0,0,0,96,0,14,0,12,0,1713,120,1306
3154606,Ribeirão das Neves,Ribeirão das Neves,Metropolitana de Belo Horizonte,0,0,0,0,0,77,2,0,0,0,8,0,0,0,0,0,673,32,0
3154705,Ribeirão Vermelho,Ribeirão Vermelho,Campo das Vertentes,0,0,5,0,116,462,21,0,0,0,447,0,0,0,0,0,1800,10,0
3154804,Rio Acima,Rio Acima,Metropolitana de Belo Horizonte,0,0,5,0,0,70,3,0,0,0,15,0,0,0,0,0,199,19,11525
3154903,Rio Casca,Rio Casca,Zona da Mata,0,0,10,0,5,54150,1722,0,0,0,2176,0,0,9,0,0,6900,49,4240
3155009,Rio Doce,Rio Doce,Zona da Mata,0,0,0,0,0,4704,4,0,0,0,140,0,0,0,0,0,1497,55,440
3155108,Rio do Prado,Rio do Prado,Jequitinhonha,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,1670,5,0
3155207,Rio Espera,Rio Espera,Zona da Mata,0,0,50,0,3,24360,153,0,0,0,2100,0,0,0,0,0,5225,206,5225
3155306,Rio Manso,Rio Manso,Metropolitana de Belo Horizonte,0,0,0,0,0,720,12,0,0,0,180,0,0,15,420,0,6392,42,2000
3155405,Rio Novo,Rio Novo,Zona da Mata,0,0,0,0,0,70,4,0,0,0,25,0,0,10,0,0,5997,26,350
3155504,Rio Paranaíba,Rio Paranaíba,Triângulo Mineiro/Alto Paranaíba,0,0,0,29930,16320,0,2564,0,0,0,71318,23436,1575,0,1140,6004,83173,562,0
3155603,Rio Pardo de Minas,Rio Pardo de Minas,Norte de Minas,0,0,158,0,1220,39570,755,64,0,12,534,0,0,109,1060,0,1287,166,3200
3155702,Rio Piracicaba,Rio Piracicaba,Metropolitana de Belo Horizonte,0,0,45,0,0,4606,61,0,0,0,277,0,0,0,0,0,5288,46,67685
3155801,Rio Pomba,Rio Pomba,Zona da Mata,0,0,25,0,0,165,63,8,0,450,414,0,0,67,250,0,11506,118,0
3155900,Rio Preto,Rio Preto,Zona da Mata,0,0,12,0,0,41,1,0,0,0,37,0,0,0,0,0,6654,78,868
3156007,Rio Vermelho,Rio Vermelho,Metropolitana de Belo Horizonte,0,0,54,0,9,4800,258,0,0,0,1102,0,0,0,0,0,18904,133,2650
3156106,Ritápolis,Ritápolis,Campo das Vertentes,0,0,0,0,372,3100,370,0,0,0,900,0,0,0,0,72,15100,43,6200
3156205,Rochedo de Minas,Rochedo de Minas,Zona da Mata,0,0,0,0,0,300,1,0,0,0,0,0,0,0,0,0,2671,6,0
3156304,Rodeiro,Rodeiro,Zona da Mata,0,0,0,0,0,60,8,0,0,300,48,0,0,480,50,0,809,3,0
3156403,Romaria,Romaria,Triângulo Mineiro/Alto Paranaíba,0,0,9,0,8790,9939,114,0,90,0,56592,26057,5700,0,330,1320,4240,14,0
3156452,Rosário da Limeira,Rosário da Limeira,Zona da Mata,0,0,50,0,730,150,35,5,0,0,175,0,0,0,0,0,2229,12,1300
3156502,Rubelita,Rubelita,Norte de Minas,0,0,42,0,0,1166,71,3,0,0,232,0,0,0,0,0,1219,131,1650
3156601,Rubim,Rubim,Jequitinhonha,0,0,9,0,13,0,10,0,0,0,37,0,0,0,0,0,6135,38,463
3156700,Sabará,Sabará,Metropolitana de Belo Horizonte,0,0,600,0,7,360,3,0,0,0,14,0,0,0,140,0,986,41,640
3156809,Sabinópolis,Sabinópolis,Vale do Rio Doce,0,0,98,0,5,8800,128,36,24,0,1487,0,0,23,120,0,22021,168,56879
3156908,Sacramento,Sacramento,Triângulo Mineiro/Alto Paranaíba,0,0,0,96250,2586,1332288,12200,400,100,380,257000,115500,50000,0,3360,7920,46155,116,5100
3157005,Salinas,Salinas,Norte de Minas,0,0,627,54,7,7020,188,57,24,60,1275,0,88,36,1000,0,5075,395,0
3157104,Salto da Divisa,Salto da Divisa,Jequitinhonha,0,0,50,0,0,0,4,0,0,0,6,0,0,0,0,0,898,5,0
3157203,Santa Bárbara,Santa Bárbara,Metropolitana de Belo Horizonte,0,0,52,0,14,1802,17,0,0,0,81,0,0,0,0,0,1811,43,61625
3157252,Santa Bárbara do Leste,Santa Bárbara do Leste,Vale do Rio Doce,0,0,188,0,3100,300,82,12,33,128,644,0,0,60,4800,0,453,23,900
3157278,Santa Bárbara do Monte Verde,Santa Bárbara do Monte Verde,Zona da Mata,0,0,0,0,2,204,3,0,0,0,3,0,0,0,0,0,7175,44,650
3157302,Santa Bárbara do Tugúrio,Santa Bárbara do Tugúrio,Campo das Vertentes,0,0,2100,0,10,1060,29,0,0,0,242,0,0,0,31,0,5383,45,0
3157336,Santa Cruz de Minas,Santa Cruz de Minas,Campo das Vertentes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3157377,Santa Cruz de Salinas,Santa Cruz de Salinas,Norte de Minas,0,0,5,0,2,270,70,8,0,0,84,0,0,0,0,0,524,253,0
3157401,Santa Cruz do Escalvado,Santa Cruz do Escalvado,Zona da Mata,0,0,22,0,0,45450,4,0,0,0,96,0,0,0,0,0,3469,40,1225
3157500,Santa Efigênia de Minas,Santa Efigênia de Minas,Vale do Rio Doce,0,0,43,0,2,60,12,0,0,0,54,0,0,0,0,0,1630,7,0
3157609,Santa Fé de Minas,Santa Fé de Minas,Norte de Minas,0,0,0,0,0,270,240,0,0,0,208,0,0,0,0,0,2105,58,230
3157658,Santa Helena de Minas,Santa Helena de Minas,Vale do Mucuri,0,0,113,0,0,500,30,0,0,0,83,0,0,0,0,0,5003,78,0
3157708,Santa Juliana,Santa Juliana,Triângulo Mineiro/Alto Paranaíba,0,0,0,112020,0,1200000,380,0,0,0,49350,26505,5145,0,0,8512,26115,32,0
3157807,Santa Luzia,Santa Luzia,Metropolitana de Belo Horizonte,0,0,150,0,0,190,0,0,0,0,0,0,0,0,0,0,2309,34,850
3157906,Santa Margarida,Santa Margarida,Zona da Mata,0,0,36,0,11760,400,147,0,0,0,1596,0,0,0,0,0,2555,107,4060
3158003,Santa Maria de Itabira,Santa Maria de Itabira,Metropolitana de Belo Horizonte,0,0,105,0,0,2880,9,0,0,0,328,0,0,0,0,0,7387,803,21700
3158102,Santa Maria do Salto,Santa Maria do Salto,Jequitinhonha,0,0,7,0,15,720,15,0,0,0,132,0,0,0,0,0,1403,11,0
3158201,Santa Maria do Suaçuí,Santa Maria do Suaçuí,Vale do Rio Doce,0,0,81,0,4,3380,80,0,0,0,1612,0,0,0,0,0,9858,41,5200
3158300,Santana da Vargem,Santana da Vargem,Sul/Sudoeste de Minas,0,0,81,0,6610,62,126,0,0,0,3682,22050,0,0,250,525,2665,41,13650
3158409,Santana de Cataguases,Santana de Cataguases,Zona da Mata,0,0,18,0,0,0,11,0,0,20,33,0,0,0,0,0,3125,4,0
3158508,Santana de Pirapama,Santana de Pirapama,Metropolitana de Belo Horizonte,0,0,166,0,0,2840,25,0,11,330,315,0,0,56,440,0,15316,128,0
3158607,Santana do Deserto,Santana do Deserto,Zona da Mata,0,0,0,0,0,606,4,21,0,0,1540,0,0,0,0,0,895,7,0
3158706,Santana do Garambéu,Santana do Garambéu,Campo das Vertentes,0,0,41,0,5,840,23,0,0,0,364,0,0,0,0,0,3690,10,30092
3158805,Santana do Jacaré,Santana do Jacaré,Oeste de Minas,0,0,0,0,576,0,27,0,0,0,168,0,0,0,0,0,523,1051,564
3158904,Santana do Manhuaçu,Santana do Manhuaçu,Zona da Mata,0,0,110,0,9030,450,8,43,0,0,396,0,0,5,0,0,8700,76,0
3158953,Santana do Paraíso,Santana do Paraíso,Vale do Rio Doce,0,0,7,0,6,216,2,0,0,0,10,0,0,0,0,0,3853,15,26100
3159001,Santana do Riacho,Santana do Riacho,Metropolitana de Belo Horizonte,0,0,6,0,0,150,8,0,0,0,36,0,0,0,0,0,1640,29,0
3159100,Santana dos Montes,Santana dos Montes,Metropolitana de Belo Horizonte,0,0,0,0,0,2680,77,0,0,0,1260,0,0,0,0,0,4560,23,0
3159209,Santa Rita de Caldas,Santa Rita de Caldas,Sul/Sudoeste de Minas,0,0,0,11450,240,930,750,125,0,0,14235,0,0,0,0,0,25209,69,0
3159308,Santa Rita de Jacutinga,Santa Rita de Jacutinga,Zona da Mata,0,0,14,0,0,234,6,0,0,0,22,0,0,0,0,0,14390,58,1010
3159357,Santa Rita de Minas,Santa Rita de Minas,Vale do Rio Doce,0,0,28,0,1990,0,42,5,0,0,279,0,0,10,140,0,909,18,0
3159407,Santa Rita de Ibitipoca,Santa Rita de Ibitipoca,Zona da Mata,0,0,0,0,0,1700,90,0,0,0,991,0,0,0,0,0,17821,24,6800
3159506,Santa Rita do Itueto,Santa Rita do Itueto,Vale do Rio Doce,0,0,66,0,3168,648,175,48,26,17,1250,0,0,760,0,0,4345,26,1125
3159605,Santa Rita do Sapucaí,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,0,0,120,2850,6000,1140,97,5,0,0,4005,347,0,5,0,0,11307,49,8500
3159704,Santa Rosa da Serra,Santa Rosa da Serra,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,4340,1880,122,0,0,0,963,0,0,0,0,0,4310,31,0
3159803,Santa Vitória,Santa Vitória,Triângulo Mineiro/Alto Paranaíba,0,0,100,0,0,3500000,0,0,0,0,7190,2665,2604,0,0,0,30929,101,3310
3159902,Santo Antônio do Amparo,Santo Antônio do Amparo,Oeste de Minas,0,0,0,0,8917,770,70,144,0,0,4680,0,0,360,0,0,3800,36,900
3160009,Santo Antônio do Aventureiro,Santo Antônio do Aventureiro,Zona da Mata,0,0,56,0,0,390,5,60,0,0,10,0,0,0,80,0,5740,18,1050
3160108,Santo Antônio do Grama,Santo Antônio do Grama,Zona da Mata,0,0,0,0,150,23970,3,0,0,0,70,0,0,0,390,0,2241,54,0
3160207,Santo Antônio do Itambé,Santo Antônio do Itambé,Metropolitana de Belo Horizonte,0,0,22,0,0,600,27,0,0,0,405,0,0,0,0,0,4993,24,4100
3160306,Santo Antônio do Jacinto,Santo Antônio do Jacinto,Jequitinhonha,0,0,7,0,0,1800,62,0,0,0,36,0,0,0,0,0,5021,53,0
3160405,Santo Antônio do Monte,Santo Antônio do Monte,Oeste de Minas,0,0,35,0,13,9600,37,0,36,0,1092,0,11,0,41,0,62492,18965,9990
3160454,Santo Antônio do Retiro,Santo Antônio do Retiro,Norte de Minas,0,0,910,0,28,5200,193,100,0,4,125,0,0,110,59,0,502,47,0
3160504,Santo Antônio do Rio Abaixo,Santo Antônio do Rio Abaixo,Metropolitana de Belo Horizonte,0,0,10,0,0,4300,1,0,0,0,13,0,0,0,0,0,3246,27,1400
3160603,Santo Hipólito,Santo Hipólito,Central Mineira,0,0,0,0,0,817,4,0,0,100,638,0,48,0,0,0,4558,21,0
3160702,Santos Dumont,Santos Dumont,Zona da Mata,0,0,220,0,0,1980,19,0,0,0,506,0,0,0,30,0,17101,77,680
3160801,São Bento Abade,São Bento Abade,Sul/Sudoeste de Minas,0,0,0,1200,1520,0,714,0,0,0,6669,3230,0,0,0,1471,1700,4,8250
3160900,São Brás do Suaçuí,São Brás do Suaçuí,Metropolitana de Belo Horizonte,0,0,0,0,0,0,53,0,0,74,126,0,0,0,0,0,1547,17,2910
3160959,São Domingos das Dores,São Domingos das Dores,Vale do Rio Doce,0,0,1080,0,3150,0,135,30,20,0,315,0,0,96,270,0,144,26,1150
3161007,São Domingos do Prata,São Domingos do Prata,Metropolitana de Belo Horizonte,0,0,133,0,72,10600,64,6,0,0,237,0,0,0,82,0,9159,82,66495
3161056,São Félix de Minas,São Félix de Minas,Vale do Rio Doce,0,0,135,0,0,2535,15,8,0,0,36,0,0,0,0,0,4080,7,0
3161106,São Francisco,São Francisco,Norte de Minas,0,0,9300,0,0,18600,87,8,0,4,590,0,18,0,0,0,11251,270,14050
3161205,São Francisco de Paula,São Francisco de Paula,Oeste de Minas,0,0,0,0,4992,2400,546,720,0,0,6480,129,0,360,0,0,5270,26,7600
3161304,São Francisco de Sales,São Francisco de Sales,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,1157120,0,0,0,430,2880,5110,0,0,0,0,15500,37,190
3161403,São Francisco do Glória,São Francisco do Glória,Zona da Mata,0,0,0,0,1000,50,4,0,0,0,47,0,0,0,0,0,4736,52,11500
3161502,São Geraldo,São Geraldo,Zona da Mata,0,0,235,0,340,1100,190,210,0,0,468,0,0,22,752,0,2929,15,0
3161601,São Geraldo da Piedade,São Geraldo da Piedade,Vale do Rio Doce,0,0,620,0,0,2900,12,0,0,0,43,0,0,0,0,0,3720,8,0
3161650,São Geraldo do Baixio,São Geraldo do Baixio,Vale do Rio Doce,0,0,7,0,0,3100,4,0,0,5,75,0,13,0,0,0,5494,10,370
3161700,São Gonçalo do Abaeté,São Gonçalo do Abaeté,Noroeste de Minas,0,7817,360,0,60,10800,2418,0,0,0,22344,12064,0,0,12000,1480,3713,43,0
3161809,São Gonçalo do Pará,São Gonçalo do Pará,Oeste de Minas,0,0,0,0,0,3750,3,4,0,0,120,0,0,12,0,0,9948,1334,3030
3161908,São Gonçalo do Rio Abaixo,São Gonçalo do Rio Abaixo,Metropolitana de Belo Horizonte,0,0,518,0,4,17710,4,10,0,0,76,0,0,0,0,0,3838,64,55390
3162005,São Gonçalo do Sapucaí,São Gonçalo do Sapucaí,Sul/Sudoeste de Minas,0,0,97,7570,6900,48,850,170,10,0,28083,9574,0,2315,3100,2115,27410,43,3150
3162104,São Gotardo,São Gotardo,Triângulo Mineiro/Alto Paranaíba,0,0,116,5080,2300,7800,940,0,0,0,13646,6593,0,0,270,5603,51311,376,0
3162203,São João Batista do Glória,São João Batista do Glória,Sul/Sudoeste de Minas,0,0,105,0,490,55600,3416,0,0,0,35488,17052,2886,0,0,781,35070,43,900
3162252,São João da Lagoa,São João da Lagoa,Norte de Minas,0,0,20,0,0,3250,55,7,0,0,1600,0,100,0,50,0,3166,103,300
3162302,São João da Mata,São João da Mata,Sul/Sudoeste de Minas,0,0,1700,1894,1253,1600,48,0,0,0,4010,0,0,0,660,0,6264,26,0
3162401,São João da Ponte,São João da Ponte,Norte de Minas,0,0,967,0,0,6000,102,3,0,0,1260,0,196,0,0,0,4027,195,1200
3162450,São João das Missões,São João das Missões,Norte de Minas,0,0,14,0,0,1360,343,0,0,0,648,0,0,0,0,0,600,168,150
3162500,São João del Rei,São João del Rei,Campo das Vertentes,0,0,0,1050,348,1640,9444,3360,0,0,56493,15312,0,179,100,9106,51000,135,30000
3162559,São João do Manhuaçu,São João do Manhuaçu,Zona da Mata,0,0,0,0,7730,0,102,7,0,0,736,0,0,0,396,0,622,61,0
3162575,São João do Manteninha,São João do Manteninha,Vale do Rio Doce,0,0,5,0,26,310,1,0,0,122,5,0,0,0,0,0,1997,20,0
3162609,São João do Oriente,São João do Oriente,Vale do Rio Doce,0,0,13,24,0,0,3,0,0,12,27,0,0,0,70,0,6582,23,0
3162658,São João do Pacuí,São João do Pacuí,Norte de Minas,0,0,6,0,0,3900,44,6,0,0,540,0,165,0,0,0,1383,59,3080
3162708,São João do Paraíso,São João do Paraíso,Norte de Minas,0,0,105,0,130,93640,318,33,0,0,276,0,0,14,0,0,902,141,0
3162807,São João Evangelista,São João Evangelista,Vale do Rio Doce,0,0,220,0,0,9100,120,0,0,0,318,0,0,0,0,0,21184,77,23900
3162906,São João Nepomuceno,São João Nepomuceno,Zona da Mata,0,0,476,0,0,4180,4,21,0,0,226,0,0,14,0,0,13810,87,1346
3162922,São Joaquim de Bicas,São Joaquim de Bicas,Metropolitana de Belo Horizonte,0,0,540,0,0,30,1,0,0,0,7,0,0,0,360,0,630,12,0
3162948,São José da Barra,São José da Barra,Sul/Sudoeste de Minas,0,0,42,0,4590,33200,50,0,12,0,15225,5625,60,0,0,0,13815,33,60000
3162955,São José da Lapa,São José da Lapa,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,733,2953,0
3163003,São José da Safira,São José da Safira,Vale do Rio Doce,0,0,30,0,0,0,5,0,0,0,140,0,0,0,0,0,1163,2,0
3163102,São José da Varginha,São José da Varginha,Metropolitana de Belo Horizonte,0,0,340,0,0,0,1,0,0,0,189,0,0,0,5500,0,11428,33,0
3163201,São José do Alegre,São José do Alegre,Sul/Sudoeste de Minas,0,0,341,270,220,930,7,80,0,0,160,0,0,120,0,0,2538,38,760
3163300,São José do Divino,São José do Divino,Vale do Rio Doce,0,0,0,0,0,2200,0,120,0,0,2,0,0,0,0,0,3483,10,0
3163409,São José do Goiabal,São José do Goiabal,Metropolitana de Belo Horizonte,0,0,15,0,2,77378,19,18,0,0,300,0,0,0,0,0,8350,24,0
3163508,São José do Jacuri,São José do Jacuri,Vale do Rio Doce,0,0,73,0,0,570,81,0,0,0,550,0,0,0,300,0,10325,17,15300
3163607,São José do Mantimento,São José do Mantimento,Zona da Mata,0,0,0,0,672,960,16,0,0,0,130,0,0,0,0,0,2458,13,0
3163706,São Lourenço,São Lourenço,Sul/Sudoeste de Minas,0,0,0,0,55,0,0,0,0,0,8,0,0,0,0,0,1884,18,0
3163805,São Miguel do Anta,São Miguel do Anta,Zona da Mata,0,0,105,0,1561,960,207,0,0,0,3510,0,0,74,500,0,3075,93,11650
3163904,São Pedro da União,São Pedro da União,Sul/Sudoeste de Minas,0,0,0,0,6780,0,200,195,0,0,7968,6270,0,171,0,1760,10990,34,328
3164001,São Pedro dos Ferros,São Pedro dos Ferros,Zona da Mata,0,0,33,0,0,258600,8,5,0,0,56,0,0,32,0,0,3250,31,14600
3164100,São Pedro do Suaçuí,São Pedro do Suaçuí,Vale do Rio Doce,0,0,0,0,0,520,61,0,0,0,805,0,0,0,0,0,8125,17,400
3164209,São Romão,São Romão,Norte de Minas,0,12702,0,0,0,2280,2360,0,0,0,34488,4176,0,0,0,0,1452,135,245
3164308,São Roque de Minas,São Roque de Minas,Oeste de Minas,0,0,30,1500,8249,1800,510,0,0,2121,11184,6124,70,80,0,0,39850,123,1360
3164407,São Sebastião da Bela Vista,São Sebastião da Bela Vista,Sul/Sudoeste de Minas,0,0,0,2039,1353,378,392,0,0,0,5880,972,0,0,0,0,6740,25,0
