ibge7,mun,tx_mort_acid_15_29,tx_mort_hom_15_29,tx_mort_mama,tx_mort_inf,tx_analf_25m,prop_fund_25m,perc_med_25m,tx_med_adeq,tx_med_lab,tx_crimes_pat,tx_crimes_pes,tx_hom,existe_uni_infra,pop_total,pop_masc,pop_fem,raz_dep,tx_urb,tx_fec,esp_vida,rdpc,renocup
3164605,São Sebastião do Oeste,0.0,0.0,0.0,24.69,12.2,19.6,7.61,49.4,100.0,17.2,0.0,0.0,Não,5805,3011,2757,44.01,55.93,2.11,75.0,545.07,812.33
3164704,São Sebastião do Paraíso,12.06,18.13,9.15,13.79,7.8,43.2,29.03,55.2,100.0,78.4,12.3,1.5,Não,65034,32147,32761,44.73,92.26,1.86,75.0,775.73,1173.64
3164803,São Sebastião do Rio Preto,0.0,0.0,0.0,0.0,16.5,24.3,16.84,65.8,100.0,0.0,123.9,62.0,Não,1616,772,841,60.62,54.31,1.86,74.0,493.59,578.6
3164902,São Sebastião do Rio Verde,0.0,0.0,0.0,0.0,12.1,31.7,20.21,52.3,100.0,0.0,0.0,0.0,Não,2110,1048,1062,41.75,62.61,1.33,76.0,442.98,710.65
3165008,São Tiago,39.39,38.61,19.01,8.13,9.9,28.8,17.99,43.3,100.0,18.9,0.0,0.0,Não,10553,5300,5261,46.75,80.21,1.96,74.0,486.69,742.42
3165107,São Tomás de Aquino,0.0,0.0,28.29,32.26,14.6,30.5,18.61,53.2,100.0,14.1,0.0,0.0,Não,7093,3558,3535,53.56,77.85,2.43,77.0,593.38,843.39
3165206,São Tomé das Letras,0.0,0.0,0.0,37.74,16.1,34.4,20.74,39.2,100.0,45.0,75.1,15.0,Não,6655,3539,3116,44.8,57.96,2.37,73.0,428.33,648.83
3165305,São Vicente de Minas,58.24,0.0,27.67,20.2,8.9,43.8,29.95,42.6,100.0,28.5,0.0,0.0,Não,7008,3394,3614,47.25,84.76,2.31,76.0,527.55,831.29
3165404,Sapucaí Mirim,65.75,0.0,32.93,24.1,12.8,31.3,19.34,49.6,100.0,16.0,16.0,0.0,Não,6241,3204,3037,51.23,60.62,2.38,75.0,497.65,799.69
3165503,Sardoá,65.88,0.0,0.0,23.26,23.5,24.9,15.89,62.8,100.0,17.8,0.0,0.0,Não,5597,2814,2780,59.48,35.7,1.99,74.0,321.6,517.31
3165537,Sarzedo,14.53,68.91,23.18,5.14,7.3,49.1,31.59,35.3,100.0,69.7,46.4,27.1,Não,25798,12861,12935,44.29,98.89,2.07,77.0,648.26,1091.06
3165552,Setubinha,34.2,31.86,0.0,43.01,44.0,14.5,9.28,28.5,100.0,36.7,36.7,27.5,Não,10885,5350,5535,76.79,25.74,3.1,70.0,224.63,367.22
3165560,Sem-Peixe,0.0,0.0,0.0,0.0,19.1,23.7,16.43,82.5,100.0,0.0,35.1,0.0,Não,2847,1404,1443,52.94,52.93,1.5,75.0,386.22,410.71
3165578,Senador Amaral,0.0,0.0,0.0,0.0,16.1,27.6,14.52,46.9,100.0,19.1,38.3,0.0,Não,5225,2776,2443,46.16,59.42,2.55,74.0,385.29,604.27
3165602,Senador Cortês,209.64,0.0,0.0,57.14,14.6,29.6,17.43,19.8,0.0,50.3,50.3,50.3,Não,1980,985,1003,52.65,76.06,2.56,75.0,581.34,630.75
3165701,Senador Firmino,59.52,0.0,0.0,48.19,12.0,27.7,19.25,39.8,89.5,41.4,13.8,0.0,Não,7230,3653,3577,49.84,64.77,2.13,75.0,426.49,624.51
3165800,Senador José Bento,0.0,0.0,0.0,58.82,14.1,26.0,17.96,56.2,100.0,0.0,0.0,0.0,Não,1868,1004,864,43.22,36.56,1.43,74.0,493.87,563.11
3165909,Senador Modestino Gonçalves,85.4,0.0,0.0,38.46,31.6,26.7,17.7,55.0,100.0,43.7,65.5,0.0,Não,4574,2317,2257,56.4,39.42,1.74,72.0,271.55,332.53
3166006,Senhora de Oliveira,0.0,0.0,105.82,14.93,15.8,23.9,16.1,56.1,100.0,0.0,105.5,0.0,Não,5689,2848,2835,50.46,57.29,1.65,73.0,339.95,545.3
3166105,Senhora do Porto,0.0,0.0,57.74,38.46,23.3,14.0,8.69,18.1,0.0,0.0,28.6,0.0,Não,3493,1765,1732,65.1,36.77,2.24,73.0,324.4,443.45
3166204,Senhora dos Remédios,40.26,0.0,0.0,9.71,17.3,20.8,13.19,56.1,100.0,0.0,0.0,0.0,Não,10202,5152,5044,44.61,33.64,1.6,72.0,292.26,342.64
3166303,Sericita,104.49,46.36,0.0,24.0,22.4,16.4,11.74,31.7,100.0,28.0,28.0,14.0,Não,7125,3647,3481,50.82,52.16,2.08,72.0,338.3,529.29
3166402,Seritinga,0.0,0.0,0.0,0.0,11.2,35.2,23.43,49.9,100.0,0.0,0.0,0.0,Não,1790,918,871,42.25,82.9,1.63,76.0,476.43,681.09
3166501,Serra Azul de Minas,0.0,0.0,47.64,16.13,35.9,21.3,13.72,36.8,100.0,0.0,142.1,94.7,Não,4220,2121,2099,66.73,40.52,2.43,74.0,226.22,474.31
3166600,Serra da Saudade,0.0,0.0,0.0,0.0,16.6,31.8,20.86,0.0,,0.0,0.0,0.0,Não,815,430,385,44.53,64.66,2.66,77.0,494.31,794.37
3166709,Serra dos Aimorés,48.45,47.66,0.0,0.0,24.6,35.6,19.33,41.6,100.0,47.5,35.6,11.8,Não,8419,4172,4240,57.37,80.53,2.62,72.0,464.82,907.97
3166808,Serra do Salitre,0.0,0.0,0.0,14.49,11.4,32.8,19.69,41.6,100.0,151.6,94.8,28.4,Não,10541,5422,5127,45.59,73.51,2.47,76.0,715.23,1019.7
3166907,Serrania,53.22,0.0,0.0,20.2,16.9,31.8,18.54,49.1,100.0,145.8,13.2,0.0,Não,7540,3803,3739,53.17,87.19,2.31,75.0,470.34,778.39
3166956,Serranópolis de Minas,0.0,0.0,45.58,18.18,29.6,21.9,14.31,52.8,100.0,0.0,0.0,0.0,Não,4425,2231,2194,52.4,39.05,2.21,71.0,351.46,488.05
3167004,Serranos,0.0,0.0,0.0,45.45,20.7,26.8,14.15,27.0,100.0,0.0,0.0,0.0,Não,1996,999,996,47.38,77.34,2.03,75.0,425.18,736.57
3167103,Serro,18.04,0.0,19.12,13.94,24.4,27.2,18.38,37.4,85.0,43.2,43.2,9.6,Não,20833,10374,10461,60.1,61.89,2.6,75.0,457.27,820.99
3167202,Sete Lagoas,13.55,43.74,16.34,14.77,4.9,54.1,37.9,52.4,94.0,233.9,46.2,18.2,Sim,214071,103798,110125,39.77,97.57,1.66,75.0,809.26,1233.98
3167301,Silveirânia,0.0,0.0,0.0,0.0,13.5,27.8,16.54,44.4,100.0,0.0,45.6,45.6,Não,2192,1148,1044,47.38,65.19,1.88,75.0,441.85,688.62
3167400,Silvianópolis,0.0,0.0,0.0,16.13,14.3,31.6,19.58,38.6,100.0,16.5,33.1,16.5,Não,6029,3119,2892,47.59,60.48,2.11,77.0,647.64,953.95
3167509,Simão Pereira,168.63,0.0,0.0,0.0,12.9,32.1,18.05,20.3,0.0,118.2,39.4,0.0,Não,2537,1248,1289,48.57,58.97,1.55,76.0,442.7,788.71
3167608,Simonésia,61.03,0.0,22.64,18.8,21.5,25.7,13.86,33.6,100.0,38.2,0.0,0.0,Não,18302,9466,8832,51.13,38.78,2.26,74.0,383.01,569.51
3167707,Sobrália,0.0,65.49,0.0,16.67,24.5,23.5,13.55,42.0,100.0,17.1,17.1,17.1,Não,5828,2857,2973,59.57,70.82,2.0,73.0,357.73,567.33
3167806,Soledade de Minas,0.0,0.0,0.0,0.0,10.9,37.5,23.2,40.3,100.0,17.6,17.6,0.0,Não,5678,2839,2837,48.43,66.26,2.04,75.0,526.23,723.18
3167905,Tabuleiro,0.0,0.0,98.43,0.0,15.2,28.3,17.95,45.2,100.0,49.0,0.0,0.0,Não,4076,2047,2032,50.21,66.22,1.41,74.0,503.88,753.09
3168002,Taiobeiras,34.92,35.22,12.66,14.61,23.1,32.4,21.14,45.6,99.3,80.8,29.1,9.7,Não,30894,15117,15800,50.39,81.06,1.84,74.0,426.91,733.11
3168051,Taparuba,0.0,0.0,0.0,0.0,22.3,27.7,15.86,45.6,100.0,0.0,63.7,0.0,Não,3137,1616,1521,50.82,44.79,1.57,73.0,344.16,493.44
3168101,Tapira,0.0,0.0,0.0,27.78,8.3,36.1,23.6,38.6,100.0,72.9,24.3,0.0,Não,4102,2214,1898,39.54,66.73,2.05,76.0,902.0,1303.12
3168200,Tapiraí,0.0,0.0,0.0,76.92,15.1,26.2,15.23,45.9,100.0,0.0,0.0,0.0,Não,1873,1002,871,46.9,57.93,2.11,76.0,517.65,710.34
3168309,Taquaraçu de Minas,0.0,0.0,0.0,0.0,17.5,25.7,15.03,35.3,100.0,184.5,79.0,26.3,Não,3792,2027,1767,50.36,46.26,2.2,74.0,436.05,629.88
3168408,Tarumirim,92.36,0.0,0.0,11.43,21.9,25.3,15.46,42.8,100.0,13.9,27.9,13.9,Não,14294,7102,7191,56.35,56.1,2.05,75.0,364.41,577.48
3168507,Teixeiras,73.42,0.0,0.0,10.53,12.6,32.5,20.45,43.5,91.2,52.8,8.8,0.0,Não,11346,5543,5812,45.14,67.13,1.62,73.0,568.91,975.66
3168606,Teófilo Otoni,42.36,34.74,9.96,21.6,16.2,44.5,30.95,41.3,97.7,171.4,38.5,14.1,Sim,134733,64311,70146,48.42,81.69,2.09,74.0,615.34,1104.66
3168705,Timóteo,32.68,36.45,19.02,20.45,5.5,61.4,44.16,59.9,91.6,73.8,38.1,11.0,Não,81119,38682,41475,40.28,99.87,1.5,75.0,786.68,1293.9
3168804,Tiradentes,0.0,0.0,0.0,12.5,7.1,45.4,30.52,25.4,100.0,57.4,14.3,0.0,Não,7002,3440,3521,38.08,77.23,1.76,78.0,802.39,1257.39
3168903,Tiros,0.0,0.0,0.0,0.0,12.8,26.9,14.8,51.1,100.0,86.8,28.9,0.0,Não,6906,3526,3358,46.47,69.72,2.08,76.0,634.3,987.44
3169000,Tocantins,0.0,72.27,0.0,6.13,10.8,36.2,25.4,45.8,89.4,56.8,50.5,25.2,Não,15839,7894,7929,44.99,81.58,1.66,73.0,557.55,816.75
3169059,Tocos do Moji,0.0,0.0,0.0,0.0,11.9,27.4,16.73,70.7,100.0,0.0,0.0,0.0,Não,3950,2144,1806,38.49,25.77,1.49,73.0,489.05,599.45
3169109,Toledo,223.05,0.0,0.0,18.87,20.2,27.0,12.04,51.7,100.0,69.4,52.0,17.3,Não,5761,3043,2721,48.79,37.99,2.04,73.0,486.02,642.22
3169208,Tombos,0.0,0.0,42.07,15.27,14.7,38.0,26.75,34.5,100.0,20.9,20.9,20.9,Não,9542,4783,4754,46.22,80.2,1.74,77.0,621.05,855.18
3169307,Três Corações,41.71,19.83,16.37,14.4,8.6,50.4,36.34,58.3,98.6,107.1,41.2,8.2,Não,72796,36101,36657,45.18,90.46,1.93,76.0,749.86,1245.57
3169356,Três Marias,67.27,40.13,14.04,5.24,9.1,52.1,36.11,53.6,100.0,70.6,31.7,14.1,Não,28315,13913,14136,42.38,94.78,1.82,77.0,645.33,1135.9
3169406,Três Pontas,29.26,7.03,14.73,9.6,10.9,42.3,28.21,52.5,100.0,48.2,13.0,1.8,Não,53825,26705,27155,44.88,85.93,1.74,76.0,682.15,1055.69
3169505,Tumiritinga,65.66,129.12,32.31,0.0,22.0,25.6,13.07,40.7,78.8,15.8,270.1,111.2,Não,6291,3198,3095,61.38,68.7,2.43,75.0,366.89,612.88
3169604,Tupaciguara,18.15,17.34,8.26,7.58,11.4,40.6,26.86,45.1,100.0,115.7,45.4,20.6,Não,24185,12071,12096,46.88,91.13,2.08,77.0,665.76,1068.88
3169703,Turmalina,0.0,0.0,0.0,25.55,19.8,30.6,20.45,40.0,100.0,49.8,44.3,11.0,Não,18046,9099,8834,47.66,71.59,2.22,74.0,446.26,728.39
3169802,Turvolândia,170.94,0.0,0.0,70.42,13.3,31.8,18.9,52.3,100.0,0.0,0.0,0.0,Não,4658,2409,2249,45.7,62.47,1.97,75.0,649.97,797.98
3169901,Ubá,59.04,30.76,5.85,12.66,7.1,45.2,28.86,40.1,86.8,137.9,43.3,10.8,Não,101466,50036,51066,41.17,96.18,1.59,75.0,739.56,1083.68
3170008,Ubaí,31.06,0.0,0.0,14.15,26.9,29.2,16.94,31.4,100.0,8.5,0.0,0.0,Não,11677,5979,5702,62.24,48.5,2.42,72.0,247.91,407.29
3170057,Ubaporanga,165.73,0.0,0.0,0.0,18.1,22.3,12.47,32.7,100.0,58.1,49.8,8.3,Não,12040,6085,5955,49.28,53.44,1.84,73.0,342.3,535.08
3170107,Uberaba,29.39,27.12,10.56,10.25,5.1,58.7,41.46,47.3,98.2,476.3,30.0,10.8,Sim,296000,143854,150918,39.44,97.77,1.62,76.0,978.01,1467.59
3170206,Uberlândia,29.54,42.34,18.76,11.27,4.6,60.3,42.8,51.4,99.7,471.6,60.2,18.8,Sim,600285,294897,309089,38.39,97.23,1.7,78.0,1001.45,1501.35
3170305,Umburatiba,0.0,0.0,0.0,50.0,33.1,31.3,22.53,41.2,100.0,0.0,36.9,0.0,Não,2700,1399,1306,57.25,57.6,2.25,74.0,332.13,638.18
3170404,Unaí,28.7,59.85,7.84,16.41,10.9,42.9,28.4,66.5,92.0,122.4,60.5,23.2,Não,77590,39211,38152,42.92,80.36,2.06,76.0,720.51,1104.26
3170438,União de Minas,0.0,0.0,0.0,0.0,17.1,27.8,15.02,47.4,100.0,135.8,113.1,22.6,Não,4424,2412,2006,44.57,61.7,2.49,75.0,562.84,931.66
3170479,Uruana de Minas,0.0,0.0,0.0,0.0,22.8,30.4,16.28,44.4,100.0,30.9,0.0,0.0,Não,3238,1627,1608,53.11,56.2,2.46,73.0,360.58,585.32
3170503,Urucânia,0.0,103.38,19.21,8.77,19.3,28.1,17.37,40.0,100.0,9.7,58.3,19.4,Não,10291,5085,5206,49.1,77.21,2.14,74.0,397.46,669.43
3170529,Urucuia,0.0,0.0,0.0,37.91,17.9,34.3,22.1,32.2,100.0,44.1,58.8,7.3,Não,13605,7030,6574,62.73,45.32,2.44,72.0,259.38,518.7
3170578,Vargem Alegre,0.0,55.71,0.0,23.81,23.4,25.2,16.58,44.8,100.0,77.3,30.9,15.4,Não,6457,3142,3037,51.93,73.84,1.95,74.0,407.13,712.12
3170602,Vargem Bonita,0.0,0.0,0.0,0.0,9.5,30.9,20.81,49.7,100.0,46.2,0.0,0.0,Não,2163,1145,1018,44.67,52.8,2.14,76.0,508.67,721.37
3170651,Vargem Grande do Rio Pardo,0.0,72.78,0.0,15.38,34.4,25.2,16.72,40.0,100.0,0.0,0.0,0.0,Não,4733,2428,2305,52.4,51.15,1.64,74.0,265.02,402.11
3170701,Varginha,43.4,6.1,6.3,5.44,5.7,58.7,42.08,60.6,97.8,56.8,17.0,5.6,Não,123120,59957,63124,39.23,96.73,1.5,77.0,904.57,1382.27
3170750,Varjão de Minas,58.28,56.43,0.0,32.61,11.7,37.6,22.08,60.2,100.0,49.5,82.5,16.5,Não,6065,3170,2884,46.09,82.94,2.17,76.0,528.14,939.85
3170800,Várzea da Palma,19.43,46.59,22.65,31.11,15.6,36.7,23.62,41.8,90.1,117.2,75.4,22.3,Não,35804,18150,17659,46.83,87.44,2.09,74.0,413.59,750.99
3170909,Varzelândia,54.8,0.0,0.0,22.14,33.4,20.4,12.83,29.9,23.6,10.4,0.0,0.0,Não,19126,9765,9351,63.14,46.58,2.55,73.0,238.92,399.1
3171006,Vazante,0.0,18.59,10.21,11.41,9.1,47.1,32.84,57.7,100.0,60.8,25.3,5.0,Não,19721,9929,9794,41.82,80.71,2.05,77.0,650.88,1011.21
3171030,Verdelândia,39.11,0.0,0.0,18.99,37.5,17.6,9.45,37.7,100.0,23.9,47.9,11.9,Não,8350,4274,4072,64.08,57.06,3.13,73.0,233.27,486.72
3171071,Veredinha,0.0,0.0,0.0,43.48,30.0,23.9,16.11,54.4,35.5,0.0,36.0,0.0,Não,5533,2891,2658,46.08,67.92,2.11,72.0,293.08,385.61
3171105,Veríssimo,0.0,0.0,58.65,0.0,15.1,26.4,11.28,39.7,100.0,86.1,86.1,0.0,Não,3466,1778,1705,46.6,58.48,2.37,77.0,560.98,963.8
3171154,Vermelho Novo,0.0,0.0,0.0,16.13,16.4,24.6,15.17,53.3,100.0,0.0,42.6,0.0,Não,4689,2427,2262,48.13,39.5,1.57,72.0,355.42,500.62
3171204,Vespasiano,20.47,111.47,13.08,17.49,7.5,42.3,25.93,32.1,97.4,220.0,114.8,45.9,Não,104612,50992,53512,43.95,100.0,1.78,74.0,539.05,912.1
3171303,Viçosa,34.21,23.87,13.43,28.48,7.0,54.0,40.32,59.8,99.5,150.9,55.3,12.4,Não,72244,35001,37219,38.77,93.19,1.33,78.0,892.25,1306.37
3171402,Vieiras,0.0,0.0,0.0,19.23,18.1,28.3,19.73,59.6,100.0,53.6,26.8,0.0,Não,3732,1900,1831,45.17,49.66,2.06,73.0,386.39,623.71
3171501,Mathias Lobato,0.0,100.7,0.0,96.15,27.3,27.2,14.73,31.1,100.0,0.0,0.0,0.0,Não,3371,1675,1695,55.88,90.8,2.63,73.0,326.18,781.71
3171600,Virgem da Lapa,52.31,0.0,0.0,14.81,29.3,24.6,16.0,42.9,100.0,14.6,0.0,0.0,Não,13625,6763,6856,50.94,50.22,1.72,73.0,305.36,462.31
3171709,Virgínia,48.73,0.0,23.17,16.81,15.1,27.1,13.78,46.7,100.0,23.1,23.1,11.6,Não,8626,4196,4210,44.8,45.65,1.93,75.0,415.41,623.13
3171808,Virginópolis,74.35,0.0,37.33,22.9,16.5,33.6,21.52,31.7,100.0,28.3,28.3,18.9,Não,10572,5215,5357,53.17,58.72,1.52,75.0,423.01,721.13
3171907,Virgolândia,0.0,0.0,0.0,28.57,27.3,21.2,11.57,37.7,100.0,35.3,123.7,17.6,Não,5659,2788,2870,60.52,60.13,2.2,73.0,339.03,479.07
3172004,Visconde do Rio Branco,60.35,20.61,5.2,20.58,10.8,38.5,25.94,35.6,88.7,115.9,26.3,7.9,Não,37952,18701,19241,43.52,82.71,2.03,76.0,658.96,903.09
3172103,Volta Grande,79.18,0.0,0.0,0.0,15.1,35.9,24.65,26.6,100.0,39.4,39.4,19.7,Não,5063,2477,2593,50.3,74.99,2.32,75.0,515.46,892.39
3172202,Wenceslau Braz,0.0,0.0,0.0,0.0,6.1,32.7,21.38,65.1,100.0,0.0,39.1,39.1,Não,2553,1288,1265,47.16,49.75,1.76,76.0,439.73,771.03
