ibge7,mun,nome_meso,tot_f_meio_sm,tot_f_rdpc_154,n_f_PBF,tot_benf_PBF,ex_cinema,ex_bib,n_bib,tx_criancas_EF_adeq,tx_adol_EM_adeq,tx_EJA_EF_15m,tx_EJA_EM_18m,tx_esc_0_3,tx_esc_15_17,n_esp_mun,popul,percent_5,percent_6_17,percent_65,transf_pc_PBF,n_emp_formal,rdpc_formal,tx_mort,tx_mort_homicidio,tx_mort_homicidio_15_29,prop_priv_saude,percent_esgoto,percent_lixo
3156304,Rodeiro,Zona da Mata,716,318,260,"16,1",N?o,Sim,1,"78,6","56,7","1,1","1,2","16,9","79,6",2,7758,8,20,9,"4,79",3029,"644,44","7,99",0,0,"36,26",,100
3156403,Romaria,Triangulo Mineiro/Alto Paranaiba,372,238,155,"13,4",N?o,Sim,1,63,"52,5","0,6","0,7","28,3","65,4",4,3650,7,21,10,"7,44",894,"375,27","7,12",0,0,"6,9",,
3156452,Ros?rio da Limeira,Zona da Mata,688,413,350,"14,18",N?o,Sim,1,"77,6","62,9","2,7","2,6","29,8","80,4",3,4553,8,21,10,"8,64",498,"139,92","6,37","21,96",0,"2,97",,100
3156502,Rubelita,Norte de Minas,1418,1129,1036,"23,43",N?o,Sim,1,"90,3","67,5","0,7","0,6","39,4","86,2",4,6937,8,21,9,"24,23",434,"85,74","7,93","14,42",0,"0,94",60,
3156601,Rubim,Jequitinhonha,2011,1625,1502,"44,23",N?o,Sim,1,"72,8","43,4",2,"2,1","35,2","66,3",4,10354,8,21,9,"20,61",611,"77,99","6,95","19,32","37,3","2,26",,
3156700,Sabar?,Metropolitana de Belo Horizonte,9507,6085,5026,"14,36",N?o,Sim,1,"71,5","50,8",2,"1,9","28,5","75,3",11,135196,8,19,8,"5,78",18194,"281,02","5,98","35,5","87,01","25,68",,98
3156809,Sabin?polis,Vale do Rio Doce,2241,1256,1372,"51,63",N?o,Sim,1,"77,7","64,9","4,8",5,"20,2","90,5",7,15961,8,21,9,"11,94",1249,"109,21","6,52","6,27",0,"5,65",,
3156908,Sacramento,Triangulo Mineiro/Alto Paranaiba,2147,960,798,"26,48",N?o,Sim,1,"71,3","52,4","1,1",1,"26,3","71,9",41,25819,8,20,9,"4,26",6179,"400,58","6,24","15,49","14,94","16,57",100,100
3157005,Salinas,Norte de Minas,5944,3837,3444,"44,44",Sim,Sim,1,"79,5","71,2","1,3","1,2","22,6",100,10,41494,8,21,8,"11,15",5136,"173,58","6,84","7,23","8,91","6,25",85,
3157104,Salto da Divisa,Jequitinhonha,1359,981,1017,"43,51",N?o,Sim,1,"84,5","41,5","1,3","1,4","37,6","69,8",6,7117,8,20,9,"29,78",578,"161,23","6,46","70,25","223,07","7,12",,
3157203,Santa B?rbara,Metropolitana de Belo Horizonte,3024,2220,2165,"12,62",Sim,,,"80,1","53,1","2,9",3,"18,2","71,4",17,30436,8,20,9,"14,75",5685,"412,16","5,49",23,"63,39","40,21",,
3157252,Santa B?rbara do Leste,Vale do Rio Doce,1349,1156,903,"22,03",N?o,Sim,1,"82,9","46,4","1,7","1,5","24,7","67,3",2,8144,8,21,9,"17,06",489,84,"5,77","36,84","47,45","1,79",,
3157278,Santa B?rbara do Monte Verde,Zona da Mata,471,267,231,"12,09",N?o,Sim,1,"79,4",44,0,0,"55,6","86,9",3,3067,7,19,11,"12,38",274,"108,17","6,19",0,0,"3,23",,100
3157302,Santa B?rbara do Tug?rio,Campo das Vertentes,707,477,440,"8,55",N?o,Sim,1,"72,3","33,8","1,3","1,4","0,4","51,8",5,4603,7,21,10,"13,7",460,"131,76","7,39","21,72",0,"5,95",,100
3157336,Santa Cruz de Minas,Campo das Vertentes,853,554,413,"8,9",N?o,,,"25,5",18,"0,9","0,6","0,2",35,1,8489,8,21,9,"5,91",967,"152,37","6,6",0,0,"11,91",,
3157377,Santa Cruz de Salinas,Norte de Minas,937,681,635,"10,97",N?o,Sim,1,100,"75,5",0,0,"18,3",100,3,4359,8,21,10,"30,59",242,"78,96","9,18",0,0,"0,32",100,
3157401,Santa Cruz do Escalvado,Zona da Mata,818,563,521,"7,98",N?o,Sim,1,"66,9","44,3","1,8","1,7","17,2","68,8",8,4981,7,22,10,"14,43",420,"123,4","8,03",0,0,"3,59",,100
3157500,Santa Efig?nia de Minas,Vale do Rio Doce,1000,787,730,"34,59",N?o,,,"86,8","45,5","0,7","0,8","0,7","60,9",2,4604,8,21,10,"35,83",353,"88,57","5,86","21,72",0,"1,8",,100
3157609,Santa F? de Minas,Norte de Minas,996,941,748,"10,07",N?o,Sim,1,"75,2","45,9","0,9","0,9",1,"58,9",10,3997,8,22,10,"40,14",252,"78,82","4,25",0,0,"1,08",,
3157658,Santa Helena de Minas,Vale do Mucuri,1347,1172,1007,"14,94",N?o,Sim,1,84,"59,6",0,0,"3,7",93,5,6387,8,21,9,"40,82",253,"55,26","6,73","93,94","186,84","1,19","84,2",
3157708,Santa Juliana,Triangulo Mineiro/Alto Paranaiba,1198,613,508,"16,44",N?o,Sim,1,"81,8","40,1","1,7","1,6","13,7","57,8",6,13165,8,20,9,"5,82",4068,"682,34","5,24","15,19","29,55","20,86",,100
3157807,Santa Luzia,Metropolitana de Belo Horizonte,20007,11558,9286,"14,12",Sim,Sim,1,"82,3","55,9",3,"2,9","11,7","84,3",25,217610,8,20,6,"6,99",24242,"233,87","5,56","19,76","34,83","24,84",,
3157906,Santa Margarida,Zona da Mata,3124,2409,2212,"10,16",N?o,Sim,1,89,"49,7","2,7","2,5","25,2","74,3",1,16080,8,21,9,"19,49",997,"84,88","5,6","12,44",0,"2,89",80,100
3158003,Santa Maria de Itabira,Metropolitana de Belo Horizonte,1052,398,529,"23,69",N?o,Sim,1,"78,9","59,4","1,9",2,"33,5",83,4,10986,8,20,9,"7,22",1508,"197,25","6,37","18,2","35,44","11,61",,96
3158102,Santa Maria do Salto,Jequitinhonha,1141,891,796,"15,67",N?o,,,"77,5","40,3","2,6","2,4","23,6","68,1",6,5387,8,20,9,"24,19",223,"57,56","5,94","18,56",0,"0,84",,
3158201,Santa Maria do Sua?u?,Vale do Rio Doce,2076,1454,1319,"52,57",N?o,Sim,1,"83,9","63,5","3,5","3,6","26,9","84,9",2,14883,8,21,9,"13,51",898,"68,86","6,32","20,16","78,69",4,,
3158300,Santana da Vargem,Sul/Sudoeste de Minas,957,440,345,"19,53",N?o,Sim,1,77,"63,7","2,4","2,4","21,1","86,8",6,7336,8,21,9,"8,9",1432,"252,54","6,82",0,0,"17,13","96,7",
3158409,Santana de Cataguases,Zona da Mata,507,237,263,"18,95",N?o,Sim,1,"62,8","54,9","0,5","0,6","31,2","59,2",1,3856,8,21,10,"10,33",380,"127,56","8,56",0,0,"4,49",,
3158508,Santana de Pirapama,Metropolitana de Belo Horizonte,967,754,649,"32,7",N?o,Sim,1,"69,9","53,4","0,9","0,9","0,8","71,4",4,7997,7,21,9,"11,96",512,"89,22","7,25","37,51",0,"2,25",,
3158607,Santana do Deserto,Zona da Mata,360,155,177,"2,42",N?o,Sim,1,60,"24,4","1,4","1,2","21,8","57,4",5,4024,8,21,10,"6,46",454,"183,92","4,97",0,0,"6,09",,100
3158706,Santana do Garamb?u,Campo das Vertentes,378,256,241,"13,57",N?o,Sim,1,82,"56,7",0,0,"0,9","77,7",3,2419,8,19,11,"14,38",230,"132,43","10,33",0,0,"8,14",,
3158805,Santana do Jacar?,Oeste de Minas,926,542,404,"21,98",N?o,,,"58,4","48,7","0,9",1,23,"69,7",1,4845,8,21,10,"12,42",559,"152,21","8,46",0,0,"5,35",,
3158904,Santana do Manhua?u,Zona da Mata,1305,980,902,"6,67",N?o,Sim,1,"73,9","43,5","0,7","0,6","17,9","61,6",1,8849,8,22,9,"14,1",596,"80,85","5,42","11,3","43,71","3,38",,
3158953,Santana do para?so,Vale do Rio Doce,4463,2508,2061,"8,82",N?o,Sim,1,"69,6","48,9","2,4","2,4","14,9","67,1",8,32232,8,20,8,"10,49",4113,"215,59","4,5","18,62","35,92","29,2",,
3159001,Santana do Riacho,Metropolitana de Belo Horizonte,738,655,546,"13,79",N?o,Sim,1,83,"50,1","2,3",2,"13,8","85,7",4,4280,8,21,10,"19,72",653,"214,26","5,37",0,0,"8,62",,100
3159100,Santana dos Montes,Metropolitana de Belo Horizonte,479,396,338,"8,54",N?o,Sim,1,"72,4","55,4","1,1","1,1","15,3","72,5",3,3892,8,21,10,"14,33",302,"99,9","6,68",0,0,"1,85",,100
3159209,Santa Rita de Caldas,Sul/Sudoeste de Minas,827,333,419,"19,52",N?o,Sim,1,"57,7","41,5",0,0,"22,5","50,4",5,9208,8,21,9,"6,2",1091,"202,6","8,91","10,86",0,"10,41",,100
3159308,Santa Rita de Jacutinga,Zona da Mata,753,387,366,"6,96",N?o,Sim,1,"63,5","31,6","0,4","0,4","17,6","53,2",1,5054,8,21,10,"9,3",546,"118,68","9,5",0,0,"4,59",,100
3159357,Santa Rita de Minas,Vale do Rio Doce,809,423,442,"17,72",N?o,Sim,1,"70,1","45,1","1,8","1,7","12,3","62,4",8,7097,8,21,9,"9,08",885,"151,16","8,6","28,18","111,88","3,8",,
3159407,Santa Rita do Ibitipoca,Zona da Mata,522,349,326,"22,25",N?o,Sim,1,"69,5","52,3",2,"2,1","0,5",71,5,3580,7,22,10,"13,56",397,"175,54","6,98",0,0,"1,98",,
3159506,Santa Rita do Itueto,Vale do Rio Doce,1058,859,725,"10,58",N?o,Sim,1,"83,6","68,8","0,3","0,3","30,3","81,8",8,5719,8,21,9,"18,9",353,"83,46","6,99","17,49",0,"1,03",,
3159605,Santa Rita do Sapuca?,Sul/Sudoeste de Minas,2229,845,992,"14,3",N?o,Sim,1,"72,4","63,1","2,9","2,8","37,9",100,7,41886,8,20,8,"2,88",12545,"640,36","5,83","7,16","17,63","29,44",80,100
3159704,Santa Rosa da Serra,Triangulo Mineiro/Alto Paranaiba,544,423,260,"12,39",N?o,,,"92,1","49,9","0,2","0,2",65,63,2,3377,7,22,10,"13,27",364,"158,85","6,51","29,61",0,"2,99",,
3159803,Santa Vit?ria,Triangulo Mineiro/Alto Paranaiba,2385,1226,947,"33,7",N?o,Sim,1,"78,9","48,6","1,6","1,6","33,1","58,8",11,19520,8,21,9,"6,11",4967,"612,81","6,92","20,49","19,96","21,26",,
3159902,Santo Ant?nio do Amparo,Oeste de Minas,3134,2070,1775,"12,78",N?o,Sim,1,"75,5","53,3","1,6","1,7","17,7","69,1",3,18462,8,21,9,"13,45",2491,"193,57","7,26","16,25",0,"4,33",78,
3160009,Santo Ant?nio do Aventureiro,Zona da Mata,458,288,260,"11,87",N?o,Sim,1,"65,7","51,9",1,"1,1",12,"72,8",4,3664,7,21,10,"10,7",442,"155,65","7,37",0,0,"3,22",,100
3160108,Santo Ant?nio do Grama,Zona da Mata,496,296,285,"16,41",N?o,,,"69,2","41,5","5,3","4,9","37,7",71,2,4087,8,21,10,"13,1",418,"148,19","6,85",0,0,"7,59",,100
3160207,Santo Ant?nio do Itamb?,Metropolitana de Belo Horizonte,892,699,651,"22,98",N?o,Sim,1,100,"65,2","2,2","2,3",14,100,9,4066,8,21,10,"28,67",315,"98,37","7,13",0,0,"0,86",,
3160306,Santo Ant?nio do Jacinto,Jequitinhonha,2257,1599,1552,"33,19",N?o,Sim,1,"88,3","45,6","1,2","1,2","26,1","72,4",7,11992,8,21,9,"21,56",563,"64,82","4,09","16,68",0,"0,83",,
3160405,Santo Ant?nio do Monte,Oeste de Minas,2391,880,906,"15,73",Sim,Sim,1,"75,3","57,4","0,2","0,2","33,5",71,11,27938,8,20,9,"5,1",5315,"272,98","5,51","10,74","13,81","30,83",,
3160454,Santo Ant?nio do Retiro,Norte de Minas,1837,1519,1299,"4,09",N?o,Sim,1,99,"90,9","0,8","0,8","8,1",100,10,7315,8,21,9,"29,75",184,"35,92","4,65","13,67","54,27","0,4",90,95
3160504,Santo Ant?nio do Rio Abaixo,Metropolitana de Belo Horizonte,267,185,193,"6,52",N?o,Sim,1,100,"85,3","1,3","0,9","2,3",100,2,1815,8,19,10,16,184,"150,27","3,31",0,0,"2,42",,100
3160603,Santo Hip?lito,Central Mineira,578,406,337,"29,3",N?o,Sim,1,"68,4","62,3","2,2","2,2","37,4","91,8",2,3231,7,21,10,"20,15",332,"133,14","6,81",0,0,"2,97",,
3160702,Santos Dumont,Zona da Mata,5139,3239,2691,"20,35",N?o,Sim,1,"71,2","56,6","1,3","1,3","30,9","74,3",4,47560,8,20,8,"8,53",6777,"244,78","8,43","2,1",8,"25,12",,
3160801,S?o Bento Abade,Sul/Sudoeste de Minas,626,206,255,"19,61",N?o,Sim,1,"92,8","62,2","2,4","2,4","39,2","88,9",6,5103,9,21,9,7,394,"132,97","4,7",0,0,"3,88",,
3160900,S?o Br?s do Sua?u?,Metropolitana de Belo Horizonte,349,172,156,"13,36",N?o,,,"80,5","58,9","3,2","3,2","47,2","81,7",1,3730,8,21,10,"6,86",424,"193,08","6,17",0,0,"22,76",,100
3160959,S?o Domingos das Dores,Vale do Rio Doce,1217,923,887,"8,92",N?o,Sim,1,100,"81,8",0,0,"41,5",100,4,5680,8,21,8,"21,29",484,"124,02","4,05","17,61","68,36","1,8","94,6",100
3161007,S?o Domingos do Prata,Metropolitana de Belo Horizonte,1913,880,975,"17,16",N?o,Sim,1,"69,5","48,1","1,5","1,5","26,8","64,4",15,17792,8,21,9,"7,66",1980,"162,42","6,86","5,62","21,88","19,15",,96
3161056,S?o F?lix de Minas,Vale do Rio Doce,678,418,440,"9,87",N?o,Sim,1,"87,2","63,6",5,"5,4","65,9","80,7",2,3460,8,21,10,"19,22",322,"114,61","6,36",0,0,"2,43",,
3161106,S?o Francisco,Norte de Minas,10690,8272,7667,"32,57",N?o,Sim,1,"97,8","66,3","0,8","0,8",10,"98,7",22,56619,8,20,8,"23,38",3829,"109,41","5,83","21,19","40,47","1,47",,
3161205,S?o Francisco de Paula,Oeste de Minas,844,431,375,"10,78",N?o,Sim,1,"63,6","66,3","2,7","2,3","42,1","89,5",3,6671,7,21,9,"7,75",756,"154,15","8,39",0,0,"8,74",,
3161304,S?o Francisco de Sales,Triangulo Mineiro/Alto Paranaiba,809,487,444,"21,96",N?o,Sim,1,"69,5","36,3","3,7","3,6","20,9",55,3,6188,8,21,9,"11,36",970,"244,3","5,66","16,16",0,"23,95",,
3161403,S?o Francisco do Gl?ria,Zona da Mata,739,552,471,"12,24",N?o,Sim,1,"70,9","61,1","1,1","1,1","17,8","74,8",4,5114,7,21,9,"14,83",309,"90,44","8,6","97,77","77,46","1,64",,
3161502,S?o Geraldo,Zona da Mata,1311,970,739,"17,1",N?o,Sim,1,"52,4","32,6","1,4","1,3","25,4",49,5,11736,7,20,9,"10,04",1752,"208,18","6,82",0,0,"3,65",,100
3161601,S?o Geraldo da Piedade,Vale do Rio Doce,909,570,579,"20,76",N?o,Sim,1,"91,8","78,1",0,0,"2,2","97,5",10,4251,8,21,10,"25,6",271,"89,2","6,35",0,0,"4,3",,
3161650,S?o Geraldo do Baixio,Vale do Rio Doce,756,549,475,"14,29",N?o,Sim,1,"75,5","61,7","1,3","1,3","1,9","80,6",3,3878,8,21,10,"18,77",233,"83,57","6,19","25,79","104,16","1,39",,
3161700,S?o Gon?alo do Abaet?,Noroeste de Minas,962,568,487,"29,7",N?o,Sim,1,"78,7","47,5",2,"1,9","14,2","64,5",4,6840,8,21,9,"12,36",1415,"328,38","6,14","29,24","57,85","10,28",,
3161809,S?o Gon?alo do Par?,Oeste de Minas,925,381,415,"16,06",N?o,Sim,1,"75,9","44,2","5,6","5,5","28,4",59,16,11823,8,20,9,"5,17",2294,"290,2","5,5","8,46",0,"35,01",,
3161908,S?o Gon?alo do Rio Abaixo,Metropolitana de Belo Horizonte,1348,517,600,"11,03",N?o,Sim,1,"87,7","69,4",3,3,"45,3","92,2",12,10683,8,21,9,"7,7",2300,"439,57","5,15","18,72",0,"37,54",,100
3162005,S?o Gon?alo do Sapuca?,Sul/Sudoeste de Minas,2729,1254,1354,"26,93",N?o,Sim,1,"75,1","61,2","1,3","1,3","33,1","80,7",11,25399,8,20,9,"8,4",4357,"257,53","7,32","11,81",0,"8,34",,
3162104,S?o Gotardo,Triangulo Mineiro/Alto Paranaiba,3831,1882,1407,"20,57",N?o,Sim,1,"93,1","61,8","2,9","2,8","36,9",81,10,34728,8,21,8,"5,47",6876,"371,65","5,62","34,55","42,63","9,38",,
3162203,S?o Jo?o Batista do Gl?ria,Sul/Sudoeste de Minas,503,150,177,"14,5",N?o,Sim,2,"66,9","57,8","0,4","0,5","34,2","66,5",15,7387,8,21,9,"3,24",1296,"249,4","6,09",0,0,"5,83",,100
3162252,S?o Jo?o da Lagoa,Norte de Minas,969,739,609,"2,74",N?o,Sim,1,"73,9","64,1","1,9",2,"15,4","77,1",15,4922,7,21,10,"21,34",387,"96,65","5,49","20,32",0,"0,67",,100
3162302,S?o Jo?o da Mata,Sul/Sudoeste de Minas,338,214,172,"11,74",N?o,Sim,1,75,40,"1,5","1,4","1,5","53,5",2,2810,7,20,11,"10,03",300,"151,32","7,47",0,0,"8,08",,
3162401,S?o Jo?o da Ponte,Norte de Minas,5769,4818,4102,"22,94",N?o,Sim,1,79,"48,2","1,4","1,3","22,9","89,4",66,25880,8,21,9,"31,43",953,"54,96","5,45","15,46","29,84","0,57",,
3162450,S?o Jo?o das Miss?es,Norte de Minas,2942,2463,2173,"6,99",N?o,Sim,1,100,"48,4","5,1","5,4","15,6",100,5,12760,9,21,8,"46,36",349,"37,69","5,88","15,67","30,09","0,14",,
3162500,S?o Jo?o Del Rei,Campo das Vertentes,7772,3863,3558,"15,6",Sim,Sim,1,74,"56,2","2,5","2,5",20,"78,1",2,89832,7,19,8,"5,11",19083,"484,41","8,68","21,15","33,32","29,02",,
3162559,S?o Jo?o do Manhua?u,Zona da Mata,2255,1865,1456,"9,81",N?o,Sim,1,"84,7","54,8",2,"1,6","20,8","80,1",2,11262,8,20,9,"20,98",787,"97,29","6,04","35,52","69,28","4,73",,
3162575,S?o Jo?o do Manteninha,Vale do Rio Doce,973,509,512,"28,45",N?o,Sim,1,"79,9","50,7",0,0,"2,1","57,8",5,5706,8,22,9,"10,9",983,"217,52","9,64",0,0,"2,77",,100
3162609,S?o Jo?o do Oriente,Vale do Rio Doce,1333,872,819,"29,1",N?o,,,"77,9",71,"2,1","1,9","32,8","90,6",4,7853,8,21,9,"15,54",723,"133,62","9,04",0,0,"4,64",,
3162658,S?o Jo?o do Pacu?,Norte de Minas,942,670,717,"3,95",N?o,Sim,1,"79,2","55,1","1,9",2,30,"69,8",11,4369,8,21,10,"31,4",364,"81,51","7,78","45,78","184,98","0,14",,
3162708,S?o Jo?o do Para?so,Norte de Minas,3518,2245,2002,"27,97",N?o,Sim,1,"76,4","60,8","1,5","1,5","16,9","77,3",16,23630,8,20,9,"11,98",2212,"113,27","6,05","8,46",0,"0,81","88,4",
3162807,S?o Jo?o Evangelista,Vale do Rio Doce,2810,1985,1938,"31,92",N?o,,,"81,7",100,"1,7","1,8",16,100,3,16070,8,21,9,"24,1",1181,"97,73","7,53","12,45",0,"7,72",,100
3162906,S?o Jo?o Nepomuceno,Zona da Mata,2774,1637,1196,"24,23",N?o,Sim,1,"68,8","47,6","1,1","1,1","39,5","72,1",5,26439,8,20,9,"7,87",5681,"297,56","7,34","34,04","58,34","20,96",,
3162922,S?o Joaquim de Bicas,Metropolitana de Belo Horizonte,3179,2429,1894,"15,07",N?o,Sim,1,"84,3","40,6","2,2",2,"24,4","71,1",5,29674,8,20,8,"12,21",5409,"357,82","5,32","53,92","155,94","16,99",,100
3162948,S?o Jos? da Barra,Sul/Sudoeste de Minas,603,175,162,"15,95",Sim,Sim,1,"77,6","60,3","0,4","0,4","2,7","97,9",10,7323,8,20,9,"3,33",1235,"638,42","4,64",0,0,"15,29",,
3162955,S?o Jos? da Lapa,Metropolitana de Belo Horizonte,1692,1343,1043,"11,64",N?o,Sim,1,"79,9","64,9",3,"2,9","56,6","96,3",4,22592,8,21,9,"10,94",4039,"417,47","5,89","4,43","17,23","22,64",73,100
3163003,S?o Jos? da Safira,Vale do Rio Doce,830,591,571,"21,37",N?o,,,100,"71,3","8,9","9,4","0,8","94,5",3,4289,8,21,9,"28,07",363,"110,31","4,43","69,95","185,35","2,75",,
3163102,S?o Jos? da Varginha,Metropolitana de Belo Horizonte,444,231,216,"6,55",N?o,Sim,1,"66,8","38,7",0,0,"39,7","57,1",6,4770,8,21,10,"6,56",631,"187,34","5,87",0,0,"6,06",,100
3163201,S?o Jos? do Alegre,Sul/Sudoeste de Minas,469,182,136,"12,26",N?o,Sim,1,"73,2","61,9","1,6","1,7","1,4","74,6",2,4213,8,21,10,"5,27",300,"108,46","6,17",0,0,"23,1",,100
3163300,S?o Jos? do Divino,Vale do Rio Doce,751,576,488,"28,54",N?o,Sim,1,"89,9","55,8","2,3","2,5","52,2",80,3,3945,8,22,10,"23,99",216,"91,26","5,83",0,0,"4,31",,
3163409,S?o Jos? do Goiabal,Metropolitana de Belo Horizonte,733,503,457,"23,26",N?o,Sim,1,74,"47,9","1,9","1,7","28,3",69,4,5653,8,21,9,"11,35",503,"117,97","5,13",0,0,8,,
3163508,S?o Jos? do Jacuri,Vale do Rio Doce,1138,844,821,"27,99",N?o,Sim,1,"88,4","53,8","0,3","0,3","0,9",83,4,6660,8,21,9,"19,72",423,"76,47","6,61",0,0,"1,73",,
3163607,S?o Jos? do Mantimento,Zona da Mata,579,471,401,8,N?o,,,"99,9","82,4","0,9","0,9","36,3","98,5",4,2771,7,19,11,"19,85",193,"90,64","6,86","36,09",0,"1,95",,
3163706,S?o Louren?o,Sul/Sudoeste de Minas,3710,1662,1625,"21,59",Sim,Sim,1,"75,5","58,1",3,"2,8","43,9","77,6",5,45128,8,20,8,"4,7",10526,"367,36","8,29","2,22",0,"39,78",,
3163805,S?o Miguel do Anta,Zona da Mata,1246,994,886,"19,78",N?o,Sim,1,"64,7","38,3","0,6","0,6",17,"60,6",2,7032,8,21,9,"19,61",408,"75,71","7,54","14,22",0,"5,13",,100
3163904,S?o Pedro da Uni?o,Sul/Sudoeste de Minas,715,469,412,"25,1",N?o,Sim,1,"63,9","34,4",0,0,"31,7","54,4",2,4944,8,21,9,"10,69",541,"161,16","6,67","20,23",0,"2,47",,
3164001,S?o Pedro dos Ferros,Zona da Mata,956,568,555,"17,64",Sim,Sim,1,"70,4","54,2","1,9","1,9","14,5","75,5",2,8231,8,21,9,"10,51",1109,"176,05","8,26",0,0,"4,94",,
3164100,S?o Pedro do Sua?u?,Vale do Rio Doce,990,825,660,"56,71",N?o,Sim,1,"82,3","54,2","1,6","1,6","17,1","74,3",1,5522,8,22,9,"20,06",334,"91,7","8,33","36,22",0,"2,1",,
3164209,S?o Rom?o,Norte de Minas,1701,1360,1198,"15,21",N?o,Sim,1,"69,7","49,6","0,5","0,5","12,1","63,2",5,11727,8,21,8,"23,59",758,"105,22","3,33","8,53",0,"1,61",,
3164308,S?o Roque de Minas,Oeste de Minas,646,298,276,"20,72",N?o,,,"70,2","46,5",0,"0,1","19,8","56,2",5,7064,7,21,9,"4,96",1044,"242,85","6,09",0,0,"7,08",,
3164407,S?o Sebasti?o da Bela Vista,Sul/Sudoeste de Minas,528,289,226,"16,39",N?o,,,"83,1","52,9","1,4","1,2","1,4","70,9",6,5394,8,21,10,"5,91",1397,"424,32","6,67",0,0,"11,18",,
3164431,S?o Sebasti?o da Vargem Alegre,Zona da Mata,531,315,277,"17,31",N?o,Sim,1,"97,2","79,1",0,0,"40,6","98,2",4,2990,8,19,11,12,346,"154,49","6,69","33,44","141,88","3,68",,100
3164472,S?o Sebasti?o do Anta,Vale do Rio Doce,1428,1288,992,"8,23",N?o,,,"95,8","66,5","2,2","1,2","28,9",100,3,6355,8,21,9,"29,27",421,"90,29","5,19",0,0,"1,1",,
3164506,S?o Sebasti?o do Maranh?o,Vale do Rio Doce,1775,1416,1345,"18,55",N?o,Sim,1,"86,9","66,5","0,8","0,8","0,9","87,2",3,10564,8,21,9,"21,03",305,"34,92","5,21","18,93",0,"0,54",,
3164605,S?o Sebasti?o do Oeste,Oeste de Minas,672,505,335,"9,3",N?o,,,"90,5","45,6","3,9","3,8","25,4","77,9",9,6512,8,21,9,"8,21",3478,"875,07","6,3","15,36","60,8","68,29",,
3164704,S?o Sebasti?o do Para?so,Sul/Sudoeste de Minas,5598,2961,2295,"20,97",Sim,Sim,1,"77,3","55,4","2,1","2,1","30,8","71,4",28,70066,8,20,8,"5,02",17281,"397,32","7,06","9,99","10,87","24,72",,
3164803,S?o Sebasti?o do Rio Preto,Metropolitana de Belo Horizonte,149,74,83,"6,81",N?o,,,"82,4","69,5","3,2","3,5","26,7","86,6",2,1591,7,20,11,"6,85",256,"228,98","10,69",0,0,"4,46",,
3164902,S?o Sebasti?o do Rio Verde,Sul/Sudoeste de Minas,243,130,129,"6,74",N?o,Sim,1,"74,6","58,5",0,0,"17,6","67,4",1,2239,7,19,10,"8,35",339,"215,04","6,7",0,0,"11,43",,100
3165008,S?o Tiago,Campo das Vertentes,688,169,282,"12,82",N?o,Sim,1,"73,6","66,8","1,8","1,8","28,1","77,8",2,11046,8,21,9,"3,22",1681,"213,53","6,79",0,0,"10,8","71,4",100
3165107,S?o Tom?s de Aquino,Sul/Sudoeste de Minas,652,392,345,"23,17",N?o,Sim,1,"83,8",74,"0,5","0,5","33,7","87,4",5,7230,8,20,9,"7,63",1196,"242,94","7,19","13,83",0,"5,17",,100
3165206,S?o Tom? das Letras,Sul/Sudoeste de Minas,855,452,439,"27,37",N?o,Sim,1,"64,5","51,7","3,1",3,"40,9","73,6",4,7072,8,22,8,"10,14",1474,"303,84","5,66",0,0,"1,7",,100
3165305,S?o Vicente de Minas,Sul/Sudoeste de Minas,795,458,390,"18,09",N?o,Sim,1,"70,8","76,4","1,3","1,4","26,5","89,1",4,7614,8,21,9,"7,29",1378,"263,24","7,09",0,0,13,,
3165404,Sapuca? Mirim,Sul/Sudoeste de Minas,633,310,328,"18,01",N?o,Sim,1,"71,8","57,3","1,6","1,7","12,7","73,5",6,6796,8,22,9,"8,65",1218,"274,26","5,59",0,0,"2,38",,100
3165503,Sardo?,Vale do Rio Doce,1104,864,780,"22,24",N?o,,,"77,7","93,3","1,1","1,2","8,1",100,3,6142,8,21,9,"21,66",279,"55,29","5,21","16,28",0,"2,33",,
3165537,Sarzedo,Metropolitana de Belo Horizonte,1517,733,604,"6,27",N?o,,,"93,1","53,8","0,9","0,9","32,6","78,3",11,30478,8,21,7,"2,88",6137,"445,75","4,53","3,28",0,"32,71",,
3165552,Setubinha,Vale do Mucuri,2495,2074,1922,"6,01",N?o,Sim,1,100,"62,1","1,7","1,8","13,6","98,7",13,11952,8,21,9,"42,71",505,47,"3,6","8,37",0,"0,83",,
3165560,Sem-Peixe,Zona da Mata,460,356,336,"4,53",N?o,Sim,1,67,"59,6","0,8","0,8","31,5",66,4,2794,7,19,11,"19,64",266,"142,28","8,95",0,0,"1,93",,
3165578,Senador Amaral,Sul/Sudoeste de Minas,723,463,535,"2,59",N?o,Sim,1,100,"79,2","0,5","0,3","28,8","97,8",12,5429,8,20,9,"13,75",691,"165,99","5,53",0,0,"2,69",,
3165602,Senador Cort?s,Zona da Mata,269,123,96,"25,39",N?o,,,100,56,0,0,"56,3","80,7",4,2048,8,19,11,"7,85",380,"197,05","5,37",0,0,"6,05",,100
3165701,Senador Firmino,Zona da Mata,1048,664,625,"31,98",N?o,Sim,1,72,"44,1","0,7","0,7","2,5","61,4",3,7747,8,22,9,"10,96",572,"94,71","7,49","12,91","49,81",19,,100
