ibge7,mun,abacate,abacaxi,alho,amendoim,arroz,aveia,banana,batata_doce,batata_inglesa,cafe_total,cafe_arab,cana,feijao,girassol,laranja,maracuja,milho,soja,sorgo,tomate,trigo,uva
2202505,Caracol,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,19,0,0,0,0,0
2202539,Caraúbas do Piauí,0,0,0,0,648,0,63,0,0,0,0,0,472,0,0,0,280,0,0,0,0,0
2202554,Caridade do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,5,0,0,0,0,0
2202604,Castelo do Piauí,0,0,0,0,7,0,0,0,0,0,0,2520,2993,0,0,0,524,0,0,0,0,0
2202653,Caxingó,0,0,0,0,2219,0,0,0,0,0,0,0,436,0,0,0,264,0,0,0,0,0
2202703,Cocal,0,0,0,0,153,0,136,0,0,0,0,50,8122,0,35,0,2809,0,0,0,0,0
2202711,Cocal de Telha,0,0,0,0,21,0,0,0,0,0,0,0,147,0,0,0,100,0,0,0,0,0
2202729,Cocal dos Alves,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,0,0,372,0,0,0,0,0
2202737,Coivaras,0,0,0,0,152,0,0,0,0,0,0,17,216,0,0,0,178,0,0,0,0,0
2202752,Colônia do Gurguéia,0,0,0,0,7,0,115,0,0,0,0,0,347,0,0,0,367,0,0,0,0,0
2202778,Colônia do Piauí,0,0,0,0,130,0,0,0,0,0,0,0,1511,0,0,0,969,0,0,0,0,0
2202802,Conceição do Canindé,0,0,0,0,0,0,34,0,0,0,0,0,290,0,0,0,244,0,0,1979,0,0
2202851,Coronel José Dias,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,12,0,0,0,0,0
2202901,Corrente,0,0,0,0,178,0,0,0,0,0,0,79,3089,0,0,0,1681,51654,0,0,0,0
2203008,Cristalândia do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,666,3105,0,0,0,0
2203107,Cristino Castro,0,0,0,0,0,0,48,0,0,0,0,0,1005,0,0,0,225,0,0,0,0,0
2203206,Curimatá,0,0,0,0,12,0,0,0,0,0,0,0,2666,0,0,0,1000,0,0,0,0,0
2203230,Currais,0,0,0,0,1803,0,96,0,0,0,0,169,5268,0,18,0,38279,103059,2496,0,0,0
2203255,Curralinhos,0,0,0,0,102,0,120,0,0,0,0,0,24,0,0,0,78,0,0,0,0,0
2203271,Curral Novo do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,999,0,0,0,0,0
2203305,Demerval Lobão,0,0,0,0,239,0,0,0,0,0,0,13,222,0,0,0,381,0,0,0,0,0
2203354,Dirceu Arcoverde,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,7,0,0,0,0,0
2203404,Dom Expedito Lopes,0,0,0,0,2,0,0,0,0,0,0,0,1294,0,0,0,60,0,0,162,0,0
2203420,Domingos Mourão,0,0,0,0,0,0,200,0,0,0,0,160,858,0,0,0,293,0,0,0,0,0
2203453,Dom Inocêncio,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,37,0,0,0,0,0
2203503,Elesbão Veloso,0,0,0,0,1013,0,68,0,0,0,0,0,422,0,0,0,2370,0,0,0,0,0
2203602,Eliseu Martins,0,0,0,0,0,0,34,0,0,0,0,0,214,0,0,0,824,0,0,0,0,0
2203701,Esperantina,0,0,0,0,1958,0,142,0,0,0,0,0,368,0,86,0,853,0,0,0,0,0
2203750,Fartura do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,31,0,0,0,0,0
2203800,Flores do Piauí,0,0,0,0,33,0,80,0,0,0,0,0,2115,0,0,0,693,0,0,0,0,0
2203859,Floresta do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,78,0,0,0,0,0
2203909,Floriano,0,0,0,0,100,0,99,0,0,0,0,0,2338,0,23,0,1035,0,0,200,0,0
2204006,Francinópolis,0,0,0,0,890,0,0,0,0,0,0,0,66,0,0,0,438,0,0,0,0,0
2204105,Francisco Ayres,0,0,0,0,1335,0,0,0,0,0,0,0,543,0,0,0,2303,0,0,0,0,0
2204154,Francisco Macedo,0,0,0,36,0,0,0,0,0,0,0,0,258,0,0,0,14,0,0,0,0,0
2204204,Francisco Santos,0,0,0,0,0,0,0,0,0,0,0,0,816,0,0,0,2,0,0,0,0,0
2204303,Fronteiras,0,0,0,0,0,0,0,0,0,0,0,0,2728,0,0,0,1212,0,0,0,0,0
2204352,Geminiano,0,0,0,0,16,0,328,0,0,0,0,0,1536,0,0,0,280,0,0,189,0,0
2204402,Gilbués,0,0,0,0,90,0,0,0,0,0,0,0,1952,0,0,0,23374,100456,0,0,0,0
2204501,Guadalupe,0,0,0,0,21,0,38027,0,0,0,0,22,628,0,0,581,1551,525,0,0,0,0
2204550,Guaribas,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,279,0,0,0,0,0
2204600,Hugo Napoleão,0,0,0,0,480,0,0,0,0,0,0,0,342,0,0,0,729,0,0,0,0,0
2204659,Ilha Grande,0,0,0,0,1590,0,119,0,0,0,0,210,132,0,0,0,20,0,0,0,0,0
2204709,Inhuma,0,0,0,0,9,0,552,0,0,0,0,1380,3319,0,0,180,1149,0,0,566,0,0
2204808,Ipiranga do Piauí,0,0,0,0,0,0,339,0,0,0,0,90,776,0,50,0,59,0,0,738,0,0
2204907,Isaías Coelho,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,119,0,0,0,0,0
2205003,Itainópolis,0,0,0,0,1,0,429,36,0,0,0,0,625,0,0,0,420,0,0,0,0,0
2205102,Itaueira,0,0,0,36,650,0,195,0,0,0,0,0,1500,0,0,0,9360,0,0,0,0,0
2205151,Jacobina do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,81,0,0,0,0,0
2205201,Jaicós,0,0,0,0,0,0,0,0,0,0,0,0,2661,0,0,0,63,0,0,0,0,0
2205250,Jardim do Mulato,0,0,0,0,334,0,79,0,0,0,0,27,151,0,0,0,289,0,0,0,0,0
2205276,Jatobá do Piauí,0,0,0,0,24,0,0,0,0,0,0,0,475,0,0,0,455,0,0,0,0,0
2205300,Jerumenha,0,0,0,0,23,0,0,0,0,0,0,0,252,0,0,0,141,0,0,0,0,0
2205359,João Costa,0,0,0,0,0,0,756,0,0,0,0,0,127,0,0,0,36,0,0,0,0,0
2205409,Joaquim Pires,0,0,0,0,980,0,60,0,0,0,0,0,540,0,0,0,732,0,0,0,0,0
2205458,Joca Marques,0,0,0,0,218,0,0,0,0,0,0,0,200,0,0,0,102,0,0,0,0,0
2205508,José de Freitas,0,0,0,0,1080,0,48,0,0,0,0,23466,844,0,96,0,499,0,0,0,0,0
2205516,Juazeiro do Piauí,0,0,0,0,1,0,0,0,0,0,0,0,200,0,0,0,149,0,0,0,0,0
2205524,Júlio Borges,0,0,0,0,0,0,0,0,0,0,0,75,636,0,0,0,1000,0,0,0,0,0
2205532,Jurema,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,91,0,0,0,0,0
2205540,Lagoinha do Piauí,0,0,0,0,104,0,0,0,0,0,0,0,230,0,0,0,320,0,0,0,0,0
2205557,Lagoa Alegre,0,0,0,0,532,0,0,0,0,0,0,0,292,0,0,0,260,0,0,0,0,0
2205565,Lagoa do Barro do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,100,0,0,0,0,0
2205573,Lagoa de São Francisco,0,0,0,0,132,0,0,0,0,0,0,0,514,0,0,0,390,0,0,0,0,0
2205581,Lagoa do Piauí,0,0,0,0,360,0,0,0,0,0,0,0,134,0,0,0,160,0,0,0,0,0
2205599,Lagoa do Sítio,0,0,0,0,14,0,0,0,0,0,0,0,6831,0,0,0,2602,0,0,0,0,0
2205607,Landri Sales,0,0,0,0,305,0,168,0,0,0,0,7,862,0,30,0,530,23106,0,0,0,0
2205706,Luís Correia,0,0,0,0,19,0,0,0,0,0,0,0,4584,0,0,0,1364,0,0,0,0,0
2205805,Luzilândia,0,0,0,0,1661,0,24,0,0,0,0,0,543,0,0,0,1138,0,0,0,0,0
2205854,Madeiro,0,0,0,0,196,0,0,0,0,0,0,0,372,0,0,0,134,0,0,0,0,0
2205904,Manoel Emídio,0,0,0,0,125,0,86,0,0,0,0,0,897,0,0,0,319,0,0,0,0,0
2205953,Marcolândia,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,10,0,0,0,0,0
2206001,Marcos Parente,0,0,0,0,115,0,72,0,0,0,0,0,260,0,0,0,150,0,0,0,0,0
2206050,Massapê do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,5,0,0,0,0,0
2206100,Matias Olímpio,0,0,0,0,491,0,0,0,0,0,0,0,108,0,0,0,243,0,0,0,0,0
2206209,Miguel Alves,0,0,0,0,14549,0,120,0,0,0,0,43,1225,0,31,0,1014,0,0,0,0,0
2206308,Miguel Leão,0,0,0,0,399,0,77,0,0,0,0,0,412,0,0,0,251,0,0,0,0,0
2206357,Milton Brandão,0,0,0,0,134,0,0,0,0,0,0,0,729,0,0,0,287,0,0,0,0,0
2206407,Monsenhor Gil,0,0,0,0,1584,0,310,30,0,0,0,19,234,0,0,0,619,0,0,0,0,0
2206506,Monsenhor Hipólito,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,2,0,0,0,0,0
2206605,Monte Alegre do Piauí,0,0,0,0,206,0,0,0,0,0,0,0,1375,0,0,0,16648,66005,0,0,0,0
2206654,Morro Cabeça no Tempo,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,0,811,0,0,0,0,0
2206670,Morro do Chapéu do Piauí,0,0,0,0,728,0,0,0,0,0,0,0,144,0,0,0,536,0,0,0,0,0
2206696,Murici dos Portelas,0,0,0,0,1571,0,122,0,0,0,0,0,3644,0,0,0,662,0,0,0,0,0
2206704,Nazaré do Piauí,0,0,0,0,84,0,79,0,0,0,0,0,136,0,0,0,208,0,0,0,0,0
2206720,Nazária,0,0,0,0,211,0,413,16,0,0,0,50,174,0,96,0,285,0,0,0,0,0
2206753,Nossa Senhora de Nazaré,0,0,0,0,66,0,0,0,0,0,0,0,291,0,0,0,179,0,0,0,0,0
2206803,Nossa Senhora dos Remédios,0,0,0,0,787,0,0,0,0,0,0,0,33,0,0,0,175,0,0,0,0,0
2206902,Novo Oriente do Piauí,0,0,0,0,27,0,0,0,0,0,0,0,171,0,0,0,708,0,0,0,0,0
2206951,Novo Santo Antônio,0,0,0,0,67,0,0,0,0,0,0,0,602,0,0,0,399,0,0,0,0,0
2207009,Oeiras,0,0,0,0,85,0,120,0,0,0,0,44,2028,0,0,0,1880,0,0,0,0,0
2207108,Olho D'Água do Piauí,0,0,0,0,270,0,0,0,0,0,0,0,320,0,0,0,923,0,0,0,0,0
2207207,Padre Marcos,0,0,0,84,0,0,0,0,0,0,0,0,755,0,0,0,81,0,0,0,0,0
2207306,Paes Landim,0,0,0,0,5,0,0,0,0,0,0,0,597,0,0,0,327,0,0,0,0,0
2207355,Pajeú do Piauí,0,0,0,0,19,0,45,0,0,0,0,56,1253,0,0,0,1134,0,0,0,0,0
2207405,Palmeira do Piauí,0,0,0,0,42,0,60,0,0,0,0,2376,3843,0,23,0,17479,25164,2409,0,0,0
2207504,Palmeirais,0,0,0,0,1875,0,286,0,0,0,0,38,254,0,0,0,1103,994,0,0,0,0
2207553,Paquetá,0,0,0,0,0,0,0,0,0,0,0,25,3576,0,0,0,1025,0,0,0,0,0
2207603,Parnaguá,0,0,0,0,26,0,0,0,0,0,0,0,1178,0,0,0,2123,0,0,0,0,0
2207702,Parnaíba,0,0,0,0,273,0,347,0,0,0,0,0,608,0,0,0,90,0,0,0,0,0
2207751,Passagem Franca do Piauí,0,0,0,0,674,0,72,0,0,0,0,0,81,0,0,0,192,0,0,0,0,0
2207777,Patos do Piauí,0,0,0,0,0,0,0,18,0,0,0,0,862,0,0,0,117,0,0,0,0,0
2207793,Pau D'Arco do Piauí,0,0,0,0,397,0,0,0,0,0,0,0,207,0,0,0,269,0,0,0,0,0
2207801,Paulistana,0,0,0,0,0,0,63,0,0,0,0,0,93,0,0,0,34,0,0,0,0,0
2207850,Pavussu,0,0,0,0,31,0,24,0,0,0,0,37,1233,0,0,0,450,0,0,0,0,0
2207900,Pedro II,0,0,0,0,19,0,350,0,0,0,0,246,653,0,0,0,160,0,0,0,0,0
2207934,Pedro Laurentino,0,0,0,0,3,0,0,0,0,0,0,0,243,0,0,0,242,0,0,0,0,0
2207959,Nova Santa Rita,0,0,0,0,1,0,0,0,0,0,0,0,110,0,0,0,164,0,0,0,0,0
2208007,Picos,0,0,0,0,90,0,1905,15,0,0,0,145,2079,0,0,0,664,0,0,1320,0,0
2208106,Pimenteiras,0,0,0,0,137,0,94,0,0,0,0,0,1328,0,0,0,383,0,0,0,0,0
2208205,Pio IX,0,0,0,0,0,0,0,0,0,0,0,0,3043,0,0,0,55,0,0,0,0,0
2208304,Piracuruca,0,0,0,0,380,0,0,0,0,0,0,0,1354,0,0,0,2019,2684,0,0,0,0
2208403,Piripiri,0,0,0,0,251,0,281,0,0,0,0,0,1273,0,0,0,1864,0,0,0,0,0
2208502,Porto,0,0,0,0,271,0,0,0,0,0,0,0,119,0,0,0,132,0,0,0,0,0
2208551,Porto Alegre do Piauí,0,0,0,0,43,0,0,0,0,0,0,0,215,0,0,0,107,0,0,0,0,0
2208601,Prata do Piauí,0,0,0,0,38,0,0,0,0,0,0,0,140,0,0,0,28,0,0,0,0,0
2208650,Queimada Nova,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,109,0,0,0,0,0
2208700,Redenção do Gurguéia,0,0,0,0,6,0,60,0,0,0,0,135,1296,0,0,0,1588,4669,0,0,0,0
2208809,Regeneração,0,0,0,0,765,0,364,0,0,0,0,0,688,0,0,0,840,25372,0,0,0,0
2208858,Riacho Frio,0,0,0,0,38,0,0,0,0,0,0,0,448,0,0,0,465,0,0,0,0,0
2208874,Ribeira do Piauí,0,0,0,0,8,0,0,0,0,0,0,0,473,0,0,0,698,0,0,0,0,0
2208908,Ribeiro Gonçalves,0,0,0,0,906,0,309,0,0,0,0,477,1439,0,21,0,79880,282047,238,0,0,0
2209005,Rio Grande do Piauí,0,0,0,0,23,0,36,0,0,0,0,9,1048,0,0,0,922,0,0,0,0,0
2209104,Santa Cruz do Piauí,0,0,0,0,1,0,0,0,0,0,0,0,1115,0,0,0,338,0,0,0,0,0
2209153,Santa Cruz dos Milagres,0,0,0,0,114,0,0,0,0,0,0,0,65,0,0,0,340,0,0,0,0,0
2209203,Santa Filomena,0,0,0,0,3249,0,0,0,0,0,0,113,541,0,0,0,26138,157466,126,0,0,0
2209302,Santa Luz,0,0,0,0,151,0,432,0,0,0,0,45,1416,0,0,0,374,0,0,0,0,0
2209351,Santana do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,1523,0,0,0,533,0,0,0,0,0
2209377,Santa Rosa do Piauí,0,0,0,0,49,0,0,0,0,0,0,0,353,0,0,38,755,0,0,0,0,0
2209401,Santo Antônio de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,5046,0,0,0,44,0,0,0,0,0
2209450,Santo Antônio dos Milagres,0,0,0,0,59,0,0,0,0,0,0,0,60,0,0,0,71,0,0,0,0,0
2209500,Santo Inácio do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,31,0,0,0,0,0
2209559,São Braz do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,33,0,0,0,0,0
2209609,São Félix do Piauí,0,0,0,0,30,0,0,0,0,0,0,0,180,0,0,0,292,0,0,0,0,0
2209658,São Francisco de Assis do Piauí,0,0,0,0,1,0,0,0,0,0,0,0,465,0,0,0,38,0,0,0,0,0
2209708,São Francisco do Piauí,0,0,0,0,17,0,0,0,0,0,0,0,837,0,0,0,741,0,0,0,0,0
2209757,São Gonçalo do Gurguéia,0,0,0,0,890,0,0,0,0,0,0,0,1145,0,0,0,374,1544,0,0,0,0
2209807,São Gonçalo do Piauí,0,0,0,0,459,0,0,0,0,0,0,0,405,0,0,0,1038,2941,0,0,0,0
2209856,São João da Canabrava,0,0,0,0,1,0,0,0,0,0,0,30,612,0,0,0,367,0,0,0,0,0
2209872,São João da Fronteira,0,0,0,0,0,0,0,0,0,0,0,0,858,0,0,0,378,0,0,0,0,0
2209906,São João da Serra,0,0,0,0,458,0,0,0,0,0,0,0,389,0,0,0,491,0,0,0,0,0
2209955,São João da Varjota,0,0,0,0,73,0,0,0,0,0,0,18,1334,0,0,0,671,0,0,0,0,0
2209971,São João do Arraial,0,0,0,0,235,0,29,0,0,0,0,0,46,0,0,0,188,0,0,0,0,0
2210003,São João do Piauí,0,0,0,0,0,0,37,0,0,0,0,0,389,0,0,0,297,0,0,0,0,960
2210052,São José do Divino,0,0,0,0,944,0,0,0,0,0,0,0,330,0,0,0,451,0,0,0,0,0
2210102,São José do Peixe,0,0,0,0,144,0,0,0,0,0,0,0,381,0,0,0,844,0,0,0,0,0
2210201,São José do Piauí,0,0,0,0,2,0,0,0,0,0,0,0,3138,0,0,0,1906,0,0,0,0,0
2210300,São Julião,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,9,0,0,0,0,0
2210359,São Lourenço do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,9,0,0,0,0,0
2210375,São Luis do Piauí,0,0,0,0,11,0,0,0,0,0,0,0,238,0,0,0,72,0,0,0,0,0
2210383,São Miguel da Baixa Grande,0,0,0,0,54,0,0,0,0,0,0,0,49,0,0,0,262,0,0,0,0,0
2210391,São Miguel do Fidalgo,0,0,0,0,57,0,0,0,0,0,0,0,370,0,0,0,667,0,0,0,0,0
2210409,São Miguel do Tapuio,0,0,0,0,182,0,78,0,0,0,0,900,2979,0,0,0,627,0,0,0,0,0
2210508,São Pedro do Piauí,0,0,0,0,207,0,322,0,0,0,0,27,517,0,0,0,896,0,0,276,0,0
2210607,São Raimundo Nonato,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,30,0,0,0,0,0
2210623,Sebastião Barros,0,0,0,0,29,0,0,0,0,0,0,0,831,0,0,0,455,1215,0,0,0,0
2210631,Sebastião Leal,0,0,0,0,868,0,70,0,0,0,0,0,661,0,0,0,33739,79120,0,0,0,0
2210656,Sigefredo Pacheco,0,0,0,0,19,0,0,0,0,0,0,0,2552,0,0,0,928,0,0,0,0,0
2210706,Simões,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,36,0,0,128,0,0
2210805,Simplício Mendes,0,0,0,0,1,0,734,0,0,0,0,0,908,0,0,0,573,0,0,0,0,0
2210904,Socorro do Piauí,0,0,0,0,3,0,0,0,0,0,0,0,500,0,0,0,458,0,0,0,0,0
2210938,Sussuapara,0,0,0,0,29,0,288,0,0,0,0,0,124,0,0,0,28,0,0,330,0,0
2210953,Tamboril do Piauí,0,0,0,0,0,0,17,0,0,0,0,26,595,0,0,0,266,0,0,0,0,0
2210979,Tanque do Piauí,0,0,0,0,214,0,0,0,0,0,0,8,95,0,0,0,405,1050,0,0,0,0
2211001,Teresina,0,0,0,0,1129,0,840,16,0,0,0,24345,440,0,440,0,1154,0,0,0,0,0
2211100,União,0,0,0,0,837,0,48,0,0,0,0,38780,868,0,146,0,883,0,0,0,0,0
2211209,Uruçuí,0,0,0,0,7183,0,64,0,0,0,0,68,8278,0,0,0,240783,431707,2841,0,0,0
2211308,Valença do Piauí,0,0,0,0,106,0,2016,0,0,0,0,104,1314,0,38,0,538,0,0,0,0,0
2211357,Várzea Branca,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,25,0,0,0,0,0
2211407,Várzea Grande,0,0,0,0,210,0,65,0,0,0,0,34,41,0,0,0,248,0,0,0,0,0
2211506,Vera Mendes,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,27,0,0,0,0,0
2211605,Vila Nova do Piauí,0,0,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,164,0,0,0,0,0
2211704,Wall Ferraz,0,0,0,0,1,0,19,0,0,0,0,0,1295,0,0,0,321,0,0,0,0,0
2300101,Abaiara,0,0,0,15,0,0,130,54,0,0,0,6,1400,0,56,111,2970,0,0,229,0,0
2300150,Acarape,0,0,0,0,24,0,271,0,0,0,0,0,272,0,12,0,213,0,0,0,0,0
2300200,Acaraú,0,60,0,0,0,0,4832,449,0,0,0,0,2070,0,0,1682,1082,0,0,0,0,0
2300309,Acopiara,0,0,0,0,0,0,81,0,0,0,0,45,2210,0,0,0,1832,0,0,0,0,0
2300408,Aiuaba,0,0,0,0,0,0,68,0,0,0,0,9,3784,0,0,0,1183,0,0,0,0,0
2300507,Alcântaras,0,0,0,0,0,0,298,0,0,0,0,8,862,0,11,0,271,0,0,0,0,0
2300606,Altaneira,0,0,0,3,0,0,74,0,0,0,0,0,252,0,0,0,892,0,0,120,0,0
2300705,Alto Santo,0,0,0,0,0,0,436,390,0,0,0,0,903,0,0,0,10,0,0,0,0,0
2300754,Amontada,0,0,0,0,0,0,67,119,0,0,0,0,2714,0,0,0,1162,0,0,0,0,0
2300804,Antonina do Norte,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,409,0,0,0,0,0
2300903,Apuiarés,0,0,0,0,0,0,79,0,0,0,0,0,965,0,0,0,817,0,0,0,0,0
2301000,Aquiraz,65,0,0,0,0,0,106,936,0,0,0,6210,209,0,16,0,29,0,0,0,0,0
2301109,Aracati,0,0,0,0,0,0,4079,43,0,0,0,18,566,0,0,3206,47,0,0,74,0,0
2301208,Aracoiaba,0,0,0,0,6,0,283,0,0,0,0,53,2027,0,36,0,1534,0,0,1542,0,0
2301257,Ararendá,0,0,0,0,0,0,98,0,0,0,0,124,288,0,0,0,1571,0,0,0,0,0
2301307,Araripe,0,0,0,0,0,0,9,0,0,0,0,1,1039,0,0,0,4005,0,0,91,0,0
2301406,Aratuba,0,0,0,0,0,0,13750,0,0,224,224,702,751,0,26,621,721,0,0,9221,0,0
2301505,Arneiroz,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,201,0,0,0,0,0
2301604,Assaré,0,0,0,29,14,0,229,0,0,0,0,0,4496,0,0,0,6428,0,0,134,0,0
2301703,Aurora,0,0,0,0,10,0,256,0,0,0,0,35,1475,0,58,0,2454,0,0,0,0,0
2301802,Baixio,0,0,0,0,0,0,8,0,0,0,0,4,109,0,0,0,115,0,0,0,0,0
2301851,Banabuiú,0,0,0,0,0,0,124,125,0,0,0,0,3060,0,0,0,887,0,0,116,0,0
2301901,Barbalha,0,0,0,20,11,0,19111,0,0,0,0,513,1034,0,164,279,397,0,0,147,0,613
2301950,Barreira,0,0,0,0,0,0,32,0,0,0,0,10,874,0,7,0,361,0,0,0,0,0
2302008,Barro,0,0,0,0,0,0,2022,20,0,0,0,22,1196,0,9,0,632,0,0,560,0,105
2302057,Barroquinha,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,122,0,0,0,0,0
2302107,Baturité,8,0,0,0,69,0,8867,0,0,161,161,202,166,0,100,0,4143,0,0,393,0,0
2302206,Beberibe,0,0,0,0,0,0,40,25,0,0,0,790,624,0,0,0,99,0,0,0,0,0
2302305,Bela Cruz,0,0,0,0,0,0,348,0,0,0,0,0,1427,0,0,979,737,0,0,0,0,0
2302404,Boa Viagem,0,0,0,0,0,0,7,65,0,0,0,3,3895,0,1,0,1538,0,0,0,0,0
2302503,Brejo Santo,50,0,0,60,0,0,1210,0,0,0,0,68,4061,0,47,151,1644,0,0,1205,0,0
2302602,Camocim,0,0,0,0,0,0,27,0,0,0,0,0,1234,0,33,0,849,0,0,0,0,0
2302701,Campos Sales,0,0,0,0,0,0,8,0,0,0,0,0,1229,0,0,0,915,0,0,63,0,0
2302800,Canindé,0,0,0,0,0,0,56,255,0,0,0,200,4062,0,15,200,2452,0,0,234,0,0
2302909,Capistrano,0,0,0,0,0,0,6561,0,0,7,7,14,667,0,7,208,2786,0,0,406,0,0
2303006,Caridade,0,0,0,0,0,0,5,15,0,0,0,24,3907,0,0,0,1629,0,0,0,0,0
2303105,Cariré,0,0,0,0,3,0,2513,0,0,0,0,0,2277,0,0,0,1745,0,0,0,0,0
2303204,Caririaçu,0,0,0,14,6,0,112,0,0,0,0,0,2685,0,38,118,924,0,0,147,0,0
2303303,Cariús,0,0,0,0,800,0,4532,0,0,0,0,16,781,0,0,0,302,0,0,1069,0,0
2303402,Carnaubal,62,0,0,0,0,0,243,2130,0,0,0,1050,121,0,205,2790,16,0,0,7494,0,0
2303501,Cascavel,0,0,0,0,0,0,350,111,0,0,0,2696,195,0,92,0,35,0,0,0,0,0
2303600,Catarina,0,0,0,0,0,0,0,0,0,0,0,156,226,0,0,71,224,0,0,0,0,0
2303659,Catunda,0,0,0,0,0,0,5,0,0,0,0,15,3469,0,0,0,1758,0,0,0,0,0
2303709,Caucaia,0,0,0,0,0,0,5994,0,0,0,0,150,1044,0,0,0,584,0,0,0,0,0
2303808,Cedro,0,0,0,0,16,0,28,0,0,0,0,54,306,0,0,0,990,0,0,0,0,0
2303907,Chaval,0,0,0,0,0,0,96,0,0,0,0,0,306,0,0,0,119,0,0,0,0,0
2303931,Choró,0,0,0,0,0,0,11,0,0,0,0,0,2544,0,0,0,1280,0,0,0,0,0
2303956,Chorozinho,0,0,0,0,0,0,29,0,0,0,0,25,836,0,7,0,146,0,0,0,0,0
2304004,Coreaú,0,0,0,0,135,0,146,0,0,0,0,4,453,0,0,0,428,0,0,0,0,0
2304103,Crateús,0,0,0,0,0,0,80,0,0,0,0,0,14640,0,0,0,9488,0,0,0,0,0
2304202,Crato,32,0,0,685,141,0,4004,111,0,0,0,764,2916,0,60,241,3217,0,0,3696,0,0
2304236,Croatá,60,0,0,0,0,0,394,2096,0,0,0,69,649,0,139,10308,210,0,0,15280,0,0
2304251,Cruz,0,0,0,0,0,0,33,101,0,0,0,0,3314,0,0,0,662,0,0,0,0,0
2304269,Deputado Irapuan Pinheiro,0,0,0,0,0,0,60,0,0,0,0,440,619,0,0,0,775,0,0,0,0,0
2304277,Ererê,0,0,0,0,0,0,2,0,0,0,0,0,388,0,0,0,373,0,0,0,0,0
2304285,Eusébio,18,0,0,0,0,0,16,38,0,0,0,6,12,0,5,0,5,0,0,0,0,0
2304301,Farias Brito,0,0,0,2518,94,0,1346,0,0,0,0,36,1803,0,22,0,4806,0,0,334,0,0
2304350,Forquilha,0,0,0,0,0,0,96,13,0,0,0,0,1215,0,8,0,1024,0,0,0,0,0
2304400,Fortaleza,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304459,Fortim,0,0,0,0,0,0,0,11,0,0,0,0,118,0,0,0,12,0,0,0,0,0
2304509,Frecheirinha,0,0,0,0,136,0,236,28,0,0,0,76,667,0,124,99,641,0,0,241,0,0
2304608,General Sampaio,0,0,0,0,0,0,48,278,0,0,0,0,672,0,14,84,490,0,0,0,0,0
2304657,Graça,0,0,0,0,246,0,222,0,0,21,21,0,1340,0,27,0,663,0,0,0,0,0
2304707,Granja,0,0,0,0,245,0,144,0,0,0,0,4,4752,0,9,0,3629,0,0,0,0,0
2304806,Granjeiro,0,0,0,4,0,0,209,0,0,0,0,153,202,0,18,0,159,0,0,0,0,0
2304905,Groaíras,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,548,0,0,0,0,0
2304954,Guaiúba,0,0,0,0,14,0,7376,0,0,0,0,113,352,0,38,1086,438,0,0,212,0,0
2305001,Guaraciaba do Norte,424,0,0,0,0,0,15087,9423,0,195,187,14867,2887,0,911,13709,1296,0,0,33400,0,0
2305100,Guaramiranga,42,0,0,0,0,0,1285,0,0,458,458,12,78,0,108,81,66,0,0,202,0,0
