ibge7,mun,abacate,abacaxi,alho,amendoim,arroz,aveia,banana,batata_doce,batata_inglesa,cafe_total,cafe_arab,cana,feijao,girassol,laranja,maracuja,milho,soja,sorgo,tomate,trigo,uva
1100015,Alta Floresta D'Oeste,0,24,0,2,432,0,2552,0,0,66702,0,47,8517,0,0,0,10340,1350,0,0,0,0
1100023,Ariquemes,0,450,0,0,2098,0,8197,0,0,5,0,48,39,0,9,200,2531,11324,0,0,0,0
1100031,Cabixi,0,541,0,288,6208,0,287,0,0,4,0,0,0,0,10,0,24528,72641,0,197,0,0
1100049,Cacoal,0,675,0,0,79,0,9135,0,0,145697,0,83,4991,0,0,0,2400,1710,0,246,0,0
1100056,Cerejeiras,0,340,0,0,2640,0,358,0,0,196,0,9296,167,0,0,0,31755,101234,0,1936,0,0
1100064,Colorado do Oeste,0,155,0,0,202,0,1431,0,0,57,0,338,17,0,19,115,3520,11247,0,412,0,0
1100072,Corumbiara,0,214,0,13,5760,0,325,0,0,67,0,47,125,0,30,0,43368,128644,0,75,0,0
1100080,Costa Marques,0,56,0,0,0,0,255,0,0,82,0,157,16,0,68,0,16,0,0,0,0,0
1100098,Espigão D'Oeste,0,44,0,4,75,0,847,0,0,15238,0,1600,798,0,2000,150,3537,3240,0,1400,0,0
1100106,Guajará-Mirim,0,225,0,4,9,0,240,0,0,90,0,112,18,0,13,70,72,0,0,0,0,0
1100114,Jaru,0,0,0,0,9,0,15026,0,0,2058,0,169,1008,0,4,40,251,0,0,0,0,0
1100122,Ji-Paraná,0,35,0,0,0,0,1394,0,0,4950,0,20,0,0,14,52,823,0,0,612,0,0
1100130,Machadinho D'Oeste,0,938,0,8,2775,0,7704,0,0,26680,0,328,90,0,115,150,1004,17788,0,40,0,0
1100148,Nova Brasilândia D'Oeste,0,338,0,0,5,0,699,0,0,50594,0,0,0,0,216,750,331,0,0,0,0,0
1100155,Ouro Preto do Oeste,0,63,0,0,4,0,338,0,0,779,0,440,0,0,96,1060,144,0,0,108,0,0
1100189,Pimenta Bueno,0,743,0,0,76,0,1151,0,0,481,0,1300,300,0,60,30,539,3312,0,400,0,334
1100205,Porto Velho,0,2846,0,20,12527,0,8900,0,0,30310,0,288,1013,0,221,666,25741,38600,0,154,0,0
1100254,Presidente Médici,0,256,0,60,6,0,1579,0,0,640,0,120,90,0,251,1492,431,0,0,0,0,236
1100262,Rio Crespo,0,938,0,0,3750,0,3125,0,0,944,0,0,15,0,0,0,3773,39533,0,0,0,0
1100288,Rolim de Moura,0,656,0,8,417,0,1178,0,0,17570,0,200,180,0,960,250,1614,18866,0,159,0,0
1100296,Santa Luzia D'Oeste,0,14,0,0,53,0,139,0,0,2239,0,26640,331,0,36,0,576,1776,0,90,0,31
1100304,Vilhena,0,2863,0,0,240,0,355,0,0,37,0,0,1375,0,13,0,82648,194307,0,2000,0,0
1100320,São Miguel do Guaporé,0,198,0,12,4093,0,417,0,0,180059,0,0,0,0,66,1400,10550,29070,0,0,0,0
1100338,Nova Mamoré,0,469,0,16,1425,0,2768,0,0,5939,0,116,68,0,38,106,763,1006,0,0,0,0
1100346,Alvorada D'Oeste,0,73,0,3,147,0,690,0,0,9520,0,76,450,0,0,240,239,3269,0,0,0,0
1100379,Alto Alegre dos Parecis,0,270,0,5,435,0,382,0,0,57736,0,20,66187,0,300,0,16007,10371,0,1853,0,0
1100403,Alto Paraíso,0,1920,0,0,4172,0,2451,0,0,6613,0,0,80,0,36,320,1128,23341,0,9,0,0
1100452,Buritis,0,289,0,22,21,0,26325,0,0,51413,0,0,1464,0,122,0,260,0,0,0,0,84
1100502,Novo Horizonte do Oeste,0,153,0,0,92,0,869,0,0,22743,0,60,864,0,0,540,395,0,0,0,0,0
1100601,Cacaulândia,0,0,0,0,0,0,2762,0,0,114,0,0,5,0,0,0,43,0,0,0,0,0
1100700,Campo Novo de Rondônia,0,71,0,19,338,0,4290,0,0,4883,0,26,25,0,4,166,184,0,0,0,0,0
1100809,Candeias do Jamari,0,1878,0,0,3023,0,1781,0,0,1496,0,291,44,0,136,260,1058,13500,0,0,0,0
1100908,Castanheiras,0,0,0,0,3,0,457,0,0,298,0,59,42,0,0,239,2491,6300,0,0,0,28
1100924,Chupinguaia,0,824,0,0,5280,0,626,0,0,4,0,0,96,0,30,0,18101,88631,0,0,0,0
1100940,Cujubim,0,3364,0,0,7787,0,1650,0,0,3531,0,0,9,0,9,29,1399,16187,0,0,0,0
1101005,Governador Jorge Teixeira,0,119,0,12,16,0,7410,0,0,336,0,408,348,0,42,54,643,0,0,40,0,0
1101104,Itapuã do Oeste,0,563,0,0,305,0,232,0,0,62,0,35,20,0,13,0,904,9575,0,0,0,0
1101203,Ministro Andreazza,0,19,0,0,4,0,1991,0,0,57602,0,0,708,0,168,200,679,0,0,0,0,0
1101302,Mirante da Serra,0,140,0,29,25,0,616,0,0,5408,0,195,2240,0,26,0,3521,0,0,58,0,0
1101401,Monte Negro,0,73,0,4,5,0,4000,0,0,1368,0,10,9,0,8,24,24,0,0,4,0,0
1101435,Nova União,0,0,0,0,0,0,974,0,0,5029,0,90,160,0,0,36,1062,0,0,20,0,26
1101450,Parecis,0,156,0,0,14,0,269,0,0,279,0,20,210,0,16,6,821,3518,0,140,0,26
1101468,Pimenteiras do Oeste,0,75,0,4,3275,0,237,0,0,5,0,0,0,0,32,0,24195,81814,0,0,0,0
1101476,Primavera de Rondônia,0,281,0,4,231,0,565,0,0,3720,0,528,181,0,10,14,132,0,0,140,0,0
1101484,São Felipe D'Oeste,0,19,0,0,17,0,1699,0,0,1314,0,780,157,0,48,80,2064,1203,0,250,0,0
1101492,São Francisco do Guaporé,0,0,0,0,2622,0,795,0,0,2483,0,0,0,0,0,0,698,2261,0,0,0,40
1101500,Seringueiras,0,193,0,0,2517,0,291,0,0,19405,0,0,0,0,0,360,1919,9690,0,0,0,0
1101559,Teixeirópolis,0,0,0,0,0,0,723,0,0,288,0,39,0,0,0,0,194,0,0,160,0,0
1101609,Theobroma,0,0,0,0,7,0,2040,0,0,906,0,0,129,0,0,20,3326,1790,0,0,0,0
1101708,Urupá,0,13,0,0,1,0,639,0,0,1360,0,47,0,0,0,40,381,0,0,22,0,0
1101757,Vale do Anari,0,13,0,0,265,0,1530,0,0,1827,0,232,60,0,5,120,772,150,0,18,0,0
1101807,Vale do Paraíso,0,109,0,0,0,0,543,0,0,1157,0,35,20,0,6,0,130,0,0,57,0,0
1200013,Acrelândia,15,907,0,0,79,0,11151,18,0,7658,0,67,1040,0,879,163,1975,0,0,0,0,0
1200054,Assis Brasil,67,462,0,3,201,0,2168,7,0,154,0,100,1078,0,64,61,816,0,0,0,0,0
1200104,Brasiléia,38,515,0,0,276,0,1258,42,0,1254,0,68,1385,0,151,36,2960,0,0,0,0,0
1200138,Bujari,31,1092,0,0,56,0,2076,65,0,0,0,321,725,0,325,40,2576,0,0,0,0,0
1200179,Capixaba,27,2640,0,179,125,0,1863,46,0,22,0,131,475,0,239,95,5316,81,0,0,0,0
1200203,Cruzeiro do Sul,40,1300,0,0,490,0,1870,74,0,0,0,371,1464,0,225,0,1625,0,0,0,0,0
1200252,Epitaciolândia,30,2296,0,0,492,0,2268,55,0,231,0,55,726,0,94,48,3296,0,0,0,0,0
1200302,Feijó,73,378,0,0,332,0,4751,0,0,189,0,101,932,0,359,0,5004,0,0,0,0,0
1200328,Jordão,51,159,0,0,49,0,797,0,0,0,0,157,130,0,51,0,842,0,0,0,0,0
1200336,Mâncio Lima,37,447,0,3,325,0,645,12,0,12,0,160,1547,0,76,72,817,0,0,0,0,0
1200344,Manoel Urbano,45,165,0,0,109,0,2019,59,0,576,0,70,514,0,105,29,1038,0,0,0,0,0
1200351,Marechal Thaumaturgo,17,195,0,0,259,0,1117,0,0,0,0,220,1430,0,138,0,898,0,0,0,0,0
1200385,Plácido de Castro,22,480,0,112,28,0,3438,78,0,119,0,50,182,0,1575,425,1794,0,0,0,0,0
1200393,Porto Walter,24,90,0,0,117,0,1215,41,0,12,0,142,795,0,61,0,485,0,0,0,0,0
1200401,Rio Branco,0,1019,0,0,180,0,3276,139,0,20,0,240,810,0,452,352,5679,196,0,0,0,0
1200427,Rodrigues Alves,29,600,0,0,676,0,547,15,0,0,0,142,1350,0,106,0,903,0,0,0,0,0
1200435,Santa Rosa do Purus,0,260,0,195,31,0,1040,116,0,0,0,40,161,0,68,0,353,0,0,0,0,0
1200450,Senador Guiomard,32,955,0,363,63,0,2304,109,0,96,0,262,450,0,453,516,8100,0,0,0,0,0
1200500,Sena Madureira,126,468,0,0,374,0,2124,65,0,60,0,119,2339,0,653,58,3436,0,0,0,0,0
1200609,Tarauacá,179,2044,0,0,496,0,6233,0,0,0,0,528,858,0,367,0,5667,0,0,0,0,0
1200708,Xapuri,48,419,0,0,336,0,1292,0,0,357,0,65,900,0,147,24,2080,0,0,0,0,0
1200807,Porto Acre,57,2394,0,42,130,0,5597,104,0,58,0,94,451,0,489,170,6218,0,0,0,0,0
1300029,Alvarães,0,262,0,0,0,0,504,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0
1300060,Amaturá,0,1350,0,0,0,0,1913,0,0,0,0,0,0,0,81,0,95,0,0,0,0,0
1300086,Anamã,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,378,100,0,0,0,0,0
1300102,Anori,0,0,0,0,0,0,448,0,0,0,0,0,44,0,0,20,90,0,0,0,0,0
1300144,Apuí,0,242,0,0,15,0,1176,72,0,975,0,0,14,0,150,172,504,0,0,0,0,0
1300201,Atalaia do Norte,0,225,0,0,5,0,7200,0,0,0,0,30,45,0,0,160,150,0,0,0,0,0
1300300,Autazes,0,620,0,0,0,0,4505,0,0,0,0,0,0,0,0,1968,32,0,0,0,0,0
1300409,Barcelos,0,0,0,0,12,0,45,0,0,7,7,0,84,0,10,0,0,0,0,0,0,0
1300508,Barreirinha,0,180,0,0,0,0,720,0,0,0,0,0,9,0,43,150,14,0,0,0,0,0
1300607,Benjamin Constant,0,120,0,0,3,0,2700,0,0,0,0,384,129,0,204,153,32,0,0,0,0,0
1300631,Beruri,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300680,Boa Vista do Ramos,0,173,0,0,0,0,900,0,0,0,0,0,0,0,36,90,3,0,0,0,0,0
1300706,Boca do Acre,0,341,0,0,400,0,1800,0,0,14,0,0,0,0,24,0,1800,0,0,0,0,0
1300805,Borba,0,66,0,0,0,0,1700,0,0,0,0,0,0,0,216,0,27,0,0,0,0,0
1300839,Caapiranga,0,399,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0
1300904,Canutama,0,0,0,0,0,0,180,300,0,0,0,0,28,0,0,0,324,0,0,0,0,0
1301001,Carauari,0,246,0,0,0,0,180,0,0,0,0,48,6,0,30,72,45,0,0,0,0,0
1301100,Careiro,0,2035,0,0,0,0,3672,900,0,0,0,0,0,0,64,969,39,0,0,0,0,0
1301159,Careiro da Várzea,0,11200,0,0,0,0,743,1920,0,0,0,0,0,0,1023,2632,0,0,0,0,0,0
1301209,Coari,4,1080,0,0,0,0,630,0,0,0,0,35,38,0,21,113,150,0,0,40,0,0
1301308,Codajás,0,1140,0,0,0,0,750,0,0,0,0,825,0,0,0,360,0,0,0,0,0,0
1301407,Eirunepé,34,967,0,0,36,0,1780,246,0,0,0,539,215,0,150,480,300,0,0,0,0,0
1301506,Envira,30,120,0,0,210,0,750,576,0,162,0,150,156,0,12,80,540,0,0,0,0,0
1301605,Fonte Boa,0,85,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301654,Guajará,50,0,0,0,36,0,53,0,0,0,0,0,84,0,0,0,42,0,0,0,0,0
1301704,Humaitá,0,468,0,0,50,0,3750,0,0,81,81,105,90,0,164,144,36,0,0,0,0,0
1301803,Ipixuna,0,120,0,0,58,0,61,0,0,0,0,600,18,0,0,0,0,0,0,0,0,0
1301852,Iranduba,0,228,0,0,0,0,10305,75,0,0,0,0,0,0,4480,8200,240,0,0,0,0,0
1301902,Itacoatiara,0,43020,0,0,0,0,2887,101,0,15,15,0,565,0,7700,8060,241,0,0,0,0,0
1301951,Itamarati,6,20,0,0,0,0,253,96,0,0,0,22,0,0,30,0,0,0,0,0,0,0
1302009,Itapiranga,0,234,0,0,0,0,225,0,0,0,0,0,36,0,22,90,57,0,0,0,0,0
1302108,Japurá,0,196,0,0,0,0,2132,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
1302207,Juruá,0,20,0,0,0,0,108,16,0,0,0,0,0,0,0,0,17,0,0,0,0,0
1302306,Jutaí,0,285,0,0,182,0,1320,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
1302405,Lábrea,0,0,0,0,0,0,2000,0,0,0,0,0,768,0,0,96,180,0,0,0,0,0
1302504,Manacapuru,0,570,0,0,0,0,16560,120,0,0,0,0,1095,0,15400,28250,2124,0,0,0,0,0
1302553,Manaquiri,0,266,0,0,0,0,2091,4531,0,0,0,0,0,0,2323,700,210,0,0,0,0,0
1302603,Manaus,0,1160,0,0,0,0,1932,0,0,0,0,0,0,0,12000,4046,36,0,0,0,0,0
1302702,Manicoré,0,0,0,0,0,0,25920,0,0,100,0,0,0,0,704,225,0,0,0,0,0,0
1302801,Maraã,0,380,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
1302900,Maués,0,383,0,0,0,0,1631,16,0,0,0,210,0,0,396,273,8,0,0,0,0,0
1303007,Nhamundá,0,64,0,0,0,0,105,0,0,0,0,134,4,0,110,71,26,0,0,0,0,0
1303106,Nova Olinda do Norte,0,360,0,0,0,0,1881,0,0,18,0,0,53,0,89,0,0,0,0,0,0,0
1303205,Novo Airão,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0
1303304,Novo Aripuanã,0,65,0,0,0,0,7200,0,0,0,0,0,21,0,216,945,35,0,0,0,0,0
1303403,Parintins,0,360,0,0,0,0,1080,0,0,0,0,275,0,0,58,250,49,0,0,0,0,0
1303502,Pauini,0,27,0,0,18,0,3000,86,0,0,0,0,100,0,165,220,60,0,0,0,0,0
1303536,Presidente Figueiredo,0,810,0,0,0,0,7425,0,0,0,0,61314,77,0,1128,300,143,0,0,0,0,0
1303569,Rio Preto da Eva,0,1514,0,0,0,0,11925,0,0,0,0,0,0,0,32384,1278,0,0,0,0,0,0
1303601,Santa Isabel do Rio Negro,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1303700,Santo Antônio do Içá,0,216,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303809,São Gabriel da Cachoeira,0,0,0,0,0,0,0,96,0,0,0,0,10,0,0,0,4,0,0,0,0,0
1303908,São Paulo de Olivença,0,1040,0,0,0,0,390,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0
1303957,São Sebastião do Uatumã,0,0,0,0,0,0,592,0,0,5,0,0,278,0,48,820,79,0,0,0,0,0
1304005,Silves,107,0,0,0,46,0,899,160,0,39,0,0,0,0,168,96,0,0,0,0,0,0
1304062,Tabatinga,45,213,0,0,0,0,180,0,0,0,0,0,3,0,66,0,48,0,0,0,0,0
1304104,Tapauá,5,823,0,0,0,0,2318,0,0,0,0,0,863,0,0,540,1152,0,0,0,0,0
1304203,Tefé,0,2376,0,0,0,0,851,0,0,0,0,0,64,0,922,0,0,0,0,0,0,0
1304237,Tonantins,57,936,0,0,0,0,46,9,0,0,0,48,15,0,60,39,60,0,0,33,0,0
1304260,Uarini,0,400,0,0,0,0,199,0,0,0,0,0,0,0,49,0,28,0,0,0,0,0
1304302,Urucará,0,420,0,0,0,0,3876,0,0,0,0,0,0,0,1408,847,248,0,0,0,0,0
1304401,Urucurituba,0,0,0,0,0,0,162,0,0,0,0,0,0,0,97,464,0,0,0,0,0,0
1400027,Amajari,0,500,0,0,5513,0,560,403,0,0,0,30,76,0,180,0,204,0,0,42,0,0
1400050,Alto Alegre,0,553,0,0,1500,0,3936,0,0,0,0,10,1599,0,675,0,5754,14542,0,490,0,0
1400100,Boa Vista,0,0,0,0,1200,0,25908,1987,0,0,0,190,332,0,1055,5364,5508,30501,125,567,0,0
1400159,Bonfim,70,0,0,0,29160,0,1440,120,0,0,0,0,400,0,186,7560,16524,17874,0,2145,0,0
1400175,Cantá,0,1728,0,0,1800,0,968,0,0,0,0,20,104,0,1200,33,556,3420,0,1200,0,0
1400209,Caracaraí,0,60,0,0,52,0,1586,0,0,0,0,0,20,0,1340,0,1986,0,0,0,0,0
1400233,Caroebe,0,0,0,0,23,0,37766,0,0,0,0,14,24,0,328,60,35,0,0,0,0,0
1400282,Iracema,0,8,0,0,19,0,5460,0,0,0,0,5,92,0,240,304,502,1223,0,0,0,0
1400308,Mucajaí,0,5,0,0,26,0,2927,0,0,0,0,8,604,0,418,1990,357,702,0,1411,0,0
1400407,Normandia,0,0,0,0,13088,0,180,0,0,0,0,0,136,0,66,232,265,0,0,7,0,0
1400456,Pacaraima,0,0,0,0,0,0,3214,0,0,0,0,4,0,0,48,135,45,0,0,99,0,0
1400472,Rorainópolis,0,128,0,0,99,0,6000,748,0,0,0,399,96,0,1839,1680,1260,0,0,42,0,0
1400506,São João da Baliza,0,18,0,0,14,0,15360,0,0,0,0,480,72,0,945,0,48,0,0,0,0,0
1400605,São Luiz,0,12,0,0,9,0,4825,180,0,0,0,134,0,0,1760,40,15,0,0,0,0,0
1400704,Uiramutã,0,360,0,0,50,0,252,2192,0,0,0,40,162,0,315,0,254,0,0,0,0,0
1500107,Abaetetuba,0,288,0,0,0,0,840,0,0,54,0,2400,86,0,315,612,15,0,0,0,0,0
1500131,Abel Figueiredo,0,0,0,0,332,0,40,0,0,0,0,0,12,0,0,120,536,158,0,0,0,0
1500206,Acará,0,0,0,0,27,0,1959,0,0,0,0,0,81,0,576,150,70,0,0,0,0,0
1500305,Afuá,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500347,Água Azul do Norte,0,0,0,0,50,0,2160,0,0,0,0,0,83,0,0,0,15680,945,0,0,0,0
1500404,Alenquer,0,252,0,0,548,0,6642,0,0,0,0,105,1227,0,3126,207,6000,0,0,126,0,0
1500503,Almeirim,0,2856,0,0,0,0,912,0,0,0,0,124,126,0,49,225,120,0,0,0,0,0
1500602,Altamira,0,270,0,7,3375,0,23778,0,0,27,0,270,1280,0,2586,495,5625,6000,0,600,0,0
1500701,Anajás,0,348,0,0,0,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500800,Ananindeua,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500859,Anapu,0,150,0,0,200,0,5880,0,0,0,0,0,384,0,440,70,1050,0,0,375,0,0
1500909,Augusto Corrêa,0,54,0,0,13,0,211,0,0,0,0,0,1755,0,26,97,59,0,0,0,0,0
1500958,Aurora do Pará,0,0,0,0,52,0,0,0,0,0,0,0,291,0,491,450,399,0,0,0,0,0
1501006,Aveiro,0,150,0,41,86,0,12000,0,0,56,0,19,423,0,518,480,506,0,0,0,0,0
1501105,Bagre,0,174,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501204,Baião,0,0,0,0,28,0,0,0,0,10,0,0,0,0,0,0,120,0,0,0,0,0
1501253,Bannach,0,0,0,0,5,0,347,0,0,0,0,0,31,0,0,0,110,0,0,0,0,0
1501303,Barcarena,0,585,0,0,4,0,780,0,0,0,0,60,48,0,408,102,180,0,0,0,0,0
1501402,Belém,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501451,Belterra,0,0,0,0,4142,0,800,0,0,0,0,0,1730,0,48,0,18773,39151,0,142,0,0
1501501,Benevides,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501576,Bom Jesus do Tocantins,0,0,0,51,548,0,1500,0,0,0,0,0,231,0,0,0,1611,0,0,0,0,0
1501600,Bonito,0,0,0,0,0,0,1150,0,0,0,0,0,220,0,43,0,39,0,0,0,0,0
1501709,Bragança,0,68,0,0,67,0,750,0,0,0,0,8,1751,0,210,0,533,0,0,0,0,0
1501725,Brasil Novo,0,120,0,0,11,0,5376,0,0,27,0,9,51,0,330,0,600,0,0,75,0,0
1501758,Brejo Grande do Araguaia,0,125,0,0,0,0,21000,0,0,0,0,0,39,0,0,286,728,0,0,0,0,0
1501782,Breu Branco,0,3806,0,0,889,0,6615,0,0,88,0,0,1397,0,383,1008,606,0,0,0,0,0
1501808,Breves,0,0,0,0,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501907,Bujaru,0,0,0,0,11,0,95,0,0,0,0,0,150,0,61,0,41,0,0,0,0,0
1501956,Cachoeira do Piriá,0,36,0,0,114,0,7770,0,0,0,0,0,324,0,0,0,497,0,0,0,0,0
1502004,Cachoeira do Arari,0,764,0,0,8685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502103,Cametá,0,120,0,0,216,0,534,0,0,20,0,0,140,0,600,0,120,0,0,0,0,0
1502152,Canaã dos Carajás,0,312,0,0,27,0,15750,0,0,0,0,0,67,0,0,247,11179,0,0,0,0,0
1502202,Capanema,0,0,0,0,7,0,228,0,0,0,0,0,8700,0,105,504,113,0,0,0,0,0
1502301,Capitão Poço,0,0,0,0,24,0,7,0,0,0,0,0,3150,0,138000,1800,560,0,0,0,0,0
1502400,Castanhal,0,1350,0,0,0,0,864,0,0,0,0,0,900,0,975,0,68,0,0,0,0,0
1502509,Chaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502608,Colares,0,0,0,0,0,0,21,0,0,0,0,0,8,0,8,0,2,0,0,0,0,0
1502707,Conceição do Araguaia,0,12005,0,0,384,0,1083,0,0,0,0,0,45,0,0,0,1500,3363,0,0,0,0
1502756,Concórdia do Pará,0,0,0,0,11,0,441,0,0,0,0,0,37,0,156,1390,14,0,0,0,0,0
1502764,Cumaru do Norte,0,0,0,0,149,0,6115,0,0,0,0,0,325,0,0,160,44520,31719,0,0,0,0
1502772,Curionópolis,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,600,7020,0,0,0,0,0
1502806,Curralinho,288,24,0,0,0,0,0,0,0,0,0,24,0,0,218,4,4,0,0,0,0,0
1502855,Curuá,0,90,0,0,5,0,40,0,0,0,0,0,29,0,0,0,75,0,0,0,0,0
1502905,Curuçá,0,660,0,0,0,0,58,0,0,0,0,0,128,0,90,0,14,0,0,0,0,0
1502939,Dom Eliseu,0,0,0,13,16493,0,300,0,0,0,0,0,219,0,91,0,21218,260707,3990,0,0,0
1502954,Eldorado do Carajás,0,750,0,0,83,0,16250,0,0,0,0,0,60,0,60,300,2240,0,0,0,0,0
1503002,Faro,0,76,0,0,0,0,108,0,0,0,0,37,0,0,25,36,4,0,0,0,0,0
1503044,Floresta do Araguaia,0,134887,0,0,6411,0,1800,0,0,0,0,0,667,0,0,220,7212,8682,0,0,0,0
1503077,Garrafão do Norte,0,0,0,0,13,0,563,0,0,0,0,0,1500,0,5400,0,580,0,0,0,0,0
1503093,Goianésia do Pará,0,180,0,0,935,0,1313,0,0,0,0,0,565,0,116,165,308,260,0,0,0,0
1503101,Gurupá,0,1470,0,0,120,0,228,0,0,0,0,0,36,0,54,0,46,0,0,0,0,0
1503200,Igarapé-Açu,0,0,0,0,0,0,59,0,0,0,0,0,405,0,290,0,66,0,0,0,0,0
1503309,Igarapé-Miri,0,128,0,0,12,0,780,0,0,0,0,120,17,0,63,0,12,0,0,0,0,0
1503408,Inhangapi,0,107,0,0,0,0,1785,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0
1503457,Ipixuna do Pará,0,0,0,0,100,0,0,0,0,0,0,0,1748,0,0,375,765,2767,0,0,0,0
1503507,Irituia,0,500,0,0,13,0,108,0,0,0,0,0,172,0,2621,0,104,0,0,0,0,0
1503606,Itaituba,31,878,0,22,31,0,15018,188,0,0,0,400,2907,0,6650,98,1470,0,0,270,0,0
1503705,Itupiranga,0,0,0,0,40,0,13600,0,0,0,0,0,168,0,0,418,3528,0,0,0,0,0
1503754,Jacareacanga,0,440,0,0,1017,0,9020,0,0,16,0,77,305,0,0,0,26,0,0,0,0,0
1503804,Jacundá,0,120,0,0,690,0,1233,0,0,0,0,0,191,0,0,710,842,0,0,0,0,0
1503903,Juruti,0,204,0,0,2,0,260,0,0,0,0,72,39,0,27,90,10,0,0,0,0,0
1504000,Limoeiro do Ajuru,0,408,0,0,15,0,300,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0
1504059,Mãe do Rio,0,0,0,0,0,0,0,0,0,0,0,0,699,0,644,150,649,0,0,0,0,0
1504109,Magalhães Barata,0,0,0,0,7,0,39,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0
1504208,Marabá,0,375,0,0,320,0,15750,0,0,0,0,0,180,0,10,475,12544,2325,0,0,0,0
1504307,Maracanã,0,60,0,0,12,0,56,0,0,0,0,0,224,0,190,0,63,0,0,0,0,0
1504406,Marapanim,0,75,0,0,2,0,57,0,0,0,0,0,70,0,28,0,18,0,0,0,0,0
1504422,Marituba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504455,Medicilândia,0,90,0,0,29,0,21150,0,0,150,0,0,231,0,330,123,2038,0,0,800,0,0
1504505,Melgaço,0,1800,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504604,Mocajuba,0,0,0,0,36,0,330,0,0,0,0,0,0,0,100,0,27,0,0,0,0,0
1504703,Moju,0,2304,0,0,136,0,30000,0,0,12,0,0,78,0,857,553,1800,0,0,0,0,0
1504752,Mojuí dos Campos,0,2218,0,0,1800,0,1260,0,0,0,0,69,294,0,506,123,15348,67856,0,300,0,0
1504802,Monte Alegre,0,483,0,38,125,0,4500,0,0,0,0,36,1778,0,800,29,18491,0,0,4159,0,0
1504901,Muaná,0,0,0,0,0,0,104,0,0,0,0,0,9,0,0,0,74,0,0,0,0,0
1504950,Nova Esperança do Piriá,0,0,0,0,150,0,1312,0,0,0,0,0,550,0,1260,0,325,0,0,0,0,0
1504976,Nova Ipixuna,0,100,0,0,48,0,1250,0,0,0,0,0,120,0,0,0,912,0,0,0,0,0
1505007,Nova Timboteua,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,1140,90,0,0,0,0,0
1505031,Novo Progresso,0,273,0,7,35840,0,440,0,0,0,0,24,354,0,264,300,5891,56100,0,0,0,0
1505064,Novo Repartimento,0,0,0,0,879,0,122525,0,0,104,0,0,776,0,180,0,3222,0,0,0,0,0
1505106,Óbidos,0,540,0,0,36,0,972,0,0,0,0,78,133,0,197,19,1198,0,0,0,0,0
1505205,Oeiras do Pará,0,0,0,0,300,0,4500,0,0,0,0,0,0,0,540,0,96,0,0,0,0,0
1505304,Oriximiná,0,150,0,0,10,0,216,0,0,0,0,28,198,0,40,54,92,0,0,0,0,0
1505403,Ourém,0,0,0,0,7,0,0,0,0,0,0,0,154,0,1890,0,57,0,0,0,0,0
1505437,Ourilândia do Norte,0,1558,0,0,18,0,1680,0,0,0,0,0,92,0,0,0,288,0,0,0,0,0
1505486,Pacajá,0,150,0,5,338,0,6720,0,0,60,0,45,1536,0,133,119,3996,0,0,0,0,0
1505494,Palestina do Pará,0,0,0,0,0,0,9375,0,0,0,0,0,112,0,0,0,465,0,0,0,0,0
1505502,Paragominas,0,0,0,0,7972,0,3360,0,0,62,0,0,380,0,0,375,17228,414240,0,0,0,0
1505536,Parauapebas,0,1204,0,0,0,0,35750,0,0,41,0,0,1470,0,0,1824,7137,1863,0,3150,0,0
