ibge7,mun,nome_meso,algodao_arb,algodao_herb,banana,batata,cafe_arab,cana,feijao,laranja,limao,manga,milho,soja,sorgo,tangerina,tomate,trigo,leite,ovos,mel
2400109,Acari,Central Potiguar,0,0,154,0,0,0,6,60,20,336,2,0,0,0,420,0,3306,193,0
2400208,Açu,Oeste Potiguar,0,0,12600,0,0,0,54,0,0,5170,21,0,0,0,700,0,2272,68,254
2400307,Afonso Bezerra,Central Potiguar,0,0,1600,0,0,0,43,0,0,1000,10,0,0,0,224,0,402,8,96
2400406,Água Nova,Oeste Potiguar,0,0,48,0,0,0,20,0,0,12,80,0,0,0,0,0,220,7,0
2400505,Alexandria,Oeste Potiguar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,41,0
2400604,Almino Afonso,Oeste Potiguar,0,0,18,0,0,0,7,0,0,16,6,0,0,0,80,0,564,34,150
2400703,Alto do Rodrigues,Oeste Potiguar,0,0,33750,0,0,0,7,0,0,1000,0,0,0,0,0,0,182,7,0
2400802,Angicos,Central Potiguar,0,0,0,0,0,0,34,0,0,0,6,0,0,0,0,0,890,11,0
2400901,Antônio Martins,Oeste Potiguar,0,0,54,0,0,0,7,0,0,14,12,0,0,0,0,0,551,25,0
2401008,Apodi,Oeste Potiguar,0,0,3040,0,0,0,790,15,0,760,36,0,0,0,0,0,2060,443,105401
2401107,Areia Branca,Oeste Potiguar,0,0,0,0,0,0,43,0,0,0,6,0,0,0,0,0,253,64,129
2401206,Arês,Leste Potiguar,0,0,150,0,0,294000,30,0,0,90,3,0,0,0,0,0,412,11,4250
2401305,Augusto Severo,Oeste Potiguar,0,0,0,0,0,0,170,0,0,0,1,0,0,0,0,0,790,61,49
2401404,Baía Formosa,Leste Potiguar,0,0,0,0,0,950000,12,0,0,60,6,0,0,0,0,0,119,9,0
2401453,Baraúna,Oeste Potiguar,0,0,5700,0,0,0,108,0,0,415,4,0,0,0,0,0,260,146,386
2401503,Barcelona,Agreste Potiguar,0,0,18,0,0,0,4,8,4,17,3,0,0,0,0,0,153,12,0
2401602,Bento Fernandes,Agreste Potiguar,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1980,84,0
2401651,Bodó,Central Potiguar,0,0,18,0,0,0,105,8,0,17,75,0,0,0,0,0,130,5,25
2401701,Bom Jesus,Agreste Potiguar,0,0,18,0,0,0,27,8,4,85,11,0,0,0,0,0,683,18,35
2401800,Brejinho,Agreste Potiguar,0,0,350,0,0,0,50,0,40,90,9,0,0,0,0,0,3515,19,5000
2401859,Caiçara do Norte,Central Potiguar,0,0,50,0,0,0,0,0,0,0,6,0,0,0,0,0,194,4,0
2401909,Caiçara do Rio do Vento,Central Potiguar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145,5,0
2402006,Caicó,Central Potiguar,0,0,0,0,0,0,6,0,4,24,0,0,0,0,0,0,13000,750,0
2402105,Campo Redondo,Agreste Potiguar,0,0,72,0,0,0,11,8,4,63,9,0,0,0,0,0,253,36,0
2402204,Canguaretama,Leste Potiguar,0,0,1250,0,0,840000,35,50,0,400,17,0,0,0,0,0,1440,13,150
2402303,Caraúbas,Oeste Potiguar,0,0,125,0,0,0,31,0,0,92,22,0,0,0,0,0,1167,158,4160
2402402,Carnaúba dos Dantas,Central Potiguar,0,0,0,0,0,0,10,6,0,54,1,0,0,0,0,0,840,89,0
2402501,Carnaubais,Oeste Potiguar,0,0,7200,0,0,0,81,0,0,3240,15,0,0,0,256,0,284,9,146
2402600,Ceará-Mirim,Leste Potiguar,0,0,10800,0,0,145100,81,0,0,100,86,0,0,0,0,0,6352,3983,0
2402709,Cerro Corá,Central Potiguar,0,0,36,0,0,0,51,0,4,45,27,0,0,0,0,0,411,29,15
2402808,Coronel Ezequiel,Agreste Potiguar,0,0,0,0,0,0,14,8,0,45,12,0,0,0,0,0,125,14,0
2402907,Coronel João Pessoa,Oeste Potiguar,0,0,80,0,0,0,15,0,0,30,15,0,0,0,0,0,210,13,500
2403004,Cruzeta,Central Potiguar,0,0,0,0,0,0,16,0,9,27,8,0,0,0,140,0,3300,182,0
2403103,Currais Novos,Central Potiguar,0,0,90,0,0,0,1,0,9,340,0,0,0,0,0,0,3600,1777,500
2403202,Doutor Severiano,Oeste Potiguar,0,0,54,0,0,28,14,0,0,17,6,0,0,0,0,0,764,38,1300
2403251,Parnamirim,Leste Potiguar,0,0,500,0,0,0,4,0,50,60,0,0,0,0,0,0,567,14585,0
2403301,Encanto,Oeste Potiguar,0,0,80,0,0,20,24,0,0,23,18,0,0,0,0,0,861,26,800
2403400,Equador,Central Potiguar,0,0,0,0,0,0,1,0,4,24,0,0,0,0,0,0,406,53,0
2403509,Espírito Santo,Leste Potiguar,0,0,130,0,0,1800,6,0,0,200,3,0,0,0,0,0,1615,27,180
2403608,Extremoz,Leste Potiguar,0,0,3240,0,0,0,15,0,0,150,38,0,0,0,0,0,808,236,0
2403707,Felipe Guerra,Oeste Potiguar,0,0,229,0,0,0,64,0,0,0,3,0,144,0,0,0,159,88,179
2403756,Fernando Pedroza,Central Potiguar,0,0,0,0,0,0,20,0,0,0,7,0,0,0,0,0,162,3,0
2403806,Florânia,Central Potiguar,0,0,100,0,0,0,9,0,9,180,4,0,0,0,150,0,2700,178,300
2403905,Francisco Dantas,Oeste Potiguar,0,0,0,0,0,0,22,0,0,0,10,0,0,0,0,0,324,10,0
2404002,Frutuoso Gomes,Oeste Potiguar,0,0,40,0,0,100,7,0,0,16,2,0,0,0,52,0,400,9,180
2404101,Galinhos,Central Potiguar,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,20,2,0
2404200,Goianinha,Leste Potiguar,0,0,350,0,0,400000,90,100,0,300,30,0,0,0,0,0,3654,27,0
2404309,Governador Dix-Sept Rosado,Oeste Potiguar,0,0,400,0,0,0,87,0,0,90,60,0,0,0,0,0,348,2033,1003
2404408,Grossos,Oeste Potiguar,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,62,33,3100
2404507,Guamaré,Central Potiguar,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,0,52,9,0
2404606,Ielmo Marinho,Agreste Potiguar,0,0,63,0,0,10191,42,0,0,26,52,0,0,0,0,0,5060,310,0
2404705,Ipanguaçu,Oeste Potiguar,0,0,26000,0,0,0,44,0,0,17000,8,0,0,0,0,0,599,10,211
2404804,Ipueira,Central Potiguar,0,0,37,0,0,0,26,0,4,12,20,0,0,0,0,0,1192,17,0
2404853,Itajá,Oeste Potiguar,0,0,0,0,0,0,23,0,0,0,61,0,0,0,0,0,94,8,0
2404903,Itaú,Oeste Potiguar,0,1,130,0,0,0,350,0,0,0,130,0,300,0,0,0,463,18,2210
2405009,Jaçanã,Agreste Potiguar,0,0,0,0,0,0,14,8,4,36,8,0,0,0,0,0,56,5,25
2405108,Jandaíra,Agreste Potiguar,0,0,700,0,0,0,3,0,0,0,2,0,0,0,240,0,108,11,0
2405207,Janduís,Oeste Potiguar,0,0,0,0,0,0,18,0,0,6,5,0,0,0,0,0,460,151,949
2405306,Januário Cicco,Agreste Potiguar,0,0,40,0,0,0,27,16,8,143,10,0,0,0,0,0,127,23,0
2405405,Japi,Agreste Potiguar,0,0,0,0,0,0,5,0,0,9,2,0,0,0,0,0,138,9,0
2405504,Jardim de Angicos,Central Potiguar,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,382,44,0
2405603,Jardim de Piranhas,Central Potiguar,0,0,0,0,0,0,6,0,4,108,1,0,0,0,0,0,5501,270,0
2405702,Jardim do Seridó,Central Potiguar,0,0,0,0,0,0,8,6,12,60,2,0,0,0,0,0,3101,96,0
2405801,João Câmara,Agreste Potiguar,0,0,900,0,0,0,13,0,0,150,162,0,0,0,0,0,6508,152,0
2405900,João Dias,Oeste Potiguar,0,0,84,0,0,72,4,0,0,7,3,0,0,0,0,0,221,17,0
2406007,José da Penha,Oeste Potiguar,0,0,0,0,0,0,3,0,0,8,6,0,0,0,0,0,784,18,0
2406106,Jucurutu,Oeste Potiguar,0,0,0,0,0,0,30,10,4,180,4,0,0,0,0,0,7800,300,100
2406155,Jundiá,Agreste Potiguar,0,0,150,0,0,13000,5,0,0,150,8,0,0,0,0,0,617,14,0
2406205,Lagoa d'Anta,Agreste Potiguar,0,0,20,0,0,0,9,16,8,45,5,0,0,0,0,0,317,9,0
2406304,Lagoa de Pedras,Agreste Potiguar,0,0,115,0,0,0,30,22,10,80,7,0,0,0,0,0,1426,20,90
2406403,Lagoa de Velhos,Agreste Potiguar,0,0,40,0,0,0,5,16,8,27,5,0,0,0,0,0,190,3,0
2406502,Lagoa Nova,Central Potiguar,0,0,0,0,0,0,175,0,4,30,140,0,0,0,0,0,2968,345,750
2406601,Lagoa Salgada,Agreste Potiguar,0,0,40,0,0,0,20,0,0,700,8,0,0,0,0,0,1395,12,800
2406700,Lajes,Central Potiguar,0,0,0,0,0,0,77,0,0,0,18,0,0,0,0,0,201,9,3204
2406809,Lajes Pintadas,Agreste Potiguar,0,0,20,0,0,0,10,8,4,135,7,0,0,0,0,0,179,13,0
2406908,Lucrécia,Oeste Potiguar,0,0,72,0,0,23,18,0,0,15,27,0,0,0,200,0,196,18,250
2407005,Luís Gomes,Oeste Potiguar,0,0,19,0,0,0,30,0,0,30,14,0,0,0,0,0,230,13,0
2407104,Macaíba,Leste Potiguar,0,0,550,0,0,1300,60,0,0,200,50,0,0,0,0,0,9072,1600,400
2407203,Macau,Central Potiguar,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,114,6,0
2407252,Major Sales,Oeste Potiguar,0,0,0,0,0,480,38,0,0,0,36,0,0,0,0,0,640,5,100
2407302,Marcelino Vieira,Oeste Potiguar,0,0,0,0,0,0,32,0,0,8,4,0,0,0,56,0,971,360,500
2407401,Martins,Oeste Potiguar,0,0,40,0,0,56,24,0,0,17,22,0,0,0,0,0,169,18,1200
2407500,Maxaranguape,Leste Potiguar,0,0,3800,0,0,24800,30,0,0,105,36,0,0,0,0,0,367,29,0
2407609,Messias Targino,Oeste Potiguar,0,0,0,0,0,44,27,0,0,42,6,0,0,0,0,0,246,96,115
2407708,Montanhas,Leste Potiguar,0,0,400,0,0,7500,60,0,0,100,20,0,0,0,0,0,4061,23,900
2407807,Monte Alegre,Agreste Potiguar,0,0,250,0,0,3000,80,0,0,0,35,0,0,0,0,0,6894,196,0
2407906,Monte das Gameleiras,Agreste Potiguar,0,0,60,0,0,0,18,8,4,135,24,0,0,0,0,0,48,8,0
2408003,Mossoró,Oeste Potiguar,0,0,300,0,0,0,52,0,0,1000,0,0,0,0,0,0,6102,8144,5631
2408102,Natal,Leste Potiguar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,740,0
2408201,Nísia Floresta,Leste Potiguar,0,0,1200,0,0,45000,40,120,0,500,20,0,0,0,0,0,2293,1120,1200
2408300,Nova Cruz,Agreste Potiguar,0,0,0,0,0,25000,10,0,0,180,18,0,0,0,0,0,10606,54,900
2408409,Olho-d'Água do Borges,Oeste Potiguar,0,0,0,0,0,0,14,0,0,0,22,0,0,0,0,0,308,66,101
2408508,Ouro Branco,Central Potiguar,0,0,0,0,0,0,1,6,9,160,0,0,0,0,0,0,2200,111,0
2408607,Paraná,Oeste Potiguar,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,480,8,45
2408706,Paraú,Oeste Potiguar,0,0,0,0,0,0,25,0,0,0,6,0,0,0,0,0,269,10,0
2408805,Parazinho,Agreste Potiguar,0,0,0,0,0,0,15,0,9,0,16,0,0,0,400,0,1103,34,0
2408904,Parelhas,Central Potiguar,0,0,23,0,0,0,5,12,15,84,9,0,0,0,250,0,2840,138,75
2408953,Rio do Fogo,Leste Potiguar,0,0,36000,0,0,0,13,0,0,2420,126,0,0,0,0,0,417,10,0
2409100,Passa e Fica,Agreste Potiguar,0,0,54,0,0,0,19,8,4,45,10,0,0,0,0,0,212,18,0
2409209,Passagem,Agreste Potiguar,0,0,0,0,0,900,20,0,0,0,12,0,0,0,0,0,1159,13,700
2409308,Patu,Oeste Potiguar,0,0,80,0,0,0,21,0,0,0,8,0,0,0,0,0,523,185,84
2409332,Santa Maria,Agreste Potiguar,0,0,36,0,0,0,7,8,4,9,7,0,0,0,0,0,271,8,0
2409407,Pau dos Ferros,Oeste Potiguar,0,0,34,0,0,0,8,0,0,13,24,0,0,0,0,0,1829,42,1300
2409506,Pedra Grande,Leste Potiguar,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,450,22,0
2409605,Pedra Preta,Central Potiguar,0,0,0,0,0,0,41,0,0,0,32,0,0,0,0,0,886,53,0
2409704,Pedro Avelino,Central Potiguar,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,430,13,0
2409803,Pedro Velho,Leste Potiguar,0,0,650,0,0,144000,50,0,10,120,11,0,0,0,0,0,896,22,1500
2409902,Pendências,Oeste Potiguar,0,0,420,0,0,0,53,0,0,600,35,0,0,0,0,0,384,7,0
2410009,Pilões,Oeste Potiguar,0,0,0,0,0,0,2,0,0,0,237,0,0,0,0,0,785,14,90
2410108,Poço Branco,Agreste Potiguar,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,3087,49,0
2410207,Portalegre,Oeste Potiguar,0,0,0,0,0,35,14,0,0,12,10,0,0,0,0,0,117,13,2100
2410256,Porto do Mangue,Oeste Potiguar,0,0,0,0,0,0,146,0,0,0,82,0,0,0,0,0,67,2,0
2410306,Serra Caiada,Agreste Potiguar,0,0,20,0,0,0,18,8,4,27,10,0,0,0,0,0,168,20,0
2410405,Pureza,Leste Potiguar,0,0,7840,0,0,223000,123,0,6,400,80,0,0,0,0,0,2356,46,0
2410504,Rafael Fernandes,Oeste Potiguar,0,0,19,0,0,0,24,0,0,17,13,0,0,0,0,0,475,24,0
2410603,Rafael Godeiro,Oeste Potiguar,0,0,36,0,0,0,6,0,0,24,5,0,0,0,0,0,375,20,350
2410702,Riacho da Cruz,Oeste Potiguar,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,336,5,0
2410801,Riacho de Santana,Oeste Potiguar,0,0,0,0,0,0,14,0,0,8,8,0,0,0,0,0,280,21,700
2410900,Riachuelo,Agreste Potiguar,0,0,18,0,0,0,7,8,4,27,6,0,0,0,0,0,442,4,0
2411007,Rodolfo Fernandes,Oeste Potiguar,0,0,0,0,0,0,187,0,0,19,5,0,220,0,0,0,373,34,645
2411056,Tibau,Oeste Potiguar,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,78,33,860
2411106,Ruy Barbosa,Agreste Potiguar,0,0,18,0,0,0,4,8,4,99,5,0,0,0,0,0,136,12,0
2411205,Santa Cruz,Agreste Potiguar,0,0,54,0,0,0,8,8,12,54,2,0,0,0,0,0,560,71,0
2411403,Santana do Matos,Central Potiguar,0,0,0,0,0,0,420,0,0,0,250,0,0,0,250,0,2481,23,0
2411429,Santana do Seridó,Central Potiguar,0,0,0,0,0,0,1,0,0,6,0,0,0,0,138,0,1051,35,0
2411502,Santo Antônio,Agreste Potiguar,0,0,0,0,0,0,90,0,0,100,21,0,0,0,0,0,8215,36,150
2411601,São Bento do Norte,Central Potiguar,0,0,50,0,0,0,144,0,0,0,163,0,0,0,0,0,547,21,0
2411700,São Bento do Trairí,Agreste Potiguar,0,0,36,0,0,0,8,8,4,90,5,0,0,0,0,0,81,8,0
2411809,São Fernando,Central Potiguar,0,0,36,0,0,0,20,0,4,24,2,0,0,0,0,0,4500,145,0
2411908,São Francisco do Oeste,Oeste Potiguar,0,0,0,0,0,0,48,0,0,6,67,0,0,0,0,0,614,8,0
2412005,São Gonçalo do Amarante,Leste Potiguar,0,0,105,0,0,24000,250,0,0,40,200,0,0,0,0,0,5771,612,0
2412104,São João do Sabugi,Central Potiguar,0,0,17,0,0,0,18,0,15,113,9,0,0,0,0,0,2800,75,600
2412203,São José de Mipibu,Leste Potiguar,0,0,800,0,0,300000,0,500,0,1200,24,0,0,90,0,0,5670,3050,3500
2412302,São José do Campestre,Agreste Potiguar,0,0,36,0,0,0,10,8,4,45,4,0,0,0,0,0,261,9,0
2412401,São José do Seridó,Central Potiguar,0,0,0,0,0,0,6,0,4,315,1,0,0,0,0,0,3800,115,0
2412500,São Miguel,Oeste Potiguar,0,0,105,0,0,196,80,0,0,21,60,0,0,0,52,0,622,72,3000
2412559,São Miguel do Gostoso,Leste Potiguar,0,0,625,0,0,0,1,0,0,6,0,0,0,0,0,0,1081,17,0
2412609,São Paulo do Potengi,Agreste Potiguar,0,0,54,0,0,0,13,8,4,18,7,0,0,0,0,0,549,17,0
2412708,São Pedro,Agreste Potiguar,0,0,18,0,0,0,7,0,0,324,6,0,0,0,0,0,322,11,0
2412807,São Rafael,Oeste Potiguar,0,0,0,0,0,0,50,0,0,0,17,0,0,0,0,0,598,10,374
2412906,São Tomé,Agreste Potiguar,0,0,54,0,0,0,4,8,4,90,3,0,0,0,0,0,278,18,0
2413003,São Vicente,Central Potiguar,0,0,0,0,0,0,12,0,11,50,8,0,0,0,0,0,1200,250,0
2413102,Senador Elói de Souza,Agreste Potiguar,0,0,36,0,0,0,11,8,4,18,8,0,0,0,0,0,130,16,0
2413201,Senador Georgino Avelino,Leste Potiguar,0,0,150,0,0,0,50,0,0,350,10,0,0,0,0,0,562,14,1500
2413300,Serra de São Bento,Agreste Potiguar,0,0,36,0,0,0,11,8,4,180,11,0,0,0,0,0,66,21,0
2413359,Serra do Mel,Oeste Potiguar,0,0,0,0,0,0,1794,0,0,0,8,0,0,0,0,0,329,18,4725
2413409,Serra Negra do Norte,Central Potiguar,0,0,19,0,0,0,10,0,4,28,3,0,0,0,0,0,4500,123,0
2413508,Serrinha,Agreste Potiguar,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,3780,26,700
2413557,Serrinha dos Pintos,Oeste Potiguar,0,0,20,0,0,0,21,0,0,12,18,0,0,0,0,0,190,45,0
2413607,Severiano Melo,Oeste Potiguar,0,0,0,0,0,0,369,0,0,0,20,0,120,0,0,0,466,28,481
2413706,Sítio Novo,Agreste Potiguar,0,0,108,0,0,0,3,8,8,9,5,0,0,0,0,0,195,9,0
2413805,Taboleiro Grande,Oeste Potiguar,0,0,17,0,0,40,7,0,0,14,9,0,0,0,0,0,183,4,0
2413904,Taipu,Leste Potiguar,0,0,0,0,0,126000,20,0,0,180,75,0,68,0,0,0,6400,1728,2500
2414001,Tangará,Agreste Potiguar,0,0,18,0,0,0,6,0,4,27,9,0,0,0,0,0,369,11,0
2414100,Tenente Ananias,Oeste Potiguar,0,0,18,0,0,66,8,0,0,8,2,0,0,0,0,0,675,13,0
2414159,Tenente Laurentino Cruz,Central Potiguar,0,0,0,0,0,0,60,0,0,80,36,0,0,0,0,0,667,129,0
2414209,Tibau do Sul,Leste Potiguar,0,0,0,0,0,120000,30,0,0,0,10,0,0,0,0,0,471,6,0
2414308,Timbaúba dos Batistas,Central Potiguar,0,0,0,0,0,0,6,0,4,6,2,0,0,0,20,0,1150,750,0
2414407,Touros,Leste Potiguar,0,1125,45000,0,0,0,72,0,0,450,200,0,0,0,0,0,2678,36,0
2414456,Triunfo Potiguar,Oeste Potiguar,0,0,0,0,0,0,68,0,0,0,9,0,0,0,0,0,186,9,0
2414506,Umarizal,Oeste Potiguar,0,0,200,0,0,0,80,0,0,87,75,0,150,0,0,0,637,271,755
2414605,Upanema,Oeste Potiguar,0,0,639,0,0,0,283,0,0,330,32,0,0,0,0,0,313,318,212
2414704,Várzea,Agreste Potiguar,0,0,0,0,0,0,25,0,0,0,9,0,0,0,0,0,1083,19,0
2414753,Venha-Ver,Oeste Potiguar,0,0,60,0,0,350,42,0,0,16,40,0,0,0,140,0,106,15,0
2414803,Vera Cruz,Agreste Potiguar,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,2636,24,30
2414902,Viçosa,Oeste Potiguar,0,0,0,0,0,0,43,0,0,26,19,0,0,0,0,0,120,2,0
2415008,Vila Flor,Leste Potiguar,0,0,0,0,0,23000,4,0,0,0,3,0,0,0,0,0,65,3,0
2500106,Água Branca,Sertão Paraibano,0,0,30,0,0,0,150,0,0,12,324,0,0,0,30,0,600,18,1235
2500205,Aguiar,Sertão Paraibano,0,0,0,0,0,400,16,0,0,0,40,0,0,0,0,0,1269,34,0
2500304,Alagoa Grande,Agreste Paraibano,0,0,4500,0,0,35000,600,70,0,128,720,0,0,0,0,0,4153,118,5800
2500403,Alagoa Nova,Agreste Paraibano,0,0,24000,0,0,36000,360,1200,1400,360,200,0,0,4760,0,0,2310,62,440
2500502,Alagoinha,Agreste Paraibano,0,0,1200,0,0,20000,132,30,0,140,232,0,0,0,0,0,785,24,300
2500536,Alcantil,Borborema,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2010,9,0
2500577,Algodão de Jandaíra,Agreste Paraibano,0,0,0,0,0,0,45,0,0,0,40,0,0,0,0,0,198,20,0
2500601,Alhandra,Mata Paraibana,0,0,770,0,0,1972,0,24,70,40,0,0,0,0,0,0,148,22,200
2500700,São João do Rio do Peixe,Sertão Paraibano,0,10,216,0,0,0,79,0,0,0,51,0,0,0,0,0,3275,16,6000
2500734,Amparo,Borborema,0,0,0,0,0,0,33,0,0,0,36,0,0,0,0,0,117,21,0
2500775,Aparecida,Sertão Paraibano,0,40,270,0,0,0,30,0,0,0,84,0,0,0,0,0,913,9,2000
2500809,Araçagi,Agreste Paraibano,0,0,1112,0,0,19500,690,35,12,140,656,0,0,0,0,0,2900,49,3300
2500908,Arara,Agreste Paraibano,0,0,0,0,0,0,547,0,0,0,720,0,0,0,0,0,691,27,0
2501005,Araruna,Agreste Paraibano,0,0,0,0,0,0,1305,0,0,245,960,0,0,0,0,0,1196,38,0
2501104,Areia,Agreste Paraibano,0,0,9600,0,0,57600,550,96,20,105,276,0,0,0,0,0,931,423,4100
2501153,Areia de Baraúnas,Sertão Paraibano,0,0,28,0,0,0,7,0,0,22,8,0,0,0,60,0,86,5,0
2501203,Areial,Agreste Paraibano,0,0,0,25,0,0,430,0,0,0,390,0,0,0,0,0,217,27,0
2501302,Aroeiras,Agreste Paraibano,0,0,45,0,0,0,332,30,0,40,208,0,0,0,125,0,2310,66,100
2501351,Assunção,Borborema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,10,0
2501401,Baía da Traição,Mata Paraibana,0,0,360,0,0,68750,2,35,0,320,2,0,0,0,0,0,42,8,3445
2501500,Bananeiras,Agreste Paraibano,0,0,21000,0,0,5400,248,30,0,180,180,0,0,0,0,0,2353,51,170
2501534,Baraúna,Borborema,0,3,0,0,0,0,10,0,0,0,40,0,0,0,0,0,216,24,0
2501575,Barra de Santana,Borborema,0,0,0,0,0,0,10,0,0,18,15,0,0,0,60,0,2600,26,0
2501609,Barra de Santa Rosa,Agreste Paraibano,0,0,0,0,0,0,180,0,0,0,200,0,0,0,0,0,1075,261,0
2501708,Barra de São Miguel,Borborema,0,0,280,0,0,0,6,0,0,0,8,0,0,0,360,0,646,21,0
2501807,Bayeux,Mata Paraibana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0
2501906,Belém,Agreste Paraibano,0,0,180,0,0,1350,114,30,0,240,190,0,0,0,0,0,444,35,75
2502003,Belém do Brejo do Cruz,Sertão Paraibano,0,0,0,0,0,0,7,0,0,0,29,0,0,0,0,0,1813,13,300
2502052,Bernardino Batista,Sertão Paraibano,0,0,1,0,0,0,22,0,0,0,5,0,0,0,0,0,739,16,0
2502102,Boa Ventura,Sertão Paraibano,0,0,0,0,0,500,15,0,0,0,34,0,0,0,0,0,730,26,0
2502151,Boa Vista,Agreste Paraibano,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1000,559,0
2502201,Bom Jesus,Sertão Paraibano,0,0,42,0,0,0,13,0,0,0,9,0,0,0,0,0,475,3,600
2502300,Bom Sucesso,Sertão Paraibano,0,0,0,0,0,0,99,0,0,0,168,0,0,0,0,0,1223,26,0
2502409,Bonito de Santa Fé,Sertão Paraibano,0,0,70,0,0,2000,48,0,0,0,175,0,0,0,0,0,1094,34,0
2502508,Boqueirão,Borborema,0,0,0,0,0,0,2,1,0,18,1,0,0,0,110,0,2700,30,0
2502607,Igaracy,Sertão Paraibano,0,0,0,0,0,0,16,0,0,0,75,0,0,0,0,0,1269,27,0
2502706,Borborema,Agreste Paraibano,0,0,10500,0,0,0,86,35,0,56,160,0,0,0,0,0,295,41,85
2502805,Brejo do Cruz,Sertão Paraibano,0,0,0,0,0,0,16,0,0,0,17,0,0,0,0,0,1532,9,0
2502904,Brejo dos Santos,Sertão Paraibano,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,698,14,0
2503001,Caaporã,Mata Paraibana,0,0,140,0,0,56260,2,0,28,50,0,0,0,0,30,0,36,20,0
2503100,Cabaceiras,Borborema,0,0,5,0,0,0,1,0,0,18,1,0,0,0,600,0,720,14,0
2503209,Cabedelo,Mata Paraibana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
2503308,Cachoeira dos Índios,Sertão Paraibano,0,0,65,0,0,0,42,0,0,0,72,0,0,0,0,0,1278,25,2100
2503407,Cacimba de Areia,Sertão Paraibano,0,0,0,0,0,0,24,0,0,0,30,0,0,0,0,0,340,9,380
2503506,Cacimba de Dentro,Agreste Paraibano,0,0,0,0,0,0,230,0,0,0,320,0,0,0,0,0,425,32,0
2503555,Cacimbas,Sertão Paraibano,0,0,0,0,0,0,42,0,0,0,98,0,0,0,0,0,134,27,0
2503605,Caiçara,Agreste Paraibano,0,0,48,0,0,0,96,0,0,120,60,0,0,0,0,0,670,21,501
2503704,Cajazeiras,Sertão Paraibano,0,0,52,0,0,200,50,0,0,15,88,0,0,0,120,0,3744,52,6500
2503753,Cajazeirinhas,Sertão Paraibano,0,0,64,0,0,0,11,0,0,0,8,0,0,0,0,0,1362,18,0
2503803,Caldas Brandão,Agreste Paraibano,0,0,0,0,0,0,60,0,0,23,120,0,0,0,0,0,101,20,0
2503902,Camalaú,Borborema,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,206,19,0
2504009,Campina Grande,Agreste Paraibano,0,3,250,0,0,0,230,35,0,60,336,0,0,0,1050,0,3500,940,240
2504033,Capim,Mata Paraibana,0,0,0,0,0,102000,6,0,0,35,3,0,0,0,0,0,44,8,326
2504074,Caraúbas,Borborema,0,0,14,0,0,0,0,0,0,6,0,0,0,0,240,0,150,53,15
2504108,Carrapateira,Sertão Paraibano,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,501,3,0
2504157,Casserengue,Agreste Paraibano,0,0,0,0,0,0,853,0,0,0,65,0,0,0,0,0,307,66,0
2504207,Catingueira,Sertão Paraibano,0,0,0,0,0,400,21,0,0,0,30,0,0,0,0,0,532,23,0
2504306,Catolé do Rocha,Sertão Paraibano,0,0,16,0,0,0,45,0,0,24,32,0,0,0,0,0,2638,54,9000
2504355,Caturité,Borborema,0,0,24,0,0,0,0,0,0,0,10,0,0,0,90,0,3500,23,0
2504405,Conceição,Sertão Paraibano,0,0,0,0,0,2250,72,0,0,18,216,0,0,0,75,0,2039,89,0
2504504,Condado,Sertão Paraibano,0,0,0,0,0,0,41,0,0,0,36,0,0,0,0,0,1579,22,800
2504603,Conde,Mata Paraibana,0,0,600,0,0,6090,12,0,192,240,0,0,0,0,0,0,743,18,300
2504702,Congo,Borborema,0,0,45,0,0,0,0,0,0,28,0,0,0,0,750,0,241,14,0
2504801,Coremas,Sertão Paraibano,0,0,80,0,0,0,20,0,0,32,120,0,0,0,0,0,2722,57,0
2504850,Coxixola,Borborema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,21,0
