ibge7,mun,nome_meso,algodao_arb,algodao_herb,banana,batata,cafe_arab,cana,feijao,laranja,limao,manga,milho,soja,sorgo,tangerina,tomate,trigo,leite,ovos,mel
4302709,Butiá,Metropolitana de Porto Alegre,0,0,0,0,0,0,7,1224,0,0,863,24725,0,560,0,0,800,40,40000
4302808,Caçapava do Sul,Sudeste Rio-grandense,0,0,0,0,0,120,100,1425,150,0,4000,50400,0,300,0,0,3890,593,108298
4302907,Cacequi,Centro Ocidental Rio-grandense,0,0,0,0,0,1200,0,330,0,0,3360,49400,0,72,130,300,4000,109,51000
4303004,Cachoeira do Sul,Centro Oriental Rio-grandense,0,0,20,40,0,620,68,1008,120,0,34620,458137,0,410,76,5760,7000,820,60000
4303103,Cachoeirinha,Metropolitana de Porto Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1800
4303202,Cacique Doble,Noroeste Rio-grandense,0,0,0,18,0,720,29,100,0,0,7820,34776,0,75,100,873,12800,212,6800
4303301,Caibaté,Noroeste Rio-grandense,0,0,24,20,0,700,36,160,24,0,16720,47389,0,98,36,4800,7500,75,10000
4303400,Caiçara,Noroeste Rio-grandense,0,0,65,24,0,3500,424,300,30,0,21000,7134,0,163,45,630,13560,158,3000
4303509,Camaquã,Metropolitana de Porto Alegre,0,0,36,54,0,0,516,672,58,0,23100,69600,0,228,54,0,3003,207,13904
4303558,Camargo,Noroeste Rio-grandense,0,0,0,0,0,112,18,0,0,0,2250,23985,0,0,50,810,18765,5,2500
4303608,Cambará do Sul,Nordeste Rio-grandense,0,0,0,10250,0,0,56,0,0,0,1440,720,0,0,0,0,780,44,290000
4303673,Campestre da Serra,Nordeste Rio-grandense,0,0,0,0,0,0,180,60,0,0,26520,22620,0,48,750,3230,300,75,5500
4303707,Campina das Missões,Noroeste Rio-grandense,0,0,180,675,0,7500,75,220,48,45,7896,18314,0,204,40,720,35604,267,4770
4303806,Campinas do Sul,Noroeste Rio-grandense,0,0,0,12,0,160,65,40,0,0,11250,58680,0,14,60,6300,10000,130,2600
4303905,Campo Bom,Metropolitana de Porto Alegre,0,0,14,0,0,1500,14,170,30,10,120,0,0,90,40,0,216,21,6600
4304002,Campo Novo,Noroeste Rio-grandense,0,0,0,12,0,400,63,75,13,0,26520,41400,0,21,30,6800,6000,40,1780
4304101,Campos Borges,Noroeste Rio-grandense,0,0,0,0,0,390,24,768,0,0,1560,31472,0,60,20,2880,6026,46,3700
4304200,Candelária,Centro Oriental Rio-grandense,0,0,120,327,0,800,398,648,143,0,40480,63000,0,517,120,360,5000,706,12000
4304309,Cândido Godói,Noroeste Rio-grandense,0,0,12,700,0,4000,69,270,50,0,20160,32832,0,168,0,4725,40140,287,5475
4304358,Candiota,Sudeste Rio-grandense,0,0,0,0,0,0,99,63,0,0,2400,26350,1680,12,0,0,6077,218,24193
4304408,Canela,Metropolitana de Porto Alegre,0,0,0,120,0,1550,42,210,0,0,1050,0,0,60,0,0,540,18,9500
4304507,Canguçu,Sudeste Rio-grandense,0,0,0,3200,0,0,1740,1200,0,0,76800,99317,0,113,4000,0,25874,274,53900
4304606,Canoas,Metropolitana de Porto Alegre,0,0,0,0,0,0,0,0,0,0,0,240,0,0,126,0,29,3,55
4304614,Canudos do Vale,Centro Oriental Rio-grandense,0,0,12,8,0,1600,18,516,0,0,1260,0,0,85,0,0,5400,1836,4000
4304622,Capão Bonito do Sul,Nordeste Rio-grandense,0,0,0,3500,0,0,150,0,0,0,42750,105984,0,0,0,8250,4100,20,2500
4304630,Capão da Canoa,Metropolitana de Porto Alegre,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,59,2,35000
4304655,Capão do Cipó,Centro Ocidental Rio-grandense,0,0,0,0,0,1825,60,360,0,0,8604,188970,0,0,0,10500,2429,39,15000
4304663,Capão do Leão,Sudeste Rio-grandense,0,0,0,0,0,0,14,730,0,0,1512,28814,0,19,0,0,6779,13,1600
4304671,Capivari do Sul,Metropolitana de Porto Alegre,0,0,0,0,0,0,2,0,0,0,70,6022,0,0,0,0,4,8,1510
4304689,Capela de Santana,Metropolitana de Porto Alegre,0,0,6,0,0,660,4,2400,0,0,82,0,0,1056,30,0,601,240,14100
4304697,Capitão,Centro Oriental Rio-grandense,0,0,0,0,0,300,25,160,0,0,255,0,0,70,0,0,5000,3762,2600
4304705,Carazinho,Noroeste Rio-grandense,0,0,0,0,0,0,75,100,10,0,23820,157080,0,60,18,8100,4900,125,7500
4304713,Caraá,Metropolitana de Porto Alegre,0,0,105,80,0,3500,478,126,15,0,1800,120,0,70,224,0,715,103,20000
4304804,Carlos Barbosa,Nordeste Rio-grandense,0,0,32,750,0,500,90,240,48,0,4320,0,0,260,300,0,28706,1384,5040
4304853,Carlos Gomes,Noroeste Rio-grandense,0,0,0,56,0,400,332,275,0,0,7200,10800,0,0,0,1260,4505,42,4600
4304903,Casca,Noroeste Rio-grandense,0,0,0,10,0,0,2,50,20,0,30000,28080,0,0,30,1680,50238,95,9300
4304952,Caseiros,Noroeste Rio-grandense,0,0,0,16000,0,0,81,13,0,0,7200,37609,0,0,80,300,6000,1480,400
4305009,Catuípe,Noroeste Rio-grandense,0,0,0,0,0,2400,380,2000,30,0,20820,117330,0,600,40,6000,26847,134,12000
4305108,Caxias do Sul,Nordeste Rio-grandense,0,0,0,54,0,240,8,1440,16,0,36000,540,0,1440,28000,0,7532,6700,20389
4305116,Centenário,Noroeste Rio-grandense,0,0,0,55,0,2000,423,1675,0,0,8000,22680,0,40,60,2145,6840,30,6000
4305124,Cerrito,Sudeste Rio-grandense,0,0,0,0,0,0,36,750,0,0,5500,16500,0,78,0,0,7493,10,8220
4305132,Cerro Branco,Centro Oriental Rio-grandense,0,0,35,135,0,6000,284,435,60,0,4236,3360,0,100,60,79,715,105,4500
4305157,Cerro Grande,Noroeste Rio-grandense,0,0,0,15,0,100,54,540,0,0,17940,10880,0,40,0,2990,5844,103,1474
4305173,Cerro Grande do Sul,Metropolitana de Porto Alegre,0,0,13,75,0,620,468,120,26,0,13503,252,0,85,96,0,584,81,7731
4305207,Cerro Largo,Noroeste Rio-grandense,0,0,40,255,0,2500,78,276,30,18,15120,17820,0,216,40,3750,19467,265,5900
4305306,Chapada,Noroeste Rio-grandense,0,0,0,135,0,2100,80,500,0,0,51600,152250,0,100,37,10500,35272,270,4700
4305355,Charqueadas,Metropolitana de Porto Alegre,0,0,0,0,0,0,3,60,0,0,729,4032,0,63,0,0,1796,28,30000
4305371,Charrua,Noroeste Rio-grandense,0,0,0,12,0,225,29,500,0,0,9120,34782,0,40,75,480,10254,25,3100
4305405,Chiapetta,Noroeste Rio-grandense,0,0,0,30,0,300,62,100,8,0,43080,105210,300,40,0,7800,14603,58,5000
4305439,Chuí,Sudeste Rio-grandense,0,0,0,20,0,0,3,0,0,0,108,2113,0,0,20,0,554,1,2940
4305447,Chuvisca,Metropolitana de Porto Alegre,0,0,10,158,0,560,309,240,15,0,11760,42,2,85,6,0,748,44,2425
4305454,Cidreira,Metropolitana de Porto Alegre,0,0,0,0,0,0,1,0,0,0,168,900,0,0,0,0,13,4,1300
4305504,Ciríaco,Noroeste Rio-grandense,0,0,0,40,0,0,104,48,0,0,13500,43200,0,56,54,500,17952,7005,2300
4305587,Colinas,Centro Oriental Rio-grandense,0,0,20,31,0,675,8,120,40,4,2340,1620,0,100,8,50,7500,1242,3700
4305603,Colorado,Noroeste Rio-grandense,0,0,0,0,0,480,130,345,0,0,21000,77034,0,105,25,9600,16602,53,4200
4305702,Condor,Noroeste Rio-grandense,0,0,0,0,0,600,146,20,0,0,25920,120480,0,24,50,9000,25661,107,3450
4305801,Constantina,Noroeste Rio-grandense,0,0,0,0,0,4000,95,3750,10,0,11676,34658,0,108,36,3520,23612,130,2775
4305835,Coqueiro Baixo,Centro Oriental Rio-grandense,0,0,0,0,0,300,9,120,0,0,1200,60,0,70,0,0,6100,184,2000
4305850,Coqueiros do Sul,Noroeste Rio-grandense,0,0,0,30,0,280,27,144,10,0,13500,52650,0,90,18,1485,17500,939,1990
4305871,Coronel Barros,Noroeste Rio-grandense,0,0,0,0,0,750,6,96,0,0,4230,39600,0,24,0,6000,6500,73,8000
4305900,Coronel Bicaco,Noroeste Rio-grandense,0,0,0,16,0,400,165,80,10,0,39020,126210,0,56,0,9000,7012,84,5000
4305934,Coronel Pilar,Nordeste Rio-grandense,0,0,21,504,0,175,35,450,20,0,2205,0,0,218,620,0,1277,117,6300
4305959,Cotiporã,Nordeste Rio-grandense,0,0,68,0,0,1400,6,540,18,0,8400,819,0,960,50,0,7157,76,15480
4305975,Coxilha,Noroeste Rio-grandense,0,0,0,0,0,0,363,23,0,0,30000,126000,0,0,50,9000,19125,3,1512
4306007,Crissiumal,Noroeste Rio-grandense,0,0,150,240,0,6000,66,500,28,24,23712,29400,0,280,60,6120,41070,330,11600
4306056,Cristal,Sudeste Rio-grandense,0,0,6,250,0,100,23,165,27,0,6240,22500,0,42,40,0,2817,69,5763
4306072,Cristal do Sul,Noroeste Rio-grandense,0,0,0,20,0,700,122,336,20,0,15000,11250,0,16,18,2800,3080,63,1200
4306106,Cruz Alta,Noroeste Rio-grandense,0,0,0,0,0,175,1104,72,24,0,78300,319260,0,72,20,25200,10368,1326,15500
4306130,Cruzaltense,Noroeste Rio-grandense,0,0,0,32,0,960,440,140,0,0,4500,26460,0,40,40,1800,10120,38,8000
4306205,Cruzeiro do Sul,Centro Oriental Rio-grandense,0,0,99,320,0,2400,215,840,48,0,8580,13680,0,200,60,605,11800,5541,6100
4306304,David Canabarro,Noroeste Rio-grandense,0,0,0,850,0,125,300,180,0,0,6406,20475,0,0,80,315,25041,128,540
4306320,Derrubadas,Noroeste Rio-grandense,0,0,10,0,0,1100,42,100,12,0,19320,28500,0,65,20,3600,15000,50,3600
4306353,Dezesseis de Novembro,Noroeste Rio-grandense,0,0,10,5,0,1200,16,72,16,6,4064,3264,0,56,18,450,1300,100,8000
4306379,Dilermando de Aguiar,Centro Ocidental Rio-grandense,0,0,0,0,0,400,4,210,10,0,1710,60000,0,45,0,0,2915,43,7500
4306403,Dois Irmãos,Metropolitana de Porto Alegre,0,0,15,36,0,2160,60,120,85,10,600,0,0,160,35,0,529,107,3000
4306429,Dois Irmãos das Missões,Noroeste Rio-grandense,0,0,0,0,0,60,180,15,6,0,29520,64020,0,0,0,3000,10862,60,1160
4306452,Dois Lajeados,Nordeste Rio-grandense,0,0,30,56,0,840,35,800,25,0,7410,3200,0,300,71,18,9285,50,10800
4306502,Dom Feliciano,Metropolitana de Porto Alegre,0,0,12,136,0,100,205,450,76,0,22500,1620,0,137,48,0,1143,133,9448
4306551,Dom Pedro de Alcântara,Metropolitana de Porto Alegre,0,0,9800,0,0,720,12,30,0,0,0,0,0,0,1600,0,175,12,5950
4306601,Dom Pedrito,Sudoeste Rio-grandense,0,0,0,0,0,0,0,10,0,0,12780,231503,1680,0,0,0,14000,165,350100
4306700,Dona Francisca,Centro Ocidental Rio-grandense,0,0,0,0,0,1400,43,120,0,0,3120,1531,0,80,0,0,1000,105,3500
4306734,Doutor Maurício Cardoso,Noroeste Rio-grandense,0,0,126,55,0,2400,12,207,18,30,54894,41253,0,85,54,9000,13323,249,8680
4306759,Doutor Ricardo,Centro Oriental Rio-grandense,0,0,0,0,0,1200,10,180,0,0,7200,90,0,35,0,18,3305,396,2100
4306767,Eldorado do Sul,Metropolitana de Porto Alegre,0,0,0,0,0,300,37,210,0,0,828,6000,0,0,0,0,18549,1,3958
4306809,Encantado,Centro Oriental Rio-grandense,0,0,105,5,0,3000,30,360,24,0,4860,1248,0,126,12,0,5000,716,8200
4306908,Encruzilhada do Sul,Sudeste Rio-grandense,0,0,0,150,0,0,596,420,0,0,14400,118800,0,150,150,720,1900,390,75000
4306924,Engenho Velho,Noroeste Rio-grandense,0,0,0,40,0,350,67,500,0,0,3150,19800,0,56,18,1980,3367,30,3059
4306932,Entre-Ijuís,Noroeste Rio-grandense,0,0,10,0,0,600,128,500,20,0,31600,103420,0,192,20,11016,12000,275,8000
4306957,Entre Rios do Sul,Noroeste Rio-grandense,0,0,0,0,0,150,183,0,0,0,3360,26640,0,0,20,583,5070,74,1700
4306973,Erebango,Noroeste Rio-grandense,0,0,0,170,0,50,41,60,7,0,8100,33840,0,20,25,2000,6200,3800,13000
4307005,Erechim,Noroeste Rio-grandense,0,0,0,126,0,3120,95,2500,15,0,10920,34200,0,384,480,2254,19480,710,12000
4307054,Ernestina,Noroeste Rio-grandense,0,0,0,0,0,0,17,0,0,0,1728,60200,0,50,0,1080,16003,135,1800
4307104,Herval,Sudeste Rio-grandense,0,0,0,96,0,0,270,300,0,0,9360,36000,0,32,0,0,1800,70,6000
4307203,Erval Grande,Noroeste Rio-grandense,0,0,0,27,0,1400,33,3200,0,0,8640,8748,0,360,0,1188,6285,190,7100
4307302,Erval Seco,Noroeste Rio-grandense,0,0,0,0,0,2400,218,300,0,0,30600,51408,0,0,0,3900,28442,260,9975
4307401,Esmeralda,Nordeste Rio-grandense,0,0,0,17700,0,0,2914,0,0,0,33600,98788,0,0,120,4950,2263,40,6240
4307450,Esperança do Sul,Noroeste Rio-grandense,0,0,68,18,0,3200,93,225,12,0,14400,14250,0,60,20,1000,14200,84,1500
4307500,Espumoso,Noroeste Rio-grandense,0,0,0,60,0,500,378,2100,0,0,11220,204663,0,72,88,11880,16764,99,4200
4307559,Estação,Noroeste Rio-grandense,0,0,0,0,0,80,10,40,0,0,1440,22620,0,0,0,780,6300,2500,3000
4307609,Estância Velha,Metropolitana de Porto Alegre,0,0,0,0,0,700,5,360,30,0,38,0,0,140,80,0,412,31,3100
4307708,Esteio,Metropolitana de Porto Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,60
4307807,Estrela,Centro Oriental Rio-grandense,0,0,50,57,0,4000,25,752,0,0,14040,5220,0,140,0,614,40000,2596,18000
4307815,Estrela Velha,Centro Oriental Rio-grandense,0,0,0,20,0,100,384,319,20,0,7068,47775,0,90,20,1800,6500,95,2500
4307831,Eugênio de Castro,Noroeste Rio-grandense,0,0,0,0,0,800,15,96,9,0,23085,95828,0,78,0,15000,10000,42,4000
4307864,Fagundes Varela,Nordeste Rio-grandense,0,0,0,30,0,70,9,180,9,0,11200,2520,0,120,90,6,12990,172,19125
4307906,Farroupilha,Nordeste Rio-grandense,0,0,0,600,0,0,80,1100,36,0,3780,0,0,800,3500,0,7300,17590,5650
4308003,Faxinal do Soturno,Centro Ocidental Rio-grandense,0,0,62,0,0,1050,18,150,0,0,795,4290,0,60,0,19,1600,58,6000
4308052,Faxinalzinho,Noroeste Rio-grandense,0,0,0,12,0,400,244,0,0,0,4000,18720,0,0,10,900,3000,32,1000
4308078,Fazenda Vilanova,Centro Oriental Rio-grandense,0,0,0,525,0,0,9,156,0,0,2090,1517,0,70,40,269,5000,4759,1000
4308102,Feliz,Metropolitana de Porto Alegre,0,0,31,14,0,800,15,94,63,0,720,0,0,90,800,0,728,684,3453
4308201,Flores da Cunha,Nordeste Rio-grandense,0,0,0,69,0,0,25,435,11,0,3500,0,0,147,1080,0,1026,9918,1155
4308250,Floriano Peixoto,Noroeste Rio-grandense,0,0,0,0,0,1200,90,120,0,0,13050,19440,0,40,60,1100,3700,62,12000
4308300,Fontoura Xavier,Noroeste Rio-grandense,0,0,0,88,0,0,240,0,0,0,12960,18000,0,0,0,520,21251,2600,15240
4308409,Formigueiro,Centro Ocidental Rio-grandense,0,0,24,0,0,600,8,360,12,0,1590,20386,0,228,40,0,735,40,550
4308433,Forquetinha,Centro Oriental Rio-grandense,0,0,24,18,0,720,30,56,0,0,2700,330,0,53,0,0,7713,622,4500
4308458,Fortaleza dos Valos,Noroeste Rio-grandense,0,0,0,0,0,420,402,285,0,0,21348,131904,0,90,0,6300,17739,92,3200
4308508,Frederico Westphalen,Noroeste Rio-grandense,0,0,14,25,0,3000,514,900,45,0,28800,18492,0,85,220,1500,16910,207,8300
4308607,Garibaldi,Nordeste Rio-grandense,0,0,0,64,0,0,15,260,11,0,2520,0,0,65,250,0,1119,5404,6300
4308656,Garruchos,Sudoeste Rio-grandense,0,0,0,0,0,1875,0,180,18,0,7878,49464,0,72,0,3960,2167,37,3890
4308706,Gaurama,Noroeste Rio-grandense,0,0,0,156,0,500,77,750,0,0,9000,31320,0,225,150,1340,10135,1804,8800
4308805,General Câmara,Metropolitana de Porto Alegre,0,0,0,3300,0,88,65,150,0,0,9600,18000,0,60,146,720,1500,250,30000
4308854,Gentil,Noroeste Rio-grandense,0,0,0,48,0,200,12,40,0,0,3600,40800,0,0,130,990,11723,4395,340
4308904,Getúlio Vargas,Noroeste Rio-grandense,0,0,0,225,0,0,246,200,20,0,14250,50700,0,80,240,4050,19778,800,12500
4309001,Giruá,Noroeste Rio-grandense,0,0,20,5,0,1250,228,300,16,0,43710,228960,0,105,60,26400,19000,135,6000
4309050,Glorinha,Metropolitana de Porto Alegre,0,0,0,0,0,675,15,360,0,0,210,2025,0,100,60,0,2431,38,7700
4309100,Gramado,Metropolitana de Porto Alegre,0,0,32,340,0,1120,27,180,0,0,4200,0,0,24,180,0,1466,64,38920
4309126,Gramado dos Loureiros,Noroeste Rio-grandense,0,0,0,24,0,1400,280,1625,0,0,5156,19470,0,72,30,900,3150,25,5000
4309159,Gramado Xavier,Centro Oriental Rio-grandense,0,0,0,90,0,0,354,216,0,0,6300,8820,0,60,0,12,1200,68,7000
4309209,Gravataí,Metropolitana de Porto Alegre,0,0,0,0,0,400,11,312,0,0,36,0,0,0,60,0,2634,68,2400
4309258,Guabiju,Nordeste Rio-grandense,0,0,0,205,0,200,36,180,0,0,8580,20520,0,75,225,150,18294,53,4245
4309308,Guaíba,Metropolitana de Porto Alegre,0,0,0,0,0,0,16,0,0,0,154,202,0,0,0,0,16254,13,4850
4309407,Guaporé,Nordeste Rio-grandense,0,0,12,90,0,1288,99,3375,16,0,13950,15600,0,160,330,600,16750,585,12800
4309506,Guarani das Missões,Noroeste Rio-grandense,0,0,40,12,0,3500,162,500,20,0,14000,60480,0,144,20,5400,15400,117,13000
4309555,Harmonia,Metropolitana de Porto Alegre,0,0,0,0,0,1000,2,8265,1500,0,480,0,0,8336,0,0,550,1126,12186
4309571,Herveiras,Centro Oriental Rio-grandense,0,0,0,90,0,48,156,72,20,0,7500,270,0,63,0,0,595,114,1100
4309605,Horizontina,Noroeste Rio-grandense,0,0,162,10,0,3120,12,187,30,30,39702,34500,0,85,90,3000,14552,408,9848
4309654,Hulha Negra,Sudoeste Rio-grandense,0,0,0,0,0,0,0,127,0,0,1152,28800,4200,12,0,0,13566,126,20908
4309704,Humaitá,Noroeste Rio-grandense,0,0,24,41,0,450,30,225,5,15,13940,21420,0,150,0,7350,22330,80,5200
4309753,Ibarama,Centro Oriental Rio-grandense,0,0,21,680,0,4500,540,300,60,0,13450,2970,0,140,66,0,900,195,5000
4309803,Ibiaçá,Noroeste Rio-grandense,0,0,0,480,0,150,90,150,12,0,21120,68544,0,0,225,2700,13000,1500,5000
4309902,Ibiraiaras,Noroeste Rio-grandense,0,0,0,54000,0,0,240,270,0,0,35700,36720,0,0,0,675,19740,170,7000
4309951,Ibirapuitã,Noroeste Rio-grandense,0,0,0,18,0,150,45,84,0,0,2400,39900,0,0,0,764,19115,245,5988
4310009,Ibirubá,Noroeste Rio-grandense,0,0,0,120,0,480,214,400,0,0,14490,167520,0,100,0,14700,62910,159,12500
4310108,Igrejinha,Metropolitana de Porto Alegre,0,0,77,84,0,700,24,120,30,0,576,22,0,39,19,0,939,45,7586
4310207,Ijuí,Noroeste Rio-grandense,0,0,0,0,0,4900,198,1800,32,0,5795,159950,0,450,350,8400,45400,797,20000
4310306,Ilópolis,Nordeste Rio-grandense,0,0,0,21,0,60,83,900,30,0,7200,248,0,120,60,0,3470,186,4500
4310330,Imbé,Metropolitana de Porto Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,950
4310363,Imigrante,Centro Oriental Rio-grandense,0,0,0,294,0,2000,30,1040,24,0,1200,198,0,112,90,0,7500,540,4000
4310405,Independência,Noroeste Rio-grandense,0,0,60,50,0,1600,63,270,18,0,30240,70650,0,88,36,10500,11639,114,13230
4310413,Inhacorá,Noroeste Rio-grandense,0,0,0,0,0,150,69,32,0,0,9450,24600,0,18,0,4500,3000,35,2500
4310439,Ipê,Nordeste Rio-grandense,0,0,0,1200,0,100,1500,81,0,0,33800,25203,0,61,1600,1500,7335,1261,32272
4310462,Ipiranga do Sul,Noroeste Rio-grandense,0,0,0,7,0,0,2,16,0,0,4800,42000,0,0,20,4800,10000,800,3300
4310504,Iraí,Noroeste Rio-grandense,0,0,167,2,0,1000,210,1980,56,0,35000,15840,0,300,100,700,9174,123,3500
4310538,Itaara,Centro Ocidental Rio-grandense,0,0,0,900,0,210,320,84,7,0,3960,11520,0,80,0,575,350,15,8480
4310553,Itacurubi,Centro Ocidental Rio-grandense,0,0,0,0,0,2340,0,200,0,0,2520,28800,0,80,0,5040,1905,42,7645
4310579,Itapuca,Nordeste Rio-grandense,0,0,10,10,0,320,58,270,9,0,3024,15405,0,30,30,100,3580,25,1400
4310603,Itaqui,Sudoeste Rio-grandense,0,0,0,0,0,0,0,207,0,0,38200,72300,0,70,120,18000,1430,86,20300
4310652,Itati,Metropolitana de Porto Alegre,0,0,1400,0,0,5000,34,330,0,0,216,0,0,300,800,0,197,19,3510
4310702,Itatiba do Sul,Noroeste Rio-grandense,0,0,0,54,0,12500,59,9400,0,0,12000,2380,0,320,30,231,3750,206,12500
4310751,Ivorá,Centro Ocidental Rio-grandense,0,0,0,110,0,1000,255,1120,24,0,3360,12600,0,90,100,360,2150,50,5800
4310801,Ivoti,Metropolitana de Porto Alegre,0,0,10,10,0,4500,10,300,30,5,294,0,0,120,150,0,818,127,6250
4310850,Jaboticaba,Noroeste Rio-grandense,0,0,0,36,0,1350,504,375,8,0,10400,19200,0,40,8,2550,12144,92,1450
4310876,Jacuizinho,Noroeste Rio-grandense,0,0,0,0,0,294,58,375,0,0,13470,61860,0,78,0,2070,4325,222,2300
4310900,Jacutinga,Noroeste Rio-grandense,0,0,0,0,0,1250,9,255,0,0,11480,50000,0,50,10,2652,4005,41,4800
4311007,Jaguarão,Sudeste Rio-grandense,0,0,0,18,0,0,12,45,0,0,1680,135000,0,16,0,4800,1100,12,8000
4311106,Jaguari,Centro Ocidental Rio-grandense,0,0,0,0,0,22500,156,1360,24,0,12600,17400,0,224,0,0,1928,111,20000
4311122,Jaquirana,Nordeste Rio-grandense,0,0,0,0,0,0,86,36,0,0,3096,150,0,12,0,0,4991,26,36000
4311130,Jari,Centro Ocidental Rio-grandense,0,0,0,0,0,1000,237,500,0,0,13450,151750,0,120,120,8100,2393,136,4300
4311155,Jóia,Noroeste Rio-grandense,0,0,0,0,0,2000,732,570,0,0,26400,260100,0,120,0,15120,26000,260,16000
4311205,Júlio de Castilhos,Centro Ocidental Rio-grandense,0,0,0,0,0,280,189,480,15,0,15600,328080,0,144,40,7200,25000,54,3500
4311239,Lagoa Bonita do Sul,Centro Oriental Rio-grandense,0,0,0,39,0,480,136,196,24,0,3600,5320,0,150,50,34,900,70,6500
4311254,Lagoão,Noroeste Rio-grandense,0,0,0,150,0,60,377,350,33,0,6900,23100,0,55,88,320,2300,137,4000
4311270,Lagoa dos Três Cantos,Noroeste Rio-grandense,0,0,0,0,0,120,35,65,0,0,5450,38840,0,24,25,3000,7008,28,1300
4311304,Lagoa Vermelha,Nordeste Rio-grandense,0,0,0,29500,0,0,870,425,0,0,51000,184000,0,90,40,13500,16790,500,15000
4311403,Lajeado,Centro Oriental Rio-grandense,0,0,18,0,0,3850,18,150,18,0,2880,1860,0,49,40,314,2252,7185,1700
4311429,Lajeado do Bugre,Noroeste Rio-grandense,0,0,0,32,0,600,660,64,0,0,18000,9600,0,70,0,1500,4013,49,835
4311502,Lavras do Sul,Sudoeste Rio-grandense,0,0,0,0,0,0,0,24,0,0,900,54000,0,122,0,0,2189,410,15101
4311601,Liberato Salzano,Noroeste Rio-grandense,0,0,0,50,0,1750,485,18375,10,0,17500,16500,0,1313,100,1200,16023,136,4302
4311627,Lindolfo Collor,Metropolitana de Porto Alegre,0,0,0,0,0,2520,20,1800,60,0,720,0,0,900,80,0,343,130,0
4311643,Linha Nova,Metropolitana de Porto Alegre,0,0,20,120,0,1200,30,225,28,0,480,0,0,150,400,0,571,53,4500
4311700,Machadinho,Noroeste Rio-grandense,0,0,0,0,0,1600,36,120,0,0,4716,47034,0,105,0,1560,7495,137,4500
4311718,Maçambará,Sudoeste Rio-grandense,0,0,0,0,0,0,0,21,0,0,33488,90430,0,0,0,17745,1111,80,9500
4311734,Mampituba,Metropolitana de Porto Alegre,0,0,18450,0,0,2520,110,45,0,0,657,0,0,18,910,0,277,13,3400
4311759,Manoel Viana,Sudoeste Rio-grandense,0,0,0,0,0,0,0,154,0,0,24300,114000,0,25,0,6000,1526,46,20000
4311775,Maquiné,Metropolitana de Porto Alegre,0,0,4800,0,0,1400,243,450,0,0,5850,0,0,100,750,0,329,28,24000
4311791,Maratá,Metropolitana de Porto Alegre,0,0,32,0,0,576,19,2204,13,0,550,0,0,1904,0,0,1246,5525,4570
4311809,Marau,Noroeste Rio-grandense,0,0,0,100,0,400,75,200,0,0,13050,152100,0,120,150,5673,56850,1655,15500
4311908,Marcelino Ramos,Noroeste Rio-grandense,0,0,0,51,0,21000,113,3216,0,0,14400,9900,0,1620,30,1470,10682,130,6996
4311981,Mariana Pimentel,Metropolitana de Porto Alegre,0,0,12,15,0,340,90,288,21,0,1080,480,0,60,20,0,260,35,3207
4312005,Mariano Moro,Noroeste Rio-grandense,0,0,0,16,0,1750,17,8250,0,0,7200,2640,0,672,30,300,4600,192,3000
4312054,Marques de Souza,Centro Oriental Rio-grandense,0,0,70,104,0,2750,90,255,0,0,3300,1050,0,255,36,30,9500,800,11500
4312104,Mata,Centro Ocidental Rio-grandense,0,0,0,0,0,525,137,405,0,0,6400,7200,0,20,0,0,773,105,20000
4312138,Mato Castelhano,Noroeste Rio-grandense,0,0,0,64,0,0,72,60,0,0,6000,36000,0,0,50,1400,11513,640,3400
4312153,Mato Leitão,Centro Oriental Rio-grandense,0,0,12,0,0,560,13,510,0,0,15120,1620,0,80,0,163,6000,86,3200
4312179,Mato Queimado,Noroeste Rio-grandense,0,0,10,44,0,70,16,40,8,0,10920,21978,0,35,18,1875,7300,50,5000
4312203,Maximiliano de Almeida,Noroeste Rio-grandense,0,0,0,0,0,2450,115,4000,0,0,10080,20400,0,270,20,3465,8596,36,15000
4312252,Minas do Leão,Metropolitana de Porto Alegre,0,0,0,0,0,0,0,0,0,0,1100,27000,0,0,0,1080,30,51,10000
4312302,Miraguaí,Noroeste Rio-grandense,0,0,0,5,0,1500,145,600,14,0,2860,14040,0,100,0,2880,14044,82,815
4312351,Montauri,Nordeste Rio-grandense,0,0,0,24,0,245,12,96,7,0,8580,10080,0,40,20,540,11566,128,3500
4312377,Monte Alegre dos Campos,Nordeste Rio-grandense,0,0,0,120,0,0,1740,300,50,0,9125,9900,0,300,12,250,359,131,20000
4312385,Monte Belo do Sul,Nordeste Rio-grandense,0,0,14,0,0,350,36,150,40,0,1680,0,0,65,180,0,225,271,1990
4312401,Montenegro,Metropolitana de Porto Alegre,0,0,0,12,0,3900,68,7470,3920,60,1505,0,0,14000,44,0,1680,1748,15100
4312427,Mormaço,Noroeste Rio-grandense,0,0,0,0,0,200,120,108,0,0,2250,31680,0,0,0,3150,8147,2640,3465
4312443,Morrinhos do Sul,Metropolitana de Porto Alegre,0,0,30000,0,0,1800,14,44,0,0,216,0,0,0,630,0,254,10,3000
