codmun,reeleito,sexo,idade,escolaridade,partido
352340,Sim,Masculino,60,Ensino superior completo,PSDB
352350,Não,Masculino,42,Ensino superior incompleto,PV
352360,Não,Masculino,55,Ensino superior completo,PMDB
352370,Não,Masculino,49,Ensino médio completo,PP
352380,Sim,Masculino,41,Ensino superior completo,PSDB
352390,Não,Masculino,56,Ensino superior completo,PSD
352400,Não,Masculino,41,Ensino superior completo,PT
352410,Não,Masculino,56,Ensino superior completo,PR
352420,Sim,Masculino,46,Ensino superior completo,PTB
352430,Não,Masculino,60,Ensino superior completo,PSDB
352440,Sim,Masculino,42,Ensino superior completo,PT
352450,Não,Masculino,30,Ensino superior completo,DEM
352460,Não,Masculino,55,Pós-graduação,PSDB
352470,Não,Masculino,73,Ensino médio completo,PTB
352480,Não,Feminino,51,Pós-graduação,PTB
352490,Não,Masculino,45,Ensino médio completo,DEM
352500,Não,Masculino,48,Ensino superior completo,PV
352510,Sim,Masculino,61,Ensino superior completo,PPS
352520,Não,Masculino,56,Ensino médio completo,PSB
352530,Não,Masculino,32,Pós-graduação,PT
352540,Não,Masculino,55,Ensino superior completo,PSD
352550,Não,Masculino,35,Ensino superior completo,PT
352560,Não,Masculino,34,Ensino médio completo,PMDB
352570,Não,Masculino,34,Ensino superior completo,PT
352580,Sim,Masculino,47,Ensino superior completo,DEM
352585,Não,Masculino,42,Ensino médio completo,PTB
352590,Não,Masculino,53,Ensino superior completo,PC do B
352600,Não,Masculino,58,Ensino superior completo,PSDB
352610,Sim,Feminino,63,Ensino fundamental incompleto,PTB
352620,Não,Masculino,36,Ensino superior completo,PPS
352630,Não,Masculino,69,Ensino superior completo,PSDB
352640,Sim,Masculino,49,Ensino médio completo,PT
352650,Não,Masculino,63,Ensino médio completo,PSDB
352660,Sim,Masculino,56,Ensino superior incompleto,PSDB
352670,Não,Masculino,48,Ensino superior incompleto,PT
352680,Sim,Feminino,61,Ensino superior completo,PSDB
352690,Não,Masculino,47,Ensino superior completo,PSB
352700,Não,Masculino,62,Ensino superior completo,PMDB
352710,Não,Masculino,34,Ensino superior completo,PSDB
352720,Não,Masculino,53,Ensino superior incompleto,PSDB
352725,Não,Masculino,65,Ensino fundamental incompleto,PSDB
352730,Não,Masculino,52,Ensino superior completo,PTB
352740,Não,Masculino,57,Ensino superior completo,PSDB
352750,Não,Masculino,33,Ensino superior completo,PP
352760,Não,Masculino,50,Ensino médio completo,PMDB
352770,Sim,Masculino,43,Ensino médio completo,PV
352780,Sim,Masculino,41,Ensino superior completo,PSDB
352790,Não,Masculino,50,Ensino médio completo,PV
352800,Não,Masculino,35,Pós-graduação,PP
352810,Não,Masculino,52,Ensino fundamental completo,PRB
352820,Não,Feminino,49,Ensino médio completo,PTB
352830,Sim,Masculino,71,Ensino fundamental incompleto,PTB
352840,Não,Masculino,51,Ensino superior completo,PMDB
352850,Não,Masculino,50,Pós-graduação,PV
352860,Não,Masculino,55,Ensino médio completo,PMDB
352870,Não,Masculino,43,Ensino superior completo,PMDB
352880,Não,Masculino,29,Pós-graduação,PSD
352885,Sim,Masculino,57,Ensino médio completo,PSDB
352890,Sim,Masculino,46,Ensino médio completo,PMDB
352900,Não,Masculino,35,Pós-graduação,PSB
352910,Não,Masculino,55,Ensino superior completo,PV
352920,Não,Masculino,32,Ensino médio completo,DEM
352930,Não,Masculino,67,Ensino superior completo,PT
352940,Não,Masculino,46,Ensino superior completo,PT
352950,Não,Masculino,67,Ensino fundamental completo,PP
352960,Não,Masculino,59,Ensino superior completo,PSDB
352965,Não,Masculino,40,Ensino médio completo,PSDB
352970,Não,Masculino,41,Pós-graduação,PV
352980,Não,Masculino,59,Ensino superior incompleto,PSDB
352990,Sim,Masculino,47,Ensino superior completo,PSB
353000,Não,Masculino,54,Ensino superior completo,PR
353010,Não,Masculino,43,Ensino superior completo,PP
353020,Não,Masculino,48,Ensino superior completo,PTB
353030,Sim,Masculino,52,Pós-graduação,PDT
353040,Não,Feminino,64,Ensino superior completo,PC do B
353050,Não,Feminino,60,Ensino superior completo,PSD
353060,Sim,Masculino,45,Pós-graduação,PSD
353070,Não,Masculino,64,Pós-graduação,PTB
353080,Não,Masculino,29,Ensino superior incompleto,PDT
353090,Não,Feminino,54,Ensino fundamental completo,PR
353100,Não,Masculino,34,Ensino superior completo,PMDB
353110,Não,Masculino,67,Ensino superior completo,PSDB
353120,Sim,Masculino,53,Ensino superior incompleto,PC do B
353130,Sim,Feminino,44,Ensino superior completo,PTB
353140,Não,Masculino,45,Ensino médio completo,PSB
353150,Não,Masculino,60,Ensino superior completo,PSDB
353160,Sim,Masculino,47,Ensino fundamental incompleto,PT
353170,Não,Feminino,34,Ensino superior completo,PSB
353180,Não,Masculino,38,Ensino superior completo,PMDB
353190,Não,Masculino,54,Ensino superior completo,PTB
353200,Sim,Masculino,48,Ensino superior incompleto,PV
353205,Não,Masculino,45,Ensino superior completo,PMDB
353210,Não,Masculino,49,Ensino superior completo,PTB
353215,Sim,Masculino,51,Ensino superior completo,PSDB
353220,Sim,Masculino,46,Pós-graduação,PSDB
353230,Não,Masculino,54,Ensino superior completo,PSDB
353240,Não,Masculino,51,Ensino superior completo,PT
353250,Não,Masculino,49,Ensino superior completo,DEM
353260,Sim,Masculino,59,Ensino superior completo,PSB
353270,Não,Masculino,48,Ensino fundamental incompleto,PP
353280,Não,Masculino,57,Ensino médio completo,PSDB
353282,Não,Masculino,32,Ensino médio completo,PSDB
353284,Sim,Masculino,42,Ensino superior completo,DEM
353286,Não,Masculino,50,Ensino médio completo,PSDB
353290,Não,Masculino,68,Ensino médio completo,PPS
353300,Não,Feminino,51,Ensino superior completo,PSD
353310,Não,Masculino,53,Ensino superior incompleto,PPS
353320,Não,Feminino,48,Pós-graduação,PSDB
353325,Não,Feminino,50,Pós-graduação,PSDB
353330,Sim,Masculino,37,Ensino superior completo,PSDB
353340,Não,Masculino,41,Pós-graduação,PSDB
353350,Não,Masculino,63,Pós-graduação,PPS
353360,Não,Masculino,34,Pós-graduação,PMDB
353370,Não,Feminino,42,Ensino superior completo,PSDB
353380,Sim,Masculino,54,Ensino superior completo,PSD
353390,Sim,Masculino,37,Ensino superior completo,DEM
353400,Não,Masculino,31,Ensino superior completo,PTB
353410,Não,Masculino,34,Ensino superior completo,PSD
353420,Não,Masculino,56,Ensino médio completo,PMDB
353430,Não,Feminino,46,Pós-graduação,PSB
353440,Não,Masculino,52,Ensino superior completo,PT
353450,Sim,Masculino,45,Ensino superior completo,PSDB
353460,Não,Masculino,44,Ensino superior incompleto,PSDB
353470,Não,Feminino,55,Ensino superior completo,PMDB
353475,Sim,Masculino,59,Ensino fundamental incompleto,PTB
353480,Sim,Masculino,57,Ensino médio completo,DEM
353490,Não,Masculino,42,Ensino médio completo,PP
353500,Sim,Masculino,53,Ensino superior incompleto,PP
353510,Não,Masculino,28,Ensino superior completo,DEM
353520,Não,Masculino,38,Ensino superior completo,PSDB
353530,Não,Feminino,58,Pós-graduação,PSDB
353540,Não,Masculino,60,Ensino fundamental incompleto,PPS
353550,Sim,Masculino,60,Ensino superior completo,PP
353560,Sim,Masculino,50,Ensino superior completo,DEM
353570,Não,Feminino,36,Ensino superior completo,PT
353580,Não,Masculino,67,Pós-graduação,PV
353590,Sim,Masculino,64,Ensino superior completo,PSB
353600,Sim,Masculino,43,Ensino superior completo,PP
353610,Não,Masculino,71,Ensino médio incompleto,PSDB
353620,Não,Masculino,50,Ensino médio completo,PSC
353625,Não,Masculino,55,Ensino superior completo,PSDB
353630,Não,Masculino,41,Ensino superior completo,PT
353640,Não,Masculino,45,Ensino superior completo,PV
353650,Não,Masculino,36,Ensino superior completo,PMDB
353657,Não,Masculino,78,Ensino superior completo,PR
353660,Sim,Feminino,59,Ensino superior completo,PDT
353670,Não,Masculino,31,Pós-graduação,PSB
353680,Não,Feminino,45,Ensino médio completo,DEM
353690,Sim,Masculino,47,Ensino médio completo,PSDB
353700,Não,Masculino,43,Ensino superior completo,PMDB
353710,Não,Masculino,51,Ensino superior completo,PT
353715,Não,Masculino,49,Ensino médio completo,PTB
353720,Sim,Masculino,56,Ensino médio completo,PSB
353730,Não,Masculino,47,Ensino superior completo,PSD
353740,Sim,Masculino,56,Ensino superior completo,PSDB
353750,Não,Masculino,61,Ensino superior completo,DEM
353760,Não,Feminino,41,Ensino superior completo,PTB
353770,Sim,Masculino,47,Ensino médio completo,PTB
353780,Não,Feminino,57,Pós-graduação,PSDB
353790,Não,Feminino,55,Ensino superior completo,PSDB
353800,Não,Masculino,73,Ensino superior completo,PSDB
353810,Não,Masculino,56,Ensino superior completo,DEM
353820,Não,Masculino,44,Ensino superior completo,PV
353830,Não,Masculino,52,Ensino médio incompleto,PMDB
353850,Não,Feminino,64,Pós-graduação,PT
353860,Não,Feminino,62,Ensino superior completo,PSDB
353870,Não,Masculino,62,Pós-graduação,PSDB
353880,Não,Masculino,42,Ensino superior completo,PMDB
353890,Não,Feminino,37,Ensino superior completo,PR
353900,Não,Masculino,33,Ensino superior incompleto,PT
353910,Não,Masculino,34,Ensino superior completo,PMDB
353920,Não,Masculino,62,Ensino superior completo,DEM
353930,Não,Feminino,41,Ensino superior completo,PDT
353940,Não,Masculino,38,Ensino superior completo,PSDB
353950,Sim,Masculino,57,Ensino superior completo,PSDB
353960,Não,Masculino,30,Ensino superior completo,PP
353970,Sim,Masculino,56,Ensino médio completo,PR
353980,Sim,Masculino,53,Ensino médio incompleto,PDT
353990,Sim,Masculino,48,Ensino médio completo,PSDB
354000,Sim,Masculino,55,Ensino superior completo,PP
354010,Sim,Feminino,69,Ensino fundamental completo,PPS
354020,Não,Masculino,45,Ensino médio completo,PSB
354025,Não,Masculino,51,Ensino superior completo,PTB
354030,Não,Masculino,69,Ensino médio completo,PSDB
354040,Sim,Masculino,46,Ensino superior completo,PMDB
354050,Não,Masculino,60,Ensino superior completo,PMDB
354060,Não,Masculino,52,Ensino superior completo,PSD
354070,Não,Feminino,45,Pós-graduação,PSDB
354075,Sim,Masculino,48,Ensino superior completo,PMN
354080,Sim,Feminino,46,Pós-graduação,PMDB
354085,Sim,Masculino,39,Ensino fundamental incompleto,PDT
354090,Não,Masculino,44,Pós-graduação,PMDB
354100,Não,Masculino,59,Pós-graduação,PSDB
354105,Não,Masculino,56,Ensino médio incompleto,PR
354110,Não,Masculino,40,Ensino médio completo,PRP
354120,Não,Masculino,58,Ensino superior completo,PMDB
354130,Não,Masculino,45,Pós-graduação,PSB
354140,Sim,Masculino,50,Pós-graduação,PTB
354150,Não,Masculino,42,Pós-graduação,PDT
354160,Não,Masculino,51,Ensino superior completo,PT
354165,Sim,Feminino,54,Ensino fundamental completo,DEM
354170,Não,Feminino,39,Ensino superior completo,PSDB
354180,Sim,Masculino,32,Ensino superior completo,PT
354190,Não,Feminino,73,Ensino superior incompleto,PMDB
354200,Sim,Masculino,32,Ensino superior completo,PSC
354210,Não,Masculino,66,Ensino fundamental completo,PMDB
354220,Não,Masculino,45,Ensino superior completo,DEM
354230,Não,Masculino,57,Ensino superior completo,PMDB
354240,Não,Masculino,55,Ensino superior completo,PSDB
354250,Sim,Masculino,49,Ensino superior completo,PSDB
354260,Não,Masculino,44,Ensino médio incompleto,PSDB
354270,Não,Masculino,33,Ensino superior completo,PSB
354280,Não,Masculino,59,Ensino superior completo,PSDB
354290,Não,Masculino,55,Ensino superior completo,PMDB
354300,Sim,Masculino,42,Ensino superior completo,PT
354310,Não,Masculino,55,Ensino superior completo,PT
354320,Não,Feminino,48,Pós-graduação,PPS
354323,Não,Feminino,42,Ensino superior incompleto,PSB
354325,Não,Masculino,64,Ensino fundamental incompleto,PMDB
354330,Não,Masculino,41,Ensino superior completo,PMDB
354340,Sim,Feminino,46,Ensino superior incompleto,PSD
354350,Não,Masculino,58,Ensino médio completo,DEM
354360,Não,Masculino,65,Ensino superior completo,PTB
354370,Não,Masculino,50,Ensino superior completo,PT
354380,Sim,Masculino,58,Pós-graduação,PSDB
354390,Sim,Masculino,58,Ensino superior completo,PMDB
354400,Não,Masculino,48,Pós-graduação,PPS
354410,Não,Masculino,41,Ensino superior completo,PSDB
354420,Sim,Masculino,50,Ensino superior completo,PSB
354425,Não,Feminino,43,Ensino superior completo,PSDB
354430,Não,Masculino,42,Ensino superior completo,PT
354440,Não,Masculino,50,Ensino médio completo,PSDB
354450,Não,Feminino,48,Ensino superior completo,PTB
354460,Não,Masculino,56,Ensino médio completo,DEM
354470,Não,Masculino,52,Ensino superior completo,DEM
354480,Não,Masculino,44,Ensino médio completo,PT
354490,Não,Masculino,25,Ensino superior completo,PT
354500,Não,Masculino,64,Pós-graduação,PR
354510,Sim,Masculino,47,Ensino superior completo,PSDB
354515,Sim,Masculino,56,Ensino médio incompleto,PDT
354520,Não,Masculino,56,Ensino superior completo,PT
354530,Não,Masculino,63,Ensino médio completo,PMDB
354540,Não,Feminino,50,Ensino médio completo,PTB
354550,Sim,Masculino,44,Ensino médio incompleto,PSDB
354560,Sim,Masculino,34,Ensino superior completo,DEM
354570,Não,Masculino,52,Ensino médio completo,PMDB
354580,Não,Masculino,41,Ensino superior completo,PV
354600,Não,Masculino,41,Ensino médio completo,PT
354610,Não,Masculino,46,Ensino superior completo,PRB
354620,Sim,Masculino,54,Ensino superior completo,PSDB
354625,Não,Masculino,40,Ensino superior completo,PSDB
354630,Sim,Feminino,53,Ensino superior completo,PSDB
354640,Não,Masculino,59,Ensino superior completo,PT
354650,Não,Masculino,36,Ensino médio completo,PSDB
354660,Não,Masculino,73,Ensino médio completo,PSDB
354670,Não,Masculino,46,Ensino médio completo,PTB
354680,Não,Masculino,48,Pós-graduação,PV
354690,Não,Masculino,54,Ensino superior completo,PMDB
354700,Sim,Masculino,43,Ensino superior completo,DEM
354710,Sim,Masculino,38,Ensino médio completo,PSDB
354720,Não,Masculino,49,Ensino médio completo,PSDB
354730,Não,Masculino,61,Ensino médio completo,PSDB
354740,Sim,Masculino,47,Pós-graduação,PSDB
354750,Não,Masculino,56,Ensino superior completo,PSDB
354760,Não,Masculino,51,Ensino superior incompleto,PDT
354765,Não,Masculino,54,Ensino superior completo,PSDB
354770,Não,Masculino,52,Ensino médio completo,PSDB
354780,Não,Masculino,47,Ensino fundamental completo,PT
354790,Sim,Masculino,41,Ensino superior completo,PV
354800,Não,Masculino,47,Ensino superior completo,PRB
354805,Sim,Masculino,42,Ensino superior incompleto,PT
354810,Não,Masculino,47,Ensino médio completo,PSDB
354820,Não,Masculino,33,Ensino superior completo,PT
354830,Não,Masculino,62,Ensino superior completo,PMDB
354840,Não,Masculino,47,Ensino superior completo,PP
354850,Não,Masculino,34,Ensino superior completo,PSDB
354860,Sim,Masculino,59,Ensino médio incompleto,PSDB
354870,Sim,Masculino,54,Ensino superior completo,PT
354880,Não,Masculino,69,Pós-graduação,PMDB
354890,Não,Masculino,64,Pós-graduação,PSDB
354900,Não,Masculino,39,Ensino superior completo,PSD
354910,Não,Masculino,56,Ensino superior completo,PMDB
354920,Sim,Feminino,45,Ensino superior completo,PRB
354925,Sim,Masculino,50,Ensino superior completo,PMDB
354930,Não,Masculino,63,Ensino médio completo,PSDB
354940,Não,Masculino,51,Ensino superior completo,PT
354950,Não,Feminino,31,Ensino superior completo,PTB
354960,Sim,Masculino,46,Ensino superior completo,PSDB
354970,Não,Masculino,66,Ensino superior completo,PMDB
354980,Sim,Masculino,58,Pós-graduação,PSB
354990,Não,Masculino,50,Ensino superior completo,PT
354995,Não,Masculino,47,Ensino médio completo,PMDB
355000,Não,Masculino,39,Ensino médio completo,PR
355010,Não,Masculino,46,Pós-graduação,PR
355020,Não,Masculino,49,Ensino fundamental completo,PTB
355030,Não,Masculino,50,Pós-graduação,PT
355040,Não,Masculino,50,Ensino superior completo,PPS
355050,Não,Masculino,65,Ensino superior completo,PP
355060,Não,Masculino,49,Ensino médio completo,PMDB
355070,Sim,Masculino,54,Ensino superior completo,PSC
355080,Não,Masculino,46,Ensino superior completo,PT
355090,Não,Masculino,61,Pós-graduação,PSL
355100,Não,Feminino,42,Ensino superior completo,PP
355110,Não,Masculino,51,Ensino superior completo,PSDB
355120,Não,Masculino,62,Ensino superior completo,PDT
355130,Não,Masculino,65,Ensino fundamental incompleto,PMDB
355140,Sim,Masculino,42,Ensino superior incompleto,PT
355150,Não,Masculino,59,Ensino médio completo,DEM
355160,Sim,Masculino,74,Ensino superior completo,DEM
355170,Não,Masculino,62,Ensino superior completo,PSDB
355180,Não,Masculino,60,Ensino superior completo,PSDB
355190,Não,Masculino,50,Ensino médio incompleto,PSDC
355200,Não,Masculino,44,Ensino médio completo,PR
355210,Não,Masculino,39,Ensino superior completo,PTB
355220,Não,Masculino,69,Ensino superior completo,PSDB
355230,Não,Masculino,54,Ensino superior completo,PMDB
355240,Não,Feminino,52,Ensino superior completo,PSDB
355250,Não,Masculino,56,Ensino superior completo,PSDB
355255,Não,Masculino,53,Ensino superior completo,PDT
355260,Não,Masculino,60,Ensino superior completo,PSDB
355270,Não,Masculino,63,Ensino superior completo,PRB
355280,Não,Masculino,61,Pós-graduação,PSDB
355290,Não,Masculino,46,Ensino médio completo,PP
355300,Não,Masculino,61,Ensino médio completo,PT
355310,Não,Masculino,34,Pós-graduação,DEM
355320,Não,Masculino,57,Ensino fundamental completo,PMDB
355330,Não,Masculino,31,Ensino médio completo,PSD
355340,Não,Feminino,53,Pós-graduação,PT
355350,Não,Masculino,55,Ensino médio completo,PSB
355360,Não,Masculino,53,Ensino fundamental incompleto,PPS
355365,Não,Masculino,56,Ensino superior completo,PSDB
355370,Não,Masculino,62,Pós-graduação,PT
355380,Sim,Masculino,56,Ensino superior completo,PSDB
355385,Não,Masculino,42,Ensino médio incompleto,PSDB
