ibge7,mun,nome_meso,abacate,abacaxi,alho,amendoim,arroz,aveia,banana,batata-doce,batata-inglesa,cafe_total,cafe_arab,cana,feijao,girassol,laranja,maracuja,milho,soja,sorgo,tomate,trigo,uva
3134905,Jacutinga,Sul/Sudoeste de Minas,6,0,0,0,0,0,37,0,0,5362,5362,2460,39,0,0,0,2446,0,0,1018,0,0
3135001,Jaguaraçu,Vale do Rio Doce,0,0,0,0,0,0,0,0,0,0,0,366,1,0,0,0,20,0,0,0,0,0
3135050,Jaíba,Norte de Minas,405,0,0,20,23,0,154710,1500,0,423,38,750500,544,0,888,72,14700,50,90,48613,0,1600
3135076,Jampruca,Vale do Rio Doce,0,0,0,0,0,0,0,4,0,0,0,494,8,0,0,0,157,0,0,0,0,0
3135100,Janaúba,Norte de Minas,0,0,0,3,2,0,39360,60,0,0,0,1760,108,0,115,125,840,0,40,30,0,600
3135209,Januária,Norte de Minas,0,0,0,0,40,0,410,1950,0,0,0,12500,390,0,7,0,790,1439,280,0,0,0
3135308,Japaraíba,Central Mineira,0,0,0,0,60,0,11,0,0,0,0,423242,4,0,0,0,696,485,0,40,0,0
3135357,Japonvar,Norte de Minas,0,0,0,1,9,0,5,0,0,0,0,405,35,0,5,0,69,0,348,0,0,0
3135407,Jeceaba,Metropolitana de Belo Horizonte,0,0,0,0,9,0,14,0,0,2,2,1200,54,0,0,0,600,0,0,0,0,0
3135456,Jenipapo de Minas,Jequitinhonha,0,0,0,3,0,0,14,0,0,0,0,600,33,0,5,0,185,0,0,0,0,0
3135506,Jequeri,Zona da Mata,0,0,0,0,0,0,45,0,0,1933,1933,48360,91,0,0,11,1632,0,0,0,0,0
3135605,Jequitaí,Norte de Minas,0,0,0,0,10,0,4680,0,0,0,0,2500,894,0,0,0,680,1275,15,0,0,0
3135704,Jequitibá,Metropolitana de Belo Horizonte,0,0,0,0,0,0,120,0,0,0,0,15030,45,0,0,0,690,0,0,2500,0,0
3135803,Jequitinhonha,Jequitinhonha,0,0,0,0,0,0,6403,4,0,23,23,6050,105,0,24,20,155,0,0,30,0,0
3135902,Jesuânia,Sul/Sudoeste de Minas,0,0,0,0,300,0,198,0,0,2270,2270,320,2,0,0,3,2914,78,0,0,0,0
3136009,Joaíma,Jequitinhonha,0,0,0,0,1,0,72,0,0,353,0,1175,56,0,0,0,112,0,0,0,0,0
3136108,Joanésia,Vale do Rio Doce,0,0,0,6,0,0,11,0,0,0,0,2500,28,0,7,0,156,0,0,0,0,0
3136207,João Monlevade,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,337,2,0,0,0,3,0,0,0,0,0
3136306,João Pinheiro,Noroeste de Minas,0,18,0,0,4,0,136,0,0,1510,1510,1813066,11218,0,420,413,18990,22490,750,0,0,874
3136405,Joaquim Felício,Central Mineira,0,0,0,0,0,0,37,0,0,0,0,4960,21,0,8,0,450,0,59,0,0,0
3136504,Jordânia,Jequitinhonha,0,0,0,0,0,0,216,0,0,0,0,1500,70,0,0,0,180,0,0,0,0,0
3136520,José Gonçalves de Minas,Jequitinhonha,0,250,0,2,0,0,49,0,0,54,54,2400,36,0,5,0,64,0,0,0,0,0
3136553,José Raydan,Vale do Rio Doce,0,0,0,0,0,0,200,0,0,39,0,3500,26,0,0,8,312,0,0,750,0,0
3136579,Josenópolis,Norte de Minas,0,15,0,1,1,0,7,0,0,0,0,240,62,0,3,0,28,0,0,0,0,0
3136603,Nova União,Metropolitana de Belo Horizonte,0,0,0,0,0,0,39900,0,0,55,55,2220,21,0,0,0,128,0,0,0,0,0
3136652,Juatuba,Metropolitana de Belo Horizonte,0,0,0,0,0,0,1385,0,0,0,0,300,0,0,0,0,14,0,0,44,0,0
3136702,Juiz de Fora,Zona da Mata,0,0,0,0,0,0,49,8,0,9,9,1740,66,0,7,0,682,0,0,42,0,0
3136801,Juramento,Norte de Minas,0,0,11,0,0,0,0,0,0,0,0,420,48,0,0,0,96,0,0,0,0,0
3136900,Juruaia,Sul/Sudoeste de Minas,0,0,0,0,2,0,0,0,0,6760,6760,3560,22,0,0,0,819,0,0,0,0,0
3136959,Juvenília,Norte de Minas,0,0,0,0,0,0,0,0,0,0,0,20,51,0,0,0,1030,0,2,6000,0,0
3137007,Ladainha,Vale do Mucuri,0,206,0,22,9,0,709,0,0,279,137,10200,615,0,58,0,1489,0,6,0,0,0
3137106,Lagamar,Noroeste de Minas,0,180,0,0,0,0,0,0,0,18,18,520,2295,0,0,0,14730,9824,200,0,0,0
3137205,Lagoa da Prata,Central Mineira,0,0,0,0,0,0,15,0,0,0,0,709485,3,0,0,15,240,0,0,0,0,0
3137304,Lagoa dos Patos,Norte de Minas,0,0,0,0,3,0,0,0,0,0,0,120,35,0,0,0,376,0,18,0,0,0
3137403,Lagoa Dourada,Campo das Vertentes,14,0,48,0,3,0,0,230,0,107,107,280,5805,0,0,36,44307,3310,0,9720,3936,0
3137502,Lagoa Formosa,Triângulo Mineiro/Alto Paranaíba,6,0,0,0,0,0,1160,0,0,1360,1360,231,1200,0,675,287,19500,22400,9918,8200,0,3
3137536,Lagoa Grande,Noroeste de Minas,0,0,0,0,4,0,0,0,0,273,273,3120,1866,0,0,381,28410,15000,0,10000,0,125
3137601,Lagoa Santa,Metropolitana de Belo Horizonte,0,80,0,0,0,0,0,0,0,0,0,756,4,0,1200,9,50,0,0,0,0,40
3137700,Lajinha,Zona da Mata,0,0,0,1,0,0,275,12,0,9600,9600,420,128,0,30,15,782,0,0,300,0,0
3137809,Lambari,Sul/Sudoeste de Minas,0,0,0,0,0,0,260,0,0,6520,6520,70,4,0,0,0,181,0,0,0,0,0
3137908,Lamim,Zona da Mata,0,0,0,0,3,0,0,0,0,36,36,4500,67,0,0,0,810,0,0,0,0,0
3138005,Laranjal,Zona da Mata,0,0,0,0,8,0,10,0,0,0,0,60,5,0,0,0,90,0,0,0,0,0
3138104,Lassance,Norte de Minas,0,0,0,0,0,0,8190,0,0,0,0,5500,212,0,3710,800,1875,540,0,0,0,2248
3138203,Lavras,Campo das Vertentes,10,0,0,0,3,262,280,6,0,7275,7275,2070,380,0,88,0,17250,3034,0,36,93,6
3138302,Leandro Ferreira,Central Mineira,0,0,0,0,0,0,0,0,0,0,0,320,19,0,0,0,340,78,0,0,0,0
3138351,Leme do Prado,Jequitinhonha,0,69,0,4,0,0,14,0,0,0,0,1824,7,0,8,0,39,0,0,0,0,0
3138401,Leopoldina,Zona da Mata,0,0,0,0,23,0,48,0,0,27,9,23360,37,0,18,8,45,0,0,0,0,0
3138500,Liberdade,Sul/Sudoeste de Minas,0,0,0,0,0,5,0,0,105,0,0,820,15,0,0,0,894,0,0,0,0,0
3138609,Lima Duarte,Zona da Mata,0,0,0,0,8,0,0,0,0,0,0,504,62,0,0,0,459,0,0,0,0,0
3138625,Limeira do Oeste,Triângulo Mineiro/Alto Paranaíba,0,120,0,0,0,0,375,0,0,0,0,1971008,0,0,0,0,5460,0,0,0,0,0
3138658,Lontra,Norte de Minas,0,0,0,0,6,0,0,0,0,0,0,500,14,0,0,0,24,0,0,0,0,0
3138674,Luisburgo,Zona da Mata,850,0,0,0,0,0,0,0,0,8874,8874,210,126,0,0,0,1210,0,0,150,0,0
3138682,Luislândia,Norte de Minas,0,0,0,0,0,0,3,0,0,0,0,1260,74,0,4,0,137,0,7,0,0,0
3138708,Luminárias,Campo das Vertentes,0,0,0,0,0,60,0,0,0,3700,3700,333,2740,0,0,0,21540,9292,0,430,5215,0
3138807,Luz,Central Mineira,0,60,0,0,0,300,18,0,0,63,63,1205400,500,0,15,21,19260,4322,0,0,0,0
3138906,Machacalis,Vale do Mucuri,0,0,0,0,0,0,0,0,0,0,0,775,3,0,0,0,3,0,0,0,0,0
3139003,Machado,Sul/Sudoeste de Minas,145,0,0,0,0,190,110,120,1810,27600,27600,28000,900,0,40,24,33000,9301,0,960,0,0
3139102,Madre de Deus de Minas,Campo das Vertentes,0,0,0,0,0,883,0,0,0,0,0,183,11250,0,10075,60,57072,16608,0,0,12388,0
3139201,Malacacheta,Vale do Mucuri,0,16,3,5,1,0,180,10,0,148,148,1720,218,0,10,0,304,0,0,143,0,0
3139250,Mamonas,Norte de Minas,0,0,6,0,0,0,0,0,0,0,0,158,20,0,0,0,42,0,35,0,0,0
3139300,Manga,Norte de Minas,0,0,9,0,12,0,3615,600,0,0,0,1320,130,0,0,0,720,480,0,0,0,0
3139409,Manhuaçu,Zona da Mata,873,0,0,0,0,0,46,13,0,26274,26274,64,189,0,0,0,1540,0,0,425,0,0
3139508,Manhumirim,Zona da Mata,30,0,0,0,0,0,26,0,0,9203,9203,0,18,0,0,0,252,0,0,0,0,0
3139607,Mantena,Vale do Rio Doce,0,0,0,0,10,0,116,0,0,660,150,8160,30,0,0,0,85,0,0,0,0,0
3139706,Maravilhas,Metropolitana de Belo Horizonte,0,0,0,0,6,0,16,0,0,0,0,920,5,0,6,26,156,0,0,6650,0,0
3139805,Mar de Espanha,Zona da Mata,0,0,0,0,0,0,360,0,0,92,92,6468,66,0,15,0,378,0,0,0,0,0
3139904,Maria da Fé,Sul/Sudoeste de Minas,0,0,0,0,0,0,1172,5,11720,146,146,3000,26,0,24,0,432,0,0,310,0,1
3140001,Mariana,Metropolitana de Belo Horizonte,0,0,0,0,0,0,96,0,0,50,50,1284,14,0,30,0,80,0,0,0,0,0
3140100,Marilac,Vale do Rio Doce,0,0,0,0,0,0,1889,0,0,0,0,1300,44,0,0,0,1010,0,56,3000,0,0
3140159,Mário Campos,Metropolitana de Belo Horizonte,0,0,30,0,0,0,0,0,0,0,0,30,1,0,0,0,20,0,0,0,0,0
3140209,Maripá de Minas,Zona da Mata,0,0,0,0,0,0,55,0,0,0,0,938,17,0,10,0,153,0,0,0,0,0
3140308,Marliéria,Vale do Rio Doce,0,0,0,0,0,0,15,0,0,3,3,1715,3,0,0,0,33,0,0,0,0,0
3140407,Marmelópolis,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,80,0,0,120,5,0,0,0,40,0,0,440,0,0
3140506,Martinho Campos,Central Mineira,0,0,280,0,0,0,0,0,0,0,0,2000,453,0,0,0,2205,6946,857,0,0,0
3140530,Martins Soares,Zona da Mata,0,0,0,0,0,0,0,0,0,6900,6900,0,21,0,0,0,130,0,0,0,0,0
3140555,Mata Verde,Jequitinhonha,0,0,0,0,0,0,71,0,0,330,330,60,8,0,0,0,24,0,0,0,0,0
3140605,Materlândia,Vale do Rio Doce,0,0,0,0,0,0,10,0,0,1,1,1306,84,0,6,0,562,0,0,0,0,0
3140704,Mateus Leme,Metropolitana de Belo Horizonte,11,0,0,5,0,0,112,12,0,29,29,1500,9,0,0,170,1450,0,0,1250,0,0
3140803,Matias Barbosa,Zona da Mata,0,0,0,0,0,0,18,0,0,0,0,648,30,0,0,0,8,0,0,0,0,0
3140852,Matias Cardoso,Norte de Minas,1400,0,0,55,21,0,22470,10060,0,130,0,30200,225,0,672,300,8460,360,70,9900,0,50
3140902,Matipó,Zona da Mata,0,0,0,1,2,0,128,0,0,4090,4090,1024,92,0,0,0,1372,0,0,30,0,0
3141009,Mato Verde,Norte de Minas,0,0,0,0,1,0,14,24,0,0,0,90,29,0,0,0,126,0,178,0,0,0
3141108,Matozinhos,Metropolitana de Belo Horizonte,54,0,0,0,0,0,0,0,0,0,0,1150,18,0,0,0,561,750,0,0,0,0
3141207,Matutina,Triângulo Mineiro/Alto Paranaíba,0,0,30,0,0,0,0,0,120,280,280,0,97,0,0,26,42,0,0,0,0,0
3141306,Medeiros,Oeste de Minas,0,0,0,0,0,5,7,0,120,4798,4798,46847,6290,0,9400,51,31426,20239,0,0,825,0
3141405,Medina,Jequitinhonha,0,0,0,0,2,0,20,0,0,0,0,1995,59,0,10,0,210,0,0,180,0,0
3141504,Mendes Pimentel,Vale do Rio Doce,0,0,0,2,9,0,88,0,0,0,0,1600,9,0,0,0,104,0,0,0,0,0
3141603,Mercês,Zona da Mata,0,0,0,0,0,0,86,0,0,12,12,2010,100,0,0,0,745,0,0,0,0,0
3141702,Mesquita,Vale do Rio Doce,0,0,0,8,0,0,360,0,0,0,0,1260,23,0,12,0,243,0,0,0,0,0
3141801,Minas Novas,Jequitinhonha,0,46,13,15,9,0,142,7,0,244,244,7020,168,0,150,0,927,0,0,82,0,0
3141900,Minduri,Sul/Sudoeste de Minas,0,0,0,0,0,0,38,7,0,3,3,490,506,0,0,0,17355,2050,0,0,525,0
3142007,Mirabela,Norte de Minas,0,0,0,0,0,0,0,0,0,0,0,2500,53,0,0,12,325,0,0,0,0,0
3142106,Miradouro,Zona da Mata,0,0,0,0,0,0,1200,0,0,2014,2014,1475,111,0,0,0,900,0,0,0,0,2
3142205,Miraí,Zona da Mata,0,0,0,0,0,0,159,0,0,398,398,2700,9,0,21,0,240,0,0,50,0,0
3142254,Miravânia,Norte de Minas,0,0,0,0,0,0,0,0,0,0,0,1350,15,0,0,0,30,0,0,0,0,0
3142304,Moeda,Metropolitana de Belo Horizonte,0,0,0,0,0,0,8,0,0,4,4,310,54,0,0,0,23,0,0,0,0,10
3142403,Moema,Central Mineira,0,0,0,0,0,0,0,0,0,0,0,63048,0,0,0,9,194,0,0,0,0,0
3142502,Monjolos,Central Mineira,0,0,0,0,0,0,0,0,0,0,0,2280,2,0,0,46,54,0,0,0,0,0
3142601,Monsenhor Paulo,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,450,3440,3440,768,84,0,0,5,3861,0,0,0,135,0
3142700,Montalvânia,Norte de Minas,0,0,0,0,5,0,9,0,0,0,0,1250,105,0,0,0,870,0,0,3510,0,0
3142809,Monte Alegre de Minas,Triângulo Mineiro/Alto Paranaíba,50,54000,0,0,0,0,3675,10,0,307,307,739200,1738,2100,54000,24,57840,105000,7500,0,180,0
3142908,Monte Azul,Norte de Minas,0,0,3,3,4,0,31,3,0,0,0,105,150,0,16,0,158,0,114,30,0,0
3143005,Monte Belo,Sul/Sudoeste de Minas,0,0,0,0,22,0,24,0,0,9460,9460,436990,128,0,0,0,5880,0,0,0,0,0
3143104,Monte Carmelo,Triângulo Mineiro/Alto Paranaíba,3864,0,0,0,5,0,150,0,0,22430,22430,960,875,139,0,243,27360,30690,12120,240,720,0
3143153,Monte Formoso,Jequitinhonha,0,0,0,0,0,0,0,0,0,20,20,600,20,0,0,0,17,0,0,0,0,0
3143203,Monte Santo de Minas,Sul/Sudoeste de Minas,498,0,0,0,0,0,23,0,2000,10690,10690,90525,300,0,3240,0,6750,450,0,1400,0,0
3143302,Montes Claros,Norte de Minas,0,0,18,0,2,0,10850,20,0,0,0,13200,582,0,36,70,1445,4,357,380,0,0
3143401,Monte Sião,Sul/Sudoeste de Minas,0,0,0,0,0,0,7,0,0,2040,2040,57600,5,0,56,0,1280,380,0,0,0,9
3143450,Montezuma,Norte de Minas,0,0,0,0,5,0,8,0,0,0,0,1800,54,0,3,24,72,0,0,0,0,0
3143500,Morada Nova de Minas,Central Mineira,0,30,0,0,0,0,0,0,180,0,0,450,2400,0,0,0,15720,9200,720,0,0,0
3143609,Morro da Garça,Central Mineira,0,0,0,0,0,0,0,0,0,0,0,1450,3,0,0,0,365,657,0,0,0,0
3143708,Morro do Pilar,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,6620,15,0,0,0,73,0,0,0,0,0
3143807,Munhoz,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,16480,20,20,174,53,0,0,0,12144,0,0,486,0,0
3143906,Muriaé,Zona da Mata,0,0,0,5,1,0,488,0,0,1060,1050,3500,96,0,7,24,693,0,100,0,0,0
3144003,Mutum,Vale do Rio Doce,55,0,0,0,0,0,420,180,0,11250,9931,2592,207,0,420,0,1080,0,0,350,0,0
3144102,Muzambinho,Sul/Sudoeste de Minas,15,0,0,0,0,0,18,0,0,11000,11000,600,90,0,0,14,5040,0,0,51,0,0
3144201,Nacip Raydan,Vale do Rio Doce,0,0,0,0,0,0,40,0,0,0,0,30,9,0,0,0,33,0,0,0,0,0
3144300,Nanuque,Vale do Mucuri,0,0,0,0,0,0,0,0,0,0,0,45300,2,0,0,0,50,0,0,0,0,0
3144359,Naque,Vale do Rio Doce,0,0,0,0,0,0,12,0,0,0,0,1910,4,0,0,0,190,0,0,0,0,0
3144375,Natalândia,Noroeste de Minas,0,0,0,0,0,0,0,0,0,0,0,2952,273,0,0,12,612,1051,21,0,0,0
3144409,Natércia,Sul/Sudoeste de Minas,0,0,0,0,0,0,258,0,0,2030,2030,240,5,0,0,0,99,0,0,0,0,0
3144508,Nazareno,Campo das Vertentes,0,0,0,0,0,3,0,0,0,1733,1733,100,423,0,0,48,4210,4620,0,0,684,0
3144607,Nepomuceno,Campo das Vertentes,500,0,0,0,0,0,44,0,0,15690,15690,250,522,0,17,0,13832,988,0,0,0,2
3144656,Ninheira,Norte de Minas,0,0,0,0,0,0,29,0,0,2060,2060,630,45,0,0,0,65,0,0,0,0,0
3144672,Nova Belém,Vale do Rio Doce,5,0,0,0,5,0,176,0,0,1010,480,30,12,0,20,4,61,0,0,0,0,0
3144706,Nova Era,Metropolitana de Belo Horizonte,0,0,0,0,0,0,30,0,0,5,5,2700,10,0,0,0,288,0,0,0,0,0
3144805,Nova Lima,Metropolitana de Belo Horizonte,0,0,0,0,0,0,9,0,0,1,1,0,2,0,5,0,21,0,0,0,0,0
3144904,Nova Módica,Vale do Rio Doce,0,30,0,0,0,0,0,0,0,0,0,73,2,0,0,15,30,0,0,0,0,0
3145000,Nova Ponte,Triângulo Mineiro/Alto Paranaíba,0,0,180,0,0,0,24,5,5680,274,274,617500,2220,0,0,8,94500,100440,12600,0,1943,0
3145059,Nova Porteirinha,Norte de Minas,0,0,36,0,0,0,39725,260,210,3,3,1800,120,0,6,63,38,0,0,110,0,1560
3145109,Nova Resende,Sul/Sudoeste de Minas,2,0,0,0,6,0,14,0,2650,23550,23550,208,270,0,1700,0,10438,3077,0,0,1280,2
3145208,Nova Serrana,Oeste de Minas,0,0,0,0,0,0,0,0,0,0,0,260,1,0,0,0,60,0,0,0,0,13
3145307,Novo Cruzeiro,Jequitinhonha,0,16,24,32,17,0,95,0,0,625,625,34000,310,0,27,0,2029,0,0,0,0,0
3145356,Novo Oriente de Minas,Vale do Mucuri,0,0,0,0,0,0,4,0,0,0,0,1542,13,0,0,0,54,0,0,0,0,0
3145372,Novorizonte,Norte de Minas,0,0,0,0,8,0,156,0,0,15,15,12600,29,0,11,0,110,0,0,0,0,0
3145406,Olaria,Zona da Mata,0,0,0,0,0,0,4,0,0,0,0,6400,5,0,0,8,24,0,0,0,0,0
3145455,Olhos-d'Água,Norte de Minas,0,245,7,4,6,0,0,0,0,0,0,4590,105,0,0,0,572,0,25,630,0,0
3145505,Olímpio Noronha,Sul/Sudoeste de Minas,0,0,0,0,0,0,260,0,0,740,740,60,0,0,0,0,10,0,0,0,0,0
3145604,Oliveira,Oeste de Minas,0,0,0,0,0,0,36,0,0,8100,8100,7000,115,0,1870,50,3570,0,0,4250,0,0
3145703,Oliveira Fortes,Zona da Mata,0,0,0,0,0,0,360,0,0,0,0,0,33,0,0,0,68,0,0,0,0,0
3145802,Onça de Pitangui,Metropolitana de Belo Horizonte,0,0,0,0,0,0,69,0,0,0,0,210,1,0,0,280,371,0,0,5600,0,0
3145851,Oratórios,Zona da Mata,0,0,0,0,0,0,128,0,0,1,1,28130,9,0,0,0,360,0,0,0,0,0
3145877,Orizânia,Zona da Mata,0,0,0,0,0,0,84,0,0,6280,6280,30,150,0,0,0,800,0,0,0,0,0
3145901,Ouro Branco,Metropolitana de Belo Horizonte,338,0,5,0,0,0,37,0,1385,0,0,600,70,0,0,0,1400,0,0,0,0,0
3146008,Ouro Fino,Sul/Sudoeste de Minas,0,0,18,0,0,0,15,0,488,7523,7523,1364,11,0,10,0,2600,0,0,110,0,0
3146107,Ouro Preto,Metropolitana de Belo Horizonte,0,0,0,0,0,0,48,5,240,16,16,2494,35,0,252,0,345,0,0,219,0,2
3146206,Ouro Verde de Minas,Vale do Mucuri,0,0,0,0,6,0,158,0,0,74,49,1440,34,0,8,0,24,0,0,0,0,0
3146255,Padre Carvalho,Norte de Minas,0,0,0,0,0,0,0,0,0,3,3,960,59,0,0,0,78,0,0,0,0,0
3146305,Padre Paraíso,Jequitinhonha,0,15,0,0,0,0,59,0,0,63,63,4200,50,0,44,0,72,0,0,0,0,0
3146404,Paineiras,Central Mineira,0,0,0,0,3,0,12,0,0,0,0,3350,30,0,6,0,1800,378,800,0,0,0
3146503,Pains,Oeste de Minas,0,0,0,0,0,0,0,0,0,32,32,450,20,0,0,0,6148,2175,50,30,0,0
3146552,Pai Pedro,Norte de Minas,0,0,0,0,2,0,0,0,0,0,0,0,38,0,0,0,23,0,70,0,0,0
3146602,Paiva,Zona da Mata,0,0,0,0,0,0,80,0,0,2,2,3335,27,0,0,0,210,0,0,0,0,0
3146701,Palma,Zona da Mata,0,90,0,0,0,0,40,0,56,378,0,500,5,0,200,0,252,0,0,0,0,0
3146750,Palmópolis,Jequitinhonha,0,0,0,0,0,0,0,0,0,0,0,120,30,0,0,0,14,0,0,0,0,0
3146909,Papagaios,Metropolitana de Belo Horizonte,0,0,0,0,0,0,4,0,0,0,0,1400,348,0,0,0,1511,311,150,500,0,0
3147006,Paracatu,Noroeste de Minas,0,0,0,0,480,0,320,0,19393,3590,3590,2062500,57300,0,72,49,240600,361000,5400,0,1581,0
3147105,Pará de Minas,Metropolitana de Belo Horizonte,0,25,0,0,0,0,46,240,0,0,0,1710,11,0,0,160,250,0,0,2450,0,0
3147204,Paraguaçu,Sul/Sudoeste de Minas,0,0,0,0,32,158,58,21,3500,8580,8580,120,1080,0,0,52,16200,7086,95,320,0,0
3147303,Paraisópolis,Sul/Sudoeste de Minas,0,0,0,0,0,0,1035,30,1200,147,147,10374,29,0,0,0,450,0,0,480,0,30
3147402,Paraopeba,Metropolitana de Belo Horizonte,15,0,0,0,0,0,2627,0,0,0,0,4410,370,0,0,89,294,0,0,280,0,0
3147501,Passabém,Metropolitana de Belo Horizonte,0,0,0,0,0,0,14,0,0,0,0,3500,4,0,0,0,60,0,0,0,0,0
3147600,Passa Quatro,Sul/Sudoeste de Minas,0,0,12,0,0,6,110,0,792,0,0,135,14,0,0,0,75,0,0,0,0,0
3147709,Passa Tempo,Oeste de Minas,0,0,0,3,2,0,48,8,0,120,120,900,21,0,0,3,864,0,0,14240,0,3
3147808,Passa-Vinte,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,500,0,0,30,1,0,0,0,4,0,0,0,0,0
3147907,Passos,Sul/Sudoeste de Minas,0,0,0,0,0,96,21,0,0,4531,4531,738416,3750,0,0,0,64254,24464,979,41,300,0
3147956,Patis,Norte de Minas,0,0,0,1,5,0,0,0,0,63,63,3600,12,0,0,3,58,0,0,0,0,0
3148004,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,55,15,0,4,13,0,352,6100,0,10320,10320,17100,4740,0,19,392,88200,72500,14688,32900,572,6
3148103,Patrocínio,Triângulo Mineiro/Alto Paranaíba,80,70,40,21,0,0,135,3050,13125,56115,56115,360,5910,0,1540,404,67000,58918,14574,3312,3248,0
3148202,Patrocínio do Muriaé,Zona da Mata,0,0,0,0,4,0,13,0,0,0,0,300,6,0,0,0,140,0,0,0,0,0
3148301,Paula Cândido,Zona da Mata,0,0,0,0,0,0,28,0,0,1542,1542,1334,666,0,0,15,2145,0,0,1580,0,3
3148400,Paulistas,Vale do Rio Doce,0,0,0,0,0,0,17,0,0,0,0,300,63,0,0,0,252,0,0,0,0,0
3148509,Pavão,Vale do Mucuri,0,0,0,0,0,0,40,0,0,0,0,600,6,0,0,0,22,0,0,0,0,0
3148608,Peçanha,Vale do Rio Doce,0,0,5,6,10,0,252,0,0,126,126,3900,159,0,0,0,1440,0,0,0,0,0
3148707,Pedra Azul,Jequitinhonha,0,0,0,0,0,0,104,0,0,30,30,3800,40,0,8,0,115,0,0,0,0,0
3148756,Pedra Bonita,Zona da Mata,0,0,0,0,0,0,6,0,48,3820,3820,1210,65,0,0,0,270,0,0,0,0,0
3148806,Pedra do Anta,Zona da Mata,0,0,0,1,0,0,63,0,0,237,237,2676,66,0,0,0,1570,0,0,120,0,0
3148905,Pedra do Indaiá,Oeste de Minas,0,0,0,0,0,0,40,0,0,0,0,114,19,0,0,0,1152,0,0,0,0,0
3149002,Pedra Dourada,Zona da Mata,0,0,0,0,0,0,54,0,0,1740,1740,2400,80,0,0,0,360,0,0,0,0,0
3149101,Pedralva,Sul/Sudoeste de Minas,2,0,0,0,4,0,7650,0,1036,2440,2440,810,25,0,840,0,894,0,0,480,0,0
3149150,Pedras de Maria da Cruz,Norte de Minas,0,0,0,0,0,0,4003,0,0,0,0,532,29,0,0,0,55,0,0,0,0,0
3149200,Pedrinópolis,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,250,11,0,8980,39,39,36200,0,0,0,41,35855,20700,2889,0,2754,0
3149309,Pedro Leopoldo,Metropolitana de Belo Horizonte,165,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,60,0,0,0,0,0
3149408,Pedro Teixeira,Zona da Mata,0,0,0,0,1,0,0,0,0,0,0,40,26,0,4,0,53,0,0,0,0,0
3149507,Pequeri,Zona da Mata,0,0,0,0,0,0,96,0,0,0,0,1225,46,0,30,0,84,0,0,0,0,0
3149606,Pequi,Metropolitana de Belo Horizonte,0,0,0,2,0,0,462,0,0,0,0,100,127,0,15,0,68,0,0,3700,0,0
3149705,Perdigão,Oeste de Minas,0,0,0,0,0,0,16,0,0,0,0,1050,6,0,0,0,160,0,0,0,0,0
3149804,Perdizes,Triângulo Mineiro/Alto Paranaíba,32,360,0,0,0,0,11,0,177400,13000,13000,1567500,733,78,2065,177,113162,111287,15564,0,9856,0
3149903,Perdões,Oeste de Minas,0,0,0,0,0,0,64,0,0,3735,3735,3200,655,0,508,8,8040,0,0,0,0,0
3149952,Periquito,Vale do Rio Doce,0,0,0,0,0,0,35,0,0,2,2,1320,3,0,0,0,262,0,0,0,0,0
3150000,Pescador,Vale do Rio Doce,0,0,0,0,1,0,0,0,0,0,0,90,2,0,0,0,24,0,0,0,0,0
3150109,Piau,Zona da Mata,0,0,0,0,2,0,6240,4,0,0,0,510,10,0,80,0,48,0,0,35,0,0
3150158,Piedade de Caratinga,Vale do Rio Doce,94,0,0,0,0,0,220,420,0,2974,2974,350,120,0,140,30,342,0,0,2720,0,0
3150208,Piedade de Ponte Nova,Zona da Mata,0,0,0,0,0,0,15,0,0,0,0,66080,2,0,0,0,45,0,0,0,0,0
3150307,Piedade do Rio Grande,Campo das Vertentes,4,0,0,0,4,0,0,0,0,0,0,900,610,0,0,0,6319,1757,0,0,731,0
3150406,Piedade dos Gerais,Metropolitana de Belo Horizonte,4,0,0,0,0,0,16,1400,310,0,0,5600,14,0,280,100,612,0,0,0,0,0
3150505,Pimenta,Oeste de Minas,0,0,0,0,0,0,50,0,2160,1330,1330,2664,564,0,0,0,38109,12230,126,5300,0,0
3150539,Pingo-d'Água,Vale do Rio Doce,0,0,0,2,0,0,8,0,0,0,0,546,3,0,0,0,360,0,0,0,0,0
3150570,Pintópolis,Norte de Minas,0,0,0,0,10,0,0,0,0,0,0,750,13,0,0,26,337,0,0,0,0,0
3150604,Piracema,Oeste de Minas,0,0,0,0,14,0,30,4,0,8,8,4560,15,0,0,0,258,0,0,952,0,0
3150703,Pirajuba,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,36,0,0,0,0,0,0,980050,312,0,0,0,33780,36850,9753,0,0,0
3150802,Piranga,Zona da Mata,0,0,0,9,30,0,28,0,0,875,875,9520,1007,0,10,0,7200,0,0,0,0,0
