uf,nome_uf,nome_meso,micro,nome_micro,mun,cod_mun_c,nome_mun,dist,distrito,nome_distrito
23,Ceará,Norte Cearense,009,Baixo Curu,10258,2310258,paraipaba,15,231025815,camboas
42,Santa Catarina,Vale do Itajaí,013,Itajaí,03204,4203204,camboriú,05,420320405,camboriú
33,Rio de Janeiro,Noroeste Fluminense,002,Santo Antônio de Pádua,00902,3300902,cambuci,05,330090205,cambuci
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,14,355030814,cambuci
31,Minas Gerais,Sul/Sudoeste de Minas,052,Pouso Alegre,10608,3110608,cambuí,05,311060805,cambuí
42,Santa Catarina,Oeste Catarinense,003,Xanxerê,19507,4219507,xanxerê,15,421950715,cambuinzal
31,Minas Gerais,Sul/Sudoeste de Minas,054,São Lourenço,10707,3110707,cambuquira,05,311070705,cambuquira
26,Pernambuco,Metropolitana de Recife,018,Suape,07208,2607208,ipojuca,10,260720810,camela
13,Amazonas,Centro Amazonense,010,Parintins,00508,1300508,barreirinha,12,130050812,cametá
15,Pará,Nordeste Paraense,011,Cametá,02103,1502103,cametá,05,150210305,cametá
31,Minas Gerais,Norte de Minas,009,Bocaiúva,07307,3107307,bocaiúva,50,310730750,camilo prates
23,Ceará,Noroeste Cearense,004,Meruoca,08203,2308203,meruoca,10,230820310,camilos
29,Bahia,Centro Norte Baiano,010,Jacobina,21708,2921708,morro do chapéu,10,292170810,camirim
50,Mato Grosso do Sul,Pantanais Sul Mato-grossense,002,Aquidauana,01102,5001102,aquidauana,10,500110210,camisão
23,Ceará,Noroeste Cearense,001,Litoral de Camocim e Acaraú,02602,2302602,camocim,05,230260205,camocim
26,Pernambuco,Agreste Pernambucano,012,Brejo Pernambucano,03504,2603504,camocim de são félix,05,260350405,camocim de são félix
31,Minas Gerais,Vale do Rio Doce,037,Governador Valadares,10806,3110806,campanário,05,311080605,campanário
23,Ceará,Noroeste Cearense,003,Coreaú,13906,2313906,uruoca,10,231390610,campánario
31,Minas Gerais,Sul/Sudoeste de Minas,050,Varginha,10905,3110905,campanha,05,311090505,campanha
42,Santa Catarina,Grande Florianópolis,016,Florianópolis,05407,4205407,florianópolis,12,420540712,campeche
33,Rio de Janeiro,Noroeste Fluminense,002,Santo Antônio de Pádua,04706,3304706,santo antônio de pádua,17,330470617,campelo
23,Ceará,Norte Cearense,014,Chorozinho,03956,2303956,chorozinho,10,230395610,campestre
23,Ceará,Jaguaribe,022,Litoral de Aracati,04459,2304459,fortim,15,230445915,campestre
27,Alagoas,Leste Alagoano,009,Mata Alagoana,01357,2701357,campestre,05,270135705,campestre
31,Minas Gerais,Sul/Sudoeste de Minas,051,Poços de Caldas,11002,3111002,campestre,05,311100205,campestre
43,Rio Grande do Sul,Metropolitana de Porto Alegre,023,Montenegro,16501,4316501,salvador do sul,09,431650109,campestre
43,Rio Grande do Sul,Noroeste Rio-grandense,007,Santo Ângelo,19158,4319158,são miguel das missões,10,431915810,campestre
50,Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,010,Dourados,00906,5000906,antônio joão,10,500090610,campestre
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,03673,4303673,campestre da serra,05,430367305,campestre da serra
52,Goiás,Sul Goiano,014,Vale do Rio dos Bois,04607,5204607,campestre de goiás,05,520460705,campestre de goiás
21,Maranhão,Sul Maranhense,019,Porto Franco,02556,2102556,campestre do maranhão,05,210255605,campestre do maranhão
31,Minas Gerais,Sul/Sudoeste de Minas,051,Poços de Caldas,02605,3102605,andradas,15,310260515,campestrinho
35,São Paulo,Campinas,030,São João da Boa Vista,13900,3513900,divinolândia,10,351390010,campestrinho
41,Paraná,Centro Ocidental Paranaense,004,Goioerê,03909,4103909,campina da lagoa,05,410390905,campina da lagoa
43,Rio Grande do Sul,Noroeste Rio-grandense,006,Cerro Largo,03707,4303707,campina das missões,05,430370705,campina das missões
35,São Paulo,Itapetininga,044,Capão Bonito,43006,3543006,ribeirão branco,15,354300615,campina de fora
35,São Paulo,Itapetininga,042,Itapetininga,09452,3509452,campina do monte alegre,05,350945205,campina do monte alegre
41,Paraná,Centro-Sul Paranaense,029,Guarapuava,03958,4103958,campina do simão,05,410395805,campina do simão
25,Paraíba,Agreste Paraibano,017,Campina Grande,04009,2504009,campina grande,05,250400905,campina grande
41,Paraná,Metropolitana de Curitiba,037,Curitiba,04006,4104006,campina grande do sul,05,410400605,campina grande do sul
43,Rio Grande do Sul,Noroeste Rio-grandense,011,Cruz Alta,07500,4307500,espumoso,20,430750020,campina redonda
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,021,Frutal,11101,3111101,campina verde,05,311110105,campina verde
52,Goiás,Norte Goiano,004,Porangatu,04656,5204656,campinaçu,05,520465605,campinaçu
35,São Paulo,Presidente Prudente,036,Presidente Prudente,41307,3541307,presidente epitácio,15,354130715,campinal
51,Mato Grosso,Nordeste Mato-grossense,010,Canarana,02603,5102603,campinápolis,05,510260305,campinápolis
12,Acre,Vale do Acre,004,Rio Branco,00385,1200385,plácido de castro,10,120038510,campinas
33,Rio de Janeiro,Centro Fluminense,007,Nova Friburgo,05703,3305703,sumidouro,10,330570310,campinas
35,São Paulo,Campinas,032,Campinas,09502,3509502,campinas,05,350950205,campinas
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,11304,4311304,lagoa vermelha,11,431130411,campinas
43,Rio Grande do Sul,Noroeste Rio-grandense,011,Cruz Alta,16436,4316436,saldanha marinho,10,431643610,campinas
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,02109,2202109,campinas do piauí,05,220210905,campinas do piauí
43,Rio Grande do Sul,Noroeste Rio-grandense,004,Erechim,03806,4303806,campinas do sul,05,430380605,campinas do sul
41,Paraná,Norte Pioneiro Paranaense,017,Ibaiti,09708,4109708,ibaiti,12,410970812,campinho
43,Rio Grande do Sul,Centro Oriental Rio-grandense,021,Lajeado-Estrela,15800,4315800,roca sales,10,431580010,campinho
29,Bahia,Metropolitana de Salvador,020,Santo Antônio de Jesus,28604,2928604,santo amaro,15,292860415,campinhos
52,Goiás,Norte Goiano,004,Porangatu,04706,5204706,campinorte,05,520470605,campinorte
17,Tocantins,Oriental do Tocantins,008,Dianópolis,16208,1716208,paranã,15,171620815,campo alegre
23,Ceará,Sul Cearense,032,Cariri,04202,2304202,crato,09,230420209,campo alegre
27,Alagoas,Leste Alagoano,012,São Miguel dos Campos,01407,2701407,campo alegre,05,270140705,campo alegre
42,Santa Catarina,Norte Catarinense,007,São Bento do Sul,03303,4203303,campo alegre,05,420330305,campo alegre
52,Goiás,Sul Goiano,017,Catalão,04805,5204805,campo alegre de goiás,05,520480505,campo alegre de goiás
29,Bahia,Vale São-Franciscano da Bahia,004,Juazeiro,05909,2905909,campo alegre de lourdes,05,290590905,campo alegre de lourdes
31,Minas Gerais,Norte de Minas,007,Montes Claros,29657,3129657,ibiracatu,15,312965715,campo alegre de minas
31,Minas Gerais,Vale do Rio Doce,041,Aimorés,54309,3154309,resplendor,20,315430920,campo alegre de minas
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,02117,2202117,campo alegre do fidalgo,05,220211705,campo alegre do fidalgo
31,Minas Gerais,Norte de Minas,007,Montes Claros,11150,3111150,campo azul,05,311115005,campo azul
31,Minas Gerais,Oeste de Minas,045,Campo Belo,11200,3111200,campo belo,05,311120005,campo belo
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,15,355030815,campo belo
42,Santa Catarina,Serrana,010,Campos de Lages,03402,4203402,campo belo do sul,05,420340205,campo belo do sul
43,Rio Grande do Sul,Metropolitana de Porto Alegre,026,Porto Alegre,03905,4303905,campo bom,05,430390505,campo bom
41,Paraná,Oeste Paranaense,023,Cascavel,04055,4104055,campo bonito,05,410405505,campo bonito
43,Rio Grande do Sul,Centro Oriental Rio-grandense,021,Lajeado-Estrela,15156,4315156,progresso,10,431515610,campo branco
31,Minas Gerais,Jequitinhonha,011,Capelinha,69703,3169703,turmalina,20,316970320,campo buriti
42,Santa Catarina,Norte Catarinense,006,Canoinhas,03808,4203808,canoinhas,12,420380812,campo da água verde
43,Rio Grande do Sul,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,14068,4314068,passa sete,10,431406810,campo de sobradinho
28,Sergipe,Agreste Sergipano,004,Agreste de Itabaiana,01009,2801009,campo do brito,05,280100905,campo do brito
41,Paraná,Centro-Sul Paranaense,029,Guarapuava,22156,4122156,rio bonito do iguaçu,15,412215615,campo do bugre
33,Rio de Janeiro,Centro Fluminense,007,Nova Friburgo,03401,3303401,nova friburgo,15,330340115,campo do coelho
31,Minas Gerais,Sul/Sudoeste de Minas,050,Varginha,11309,3111309,campo do meio,05,311130905,campo do meio
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,08854,4308854,gentil,10,430885410,campo do meio
41,Paraná,Metropolitana de Curitiba,039,Rio Negro,04105,4104105,campo do tenente,05,410410505,campo do tenente
42,Santa Catarina,Oeste Catarinense,002,Chapecó,03501,4203501,campo erê,05,420350105,campo erê
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,022,Uberaba,11408,3111408,campo florido,05,311140805,campo florido
29,Bahia,Centro Norte Baiano,008,Senhor do Bonfim,06006,2906006,campo formoso,05,290600605,campo formoso
29,Bahia,Centro Norte Baiano,009,Irecê,25600,2925600,presidente dutra,10,292560010,campo formoso
25,Paraíba,Agreste Paraibano,018,Itabaiana,06905,2506905,itabaiana,10,250690510,campo grande
27,Alagoas,Agreste Alagoano,006,Arapiraca,01506,2701506,campo grande,05,270150605,campo grande
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,16,355030816,campo grande
50,Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,004,Campo Grande,02704,5002704,campo grande,05,500270405,campo grande
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,02133,2202133,campo grande do piauí,05,220213305,campo grande do piauí
41,Paraná,Metropolitana de Curitiba,037,Curitiba,04204,4104204,campo largo,05,410420405,campo largo
41,Paraná,Metropolitana de Curitiba,037,Curitiba,25506,4125506,são josé dos pinhais,10,412550610,campo largo da roseira
22,Piauí,Norte Piauiense,001,Baixo Parnaíba Piauiense,02174,2202174,campo largo do piauí,05,220217405,campo largo do piauí
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,17,355030817,campo limpo
52,Goiás,Centro Goiano,007,Anápolis,04854,5204854,campo limpo de goiás,05,520485405,campo limpo de goiás
35,São Paulo,Macro Metropolitana Paulista,047,Jundiaí,09601,3509601,campo limpo paulista,05,350960105,campo limpo paulista
23,Ceará,Noroeste Cearense,006,Ipu,11702,2311702,reriutaba,20,231170220,campo lindo
41,Paraná,Metropolitana de Curitiba,037,Curitiba,04253,4104253,campo magro,05,410425305,campo magro
22,Piauí,Centro-Norte Piauiense,004,Campo Maior,02208,2202208,campo maior,05,220220805,campo maior
41,Paraná,Centro Ocidental Paranaense,005,Campo Mourão,04303,4104303,campo mourão,05,410430305,campo mourão
43,Rio Grande do Sul,Noroeste Rio-grandense,002,Três Passos,04002,4304002,campo novo,05,430400205,campo novo
43,Rio Grande do Sul,Noroeste Rio-grandense,013,Soledade,08300,4308300,fontoura xavier,07,430830007,campo novo
11,Rondônia,Madeira-Guaporé,001,Porto Velho,00700,1100700,campo novo de rondônia,05,110070005,campo novo de rondônia
51,Mato Grosso,Norte Mato-grossense,004,Parecis,02637,5102637,campo novo do parecis,05,510263705,campo novo do parecis
24,Rio Grande do Norte,Agreste Potiguar,014,Borborema Potiguar,02105,2402105,campo redondo,05,240210505,campo redondo
31,Minas Gerais,Norte de Minas,007,Montes Claros,70909,3170909,varzelândia,15,317090915,campo redondo
43,Rio Grande do Sul,Noroeste Rio-grandense,008,Ijuí,05900,4305900,coronel bicaco,15,430590015,campo santo
43,Rio Grande do Sul,Sudoeste Rio-grandense,030,Campanha Central,16402,4316402,rosário do sul,10,431640210,campo sêco
51,Mato Grosso,Sudeste Mato-grossense,019,Primavera do Leste,02678,5102678,campo verde,05,510267805,campo verde
52,Goiás,Centro Goiano,008,Iporá,11602,5211602,ivolândia,10,521160210,campolândia
23,Ceará,Norte Cearense,012,Canindé,02800,2302800,canindé,11,230280011,campos
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,023,Araxá,11507,3111507,campos altos,05,311150705,campos altos
23,Ceará,Norte Cearense,012,Canindé,03006,2303006,caridade,10,230300610,campos belos
52,Goiás,Norte Goiano,005,Chapada dos Veadeiros,04904,5204904,campos belos,05,520490405,campos belos
43,Rio Grande do Sul,Noroeste Rio-grandense,011,Cruz Alta,04101,4304101,campos borges,05,430410105,campos borges
35,São Paulo,Vale do Paraíba Paulista,053,Paraibuna/Paraitinga,13603,3513603,cunha,10,351360310,campos de cunha
51,Mato Grosso,Norte Mato-grossense,004,Parecis,02686,5102686,campos de júlio,05,510268605,campos de júlio
35,São Paulo,Vale do Paraíba Paulista,049,Campos do Jordão,09700,3509700,campos do jordão,05,350970005,campos do jordão
33,Rio de Janeiro,Norte Fluminense,003,Campos dos Goytacazes,01009,3301009,campos dos goytacazes,05,330100905,campos dos goytacazes
33,Rio de Janeiro,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,01702,3301702,duque de caxias,10,330170210,campos elyseos
31,Minas Gerais,Sul/Sudoeste de Minas,050,Varginha,11606,3111606,campos gerais,05,311160605,campos gerais
17,Tocantins,Oriental do Tocantins,007,Jalapão,03842,1703842,campos lindos,05,170384205,campos lindos
52,Goiás,Leste Goiano,012,Entorno de Brasília,06206,5206206,cristalina,10,520620610,campos lindos
42,Santa Catarina,Serrana,009,Curitibanos,03600,4203600,campos novos,05,420360005,campos novos
35,São Paulo,Assis,039,Assis,09809,3509809,campos novos paulista,05,350980905,campos novos paulista
23,Ceará,Sul Cearense,029,Chapada do Araripe,02701,2302701,campos sales,05,230270105,campos sales
52,Goiás,Norte Goiano,004,Porangatu,04953,5204953,campos verdes,05,520495305,campos verdes
29,Bahia,Sul Baiano,030,Valença,31202,2931202,taperoá,10,293120210,camurugi
25,Paraíba,Mata Paraibana,020,Litoral Norte,09057,2509057,marcação,10,250905710,camurupim
26,Pernambuco,Mata Pernambucana,013,Mata Setentrional Pernambucana,03603,2603603,camutanga,05,260360305,camutanga
17,Tocantins,Oriental do Tocantins,008,Dianópolis,02406,1702406,arraias,10,170240610,cana brava
24,Rio Grande do Norte,Leste Potiguar,017,Macaíba,07104,2407104,macaíba,10,240710410,cana brava
52,Goiás,Norte Goiano,004,Porangatu,13087,5213087,minaçu,10,521308710,cana brava
31,Minas Gerais,Oeste de Minas,045,Campo Belo,11903,3111903,cana verde,05,311190305,cana verde
26,Pernambuco,Sertão Pernambucano,003,Pajeú,15706,2615706,triunfo,10,261570610,canaã
31,Minas Gerais,Zona da Mata,062,Viçosa,11705,3111705,canaã,05,311170505,canaã
15,Pará,Sudeste Paraense,019,Parauapebas,02152,1502152,canaã dos carajás,05,150215205,canaã dos carajás
23,Ceará,Norte Cearense,008,Itapipoca,13500,2313500,trairi,07,231350007,canaan
29,Bahia,Centro Sul Baiano,026,Guanambi,20205,2920205,malhada,10,292020510,canabrava
29,Bahia,Centro Norte Baiano,010,Jacobina,21401,2921401,mirangaba,13,292140113,canabrava
31,Minas Gerais,Norte de Minas,007,Montes Claros,26703,3126703,francisco sá,10,312670310,canabrava
31,Minas Gerais,Noroeste de Minas,002,Paracatu,36306,3136306,joão pinheiro,15,313630615,canabrava
51,Mato Grosso,Nordeste Mato-grossense,009,Norte Araguaia,02694,5102694,canabrava do norte,05,510269405,canabrava do norte
29,Bahia,Centro Sul Baiano,025,Livramento do Brumado,23605,2923605,paramirim,10,292360510,canabravinha
52,Goiás,Noroeste Goiano,002,Rio Vermelho,12204,5212204,jussara,10,521220410,canadá
23,Ceará,Norte Cearense,011,Médio Curu,00903,2300903,apuiarés,10,230090310,canafístula
23,Ceará,Centro-Sul Cearense,027,Várzea Alegre,07403,2307403,jucás,15,230740315,canafístula
27,Alagoas,Agreste Alagoano,005,Palmeira dos Índios,06307,2706307,palmeira dos índios,15,270630715,canafístula
29,Bahia,Centro Norte Baiano,009,Irecê,05305,2905305,cafarnaum,10,290530510,canal
35,São Paulo,Litoral Sul Paulista,055,Registro,09908,3509908,cananéia,05,350990805,cananéia
27,Alagoas,Sertão Alagoano,001,Serrana do Sertão Alagoano,01605,2701605,canapi,05,270160505,canapi
29,Bahia,Extremo Oeste Baiano,003,Santa Maria da Vitória,06105,2906105,canápolis,05,290610505,canápolis
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,11804,3111804,canápolis,05,311180405,canápolis
29,Bahia,Centro Norte Baiano,009,Irecê,06204,2906204,canarana,05,290620405,canarana
51,Mato Grosso,Nordeste Mato-grossense,010,Canarana,02702,5102702,canarana,05,510270205,canarana
35,São Paulo,Vale do Paraíba Paulista,051,Guaratinguetá,09957,3509957,canas,05,350995705,canas
43,Rio Grande do Sul,Sudoeste Rio-grandense,030,Campanha Central,16972,4316972,santa margarida do sul,20,431697220,canas
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,020,Patos de Minas,68903,3168903,tiros,10,316890310,canastrão
42,Santa Catarina,Grande Florianópolis,016,Florianópolis,05407,4205407,florianópolis,15,420540715,canasvieiras
29,Bahia,Centro Sul Baiano,022,Boquira,19801,2919801,macaúbas,10,291980110,canatiba
23,Ceará,Centro-Sul Cearense,028,Lavras da Mangabeira,05704,2305704,ipaumirim,20,230570420,canaúna
22,Piauí,Sudoeste Piauiense,009,Floriano,02251,2202251,canavieira,05,220225105,canavieira
29,Bahia,Sul Baiano,031,Ilhéus-Itabuna,06303,2906303,canavieiras,05,290630305,canavieiras
29,Bahia,Nordeste Baiano,013,Jeremoabo,18100,2918100,jeremoabo,10,291810010,canché
29,Bahia,Nordeste Baiano,016,Serrinha,06402,2906402,candeal,05,290640205,candeal
41,Paraná,Oeste Paranaense,022,Toledo,15358,4115358,maripá,10,411535810,candeia
23,Ceará,Centro-Sul Cearense,026,Iguatu,03808,2303808,cedro,20,230380820,candeias
29,Bahia,Metropolitana de Salvador,021,Salvador,06501,2906501,candeias,05,290650105,candeias
31,Minas Gerais,Oeste de Minas,045,Campo Belo,12000,3112000,candeias,05,311200005,candeias
11,Rondônia,Madeira-Guaporé,001,Porto Velho,00809,1100809,candeias do jamari,05,110080905,candeias do jamari
43,Rio Grande do Sul,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,04200,4304200,candelária,05,430420005,candelária
35,São Paulo,Ribeirão Preto,014,Ribeirão Preto,40200,3540200,pontal,10,354020010,cândia
29,Bahia,Centro Sul Baiano,026,Guanambi,06600,2906600,candiba,05,290660005,candiba
41,Paraná,Norte Central Paranaense,013,Ivaiporã,04402,4104402,cândido de abreu,05,410440205,cândido de abreu
43,Rio Grande do Sul,Noroeste Rio-grandense,007,Santo Ângelo,09001,4309001,giruá,10,430900110,cândido freire
43,Rio Grande do Sul,Noroeste Rio-grandense,001,Santa Rosa,04309,4304309,cândido godói,05,430430905,cândido godói
21,Maranhão,Oeste Maranhense,007,Gurupi,02606,2102606,cândido mendes,05,210260605,cândido mendes
35,São Paulo,Assis,039,Assis,10005,3510005,cândido mota,05,351000505,cândido mota
35,São Paulo,Ribeirão Preto,013,Jaboticabal,10104,3510104,cândido rodrigues,05,351010405,cândido rodrigues
29,Bahia,Centro Sul Baiano,028,Vitória da Conquista,06709,2906709,cândido sales,05,290670905,cândido sales
43,Rio Grande do Sul,Sudeste Rio-grandense,032,Serras de Sudeste,04358,4304358,candiota,05,430435805,candiota
43,Rio Grande do Sul,Sudeste Rio-grandense,032,Serras de Sudeste,14506,4314506,pinheiro machado,10,431450610,candiota
41,Paraná,Centro-Sul Paranaense,029,Guarapuava,04428,4104428,candói,05,410442805,candói
41,Paraná,Sudoeste Paranaense,026,Francisco Beltrão,21604,4121604,renascença,15,412160415,canela
43,Rio Grande do Sul,Metropolitana de Porto Alegre,024,Gramado-Canela,04408,4304408,canela,05,430440805,canela
42,Santa Catarina,Grande Florianópolis,015,Tijucas,03709,4203709,canelinha,05,420370905,canelinha
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,18,355030818,cangaiba
17,Tocantins,Oriental do Tocantins,008,Dianópolis,18907,1718907,santa rosa do tocantins,10,171890710,cangas
51,Mato Grosso,Centro-Sul Mato-grossense,018,Alto Pantanal,06505,5106505,poconé,10,510650510,cangas
23,Ceará,Sertões Cearenses,021,Sertão de Senador Pompeu,13005,2313005,solonópole,15,231300515,cangati
23,Ceará,Sertões Cearenses,021,Sertão de Senador Pompeu,08500,2308500,mombaça,15,230850015,cangatí
24,Rio Grande do Norte,Leste Potiguar,019,Litoral Sul,02204,2402204,canguaretama,05,240220405,canguaretama
43,Rio Grande do Sul,Sudeste Rio-grandense,033,Pelotas,04507,4304507,canguçu,05,430450705,canguçu
35,São Paulo,Macro Metropolitana Paulista,046,Sorocaba,50605,3550605,são roque,15,355060515,canguera
43,Rio Grande do Sul,Centro Ocidental Rio-grandense,019,Restinga Seca,13102,4313102,nova palma,10,431310210,canhemborá
28,Sergipe,Leste Sergipano,007,Propriá,01108,2801108,canhoba,05,280110805,canhoba
26,Pernambuco,Agreste Pernambucano,011,Garanhuns,03702,2603702,canhotinho,05,260370205,canhotinho
23,Ceará,Norte Cearense,012,Canindé,02800,2302800,canindé,05,230280005,canindé
28,Sergipe,Sertão Sergipano,001,Sergipana do Sertão do São Francisco,01207,2801207,canindé de são francisco,05,280120705,canindé de são francisco
23,Ceará,Jaguaribe,023,Baixo Jaguaribe,05332,2305332,ibicuitinga,15,230533215,canindezinho
23,Ceará,Sertões Cearenses,018,Sertão de Cratéus,09300,2309300,nova russas,15,230930015,canindezinho
23,Ceará,Jaguaribe,025,Serra do Pereiro,11231,2311231,potiretama,10,231123110,canindezinho
23,Ceará,Centro-Sul Cearense,027,Várzea Alegre,14003,2314003,várzea alegre,15,231400315,canindezinho
35,São Paulo,Assis,040,Ourinhos,10153,3510153,canitar,05,351015305,canitar
31,Minas Gerais,Campo das Vertentes,059,Barbacena,54408,3154408,ressaquinha,07,315440807,canjamba
29,Bahia,Centro Norte Baiano,009,Irecê,13101,2913101,ibititá,20,291310120,canoão
42,Santa Catarina,Serrana,010,Campos de Lages,02602,4202602,bom retiro,10,420260210,canoas
43,Rio Grande do Sul,Metropolitana de Porto Alegre,026,Porto Alegre,04606,4304606,canoas,05,430460605,canoas
31,Minas Gerais,Noroeste de Minas,002,Paracatu,61700,3161700,são gonçalo do abaeté,10,316170010,canoeiros
42,Santa Catarina,Norte Catarinense,006,Canoinhas,03808,4203808,canoinhas,05,420380805,canoinhas
29,Bahia,Nordeste Baiano,014,Euclides da Cunha,06808,2906808,cansanção,05,290680805,cansanção
14,Roraima,Norte de Roraima,002,Nordeste de Roraima,00175,1400175,cantá,05,140017505,cantá
31,Minas Gerais,Vale do Rio Doce,036,Peçanha,12059,3112059,cantagalo,05,311205905,cantagalo
33,Rio de Janeiro,Centro Fluminense,006,Cantagalo-Cordeiro,01108,3301108,cantagalo,05,330110805,cantagalo
41,Paraná,Centro-Sul Paranaense,029,Guarapuava,04451,4104451,cantagalo,05,410445105,cantagalo
21,Maranhão,Norte Maranhense,006,Itapecuru Mirim,02705,2102705,cantanhede,05,210270505,cantanhede
23,Ceará,Noroeste Cearense,003,Coreaú,04004,2304004,coreaú,17,230400417,canto
22,Piauí,Sudoeste Piauiense,011,São Raimundo Nonato,02307,2202307,canto do buriti,05,220230705,canto do buriti
43,Rio Grande do Sul,Metropolitana de Porto Alegre,023,Montenegro,22541,4322541,vale real,15,432254115,canto krewer
29,Bahia,Nordeste Baiano,014,Euclides da Cunha,06824,2906824,canudos,05,290682405,canudos
29,Bahia,Centro Norte Baiano,009,Irecê,22052,2922052,mulungu do morro,10,292205210,canudos
43,Rio Grande do Sul,Centro Oriental Rio-grandense,021,Lajeado-Estrela,04614,4304614,canudos do vale,05,430461405,canudos do vale
13,Amazonas,Sul Amazonense,013,Madeira,00805,1300805,borba,20,130080520,canumã
13,Amazonas,Sul Amazonense,012,Purus,00904,1300904,canutama,05,130090405,canutama
41,Paraná,Sudoeste Paranaense,025,Capanema,20358,4120358,pranchita,10,412035810,canzianópolis
43,Rio Grande do Sul,Centro Oriental Rio-grandense,022,Cachoeira do Sul,03004,4303004,cachoeira do sul,15,430300415,capané
15,Pará,Nordeste Paraense,010,Bragantina,02202,1502202,capanema,05,150220205,capanema
41,Paraná,Sudoeste Paranaense,025,Capanema,04501,4104501,capanema,05,410450105,capanema
29,Bahia,Centro Sul Baiano,024,Jequié,18803,2918803,laje,10,291880310,capão
42,Santa Catarina,Serrana,010,Campos de Lages,03253,4203253,capão alto,05,420325305,capão alto
43,Rio Grande do Sul,Noroeste Rio-grandense,011,Cruz Alta,16709,4316709,santa bárbara do sul,18,431670918,capão alto
35,São Paulo,Itapetininga,044,Capão Bonito,10203,3510203,capão bonito,05,351020305,capão bonito
43,Rio Grande do Sul,Noroeste Rio-grandense,011,Cruz Alta,16451,4316451,salto do jacuí,07,431645107,capão bonito
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,04622,4304622,capão bonito do sul,05,430462205,capão bonito do sul
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,21352,4321352,tavares,15,432135215,capão comprido
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,04630,4304630,capão da canoa,05,430463005,capão da canoa
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,22509,4322509,vacaria,08,432250908,capão da herança
43,Rio Grande do Sul,Metropolitana de Porto Alegre,026,Porto Alegre,23002,4323002,viamão,15,432300215,capão da porteira
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,11304,4311304,lagoa vermelha,14,431130414,capão do cedro
43,Rio Grande do Sul,Centro Ocidental Rio-grandense,017,Santiago,04655,4304655,capão do cipó,05,430465505,capão do cipó
43,Rio Grande do Sul,Sudeste Rio-grandense,033,Pelotas,04663,4304663,capão do leão,05,430466305,capão do leão
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,02303,4302303,bom jesus,08,430230308,capão do tigre
43,Rio Grande do Sul,Metropolitana de Porto Alegre,026,Porto Alegre,09050,4309050,glorinha,10,430905010,capão grande
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,12617,4312617,muitos capões,15,431261715,capão grande
51,Mato Grosso,Centro-Sul Mato-grossense,017,Cuiabá,08402,5108402,várzea grande,25,510840225,capão grande
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,04630,4304630,capão da canoa,07,430463007,capão novo
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,19,355030819,capão redondo
50,Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,004,Campo Grande,07901,5007901,sidrolândia,10,500790110,capão seco
51,Mato Grosso,Centro-Sul Mato-grossense,015,Alto Paraguai,00508,5100508,alto paraguai,07,510050807,capão verde
31,Minas Gerais,Zona da Mata,061,Manhuaçu,12109,3112109,caparaó,05,311210905,caparaó
27,Alagoas,Leste Alagoano,009,Mata Alagoana,01704,2701704,capela,05,270170405,capela
28,Sergipe,Leste Sergipano,008,Cotinguiba,01306,2801306,capela,05,280130605,capela
43,Rio Grande do Sul,Noroeste Rio-grandense,011,Cruz Alta,02220,4302220,boa vista do cadeado,20,430222020,capela
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,12377,4312377,monte alegre dos campos,10,431237710,capela da luz
