uf,nome_uf,nome_meso,micro,nome_micro,mun,cod_mun_c,nome_mun,dist,distrito,nome_distrito
43,Rio Grande do Sul,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,12153,4312153,mato leitão,45,431215345,santo antônio
43,Rio Grande do Sul,Noroeste Rio-grandense,008,Ijuí,17806,4317806,santo augusto,15,431780615,santo antônio
43,Rio Grande do Sul,Noroeste Rio-grandense,002,Três Passos,21907,4321907,três passos,45,432190745,santo antônio
11,Rondônia,Leste Rondoniense,006,Cacoal,00015,1100015,alta floresta d'oeste,35,110001535,santo antônio d'oeste
35,São Paulo,Ribeirão Preto,015,Batatais,47908,3547908,santo antônio da alegria,05,354790805,santo antônio da alegria
52,Goiás,Sul Goiano,013,Sudoeste de Goiás,19712,5219712,santo antônio da barra,05,521971205,santo antônio da barra
31,Minas Gerais,Norte de Minas,007,Montes Claros,62401,3162401,são joão da ponte,25,316240125,santo antônio da boa vista
35,São Paulo,Bauru,020,Bauru,38907,3538907,pirajuí,20,353890720,santo antônio da estiva
31,Minas Gerais,Metropolitana de Belo Horizonte,031,Itabira,25903,3125903,ferros,30,312590330,santo antônio da fortaleza
31,Minas Gerais,Norte de Minas,005,Salinas,57377,3157377,santa cruz de salinas,25,315737725,santo antônio da itinga
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,17608,4317608,santo antônio da patrulha,05,431760805,santo antônio da patrulha
23,Ceará,Noroeste Cearense,002,Ibiapaba,05308,2305308,ibiapina,10,230530810,santo antônio da pindoba
41,Paraná,Norte Pioneiro Paranaense,016,Jacarezinho,24103,4124103,santo antônio da platina,05,412410305,santo antônio da platina
31,Minas Gerais,Oeste de Minas,043,Divinópolis,14204,3114204,carmo do cajuru,09,311420409,santo antônio da serra
31,Minas Gerais,Norte de Minas,003,Januária,17836,3117836,cônego marinho,20,311783620,santo antônio da vaca preta
31,Minas Gerais,Metropolitana de Belo Horizonte,032,Itaguara,08107,3108107,bonfim,10,310810710,santo antônio da vargem alegre
43,Rio Grande do Sul,Noroeste Rio-grandense,007,Santo Ângelo,17707,4317707,santo antônio das missões,05,431770705,santo antônio das missões
26,Pernambuco,Agreste Pernambucano,011,Garanhuns,08404,2608404,jurema,10,260840410,santo antônio das queimadas
29,Bahia,Sul Baiano,032,Porto Seguro,06907,2906907,caravelas,20,290690720,santo antônio de barcelona
43,Rio Grande do Sul,Nordeste Rio-grandense,016,Caxias do Sul,04804,4304804,carlos barbosa,25,430480425,santo antônio de castro
52,Goiás,Centro Goiano,010,Goiânia,19738,5219738,santo antônio de goiás,05,521973805,santo antônio de goiás
29,Bahia,Metropolitana de Salvador,020,Santo Antônio de Jesus,28703,2928703,santo antônio de jesus,05,292870305,santo antônio de jesus
22,Piauí,Sudeste Piauiense,014,Pio IX,09401,2209401,santo antônio de lisboa,05,220940105,santo antônio de lisboa
42,Santa Catarina,Grande Florianópolis,016,Florianópolis,05407,4205407,florianópolis,45,420540745,santo antônio de lisboa
31,Minas Gerais,Vale do Rio Doce,038,Mantena,44672,3144672,nova belém,20,314467220,santo antônio de nova belém
33,Rio de Janeiro,Noroeste Fluminense,002,Santo Antônio de Pádua,04706,3304706,santo antônio de pádua,05,330470605,santo antônio de pádua
35,São Paulo,Campinas,031,Mogi Mirim,48005,3548005,santo antônio de posse,05,354800505,santo antônio de posse
31,Minas Gerais,Vale do Rio Doce,040,Caratinga,30903,3130903,inhapim,21,313090321,santo antônio do alegre
31,Minas Gerais,Oeste de Minas,046,Oliveira,59902,3159902,santo antônio do amparo,05,315990205,santo antônio do amparo
35,São Paulo,Araçatuba,017,Araçatuba,48054,3548054,santo antônio do aracanguá,05,354805405,santo antônio do aracanguá
31,Minas Gerais,Zona da Mata,066,Cataguases,60009,3160009,santo antônio do aventureiro,05,316000905,santo antônio do aventureiro
43,Rio Grande do Sul,Noroeste Rio-grandense,011,Cruz Alta,10009,4310009,ibirubá,20,431000920,santo antônio do bom retiro
31,Minas Gerais,Noroeste de Minas,001,Unaí,70404,3170404,unaí,20,317040420,santo antônio do boqueirão
41,Paraná,Noroeste Paranaense,001,Paranavaí,24202,4124202,santo antônio do caiuá,05,412420205,santo antônio do caiuá
32,Espírito Santo,Central Espírito-santense,008,Santa Teresa,04609,3204609,santa teresa,17,320460917,santo antônio do canaã
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,14100,4314100,passo fundo,50,431410050,santo antônio do capinzal
31,Minas Gerais,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,17504,3117504,conceição do mato dentro,32,311750432,santo antônio do cruzeiro
31,Minas Gerais,Campo das Vertentes,057,Lavras,44607,3144607,nepomuceno,25,314460725,santo antônio do cruzeiro
52,Goiás,Leste Goiano,012,Entorno de Brasília,19753,5219753,santo antônio do descoberto,05,521975305,santo antônio do descoberto
51,Mato Grosso,Nordeste Mato-grossense,009,Norte Araguaia,07354,5107354,são josé do xingu,25,510735425,santo antônio do fontoura
31,Minas Gerais,Zona da Mata,063,Muriaé,71402,3171402,vieiras,10,317140210,santo antônio do glória
31,Minas Gerais,Zona da Mata,060,Ponte Nova,60108,3160108,santo antônio do grama,05,316010805,santo antônio do grama
13,Amazonas,Sudoeste Amazonense,003,Alto Solimões,03700,1303700,santo antônio do içá,05,130370005,santo antônio do içá
33,Rio de Janeiro,Centro Fluminense,008,Santa Maria Madalena,04607,3304607,santa maria madalena,20,330460720,santo antônio do imbé
41,Paraná,Sudeste Paranaense,033,União da Vitória,02901,4102901,bituruna,10,410290110,santo antônio do iratim
31,Minas Gerais,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,60207,3160207,santo antônio do itambé,05,316020705,santo antônio do itambé
31,Minas Gerais,Jequitinhonha,014,Almenara,60306,3160306,santo antônio do jacinto,05,316030605,santo antônio do jacinto
35,São Paulo,Campinas,030,São João da Boa Vista,48104,3548104,santo antônio do jardim,05,354810405,santo antônio do jardim
31,Minas Gerais,Metropolitana de Belo Horizonte,033,Ouro Preto,46107,3146107,ouro preto,50,314610750,santo antônio do leite
51,Mato Grosso,Nordeste Mato-grossense,010,Canarana,07792,5107792,santo antônio do leste,05,510779205,santo antônio do leste
51,Mato Grosso,Centro-Sul Mato-grossense,017,Cuiabá,07800,5107800,santo antônio do leverger,05,510780005,santo antônio do leverger
31,Minas Gerais,Vale do Rio Doce,040,Caratinga,13404,3113404,caratinga,35,311340435,santo antônio do manhuaçu
31,Minas Gerais,Oeste de Minas,043,Divinópolis,60405,3160405,santo antônio do monte,05,316040505,santo antônio do monte
31,Minas Gerais,Vale do Mucuri,015,Teófilo Otoni,39201,3139201,malacacheta,30,313920130,santo antônio do mucuri
32,Espírito Santo,Sul Espírito-santense,012,Cachoeiro de Itapemirim,03403,3203403,mimoso do sul,25,320340325,santo antônio do muqui
31,Minas Gerais,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,17504,3117504,conceição do mato dentro,30,311750430,santo antônio do norte
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,17558,4317558,santo antônio do palma,05,431755805,santo antônio do palma
41,Paraná,Norte Central Paranaense,012,Faxinal,22107,4122107,rio bom,10,412210710,santo antônio do palmital
41,Paraná,Norte Pioneiro Paranaense,015,Cornélio Procópio,24301,4124301,santo antônio do paraíso,05,412430105,santo antônio do paraíso
35,São Paulo,Assis,039,Assis,10005,3510005,cândido mota,20,351000520,santo antônio do paranapanema
35,São Paulo,Vale do Paraíba Paulista,049,Campos do Jordão,48203,3548203,santo antônio do pinhal,05,354820305,santo antônio do pinhal
31,Minas Gerais,Zona da Mata,062,Viçosa,50802,3150802,piranga,15,315080215,santo antônio do pirapetinga
43,Rio Grande do Sul,Noroeste Rio-grandense,009,Carazinho,17756,4317756,santo antônio do planalto,05,431775605,santo antônio do planalto
31,Minas Gerais,Vale do Rio Doce,037,Governador Valadares,27701,3127701,governador valadares,37,312770137,santo antônio do pontal
31,Minas Gerais,Campo das Vertentes,058,São João Del Rei,50307,3150307,piedade do rio grande,25,315030725,santo antônio do porto
32,Espírito Santo,Noroeste Espírito-santense,002,Nova Venécia,01001,3201001,boa esperança,40,320100140,santo antônio do pousalegre
32,Espírito Santo,Noroeste Espírito-santense,002,Nova Venécia,03908,3203908,nova venécia,30,320390830,santo antônio do quinze
31,Minas Gerais,Norte de Minas,005,Salinas,60454,3160454,santo antônio do retiro,05,316045405,santo antônio do retiro
31,Minas Gerais,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,60504,3160504,santo antônio do rio abaixo,05,316050405,santo antônio do rio abaixo
51,Mato Grosso,Norte Mato-grossense,006,Alto Teles Pires,06240,5106240,nova ubiratã,30,510624030,santo antônio do rio bonito
31,Minas Gerais,Vale do Rio Doce,041,Aimorés,01102,3101102,aimorés,33,310110233,santo antônio do rio doce
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,021,Frutal,27008,3127008,fronteira,20,312700820,santo antônio do rio grande
31,Minas Gerais,Noroeste de Minas,001,Unaí,22470,3122470,dom bosco,10,312247010,santo antônio do rio preto
52,Goiás,Sul Goiano,017,Catalão,05109,5205109,catalão,10,520510910,santo antônio do rio verde
31,Minas Gerais,Metropolitana de Belo Horizonte,033,Ouro Preto,46107,3146107,ouro preto,52,314610752,santo antônio do salto
41,Paraná,Sudoeste Paranaense,026,Francisco Beltrão,24400,4124400,santo antônio do sudoeste,05,412440005,santo antônio do sudoeste
15,Pará,Metropolitana de Belém,008,Castanhal,07003,1507003,santo antônio do tauá,05,150700305,santo antônio do tauá
31,Minas Gerais,Vale do Rio Doce,036,Peçanha,64506,3164506,são sebastião do maranhão,15,316450615,santo antônio dos araújos
31,Minas Gerais,Oeste de Minas,043,Divinópolis,22306,3122306,divinópolis,10,312230610,santo antônio dos campos
23,Ceará,Noroeste Cearense,004,Meruoca,08203,2308203,meruoca,20,230820320,santo antônio dos fernandes
21,Maranhão,Centro Maranhense,010,Médio Mearim,10302,2110302,santo antônio dos lopes,05,211030205,santo antônio dos lopes
22,Piauí,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,09450,2209450,santo antônio dos milagres,05,220945005,santo antônio dos milagres
26,Pernambuco,Mata Pernambucana,015,Mata Meridional Pernambucana,10004,2610004,palmares,10,261000410,santo antônio dos palmares
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,00059,4300059,água santa,25,430005925,santo antônio dos pinheirinhos
31,Minas Gerais,Zona da Mata,062,Viçosa,50802,3150802,piranga,20,315080220,santo antônio dos quilombolas
35,São Paulo,Metropolitana de São Paulo,062,Mogi das Cruzes,15707,3515707,ferraz de vasconcelos,15,351570715,santo antônio paulista
43,Rio Grande do Sul,Noroeste Rio-grandense,008,Ijuí,17806,4317806,santo augusto,05,431780605,santo augusto
43,Rio Grande do Sul,Noroeste Rio-grandense,001,Santa Rosa,17905,4317905,santo cristo,05,431790505,santo cristo
33,Rio de Janeiro,Norte Fluminense,003,Campos dos Goytacazes,01009,3301009,campos dos goytacazes,55,330100955,santo eduardo
29,Bahia,Centro Norte Baiano,012,Feira de Santana,28802,2928802,santo estêvão,05,292880205,santo estêvão
29,Bahia,Centro Norte Baiano,012,Feira de Santana,01700,2901700,antônio cardoso,20,290170020,santo estevão velho
35,São Paulo,Presidente Prudente,036,Presidente Prudente,48302,3548302,santo expedito,05,354830205,santo expedito
43,Rio Grande do Sul,Noroeste Rio-grandense,005,Sananduva,17954,4317954,santo expedito do sul,05,431795405,santo expedito do sul
31,Minas Gerais,Oeste de Minas,044,Formiga,50505,3150505,pimenta,10,315050510,santo hilário
31,Minas Gerais,Central Mineira,025,Curvelo,60603,3160603,santo hipólito,05,316060305,santo hipólito
29,Bahia,Centro Norte Baiano,009,Irecê,11303,2911303,gentio do ouro,25,291130325,santo inácio
41,Paraná,Norte Central Paranaense,006,Astorga,24509,4124509,santo inácio,05,412450905,santo inácio
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,02303,4302303,bom jesus,20,430230320,santo inácio
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,09500,2209500,santo inácio do piauí,05,220950005,santo inácio do piauí
43,Rio Grande do Sul,Noroeste Rio-grandense,007,Santo Ângelo,19208,4319208,são nicolau,20,431920820,santo isidro
23,Ceará,Noroeste Cearense,006,Ipu,10951,2310951,pires ferreira,10,231095110,santo izidro
43,Rio Grande do Sul,Centro Ocidental Rio-grandense,018,Santa Maria,11106,4311106,jaguari,17,431110617,santo izidro
41,Paraná,Centro Ocidental Paranaense,004,Goioerê,16802,4116802,nova cantu,15,411680215,santo rei
35,São Paulo,Araçatuba,018,Birigui,48401,3548401,santópolis do aguapeí,05,354840105,santópolis do aguapeí
35,São Paulo,Metropolitana de São Paulo,063,Santos,48500,3548500,santos,05,354850005,santos
31,Minas Gerais,Zona da Mata,065,Juiz de Fora,60702,3160702,santos dumont,05,316070205,santos dumont
43,Rio Grande do Sul,Metropolitana de Porto Alegre,023,Montenegro,12401,4312401,montenegro,35,431240135,santos reis
23,Ceará,Centro-Sul Cearense,027,Várzea Alegre,03303,2303303,cariús,15,230330315,são bartolomeu
31,Minas Gerais,Metropolitana de Belo Horizonte,033,Ouro Preto,46107,3146107,ouro preto,55,314610755,são bartolomeu
31,Minas Gerais,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,09501,3109501,cabo verde,15,310950115,são bartolomeu de minas
31,Minas Gerais,Zona da Mata,060,Ponte Nova,65560,3165560,sem-peixe,30,316556030,são bartolomeu de sem peixe
23,Ceará,Noroeste Cearense,002,Ibiapaba,12304,2312304,são benedito,05,231230405,são benedito
31,Minas Gerais,Metropolitana de Belo Horizonte,030,Belo Horizonte,57807,3157807,santa luzia,10,315780710,são benedito
35,São Paulo,Ribeirão Preto,011,Ituverava,24105,3524105,ituverava,15,352410515,são benedito da cachoeirinha
35,São Paulo,Campinas,030,São João da Boa Vista,30508,3530508,mococa,15,353050815,são benedito das areias
21,Maranhão,Leste Maranhense,014,Chapadinha,10401,2110401,são benedito do rio preto,05,211040105,são benedito do rio preto
26,Pernambuco,Mata Pernambucana,015,Mata Meridional Pernambucana,12901,2612901,são benedito do sul,05,261290105,são benedito do sul
25,Paraíba,Sertão Paraibano,003,Sousa,13927,2513927,são bentinho,05,251392705,são bentinho
21,Maranhão,Norte Maranhense,005,Baixada Maranhense,10500,2110500,são bento,05,211050005,são bento
25,Paraíba,Sertão Paraibano,001,Catolé do Rocha,13901,2513901,são bento,05,251390105,são bento
43,Rio Grande do Sul,Noroeste Rio-grandense,009,Carazinho,04705,4304705,carazinho,33,430470533,são bento
43,Rio Grande do Sul,Noroeste Rio-grandense,009,Carazinho,13706,4313706,palmeira das missões,52,431370652,são bento
31,Minas Gerais,Sul/Sudoeste de Minas,050,Varginha,60801,3160801,são bento abade,05,316080105,são bento abade
42,Santa Catarina,Sul Catarinense,019,Criciúma,11603,4211603,nova veneza,10,421160310,são bento baixo
31,Minas Gerais,Sul/Sudoeste de Minas,051,Poços de Caldas,59209,3159209,santa rita de caldas,10,315920910,são bento de caldas
31,Minas Gerais,Norte de Minas,007,Montes Claros,42007,3142007,mirabela,20,314200720,são bento de mirabela
24,Rio Grande do Norte,Central Potiguar,008,Macau,11601,2411601,são bento do norte,05,241160105,são bento do norte
35,São Paulo,Vale do Paraíba Paulista,049,Campos do Jordão,48609,3548609,são bento do sapucaí,05,354860905,são bento do sapucaí
42,Santa Catarina,Norte Catarinense,007,São Bento do Sul,15802,4215802,são bento do sul,05,421580205,são bento do sul
17,Tocantins,Ocidental do Tocantins,001,Bico do Papagaio,20101,1720101,são bento do tocantins,05,172010105,são bento do tocantins
24,Rio Grande do Norte,Agreste Potiguar,014,Borborema Potiguar,11700,2411700,são bento do trairí,05,241170005,são bento do trairí
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,13008,2613008,são bento do una,05,261300805,são bento do una
42,Santa Catarina,Oeste Catarinense,002,Chapecó,15752,4215752,são bernardino,05,421575205,são bernardino
21,Maranhão,Leste Maranhense,013,Baixo Parnaíba Maranhense,10609,2110609,são bernardo,05,211060905,são bernardo
23,Ceará,Sertões Cearenses,019,Sertão de Quixeramobim,11306,2311306,quixadá,57,231130657,são bernardo
24,Rio Grande do Norte,Oeste Potiguar,005,Serra de São Miguel,07005,2407005,luís gomes,15,240700515,são bernardo
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,48708,3548708,são bernardo do campo,05,354870805,são bernardo do campo
35,São Paulo,Assis,040,Ourinhos,28601,3528601,manduri,10,352860110,são berto
43,Rio Grande do Sul,Noroeste Rio-grandense,003,Frederico Westphalen,07302,4307302,erval seco,25,430730225,são bom jesus
42,Santa Catarina,Grande Florianópolis,017,Tabuleiro,15901,4215901,são bonifácio,05,421590105,são bonifácio
43,Rio Grande do Sul,Sudoeste Rio-grandense,029,Campanha Ocidental,18002,4318002,são borja,05,431800205,são borja
27,Alagoas,Agreste Alagoano,007,Traipu,08204,2708204,são brás,05,270820405,são brás
31,Minas Gerais,Noroeste de Minas,002,Paracatu,37106,3137106,lagamar,20,313710620,são brás de minas
31,Minas Gerais,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,60900,3160900,são brás do suaçuí,05,316090005,são brás do suaçuí
22,Piauí,Sudoeste Piauiense,011,São Raimundo Nonato,09559,2209559,são braz do piauí,05,220955905,são braz do piauí
31,Minas Gerais,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,20409,3120409,cristiano otoni,20,312040920,são caetano
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,00059,4300059,água santa,28,430005928,são caetano
31,Minas Gerais,Jequitinhonha,011,Capelinha,12307,3112307,capelinha,30,311230730,são caetano da serra
15,Pará,Nordeste Paraense,009,Salgado,07102,1507102,são caetano de odivelas,05,150710205,são caetano de odivelas
26,Pernambuco,Sertão Pernambucano,004,Sertão do Moxotó,01805,2601805,betânia,10,260180510,são caetano do navio
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,48807,3548807,são caetano do sul,05,354880705,são caetano do sul
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,13107,2613107,são caitano,05,261310705,são caitano
41,Paraná,Oeste Paranaense,022,Toledo,17909,4117909,palotina,15,411790915,são camilo
31,Minas Gerais,Vale do Rio Doce,040,Caratinga,13404,3113404,caratinga,40,311340440,são cândido
11,Rondônia,Madeira-Guaporé,001,Porto Velho,00205,1100205,porto velho,40,110020540,são carlos
35,São Paulo,Araraquara,025,São Carlos,48906,3548906,são carlos,05,354890605,são carlos
42,Santa Catarina,Oeste Catarinense,002,Chapecó,16008,4216008,são carlos,05,421600805,são carlos
43,Rio Grande do Sul,Sudoeste Rio-grandense,030,Campanha Central,16402,4316402,rosário do sul,25,431640225,são carlos
41,Paraná,Noroeste Paranaense,001,Paranavaí,24608,4124608,são carlos do ivaí,05,412460805,são carlos do ivaí
41,Paraná,Oeste Paranaense,022,Toledo,23501,4123501,santa helena,10,412350110,são clemente
28,Sergipe,Leste Sergipano,011,Aracaju,06701,2806701,são cristóvão,05,280670105,são cristóvão
41,Paraná,Sudeste Paranaense,033,União da Vitória,28203,4128203,união da vitória,10,412820310,são cristóvão
42,Santa Catarina,Norte Catarinense,006,Canoinhas,18301,4218301,três barras,10,421830110,são cristóvão
42,Santa Catarina,Serrana,009,Curitibanos,16057,4216057,são cristóvão do sul,05,421605705,são cristovão do sul
29,Bahia,Extremo Oeste Baiano,001,Barreiras,28901,2928901,são desidério,05,292890105,são desidério
43,Rio Grande do Sul,Sudeste Rio-grandense,032,Serras de Sudeste,14175,4314175,pedras altas,25,431417525,são diogo
43,Rio Grande do Sul,Sudoeste Rio-grandense,030,Campanha Central,17103,4317103,sant'ana do livramento,20,431710320,são diogo
23,Ceará,Norte Cearense,012,Canindé,03006,2303006,caridade,15,230300615,são domingos
25,Paraíba,Sertão Paraibano,003,Sousa,13968,2513968,são domingos,05,251396805,são domingos
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,02605,2602605,brejo da madre de deus,30,260260530,são domingos
28,Sergipe,Agreste Sergipano,004,Agreste de Itabaiana,06800,2806800,são domingos,05,280680005,são domingos
29,Bahia,Nordeste Baiano,016,Serrinha,28950,2928950,são domingos,05,292895005,são domingos
31,Minas Gerais,Zona da Mata,066,Cataguases,60009,3160009,santo antônio do aventureiro,10,316000910,são domingos
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,95,355030895,são domingos
41,Paraná,Sudeste Paranaense,033,União da Vitória,28203,4128203,união da vitória,15,412820315,são domingos
42,Santa Catarina,Oeste Catarinense,003,Xanxerê,16107,4216107,são domingos,05,421610705,são domingos
52,Goiás,Leste Goiano,011,Vão do Paranã,19803,5219803,são domingos,05,521980305,são domingos
31,Minas Gerais,Zona da Mata,065,Juiz de Fora,38609,3138609,lima duarte,15,313860915,são domingos da bocaina
31,Minas Gerais,Vale do Rio Doce,040,Caratinga,60959,3160959,são domingos das dores,05,316095905,são domingos das dores
15,Pará,Sudeste Paraense,020,Marabá,07151,1507151,são domingos do araguaia,05,150715105,são domingos do araguaia
21,Maranhão,Sul Maranhense,021,Chapadas das Mangabeiras,10658,2110658,são domingos do azeitão,05,211065805,são domingos do azeitão
15,Pará,Nordeste Paraense,013,Guamá,07201,1507201,são domingos do capim,05,150720105,são domingos do capim
25,Paraíba,Borborema,011,Cariri Oriental,13943,2513943,são domingos do cariri,05,251394305,são domingos do cariri
21,Maranhão,Centro Maranhense,012,Presidente Dutra,10708,2110708,são domingos do maranhão,05,211070805,são domingos do maranhão
32,Espírito Santo,Noroeste Espírito-santense,003,Colatina,04658,3204658,são domingos do norte,05,320465805,são domingos do norte
31,Minas Gerais,Metropolitana de Belo Horizonte,031,Itabira,61007,3161007,são domingos do prata,05,316100705,são domingos do prata
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,18051,4318051,são domingos do sul,05,431805105,são domingos do sul
13,Amazonas,Norte Amazonense,001,Rio Negro,03809,1303809,são gabriel da cachoeira,20,130380920,são felipe
29,Bahia,Metropolitana de Salvador,020,Santo Antônio de Jesus,29107,2929107,são felipe,05,292910705,são felipe
11,Rondônia,Leste Rondoniense,007,Vilhena,01484,1101484,são felipe d'oeste,05,110148405,são felipe d'oeste
23,Ceará,Sul Cearense,031,Barro,08104,2308104,mauriti,25,230810425,são félix
29,Bahia,Metropolitana de Salvador,020,Santo Antônio de Jesus,29008,2929008,são félix,05,292900805,são félix
21,Maranhão,Sul Maranhense,021,Chapadas das Mangabeiras,10807,2110807,são félix de balsas,05,211080705,são félix de balsas
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,019,Patrocínio,24807,3124807,estrela do sul,20,312480720,são félix de estrela
31,Minas Gerais,Vale do Rio Doce,038,Mantena,61056,3161056,são félix de minas,05,316105605,são félix de minas
51,Mato Grosso,Nordeste Mato-grossense,009,Norte Araguaia,07859,5107859,são félix do araguaia,05,510785905,são félix do araguaia
29,Bahia,Extremo Oeste Baiano,003,Santa Maria da Vitória,29057,2929057,são félix do coribe,05,292905705,são félix do coribe
22,Piauí,Centro-Norte Piauiense,006,Valença do Piauí,09609,2209609,são félix do piauí,05,220960905,são félix do piauí
17,Tocantins,Oriental do Tocantins,007,Jalapão,20150,1720150,são félix do tocantins,05,172015005,são félix do tocantins
15,Pará,Sudeste Paraense,018,São Félix do Xingu,07300,1507300,são félix do xingu,05,150730005,são félix do xingu
24,Rio Grande do Norte,Central Potiguar,011,Seridó Ocidental,11809,2411809,são fernando,05,241180905,são fernando
33,Rio de Janeiro,Norte Fluminense,003,Campos dos Goytacazes,04805,3304805,são fidélis,05,330480505,são fidélis
23,Ceará,Sul Cearense,033,Brejo Santo,02503,2302503,brejo santo,15,230250315,são filipe
23,Ceará,Noroeste Cearense,004,Meruoca,08203,2308203,meruoca,25,230820325,são francisco
23,Ceará,Sertões Cearenses,018,Sertão de Cratéus,11264,2311264,quiterianópolis,20,231126420,são francisco
25,Paraíba,Sertão Paraibano,003,Sousa,13984,2513984,são francisco,05,251398405,são francisco
28,Sergipe,Leste Sergipano,009,Japaratuba,06909,2806909,são francisco,05,280690905,são francisco
31,Minas Gerais,Norte de Minas,003,Januária,61106,3161106,são francisco,05,316110605,são francisco
32,Espírito Santo,Litoral Norte Espírito-santense,006,Linhares,04351,3204351,rio bananal,40,320435140,são francisco
35,São Paulo,São José do Rio Preto,001,Jales,49003,3549003,são francisco,05,354900305,são francisco
41,Paraná,Sudoeste Paranaense,027,Pato Branco,05409,4105409,chopinzinho,10,410540910,são francisco
43,Rio Grande do Sul,Noroeste Rio-grandense,006,Cerro Largo,05207,4305207,cerro largo,14,430520714,são francisco
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,12377,4312377,monte alegre dos campos,38,431237738,são francisco
15,Pará,Marajó,006,Arari,04901,1504901,muaná,10,150490110,são francisco da jararaca
35,São Paulo,Vale do Paraíba Paulista,054,Caraguatatuba,50704,3550704,são sebastião,15,355070415,são francisco da praia
43,Rio Grande do Sul,Sudoeste Rio-grandense,029,Campanha Ocidental,18101,4318101,são francisco de assis,05,431810105,são francisco de assis
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,09658,2209658,são francisco de assis do piauí,05,220965805,são francisco de assis do piauí
52,Goiás,Centro Goiano,007,Anápolis,19902,5219902,são francisco de goiás,05,521990205,são francisco de goiás
41,Paraná,Norte Pioneiro Paranaense,015,Cornélio Procópio,06001,4106001,congonhinhas,15,410600115,são francisco de imbaú
33,Rio de Janeiro,Norte Fluminense,003,Campos dos Goytacazes,04755,3304755,são francisco de itabapoana,05,330475505,são francisco de itabapoana
31,Minas Gerais,Oeste de Minas,046,Oliveira,61205,3161205,são francisco de paula,05,316120505,são francisco de paula
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,18200,4318200,são francisco de paula,05,431820005,são francisco de paula
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,021,Frutal,61304,3161304,são francisco de sales,05,316130405,são francisco de sales
41,Paraná,Centro-Sul Paranaense,030,Palmas,05706,4105706,clevelândia,15,410570615,são francisco de sales
21,Maranhão,Oeste Maranhense,009,Imperatriz,10856,2110856,são francisco do brejão,05,211085605,são francisco do brejão
29,Bahia,Metropolitana de Salvador,021,Salvador,29206,2929206,são francisco do conde,05,292920605,são francisco do conde
31,Minas Gerais,Zona da Mata,063,Muriaé,61403,3161403,são francisco do glória,05,316140305,são francisco do glória
11,Rondônia,Madeira-Guaporé,002,Guajará-Mirim,01492,1101492,são francisco do guaporé,05,110149205,são francisco do guaporé
31,Minas Gerais,Vale do Rio Doce,041,Aimorés,44003,3144003,mutum,25,314400325,são francisco do humaitá
31,Minas Gerais,Vale do Rio Doce,037,Governador Valadares,33204,3133204,itanhomi,25,313320425,são francisco do jataí
21,Maranhão,Leste Maranhense,018,Chapadas do Alto Itapecuru,10906,2110906,são francisco do maranhão,05,211090605,são francisco do maranhão
24,Rio Grande do Norte,Oeste Potiguar,006,Pau dos Ferros,11908,2411908,são francisco do oeste,05,241190805,são francisco do oeste
15,Pará,Nordeste Paraense,010,Bragantina,07409,1507409,são francisco do pará,05,150740905,são francisco do pará
22,Piauí,Sudoeste Piauiense,009,Floriano,09708,2209708,são francisco do piauí,05,220970805,são francisco do piauí
42,Santa Catarina,Norte Catarinense,008,Joinville,16206,4216206,são francisco do sul,05,421620605,são francisco do sul
35,São Paulo,Vale do Paraíba Paulista,050,São José dos Campos,49904,3549904,são josé dos campos,15,354990415,são francisco xavier
32,Espírito Santo,Central Espírito-santense,007,Afonso Cláudio,00102,3200102,afonso cláudio,37,320010237,são francisco xavier do guandu
