ibge7,meso,nome_meso,micro,nome_micro,mun,tx_mort_acid_15_29,tx_mort_hom_15_29,tx_mort_mama,tx_mort_inf,existe_conselho_saude,tx_analf_25m,prop_fund_25m,perc_med_25m,tx_med_adeq,tx_med_lab,existe_conselho_educ,tx_crimes_pat,tx_crimes_pes,tx_hom,existe_uni_infra,perc_energia,perc_banagua,perc_esgoto,perc_lixo,pop_total,pop_masc,pop_fem,raz_dep,tx_urb,tx_fec,esp_vida,rdpc,renocup,perc_rdpc_140,fam_pbf,tx_emp_form,rend_pc_form,pib_pc,perc_agro,perc_serv,tx_ativ_18m
3100104,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,Abadia dos Dourados,66.53,0.0,0.0,0.0,Não,11.0,34.6,16.28,50.6,100.0,Sim,74.5,14.9,0.0,Não,98.55,98.18,55.01,98.03,6704,3400,3304,41.95,62.49,1.97,75.0,596.18,920.1,7.94,589,22.9,114.28,11744.69,37.9,26.86,65.97
3100203,3106,Central Mineira,31024,Três Marias,Abaeté,56.22,0.0,8.73,27.27,Sim,10.6,30.8,19.24,44.5,100.0,Sim,61.7,26.4,8.8,Não,99.92,97.43,79.66,98.42,22700,11230,11460,45.45,86.84,2.33,76.0,707.24,930.85,6.69,1428,27.5,172.19,11466.39,22.08,40.06,65.9
3100302,3112,Zona da Mata,31061,Manhuaçu,Abre Campo,30.9,0.0,0.0,27.21,Sim,15.0,25.8,17.7,35.2,100.0,Sim,37.5,37.5,15.0,Não,99.36,98.77,45.88,95.55,13311,6669,6642,49.46,54.7,1.87,74.0,444.32,685.72,23.33,1293,20.1,117.72,7998.32,45.8,31.92,63.8
3100401,3112,Zona da Mata,31060,Ponte Nova,Acaiaca,0.0,0.0,0.0,20.83,Não,17.1,28.6,17.28,64.6,68.3,Sim,229.5,25.5,25.5,Não,99.83,99.59,59.76,99.28,3924,1894,2026,53.78,65.13,1.91,74.0,357.03,646.71,26.53,389,11.7,61.49,6049.45,25.16,41.87,57.71
3100500,3108,Vale do Rio Doce,31039,Ipatinga,Açucena,0.0,34.13,0.0,19.61,Sim,24.9,21.0,13.02,42.3,72.9,Sim,38.9,77.8,38.9,Não,95.13,82.93,40.88,49.38,10298,5228,5048,59.84,46.76,2.11,76.0,325.42,514.6,30.7,1172,10.3,52.78,5603.93,41.22,29.89,54.21
3100609,3108,Vale do Rio Doce,31036,Peçanha,Água Boa,0.0,0.0,0.0,0.0,Sim,36.1,20.2,13.45,28.0,100.0,Sim,52.6,92.1,32.9,Não,92.94,66.55,32.88,82.48,15193,7742,7453,62.71,46.3,2.43,73.0,322.12,511.49,31.79,1918,9.4,45.07,5777.4,57.58,23.31,68.48
3100708,3105,Triângulo Mineiro/Alto Paranaíba,31022,Uberaba,Água Comprida,0.0,0.0,0.0,76.92,Sim,9.5,29.4,14.72,48.7,100.0,Sim,98.7,49.3,0.0,Não,100.0,99.0,74.92,99.87,2020,1058,945,40.97,75.06,2.29,77.0,701.19,998.23,4.39,97,28.7,237.63,61894.55,38.81,42.12,69.81
3100807,3109,Oeste de Minas,31045,Campo Belo,Aguanil,110.13,0.0,0.0,0.0,Sim,15.9,28.8,15.32,38.0,100.0,Sim,0.0,49.3,24.6,Não,100.0,99.42,64.88,99.11,4049,2055,1984,45.54,57.84,2.22,76.0,524.43,781.84,8.51,244,29.3,157.67,8036.41,36.78,24.49,64.85
3100906,3104,Vale do Mucuri,31016,Nanuque,Águas Formosas,0.0,37.63,0.0,16.18,Sim,31.3,31.6,21.6,38.6,100.0,Sim,10.8,54.1,37.8,Não,97.39,84.4,68.5,96.82,18482,9318,9161,57.83,77.48,2.67,74.0,389.57,640.97,31.69,2302,11.2,58.73,5897.46,34.92,35.16,65.49
3101003,3102,Norte de Minas,31005,Salinas,Águas Vermelhas,28.61,26.38,0.0,0.0,Sim,36.5,21.3,12.37,29.9,100.0,Sim,15.7,47.1,15.7,Não,98.45,81.92,29.84,97.75,12718,6526,6196,55.51,70.28,2.6,73.0,306.97,591.65,33.19,1607,10.2,60.93,7629.4,33.63,30.37,54.85
3101102,3108,Vale do Rio Doce,31041,Aimorés,Aimorés,51.69,50.06,23.26,14.79,Sim,17.7,35.8,24.02,46.5,100.0,Sim,68.1,52.0,28.0,Não,99.96,97.46,76.28,96.41,24969,12061,12898,51.4,78.93,2.11,74.0,567.46,893.84,14.09,2258,19.0,113.7,10356.11,26.29,40.91,61.54
3101201,3110,Sul/Sudoeste de Minas,31055,Andrelândia,Aiuruoca,0.0,0.0,0.0,16.95,Não,17.1,26.2,17.54,32.5,100.0,Sim,16.2,16.2,0.0,Não,98.59,99.18,34.52,99.76,6173,3206,2956,45.96,50.68,1.85,77.0,539.92,734.85,11.7,283,19.8,113.9,9477.41,36.35,35.66,68.45
3101300,3110,Sul/Sudoeste de Minas,31054,São Lourenço,Alagoa,0.0,0.0,0.0,0.0,Não,17.2,24.8,15.62,52.3,100.0,Sim,36.9,0.0,0.0,Não,99.23,98.34,53.14,98.19,2709,1408,1301,46.6,40.97,2.08,75.0,413.75,558.92,17.57,263,15.7,103.43,9395.8,54.15,30.5,64.49
3101409,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,Albertina,0.0,0.0,0.0,0.0,Não,14.7,29.1,16.17,45.2,100.0,Sim,0.0,34.3,34.3,Não,100.0,99.75,65.93,99.66,2913,1488,1425,47.53,69.07,1.83,74.0,564.08,796.26,3.02,114,18.7,119.71,14661.8,52.97,22.83,74.53
3101508,3112,Zona da Mata,31066,Cataguases,Além Paraíba,0.0,0.0,11.23,26.49,Sim,7.5,47.5,32.66,51.2,100.0,Sim,14.5,29.1,5.8,Não,99.48,99.07,79.3,98.4,34341,16507,17768,46.54,93.36,2.04,76.0,674.5,1058.91,9.22,1804,33.6,264.25,18812.56,6.73,48.36,63.73
3101607,3110,Sul/Sudoeste de Minas,31049,Alfenas,Alfenas,36.42,29.83,10.61,13.46,Não,7.1,51.5,36.37,63.1,89.4,Sim,154.5,21.6,8.1,Não,99.97,98.1,93.2,99.86,73722,36061,37677,42.06,93.77,1.88,75.0,783.41,1229.94,5.53,3263,33.5,314.28,17398.74,11.93,47.82,68.37
3101631,3111,Campo das Vertentes,31059,Barbacena,Alfredo Vasconcelos,130.55,0.0,0.0,18.52,Sim,12.6,31.8,18.65,45.5,100.0,Sim,49.3,0.0,0.0,Não,99.67,99.35,61.11,99.3,6078,3110,2965,44.58,66.35,1.74,75.0,400.14,657.6,16.92,394,17.3,95.49,7923.38,35.45,30.23,62.73
3101706,3103,Jequitinhonha,31014,Almenara,Almenara,38.77,0.0,15.59,20.91,Sim,27.6,31.3,20.36,36.4,100.0,Sim,154.7,51.5,10.3,Não,96.72,85.83,75.15,95.63,38779,19396,19099,50.65,81.88,2.27,73.0,419.98,708.25,25.31,4418,18.8,107.66,6297.94,25.5,40.13,63.44
3101805,3108,Vale do Rio Doce,31037,Governador Valadares,Alpercata,57.7,0.0,0.0,0.0,Não,20.2,30.5,16.43,34.0,100.0,Sim,27.8,27.8,13.9,Não,99.45,95.46,69.48,84.03,7172,3590,3582,55.08,78.92,2.06,74.0,401.21,750.59,15.19,698,20.9,99.07,6226.28,19.67,40.8,56.39
3101904,3110,Sul/Sudoeste de Minas,31047,Passos,Alpinópolis,62.67,41.89,22.23,21.74,Sim,9.4,36.6,22.34,61.7,100.0,Sim,43.2,21.6,10.8,Não,99.9,97.39,80.43,99.8,18490,9493,8995,43.54,81.08,2.04,77.0,633.91,1029.25,8.46,754,21.1,133.12,12567.83,29.99,30.86,66.19
3102001,3110,Sul/Sudoeste de Minas,31049,Alfenas,Alterosa,61.73,0.0,0.0,0.0,Não,12.6,26.8,16.98,43.4,100.0,Sim,0.0,7.2,0.0,Não,99.76,99.97,71.97,100.0,13714,6845,6625,48.06,72.92,2.04,76.0,475.99,703.77,12.4,790,13.6,81.06,8813.6,48.22,24.84,65.32
3102050,3112,Zona da Mata,31061,Manhuaçu,Alto Caparaó,0.0,0.0,38.9,28.17,Sim,14.2,26.7,15.07,38.4,100.0,Sim,0.0,0.0,0.0,Não,100.0,98.75,63.53,100.0,5297,2577,2433,46.56,74.83,1.77,76.0,505.1,689.19,11.78,413,12.0,64.19,8417.0,55.42,28.99,75.54
3102100,3112,Zona da Mata,31062,Viçosa,Alto Rio Doce,0.0,0.0,0.0,0.0,Não,18.4,20.1,11.93,55.1,100.0,Sim,8.2,0.0,0.0,Não,98.46,83.53,35.77,96.65,12158,6102,6057,49.47,41.7,1.52,75.0,323.95,460.95,29.5,1441,9.1,54.4,6023.79,46.32,29.88,54.99
3102209,3108,Vale do Rio Doce,31041,Aimorés,Alvarenga,93.11,0.0,0.0,0.0,Sim,22.5,20.7,10.41,32.1,100.0,Sim,0.0,67.5,22.5,Não,98.23,96.16,48.14,99.35,4443,2239,2205,51.65,47.68,1.8,73.0,312.46,517.53,32.55,568,6.5,31.61,5788.52,45.69,31.32,46.73
3102308,3107,Metropolitana de Belo Horizonte,31031,Itabira,Alvinópolis,27.22,0.0,12.94,55.94,Não,13.6,31.6,21.09,52.1,100.0,Sim,26.2,6.5,0.0,Não,99.51,97.95,72.59,96.11,15263,7535,7726,49.74,74.92,1.73,74.0,460.96,709.74,14.05,1296,24.1,139.9,9938.13,30.15,31.0,60.81
3102407,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,Alvorada de Minas,0.0,208.33,0.0,15.87,Sim,25.9,18.7,12.58,38.7,100.0,Sim,0.0,84.6,28.2,Não,85.09,60.47,25.83,79.73,3548,1779,1767,67.77,40.89,2.23,73.0,277.99,476.92,48.29,427,13.5,61.25,7254.06,43.48,28.56,54.67
3102506,3112,Zona da Mata,31062,Viçosa,Amparo da Serra,0.0,75.93,0.0,13.7,Sim,20.6,26.0,16.71,32.1,100.0,Sim,39.5,19.7,19.7,Não,97.75,96.92,45.57,86.79,5052,2484,2569,54.22,52.29,2.05,74.0,368.72,554.79,21.97,481,11.3,64.45,5295.81,48.91,30.65,57.99
3102605,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,Andradas,21.61,10.82,21.52,2.21,Sim,10.3,37.4,25.39,49.1,100.0,Sim,56.3,2.6,0.0,Não,99.81,99.05,75.85,99.92,37302,18681,18589,42.24,75.17,1.86,78.0,754.39,1020.58,2.51,1433,33.6,235.46,13115.52,33.96,29.54,74.06
3102704,3103,Jequitinhonha,31013,Pedra Azul,Cachoeira de Pajeú,0.0,39.29,0.0,35.71,Sim,34.5,19.2,12.58,34.7,100.0,Sim,100.4,55.8,33.4,Não,98.16,62.48,20.6,84.42,8962,4510,4449,59.18,49.79,2.54,71.0,265.27,442.04,40.59,1117,12.7,65.66,6376.04,38.64,33.62,56.82
3102803,3110,Sul/Sudoeste de Minas,31055,Andrelândia,Andrelândia,37.51,0.0,16.37,0.0,Sim,12.9,35.5,24.04,47.3,100.0,Sim,16.4,16.4,8.2,Não,98.62,98.19,78.1,98.51,12146,6066,6107,44.32,80.59,1.88,74.0,534.68,795.97,14.75,1052,18.0,119.77,8569.64,28.5,39.68,59.99
3102852,3103,Jequitinhonha,31011,Capelinha,Angelândia,134.53,76.72,0.0,33.33,Sim,34.7,19.5,10.16,38.7,100.0,Sim,74.9,74.9,24.9,Não,96.83,74.22,42.62,87.15,8003,3837,3932,65.05,50.43,2.42,70.0,322.8,569.29,34.97,957,13.9,79.99,6240.8,59.03,22.85,74.58
3102902,3111,Campo das Vertentes,31059,Barbacena,Antônio Carlos,36.68,0.0,0.0,16.81,Sim,14.2,31.9,22.51,39.3,100.0,Sim,18.0,0.0,0.0,Não,99.54,96.99,63.13,97.98,11112,5530,5584,42.23,70.42,1.81,75.0,457.02,733.39,16.85,771,18.8,106.23,11238.6,25.03,38.35,59.77
3103009,3108,Vale do Rio Doce,31039,Ipatinga,Antônio Dias,41.31,0.0,21.11,21.05,Não,20.0,25.4,14.22,51.5,100.0,Sim,31.3,31.3,10.4,Não,97.75,85.16,49.39,91.61,9573,4829,4736,50.95,48.84,2.21,76.0,387.61,699.25,22.14,925,23.1,111.37,7818.0,30.44,35.88,53.51
3103108,3112,Zona da Mata,31063,Muriaé,Antônio Prado de Minas,0.0,0.0,123.46,71.43,Não,13.0,32.3,20.21,49.7,100.0,Sim,0.0,0.0,0.0,Não,99.9,99.5,70.29,100.0,1673,861,810,48.3,60.02,1.42,75.0,529.54,739.9,12.08,158,17.9,112.93,8819.76,38.5,37.73,58.08
3103207,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,Araçaí,0.0,0.0,86.21,0.0,Sim,12.6,38.5,25.24,60.7,100.0,Sim,44.5,0.0,0.0,Não,98.91,97.22,54.03,99.25,2247,1083,1160,49.82,79.49,1.86,73.0,482.4,744.08,11.04,175,38.1,215.55,13566.56,27.99,31.26,65.49
3103306,3112,Zona da Mata,31065,Juiz de Fora,Aracitaba,0.0,0.0,0.0,0.0,Não,15.2,26.2,17.55,66.0,100.0,Sim,0.0,0.0,0.0,Não,99.63,99.61,63.61,99.6,2057,1053,1005,44.17,79.74,1.78,74.0,351.6,553.72,23.13,194,16.7,90.15,8366.13,35.51,43.57,48.02
3103405,3103,Jequitinhonha,31012,Araçuaí,Araçuaí,60.04,0.0,5.51,12.35,Não,22.5,32.3,20.94,38.3,93.8,Sim,58.3,27.7,11.1,Não,98.54,79.01,29.97,95.44,36041,17848,18165,53.17,65.07,1.89,74.0,410.67,751.04,29.55,4230,14.8,81.01,5593.69,30.38,35.41,59.83
3103504,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,Araguari,29.31,45.25,1.8,11.02,Sim,5.8,53.4,35.14,61.2,99.3,Sim,173.0,38.2,10.9,Não,99.96,98.28,68.37,99.22,109779,53889,55397,41.78,93.43,1.46,77.0,798.63,1204.56,4.22,4687,27.2,208.23,20152.75,12.95,43.26,68.27
3103603,3110,Sul/Sudoeste de Minas,31055,Andrelândia,Arantina,0.0,0.0,71.02,0.0,Sim,12.1,31.7,20.35,57.0,100.0,Sim,0.0,0.0,0.0,Não,98.84,99.57,82.6,99.19,2823,1415,1408,48.57,93.27,2.04,75.0,411.16,675.75,18.11,282,20.2,109.34,6115.12,18.36,46.09,50.79
3103702,3112,Zona da Mata,31062,Viçosa,Araponga,0.0,0.0,0.0,0.0,Não,28.6,12.2,6.95,33.1,82.2,Sim,0.0,49.0,12.2,Não,99.6,91.26,27.22,93.43,8165,4191,3961,49.13,37.3,1.74,71.0,328.75,489.93,24.49,831,10.4,54.42,6015.18,73.61,17.76,69.62
3103751,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,Araporã,0.0,0.0,0.0,9.35,Sim,10.6,43.8,29.16,43.3,100.0,Sim,65.1,48.8,32.5,Não,99.94,99.53,95.63,99.59,6233,3111,3033,44.33,96.0,2.49,74.0,536.04,1062.37,7.81,239,53.5,611.97,147839.87,11.25,39.97,64.05
3103801,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,Arapuá,0.0,0.0,0.0,0.0,Sim,9.5,31.0,20.01,69.4,100.0,Sim,0.0,0.0,0.0,Não,99.74,98.0,72.79,99.21,2772,1406,1369,44.53,75.24,1.48,77.0,696.47,1093.67,3.03,152,25.1,158.55,23653.27,41.05,30.72,66.21
3103900,3106,Central Mineira,31026,Bom Despacho,Araújos,0.0,50.43,0.0,9.26,Não,10.2,35.1,19.35,37.9,100.0,Sim,38.0,25.3,12.6,Não,99.97,99.68,84.71,97.46,7884,4010,3873,46.61,86.41,2.37,76.0,599.3,855.86,1.36,132,30.9,156.8,8910.36,15.7,25.88,76.28
3104007,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,Araxá,23.89,4.12,6.33,8.66,Sim,5.1,58.3,40.77,59.5,92.8,Sim,86.4,22.4,4.2,Não,99.96,99.29,96.06,99.49,93683,46022,47046,39.51,98.52,1.9,76.0,883.88,1357.09,2.91,3149,36.8,302.31,27548.87,8.39,45.46,70.31
3104106,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,Arceburgo,0.0,47.62,21.76,0.0,Sim,13.1,36.2,24.73,30.4,100.0,Sim,21.0,10.5,10.5,Não,100.0,99.56,85.59,99.67,9509,4914,4595,44.73,86.01,2.12,74.0,576.68,900.41,2.94,357,35.6,278.88,25277.17,35.4,22.6,67.74
3104205,3109,Oeste de Minas,31044,Formiga,Arcos,31.61,20.35,21.75,13.73,Sim,6.0,48.9,32.81,66.9,94.7,Sim,19.1,8.2,5.4,Não,100.0,97.32,91.0,99.82,36582,18209,18388,37.54,92.8,1.57,77.0,691.16,1085.82,4.34,1269,34.6,252.63,16659.48,7.52,39.31,66.01
3104304,3110,Sul/Sudoeste de Minas,31049,Alfenas,Areado,86.18,0.0,29.39,4.83,Não,8.9,37.5,24.72,53.5,100.0,Sim,43.7,7.2,0.0,Não,99.89,96.42,83.33,99.28,13729,6920,6805,44.98,83.93,2.17,76.0,622.83,919.9,5.64,499,17.0,96.16,9549.15,34.94,33.63,67.08
3104403,3112,Zona da Mata,31066,Cataguases,Argirita,0.0,0.0,0.0,0.0,Sim,12.8,27.2,20.5,19.9,100.0,Sim,0.0,0.0,0.0,Não,99.27,99.76,68.16,100.0,2901,1485,1416,52.29,75.56,1.84,74.0,442.45,626.57,10.15,260,25.9,138.16,8792.29,23.38,35.91,59.71
3104452,3103,Jequitinhonha,31011,Capelinha,Aricanduva,0.0,0.0,0.0,0.0,Sim,28.6,17.9,9.76,40.1,100.0,Sim,20.9,41.9,20.9,Não,98.27,75.86,28.67,87.7,4770,2429,2341,57.87,35.53,2.34,72.0,249.75,376.85,41.35,613,8.2,36.63,5390.44,65.04,22.12,65.9
3104502,3101,Noroeste de Minas,31001,Unaí,Arinos,0.0,0.0,0.0,16.57,Sim,19.2,35.6,21.92,55.6,91.8,Sim,45.2,28.2,5.6,Não,89.41,81.11,18.27,96.34,17674,9171,8503,57.46,61.41,2.73,74.0,349.52,641.19,35.37,2141,11.7,66.41,7882.03,36.32,35.99,63.61
3104601,3112,Zona da Mata,31064,Ubá,Astolfo Dutra,0.0,30.91,0.0,19.35,Sim,8.6,36.4,21.41,32.4,100.0,Sim,53.6,7.6,7.6,Não,100.0,98.4,39.61,98.86,13049,6553,6496,42.51,91.06,1.67,77.0,572.06,821.97,6.34,634,42.7,192.83,12069.38,9.12,27.12,64.36
3104700,3104,Vale do Mucuri,31015,Teófilo Otoni,Ataléia,57.77,0.0,14.0,12.66,Não,32.1,21.9,14.48,23.4,75.8,Sim,41.5,41.5,13.8,Não,96.93,82.7,40.01,90.13,14451,7311,7144,58.44,49.8,2.38,74.0,317.64,487.89,32.26,2036,9.3,45.96,6285.43,51.36,26.84,59.6
3104809,3106,Central Mineira,31025,Curvelo,Augusto de Lima,165.02,0.0,0.0,14.71,Sim,17.9,30.2,20.7,61.2,100.0,Sim,20.1,0.0,0.0,Não,99.26,92.76,3.35,93.62,4962,2515,2430,54.99,58.95,2.26,74.0,384.1,614.16,15.61,502,24.2,120.84,10222.41,36.29,34.27,66.1
3104908,3110,Sul/Sudoeste de Minas,31054,São Lourenço,Baependi,0.0,0.0,32.85,4.78,Sim,12.3,35.2,22.14,46.0,100.0,Sim,27.3,5.4,0.0,Não,98.77,97.17,71.92,99.42,18292,9175,9132,44.2,72.36,1.56,75.0,497.21,788.46,15.28,1562,26.6,157.14,8249.77,17.39,34.92,62.21
3105004,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,Baldim,52.71,45.45,0.0,0.0,Sim,11.4,33.8,23.96,55.4,100.0,Sim,101.1,126.3,25.2,Não,99.14,97.03,51.42,94.1,7917,3941,3972,52.71,64.03,2.31,72.0,458.08,690.86,15.92,771,44.9,294.01,8448.28,34.95,30.91,61.6
3105103,3109,Oeste de Minas,31042,Piuí,Bambuí,57.92,19.38,17.42,19.51,Sim,9.2,42.4,27.82,69.2,93.9,Sim,21.9,30.7,8.8,Não,99.82,95.94,84.31,99.96,22709,11252,11482,42.13,85.0,1.73,77.0,777.46,1074.46,4.27,940,24.9,197.06,12939.93,23.02,41.61,67.1
3105202,3103,Jequitinhonha,31014,Almenara,Bandeira,0.0,67.8,0.0,22.22,Sim,37.7,19.1,12.14,34.7,100.0,Sim,0.0,0.0,0.0,Não,96.57,78.8,50.02,88.92,4988,2537,2450,52.77,47.66,1.69,74.0,302.0,448.5,32.77,763,8.4,37.47,5447.05,52.69,30.57,53.83
3105301,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,Bandeira do Sul,0.0,0.0,0.0,0.0,Sim,12.4,33.3,17.15,56.1,100.0,Sim,18.7,0.0,0.0,Não,99.83,100.0,84.94,99.5,5340,2736,2592,42.94,91.23,2.04,73.0,554.52,829.38,3.98,191,25.5,137.12,7281.64,21.99,22.87,74.54
3105400,3107,Metropolitana de Belo Horizonte,31031,Itabira,Barão de Cocais,12.74,25.6,27.83,12.59,Sim,5.9,50.3,33.39,48.7,70.2,Sim,42.1,17.5,10.5,Não,99.92,96.35,82.14,98.22,28432,14070,14372,42.34,90.66,1.67,76.0,546.85,935.0,10.31,1735,19.4,171.58,35385.05,5.54,37.64,62.94
3105509,3112,Zona da Mata,31063,Muriaé,Barão do Monte Alto,0.0,0.0,34.81,40.0,Sim,20.1,28.6,16.98,52.3,100.0,Sim,34.9,0.0,0.0,Não,99.61,99.27,76.25,96.52,5727,2847,2873,52.65,71.98,1.85,75.0,377.1,621.39,19.8,476,15.3,56.12,6537.11,29.91,31.35,46.22
3105608,3111,Campo das Vertentes,31059,Barbacena,Barbacena,34.74,3.06,4.54,12.55,Sim,6.6,51.8,38.79,64.4,94.0,Sim,76.0,10.2,3.1,Não,99.86,96.19,86.23,98.63,126325,60016,66002,40.37,91.51,1.74,78.0,854.27,1181.13,9.07,6762,28.8,255.45,11873.19,7.51,51.63,60.85
3105707,3112,Zona da Mata,31060,Ponte Nova,Barra Longa,0.0,0.0,0.0,0.0,Não,18.8,23.1,15.94,30.2,100.0,Sim,48.8,16.2,0.0,Não,99.3,96.75,59.25,97.34,6147,3022,3121,52.68,37.65,1.82,74.0,362.62,520.18,25.4,640,13.3,63.32,6700.74,47.58,33.17,54.51
3105905,3111,Campo das Vertentes,31059,Barbacena,Barroso,41.14,0.0,19.9,15.09,Sim,7.9,43.6,32.01,55.9,100.0,Sim,5.1,0.0,0.0,Não,100.0,99.29,88.87,99.25,19623,9550,10049,43.52,96.84,1.88,77.0,535.1,907.19,12.8,1340,23.3,174.55,12817.56,6.63,41.76,61.28
3106002,3107,Metropolitana de Belo Horizonte,31031,Itabira,Bela Vista de Minas,79.02,0.0,19.29,8.7,Sim,8.6,39.5,22.47,27.6,100.0,Sim,69.9,29.9,0.0,Não,99.96,95.94,86.73,97.67,10012,4820,5184,48.74,93.74,1.68,73.0,440.23,827.23,11.52,690,14.5,94.07,11505.68,6.4,37.49,60.87
3106101,3112,Zona da Mata,31065,Juiz de Fora,Belmiro Braga,0.0,0.0,0.0,27.03,Sim,15.4,32.0,20.07,34.7,100.0,Sim,29.3,0.0,0.0,Não,99.85,98.32,42.31,99.54,3404,1722,1681,50.19,32.3,2.06,75.0,464.5,664.55,11.75,261,24.5,121.1,11325.99,37.33,41.55,63.08
3106200,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,Belo Horizonte,22.78,66.64,18.07,11.37,Sim,3.4,67.1,52.6,59.4,95.0,Sim,663.0,67.6,26.1,Sim,99.97,98.33,95.66,99.46,2375444,1111405,1259524,38.2,100.0,1.33,76.0,1497.29,2034.94,3.8,69591,80.4,1109.94,21666.63,0.49,59.26,70.87
3106309,3108,Vale do Rio Doce,31039,Ipatinga,Belo Oriente,47.32,16.47,8.49,11.8,Não,14.9,39.6,24.1,40.6,100.0,Sim,38.4,29.9,0.0,Não,99.73,94.85,72.3,95.52,23397,11621,11776,48.99,84.12,1.98,74.0,470.05,834.25,11.45,1536,44.0,452.99,27442.0,11.33,35.82,63.95
3106408,3107,Metropolitana de Belo Horizonte,31032,Itaguara,Belo Vale,0.0,0.0,0.0,30.77,Sim,10.4,26.2,16.9,48.8,0.0,Sim,0.0,0.0,0.0,Não,99.42,95.76,36.9,94.1,7536,3776,3760,44.72,43.72,1.42,74.0,524.03,803.37,12.59,605,14.9,73.04,9291.07,34.72,34.81,56.08
3106507,3103,Jequitinhonha,31011,Capelinha,Berilo,0.0,0.0,0.0,15.63,Sim,27.8,23.8,15.84,42.5,91.2,Sim,8.1,32.5,8.1,Não,98.24,67.38,27.54,94.95,12307,6283,6017,51.61,31.61,1.91,74.0,295.62,476.14,30.18,1442,14.9,103.09,4776.41,53.25,27.18,58.31
3106606,3104,Vale do Mucuri,31016,Nanuque,Bertópolis,0.0,0.0,47.3,63.06,Não,34.9,22.2,10.05,43.6,100.0,Sim,66.7,66.7,44.4,Não,94.93,80.54,30.76,92.71,4498,2384,2114,63.62,60.72,3.13,73.0,288.77,480.44,38.66,662,7.1,32.83,6453.33,48.53,32.22,61.02
3106655,3102,Norte de Minas,31005,Salinas,Berizal,0.0,0.0,0.0,0.0,Sim,32.7,22.6,16.72,39.5,100.0,Sim,0.0,0.0,0.0,Não,99.31,82.77,13.09,82.89,4371,2190,2180,50.9,56.86,2.0,70.0,261.24,455.65,30.4,589,12.9,55.87,4876.4,50.94,28.25,61.14
3106705,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,Betim,30.55,113.8,4.17,8.81,Sim,6.8,53.0,34.95,56.0,96.3,Sim,432.1,100.7,44.7,Não,99.86,98.75,84.44,98.68,377547,184858,190226,41.73,99.27,1.79,77.0,660.56,1080.99,7.04,16918,44.1,580.8,75122.86,1.79,44.5,73.22
3106804,3112,Zona da Mata,31065,Juiz de Fora,Bias Fortes,0.0,0.0,0.0,62.5,Não,17.9,21.2,14.18,59.7,100.0,Sim,0.0,26.3,26.3,Não,92.55,91.72,42.93,99.83,3796,1970,1823,48.58,39.52,2.18,73.0,344.35,407.87,20.88,453,15.6,80.36,7082.29,52.17,25.02,68.27
3106903,3112,Zona da Mata,31065,Juiz de Fora,Bicas,62.48,29.34,14.09,12.27,Sim,7.8,49.7,32.34,42.9,83.2,Sim,58.6,29.3,7.3,Não,99.84,99.84,93.04,98.98,13653,5762,6304,45.7,94.9,1.8,76.0,735.0,1038.38,8.48,891,28.5,137.61,8293.04,7.12,44.75,55.47
3107000,3106,Central Mineira,31024,Três Marias,Biquinhas,0.0,0.0,0.0,0.0,Não,13.0,29.2,18.42,51.1,100.0,Sim,38.0,76.0,0.0,Não,99.61,98.2,0.4,98.78,2634,1320,1310,46.27,62.32,1.76,76.0,565.37,996.8,6.97,172,19.3,112.35,11059.98,40.38,39.19,56.03
3107109,3110,Sul/Sudoeste de Minas,31050,Varginha,Boa Esperança,60.75,19.07,25.98,14.93,Sim,9.6,36.9,23.56,56.4,100.0,Sim,25.9,10.3,7.7,Não,99.87,95.06,83.05,99.84,38509,19274,19242,47.05,83.58,2.01,76.0,599.17,903.37,8.43,2835,24.8,140.03,13127.48,28.65,39.28,64.92
3107208,3110,Sul/Sudoeste de Minas,31055,Andrelândia,Bocaina de Minas,0.0,0.0,0.0,88.24,Sim,21.2,24.6,17.98,27.8,100.0,Sim,19.9,79.8,0.0,Não,97.93,98.39,34.77,97.81,5000,2636,2371,42.81,47.85,1.86,76.0,501.73,691.47,8.99,388,17.1,80.39,5666.74,33.67,38.55,68.46
3107307,3102,Norte de Minas,31009,Bocaiúva,Bocaiúva,37.94,7.53,12.88,14.54,Sim,16.3,42.8,29.6,48.8,98.8,Sim,94.3,32.1,6.4,Não,98.68,85.95,71.59,94.53,46595,23366,23288,48.22,78.45,1.94,74.0,451.54,792.71,20.13,4340,25.2,148.27,8809.64,27.19,34.15,68.11
