ibge7,meso,nome_meso,micro,nome_micro,mun,tx_mort_acid_15_29,tx_mort_hom_15_29,tx_mort_mama,tx_mort_inf,existe_conselho_saude,tx_analf_25m,prop_fund_25m,perc_med_25m,tx_med_adeq,tx_med_lab,existe_conselho_educ,tx_crimes_pat,tx_crimes_pes,tx_hom,existe_uni_infra,perc_energia,perc_banagua,perc_esgoto,perc_lixo,pop_total,pop_masc,pop_fem,raz_dep,tx_urb,tx_fec,esp_vida,rdpc,renocup,perc_rdpc_140,fam_pbf,tx_emp_form,rend_pc_form,pib_pc,perc_agro,perc_serv,tx_ativ_18m
3120409,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,Cristiano Otoni,239.23,0.0,0.0,38.96,Sim,7.4,35.3,22.72,54.4,100.0,Sim,0.0,19.9,19.9,Não,100.0,98.83,70.37,97.89,5007,2516,2491,46.28,83.0,1.8,74.0,458.68,795.99,15.04,364,16.2,89.11,8557.08,20.07,37.84,65.33
3120508,3110,Sul/Sudoeste de Minas,31056,Itajubá,Cristina,39.9,0.0,0.0,9.52,Sim,11.6,29.8,17.93,43.4,94.5,Sim,29.3,0.0,0.0,Não,99.54,99.7,53.98,100.0,10214,5224,4986,45.22,58.33,1.87,76.0,442.25,719.12,14.64,776,15.9,89.58,8751.21,34.24,31.02,63.89
3120607,3107,Metropolitana de Belo Horizonte,31032,Itaguara,Crucilândia,0.0,0.0,0.0,0.0,Sim,16.7,24.7,15.53,33.5,100.0,Sim,63.0,42.0,21.0,Não,99.94,99.56,58.35,99.27,4749,2430,2327,47.06,62.62,1.66,74.0,464.17,675.5,14.22,409,14.7,85.2,7658.2,36.13,32.21,63.15
3120706,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,Cruzeiro da Fortaleza,102.99,0.0,0.0,0.0,Não,13.9,30.8,20.03,40.5,100.0,Sim,76.2,0.0,0.0,Não,99.92,99.72,85.96,99.67,3934,1863,1804,50.51,85.43,2.4,75.0,707.8,1328.28,8.98,290,16.5,115.1,12557.49,52.7,27.4,70.32
3120805,3110,Sul/Sudoeste de Minas,31055,Andrelândia,Cruzília,27.84,0.0,0.0,10.7,Sim,12.9,33.7,23.21,38.2,100.0,Sim,0.0,0.0,0.0,Não,100.0,99.04,87.66,99.47,14596,7245,7346,47.08,91.06,1.72,76.0,520.72,869.3,11.26,1131,23.0,132.96,7933.61,21.81,37.32,67.32
3120839,3108,Vale do Rio Doce,31041,Aimorés,Cuparaque,84.6,0.0,0.0,36.36,Sim,26.8,25.2,14.7,38.3,100.0,Sim,0.0,42.7,21.3,Não,99.65,94.86,79.88,95.5,4680,2355,2325,50.28,83.01,2.44,73.0,381.64,672.61,20.18,459,11.5,68.38,6232.07,32.4,36.85,53.8
3120870,3102,Norte de Minas,31005,Salinas,Curral de Dentro,0.0,49.55,0.0,8.55,Não,32.2,20.7,11.47,38.0,100.0,Sim,28.9,57.8,14.4,Não,98.4,81.92,40.56,87.65,6930,3500,3413,59.16,84.44,2.65,71.0,279.64,584.83,39.98,785,9.0,43.59,5218.39,28.67,34.84,54.24
3120904,3106,Central Mineira,31025,Curvelo,Curvelo,41.14,45.22,7.88,14.8,Sim,9.7,42.7,27.89,44.8,98.9,Sim,114.5,45.8,13.4,Não,99.53,92.4,72.46,96.73,74184,36141,38078,46.15,90.79,1.85,76.0,581.65,923.27,12.1,4678,29.9,178.95,10352.36,16.01,43.66,65.96
3121001,3103,Jequitinhonha,31010,Diamantina,Datas,71.74,0.0,37.59,12.2,Sim,13.9,24.9,17.14,46.4,100.0,Sim,0.0,19.1,19.1,Não,98.83,96.7,70.84,94.93,5210,2551,2660,53.35,59.26,1.91,70.0,313.84,468.57,24.02,615,16.1,85.07,5257.65,45.22,26.65,64.41
3121100,3110,Sul/Sudoeste de Minas,31056,Itajubá,Delfim Moreira,0.0,0.0,0.0,0.0,Sim,11.2,32.4,20.75,65.0,100.0,Sim,0.0,12.5,0.0,Não,99.31,98.54,50.98,99.51,7971,4188,3783,47.27,37.95,1.79,75.0,454.36,702.06,16.69,662,16.4,99.8,6274.86,38.65,29.63,64.59
3121209,3110,Sul/Sudoeste de Minas,31047,Passos,Delfinópolis,0.0,0.0,0.0,0.0,Sim,12.4,43.4,25.48,50.6,100.0,Sim,43.9,14.6,0.0,Não,99.34,99.77,68.78,99.79,6830,3502,3245,46.95,70.95,2.25,77.0,632.28,1104.61,3.6,258,25.1,149.98,17908.37,17.03,38.15,63.42
3121258,3105,Triângulo Mineiro/Alto Paranaíba,31022,Uberaba,Delta,38.74,49.55,28.16,0.0,Sim,17.3,26.5,14.32,23.2,100.0,Sim,24.7,74.1,37.0,Não,99.88,99.38,86.27,99.62,8107,4538,3551,43.07,93.76,2.34,73.0,523.34,1032.36,5.63,371,70.0,906.24,33598.17,8.53,23.64,65.27
3121308,3112,Zona da Mata,31065,Juiz de Fora,Descoberto,0.0,0.0,42.37,36.36,Não,10.4,29.2,18.44,43.9,100.0,Sim,0.0,62.9,0.0,Não,100.0,86.95,78.27,99.48,4757,2408,2360,45.93,85.34,1.7,73.0,477.97,701.07,13.08,148,35.1,166.7,8201.73,10.24,30.24,60.5
3121407,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,Desterro de Entre Rios,0.0,0.0,0.0,15.87,Sim,17.4,21.9,14.62,47.6,100.0,Sim,14.2,14.2,0.0,Não,99.53,89.71,46.89,97.03,7002,3571,3431,46.65,51.36,1.43,73.0,348.88,533.75,22.07,489,9.3,43.72,6448.1,44.87,29.83,50.24
3121506,3111,Campo das Vertentes,31059,Barbacena,Desterro do Melo,147.93,0.0,0.0,0.0,Não,21.5,19.4,12.84,35.9,100.0,Sim,66.3,33.1,0.0,Não,99.56,92.35,35.55,99.45,3009,1546,1469,45.32,46.1,1.46,74.0,373.25,459.98,24.83,370,13.7,82.94,7873.33,52.73,26.88,71.57
3121605,3103,Jequitinhonha,31010,Diamantina,Diamantina,22.31,14.68,4.23,9.3,Sim,12.1,45.5,33.49,44.4,93.4,Sim,154.7,52.3,6.5,Não,99.07,91.78,74.11,88.14,45884,22145,23571,46.39,87.32,1.98,75.0,597.41,931.4,16.65,3972,24.1,255.13,7744.63,13.78,50.32,67.12
3121704,3107,Metropolitana de Belo Horizonte,31033,Ouro Preto,Diogo de Vasconcelos,0.0,0.0,52.14,0.0,Não,21.6,17.5,10.45,36.1,100.0,Sim,0.0,25.9,25.9,Não,99.62,93.94,27.09,98.84,3848,1930,1918,60.0,28.56,1.89,74.0,291.48,445.37,33.72,539,5.4,29.53,5739.23,55.85,24.07,50.5
3121803,3107,Metropolitana de Belo Horizonte,31031,Itabira,Dionísio,0.0,0.0,45.07,16.39,Sim,14.3,33.5,23.04,47.2,100.0,Sim,11.4,11.4,0.0,Não,99.37,97.9,73.59,98.43,8739,4264,4409,47.57,81.99,1.6,74.0,461.02,731.38,13.98,863,11.5,68.26,6177.49,33.13,29.82,61.82
3121902,3112,Zona da Mata,31064,Ubá,Divinésia,120.92,0.0,0.0,21.74,Não,11.3,28.5,17.95,24.0,100.0,Sim,0.0,60.7,30.3,Não,98.87,99.8,45.9,99.49,3292,1655,1638,49.3,66.05,2.29,72.0,441.49,693.81,11.13,169,23.9,110.62,6462.3,26.24,31.95,62.41
3122009,3112,Zona da Mata,31063,Muriaé,Divino,63.63,0.0,0.0,16.67,Não,17.4,22.1,13.98,40.5,100.0,Sim,5.2,47.0,26.1,Não,99.71,98.78,49.18,97.78,19131,9658,9430,52.15,56.43,2.0,74.0,426.94,614.86,23.79,2085,10.7,67.35,6611.3,54.15,23.29,62.08
3122108,3108,Vale do Rio Doce,31037,Governador Valadares,Divino das Laranjeiras,0.0,76.22,0.0,35.09,Sim,23.0,28.3,14.84,50.9,100.0,Sim,0.0,81.0,60.7,Não,99.49,97.98,70.33,84.95,4937,2460,2477,55.08,83.21,2.26,74.0,388.4,625.2,19.09,516,6.6,29.57,6632.52,34.12,39.49,52.15
3122207,3108,Vale do Rio Doce,31035,Guanhães,Divinolândia de Minas,50.53,51.12,0.0,19.05,Sim,18.6,26.2,17.11,28.1,100.0,Sim,56.9,28.4,14.2,Não,99.29,85.48,57.2,83.58,7036,3479,3545,53.18,82.0,1.69,74.0,340.1,522.23,23.81,817,7.1,49.22,4858.41,33.66,33.87,64.63
3122306,3109,Oeste de Minas,31043,Divinópolis,Divinópolis,21.68,17.46,11.91,14.45,Sim,4.6,54.5,38.01,54.1,98.9,Sim,178.8,17.3,9.3,Sim,99.9,99.28,86.81,99.24,213076,103828,109188,38.17,97.42,1.72,76.0,868.57,1289.92,2.67,5038,36.4,295.62,15813.81,3.04,43.88,71.67
3122355,3102,Norte de Minas,31005,Salinas,Divisa Alegre,0.0,0.0,0.0,14.71,Não,29.6,27.0,18.51,39.3,100.0,Sim,118.9,33.9,0.0,Não,98.65,79.93,0.11,97.6,5884,2905,2979,57.09,96.75,2.66,68.0,341.94,656.8,30.54,768,16.5,102.05,8450.33,15.43,44.19,66.42
3122405,3110,Sul/Sudoeste de Minas,31049,Alfenas,Divisa Nova,0.0,0.0,0.0,11.9,Sim,17.4,27.7,17.75,53.3,100.0,Sim,17.3,17.3,0.0,Não,99.65,99.45,76.43,99.15,5760,2982,2781,52.99,80.84,2.46,73.0,484.91,784.86,9.21,398,17.2,87.88,9741.34,58.87,23.75,66.4
3122454,3103,Jequitinhonha,31014,Almenara,Divisópolis,0.0,0.0,0.0,21.98,Sim,33.8,24.2,15.85,19.6,100.0,Sim,22.2,33.4,0.0,Não,98.17,88.41,11.27,97.75,8970,4659,4315,49.76,71.35,2.46,73.0,290.45,487.15,32.95,1205,6.9,38.97,5727.03,48.93,30.09,64.02
3122470,3101,Noroeste de Minas,31001,Unaí,Dom Bosco,0.0,0.0,0.0,0.0,Sim,19.8,29.0,16.31,66.0,100.0,Sim,26.2,26.2,0.0,Não,96.44,93.52,25.51,99.2,3817,2022,1792,48.06,53.8,2.71,74.0,394.72,632.04,18.86,402,10.8,69.52,11308.3,52.88,30.93,65.91
3122504,3108,Vale do Rio Doce,31040,Caratinga,Dom Cavati,339.85,0.0,0.0,25.97,Sim,15.4,32.2,20.25,63.1,100.0,Sim,38.4,38.4,0.0,Não,99.91,98.84,76.31,97.39,5210,2536,2673,53.93,88.44,1.94,72.0,485.9,712.81,13.21,461,13.6,64.06,6122.84,15.96,45.18,60.28
3122603,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,Dom Joaquim,0.0,0.0,0.0,0.0,Sim,20.7,24.8,17.1,45.6,100.0,Sim,44.1,88.2,0.0,Não,81.23,78.62,51.82,87.1,4535,2222,2313,58.3,64.43,2.13,74.0,355.58,474.73,28.58,555,18.4,91.51,6082.66,42.03,33.76,57.61
3122702,3112,Zona da Mata,31060,Ponte Nova,Dom Silvério,91.66,0.0,37.0,16.95,Não,11.8,32.8,24.0,70.4,100.0,Sim,57.7,0.0,0.0,Não,100.0,99.06,47.43,98.81,5193,2493,2703,49.78,78.1,1.52,76.0,488.84,663.21,8.82,292,26.1,154.19,8399.09,24.41,34.87,63.57
3122801,3110,Sul/Sudoeste de Minas,31056,Itajubá,Dom Viçoso,0.0,0.0,0.0,40.0,Sim,12.1,29.9,17.8,85.7,100.0,Sim,0.0,0.0,0.0,Não,100.0,98.77,60.91,100.0,2994,1544,1450,45.88,33.33,1.97,74.0,371.63,612.93,19.91,221,16.8,87.37,6687.03,46.37,30.6,56.04
3122900,3112,Zona da Mata,31066,Cataguases,Dona Euzébia,0.0,0.0,0.0,0.0,Sim,10.7,33.1,21.07,39.4,80.3,Sim,0.0,0.0,0.0,Não,99.94,99.14,52.86,99.25,6001,3038,2963,45.1,85.54,1.64,75.0,563.76,820.09,5.57,305,20.6,94.95,7120.31,13.52,27.04,69.27
3123007,3111,Campo das Vertentes,31058,São João Del Rei,Dores de Campos,0.0,0.0,0.0,24.79,Sim,8.5,34.9,22.81,43.2,100.0,Sim,0.0,0.0,0.0,Não,99.77,97.42,81.53,97.95,9303,4614,4685,39.99,90.95,1.88,74.0,520.98,850.18,6.64,381,48.2,311.09,10171.12,3.78,24.01,66.21
3123106,3108,Vale do Rio Doce,31035,Guanhães,Dores de Guanhães,0.0,0.0,0.0,40.82,Sim,24.0,23.4,15.54,40.3,100.0,Sim,0.0,19.1,0.0,Não,98.32,85.4,30.16,95.8,5223,2612,2611,54.75,31.05,2.16,74.0,361.09,581.87,27.63,453,12.8,73.0,6785.39,34.71,36.23,55.29
3123205,3106,Central Mineira,31026,Bom Despacho,Dores do Indaiá,0.0,30.33,14.16,34.01,Não,13.1,41.2,27.89,54.7,100.0,Sim,36.2,58.0,14.5,Não,99.78,98.05,87.53,99.66,13781,6715,7063,50.68,91.55,2.28,75.0,663.62,958.07,6.62,1259,23.7,127.78,9367.94,22.9,38.19,64.67
3123304,3112,Zona da Mata,31064,Ubá,Dores do Turvo,297.03,0.0,0.0,0.0,Sim,18.4,21.6,13.48,58.6,100.0,Sim,0.0,22.4,0.0,Não,99.3,99.5,30.29,98.68,4439,2297,2165,49.72,45.5,1.66,75.0,363.3,582.14,28.52,505,8.0,46.41,6166.15,49.48,27.39,51.06
3123403,3109,Oeste de Minas,31042,Piuí,Doresópolis,0.0,0.0,144.3,0.0,Sim,7.6,41.3,19.46,51.5,100.0,Sim,0.0,69.4,69.4,Não,99.87,97.24,78.16,99.53,1440,747,693,42.42,78.61,2.0,77.0,461.8,714.18,11.8,156,18.4,161.89,12693.26,44.82,30.91,64.05
3123502,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,Douradoquara,234.19,0.0,0.0,83.33,Sim,9.1,32.6,16.4,45.7,100.0,Sim,0.0,0.0,0.0,Não,100.0,87.33,66.93,100.0,1841,970,871,42.01,66.97,2.28,76.0,640.34,777.14,4.33,207,23.0,128.82,14424.59,36.91,31.13,77.15
3123528,3112,Zona da Mata,31061,Manhuaçu,Durandé,0.0,48.83,0.0,0.0,Não,23.1,22.3,13.77,52.5,100.0,Sim,0.0,13.4,13.4,Não,99.74,99.05,33.33,93.05,7402,3770,3653,52.02,47.78,2.32,76.0,392.68,630.53,18.62,735,7.8,50.28,8087.29,57.16,19.87,70.41
3123601,3110,Sul/Sudoeste de Minas,31050,Varginha,Elói Mendes,31.99,15.38,7.85,16.08,Sim,14.0,36.9,21.83,43.0,100.0,Sim,31.7,7.9,3.9,Não,99.76,94.54,81.41,99.45,25266,12489,12731,45.83,80.79,1.9,75.0,577.5,921.97,10.46,1194,25.0,155.01,13057.12,31.12,34.04,66.07
3123700,3108,Vale do Rio Doce,31037,Governador Valadares,Engenheiro Caldas,77.31,0.0,0.0,14.08,Sim,23.2,26.8,17.57,41.9,100.0,Sim,9.7,29.1,19.4,Não,99.91,96.69,68.48,97.55,10276,4941,5302,54.81,80.98,1.94,74.0,407.77,794.75,21.72,901,19.3,97.45,6251.73,24.92,38.15,56.23
3123809,3102,Norte de Minas,31009,Bocaiúva,Engenheiro Navarro,0.0,0.0,0.0,19.8,Não,22.5,31.6,17.6,53.8,100.0,Sim,14.0,28.0,0.0,Não,99.64,95.1,23.65,92.83,7125,3618,3504,49.46,66.69,1.97,72.0,332.37,570.57,22.65,953,15.7,80.92,6273.44,45.44,30.41,64.12
3123858,3108,Vale do Rio Doce,31040,Caratinga,Entre Folhas,242.72,0.0,0.0,54.79,Sim,17.8,24.3,15.14,50.8,100.0,Sim,38.6,38.6,0.0,Não,99.63,99.46,51.75,96.37,5172,2570,2605,51.91,75.15,1.65,73.0,373.1,580.82,23.07,548,8.9,52.88,5416.68,43.69,29.42,53.14
3123908,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,Entre Rios de Minas,85.18,0.0,13.94,32.26,Sim,9.8,31.8,20.21,49.9,85.4,Sim,28.0,14.0,7.0,Não,99.29,94.1,62.2,98.61,14262,7069,7173,44.51,69.36,1.57,73.0,527.33,908.89,15.36,1106,16.5,95.39,7137.37,20.19,39.09,57.09
3124005,3112,Zona da Mata,31062,Viçosa,Ervália,20.75,56.13,0.0,9.35,Sim,19.1,23.8,15.89,33.2,100.0,Sim,33.4,39.0,16.7,Não,99.92,98.75,48.15,99.03,17958,8990,8956,46.48,52.77,1.81,75.0,429.35,613.35,17.66,1801,14.5,80.99,8432.31,52.89,24.05,67.25
3124104,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,Esmeraldas,45.11,82.14,16.67,9.52,Sim,11.0,33.9,18.19,38.9,100.0,Sim,190.8,112.8,56.4,Não,99.1,92.92,18.63,89.39,60153,30257,29988,49.91,93.27,2.25,74.0,452.62,790.23,14.04,4708,13.6,86.54,5676.16,9.08,44.39,68.32
3124203,3112,Zona da Mata,31063,Muriaé,Espera Feliz,50.76,0.0,8.81,9.9,Sim,17.4,29.5,17.33,30.4,100.0,Sim,30.6,8.7,8.7,Não,100.0,98.56,52.11,99.37,22859,11504,11352,46.03,62.01,1.88,76.0,496.04,733.1,17.27,1940,15.7,84.91,9474.97,46.48,28.72,66.49
3124302,3102,Norte de Minas,31004,Janaúba,Espinosa,32.92,20.91,0.0,8.73,Não,30.8,28.3,17.35,42.0,100.0,Não,35.3,19.2,16.0,Não,97.05,72.32,0.21,85.45,31113,15277,15809,49.98,57.93,1.8,73.0,299.13,445.72,29.03,3853,13.3,62.33,5003.01,37.91,26.19,62.21
3124401,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,Espírito Santo do Dourado,0.0,0.0,0.0,21.28,Sim,13.5,26.6,13.71,46.2,100.0,Sim,22.5,0.0,0.0,Não,99.89,98.01,49.1,99.83,4429,2342,2087,43.36,38.0,1.39,76.0,486.55,632.11,8.25,185,17.0,91.2,9564.68,54.73,18.54,72.46
3124500,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,Estiva,37.74,0.0,19.1,9.17,Sim,11.3,28.0,16.74,45.5,100.0,Sim,46.1,64.5,27.6,Não,99.91,99.16,50.87,100.0,10844,5609,5236,42.63,45.17,1.78,76.0,547.01,767.93,4.87,565,14.5,88.77,10925.43,59.34,17.33,73.69
3124609,3112,Zona da Mata,31066,Cataguases,Estrela D' Alva,0.0,0.0,0.0,54.05,Sim,20.1,31.4,21.7,41.8,100.0,Sim,40.4,0.0,0.0,Não,99.61,99.15,64.87,99.67,2470,1233,1237,47.57,72.11,2.56,77.0,701.83,1177.29,12.53,174,21.1,106.69,8577.0,29.46,45.73,63.44
3124708,3106,Central Mineira,31026,Bom Despacho,Estrela do Indaiá,0.0,0.0,0.0,0.0,Sim,15.9,28.1,20.03,53.5,100.0,Sim,0.0,0.0,0.0,Não,100.0,99.08,42.59,94.2,3515,1769,1747,48.52,78.98,2.29,77.0,547.21,864.29,8.82,191,21.0,117.14,11838.84,38.37,40.0,57.97
3124807,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,Estrela do Sul,158.73,0.0,0.0,32.61,Sim,13.9,34.9,22.36,42.7,100.0,Sim,40.2,67.1,26.8,Não,99.0,97.25,66.94,94.9,7457,3899,3547,45.0,81.35,2.28,75.0,600.41,881.48,5.45,401,34.7,196.43,25231.09,48.27,28.79,70.05
3124906,3112,Zona da Mata,31063,Muriaé,Eugenópolis,116.19,0.0,0.0,0.0,Não,14.6,32.1,23.0,33.4,100.0,Sim,9.4,47.4,0.0,Não,99.95,99.87,69.32,99.54,10541,5318,5222,43.56,70.26,1.89,76.0,486.46,681.01,15.77,1014,20.9,93.15,6828.29,30.51,27.28,61.42
3125002,3112,Zona da Mata,31065,Juiz de Fora,Ewbank da Câmara,0.0,0.0,0.0,23.26,Não,13.1,33.4,20.03,55.2,100.0,Sim,0.0,53.2,26.6,Não,99.61,98.77,91.68,99.91,3752,1855,1898,44.69,92.17,1.57,74.0,391.34,720.35,8.51,337,12.6,69.93,5654.47,6.92,47.43,55.9
3125101,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,Extrema,12.66,0.0,7.05,18.32,Sim,7.8,44.3,29.18,48.3,97.4,Sim,80.4,10.4,6.9,Não,99.96,95.64,69.41,99.41,28564,14414,14185,42.54,90.99,1.93,76.0,745.21,1081.48,2.36,601,60.2,582.9,69063.46,6.85,35.02,73.39
3125200,3110,Sul/Sudoeste de Minas,31049,Alfenas,Fama,0.0,0.0,0.0,0.0,Não,12.0,36.0,20.41,47.6,100.0,Sim,0.0,0.0,0.0,Não,99.78,100.0,51.39,99.88,2348,1180,1170,46.03,64.47,1.93,77.0,624.24,798.61,7.5,120,20.2,120.56,13885.01,39.73,32.74,68.71
3125309,3112,Zona da Mata,31063,Muriaé,Faria Lemos,0.0,0.0,0.0,0.0,Sim,17.7,38.1,27.64,39.5,100.0,Sim,0.0,0.0,0.0,Não,99.51,97.77,60.7,100.0,3377,1714,1662,52.59,69.08,2.01,73.0,544.77,751.83,13.0,316,22.6,109.85,9123.73,43.81,36.04,65.17
3125408,3103,Jequitinhonha,31010,Diamantina,Felício dos Santos,80.39,0.0,0.0,14.49,Não,22.2,20.6,14.71,39.0,100.0,Sim,0.0,38.9,19.4,Não,99.52,88.2,0.16,91.03,5137,2568,2574,61.45,43.35,1.97,73.0,274.2,335.55,37.83,750,11.5,79.36,5207.08,49.47,31.03,62.47
3125507,3103,Jequitinhonha,31010,Diamantina,São Gonçalo do Rio Preto,0.0,0.0,0.0,0.0,Sim,23.0,30.6,17.27,50.0,100.0,Sim,32.7,32.7,0.0,Não,99.81,94.97,2.28,89.81,3039,1285,1381,48.61,63.94,1.71,74.0,321.22,469.53,25.76,381,14.9,67.3,5960.1,34.32,42.22,67.65
3125606,3103,Jequitinhonha,31014,Almenara,Felisburgo,0.0,55.28,0.0,52.08,Sim,35.1,23.1,14.89,24.4,100.0,Sim,0.0,29.0,29.0,Não,96.31,60.84,67.11,91.81,6887,3506,3371,61.55,73.99,2.67,70.0,290.8,470.07,35.86,874,12.7,58.62,5141.7,38.53,42.09,58.27
3125705,3106,Central Mineira,31025,Curvelo,Felixlândia,28.65,0.0,28.27,6.33,Sim,12.9,28.9,16.9,37.1,100.0,Sim,92.0,63.7,14.1,Não,98.78,90.8,11.78,97.64,14121,7041,7068,47.47,77.35,2.08,74.0,459.52,724.56,12.69,1368,21.1,131.09,17757.53,34.96,33.65,66.64
3125804,3108,Vale do Rio Doce,31037,Governador Valadares,Fernandes Tourinho,133.51,0.0,0.0,27.03,Sim,27.2,29.0,15.6,43.9,100.0,Sim,66.0,0.0,0.0,Não,99.28,95.87,62.89,91.35,3033,1549,1481,51.85,66.53,1.76,73.0,351.58,561.96,21.27,291,18.8,104.36,7236.25,40.67,33.83,56.24
3125903,3107,Metropolitana de Belo Horizonte,31031,Itabira,Ferros,0.0,36.17,0.0,10.2,Sim,26.0,18.1,13.08,32.0,100.0,Sim,18.4,36.9,27.6,Não,95.1,82.82,20.56,62.45,10837,5395,5442,56.64,46.98,2.01,74.0,392.08,598.5,27.17,1012,13.4,68.3,6666.42,47.4,30.6,56.75
3125952,3112,Zona da Mata,31063,Muriaé,Fervedouro,0.0,0.0,0.0,18.4,Sim,18.6,17.6,9.58,25.7,100.0,Sim,57.9,19.3,9.6,Não,99.02,97.91,38.8,97.52,10351,4935,4691,50.61,46.03,2.46,73.0,301.55,483.57,31.07,1328,10.9,56.69,5795.75,55.25,27.43,55.19
3126000,3107,Metropolitana de Belo Horizonte,31029,Pará de Minas,Florestal,119.4,0.0,29.81,25.64,Sim,8.2,43.2,31.03,69.8,100.0,Sim,121.2,30.3,30.3,Não,100.0,99.3,76.85,97.95,6603,3242,3352,44.08,83.39,1.63,76.0,741.46,974.97,6.58,326,28.9,165.66,8165.83,26.73,41.42,74.06
3126109,3109,Oeste de Minas,31044,Formiga,Formiga,49.54,11.73,21.22,6.89,Sim,7.4,45.1,29.26,65.2,96.0,Sim,53.7,18.4,4.6,Não,99.94,98.37,87.02,99.18,65064,32137,32991,39.99,91.34,1.39,77.0,746.8,1151.02,4.91,2836,35.8,234.01,12500.0,10.85,37.93,65.37
3126208,3101,Noroeste de Minas,31001,Unaí,Formoso,0.0,0.0,25.68,9.43,Sim,26.3,30.6,19.49,32.3,100.0,Sim,24.4,24.4,12.2,Não,88.37,80.69,0.03,89.34,8173,4283,3894,51.04,63.26,2.66,75.0,370.41,711.48,30.59,810,11.5,73.96,11742.77,42.12,32.43,66.51
3126307,3110,Sul/Sudoeste de Minas,31047,Passos,Fortaleza de Minas,99.21,0.0,0.0,20.41,Sim,11.2,37.7,26.15,44.5,100.0,Sim,73.2,0.0,0.0,Não,99.77,99.17,71.21,100.0,4098,2101,1997,47.06,71.03,2.05,73.0,562.53,865.98,9.29,157,37.7,521.53,72426.83,31.33,29.11,62.23
3126406,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,Fortuna de Minas,0.0,0.0,76.28,40.0,Sim,10.6,37.5,23.1,44.4,100.0,Sim,0.0,73.9,0.0,Não,100.0,96.63,37.05,99.12,2701,1308,1227,48.79,68.95,1.92,76.0,459.52,700.77,10.45,215,27.5,141.02,9421.49,23.84,42.81,72.26
3126505,3103,Jequitinhonha,31011,Capelinha,Francisco Badaró,0.0,0.0,0.0,15.87,Sim,30.0,20.2,12.32,35.2,100.0,Sim,48.7,68.3,19.5,Não,97.21,62.11,7.4,94.64,10244,5279,4969,48.22,31.14,1.62,73.0,286.56,343.91,33.0,983,6.5,34.35,3811.08,65.46,20.55,65.94
3126604,3102,Norte de Minas,31009,Bocaiúva,Francisco Dumont,156.99,0.0,0.0,36.36,Não,23.9,26.6,16.46,45.5,100.0,Sim,20.5,82.2,20.5,Não,98.48,83.84,8.84,84.18,4867,2535,2328,54.36,65.74,2.61,73.0,326.7,519.05,24.43,631,25.0,114.75,7322.55,43.6,26.97,69.47
3126703,3102,Norte de Minas,31007,Montes Claros,Francisco Sá,29.14,14.07,0.0,3.05,Sim,26.7,28.5,18.39,52.4,95.6,Sim,72.2,48.1,4.0,Não,97.72,74.09,40.47,82.64,24918,12942,11970,50.56,59.8,2.36,73.0,344.32,621.52,31.55,2926,14.5,68.32,7111.36,39.41,33.14,59.98
3126752,3104,Vale do Mucuri,31015,Teófilo Otoni,Franciscópolis,0.0,0.0,0.0,28.17,Sim,39.4,21.0,13.14,28.6,100.0,Sim,0.0,17.2,17.2,Não,94.91,64.47,40.06,95.5,5803,2970,2830,61.72,41.34,2.41,73.0,296.76,478.99,35.93,739,9.8,47.62,5681.82,60.26,21.5,59.01
3126802,3104,Vale do Mucuri,31015,Teófilo Otoni,Frei Gaspar,67.11,0.0,0.0,22.99,Sim,36.3,21.1,12.9,29.5,100.0,Sim,51.0,51.0,0.0,Não,97.43,82.83,45.61,90.17,5880,2968,2911,61.58,32.59,2.9,73.0,275.62,447.47,30.53,776,11.6,58.43,6232.13,56.84,28.12,58.39
3126901,3108,Vale do Rio Doce,31037,Governador Valadares,Frei Inocêncio,88.07,39.42,0.0,14.81,Sim,22.4,32.8,21.07,49.1,0.0,Sim,67.2,145.7,33.6,Não,98.15,94.07,67.3,96.88,8924,4355,4565,55.52,75.83,2.09,72.0,389.61,666.37,21.44,942,15.2,74.41,6531.65,20.39,43.79,61.43
3126950,3108,Vale do Rio Doce,31036,Peçanha,Frei Lagonegro,111.48,0.0,0.0,0.0,Sim,29.2,15.2,8.54,32.6,100.0,Sim,30.0,60.0,60.0,Não,99.33,61.6,17.6,94.19,3329,1688,1641,56.99,18.56,2.46,70.0,201.83,356.81,50.13,455,9.6,42.8,5175.19,58.6,30.85,45.93
