ibge7,mun,nome_meso,abacaxi,alho,amendoim,azeitona,batata_inglesa,cafe_arab,cana,ervilha,feijao,girassol,laranja,marmelo,sorgo,tomate
3145372,Novorizonte,Norte de Minas,0,0,0,0,0,15,12600,0,29,0,11,0,0,0
3145406,Olaria,Zona da Mata,0,0,0,0,0,0,6400,0,5,0,0,0,0,0
3145455,Olhos-d'Água,Norte de Minas,245,7,4,0,0,0,4590,0,105,0,0,0,25,630
3145505,Olímpio Noronha,Sul/Sudoeste de Minas,0,0,0,0,0,740,60,0,0,0,0,0,0,0
3145604,Oliveira,Oeste de Minas,0,0,0,0,0,8100,7000,0,115,0,1870,0,0,4250
3145703,Oliveira Fortes,Zona da Mata,0,0,0,0,0,0,0,0,33,0,0,0,0,0
3145802,Onça de Pitangui,Metropolitana de Belo Horizonte,0,0,0,0,0,0,210,0,1,0,0,0,0,5600
3145851,Oratórios,Zona da Mata,0,0,0,0,0,1,28130,0,9,0,0,0,0,0
3145877,Orizânia,Zona da Mata,0,0,0,0,0,6280,30,0,150,0,0,0,0,0
3145901,Ouro Branco,Metropolitana de Belo Horizonte,0,5,0,0,1385,0,600,0,70,0,0,0,0,0
3146008,Ouro Fino,Sul/Sudoeste de Minas,0,18,0,0,488,7523,1364,0,11,0,10,0,0,110
3146107,Ouro Preto,Metropolitana de Belo Horizonte,0,0,0,0,240,16,2494,0,35,0,252,0,0,219
3146206,Ouro Verde de Minas,Vale do Mucuri,0,0,0,0,0,49,1440,0,34,0,8,0,0,0
3146255,Padre Carvalho,Norte de Minas,0,0,0,0,0,3,960,0,59,0,0,0,0,0
3146305,Padre Paraíso,Jequitinhonha,15,0,0,0,0,63,4200,0,50,0,44,0,0,0
3146404,Paineiras,Central Mineira,0,0,0,0,0,0,3350,0,30,0,6,0,800,0
3146503,Pains,Oeste de Minas,0,0,0,0,0,32,450,0,20,0,0,0,50,30
3146552,Pai Pedro,Norte de Minas,0,0,0,0,0,0,0,0,38,0,0,0,70,0
3146602,Paiva,Zona da Mata,0,0,0,0,0,2,3335,0,27,0,0,0,0,0
3146701,Palma,Zona da Mata,90,0,0,0,56,0,500,0,5,0,200,0,0,0
3146750,Palmópolis,Jequitinhonha,0,0,0,0,0,0,120,0,30,0,0,0,0,0
3146909,Papagaios,Metropolitana de Belo Horizonte,0,0,0,0,0,0,1400,0,348,0,0,0,150,500
3147006,Paracatu,Noroeste de Minas,0,0,0,0,19393,3590,2062500,0,57300,0,72,0,5400,0
3147105,Pará de Minas,Metropolitana de Belo Horizonte,25,0,0,0,0,0,1710,0,11,0,0,0,0,2450
3147204,Paraguaçu,Sul/Sudoeste de Minas,0,0,0,0,3500,8580,120,0,1080,0,0,0,95,320
3147303,Paraisópolis,Sul/Sudoeste de Minas,0,0,0,0,1200,147,10374,0,29,0,0,0,0,480
3147402,Paraopeba,Metropolitana de Belo Horizonte,0,0,0,0,0,0,4410,0,370,0,0,0,0,280
3147501,Passabém,Metropolitana de Belo Horizonte,0,0,0,0,0,0,3500,0,4,0,0,0,0,0
3147600,Passa Quatro,Sul/Sudoeste de Minas,0,12,0,0,792,0,135,0,14,0,0,0,0,0
3147709,Passa Tempo,Oeste de Minas,0,0,3,0,0,120,900,0,21,0,0,0,0,14240
3147808,Passa-Vinte,Sul/Sudoeste de Minas,0,0,0,0,500,0,30,0,1,0,0,0,0,0
3147907,Passos,Sul/Sudoeste de Minas,0,0,0,0,0,4531,738416,0,3750,0,0,0,979,41
3147956,Patis,Norte de Minas,0,0,1,0,0,63,3600,0,12,0,0,0,0,0
3148004,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,15,0,4,0,0,10320,17100,0,4740,0,19,0,14688,32900
3148103,Patrocínio,Triângulo Mineiro/Alto Paranaíba,70,40,21,0,13125,56115,360,0,5910,0,1540,0,14574,3312
3148202,Patrocínio do Muriaé,Zona da Mata,0,0,0,0,0,0,300,0,6,0,0,0,0,0
3148301,Paula Cândido,Zona da Mata,0,0,0,0,0,1542,1334,0,666,0,0,0,0,1580
3148400,Paulistas,Vale do Rio Doce,0,0,0,0,0,0,300,0,63,0,0,0,0,0
3148509,Pavão,Vale do Mucuri,0,0,0,0,0,0,600,0,6,0,0,0,0,0
3148608,Peçanha,Vale do Rio Doce,0,5,6,0,0,126,3900,0,159,0,0,0,0,0
3148707,Pedra Azul,Jequitinhonha,0,0,0,0,0,30,3800,0,40,0,8,0,0,0
3148756,Pedra Bonita,Zona da Mata,0,0,0,0,48,3820,1210,0,65,0,0,0,0,0
3148806,Pedra do Anta,Zona da Mata,0,0,1,0,0,237,2676,0,66,0,0,0,0,120
3148905,Pedra do Indaiá,Oeste de Minas,0,0,0,0,0,0,114,0,19,0,0,0,0,0
3149002,Pedra Dourada,Zona da Mata,0,0,0,0,0,1740,2400,0,80,0,0,0,0,0
3149101,Pedralva,Sul/Sudoeste de Minas,0,0,0,0,1036,2440,810,0,25,0,840,0,0,480
3149150,Pedras de Maria da Cruz,Norte de Minas,0,0,0,0,0,0,532,0,29,0,0,0,0,0
3149200,Pedrinópolis,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,8980,39,36200,0,0,0,0,0,2889,0
3149309,Pedro Leopoldo,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,7,0,0,0,0,0
3149408,Pedro Teixeira,Zona da Mata,0,0,0,0,0,0,40,0,26,0,4,0,0,0
3149507,Pequeri,Zona da Mata,0,0,0,0,0,0,1225,0,46,0,30,0,0,0
3149606,Pequi,Metropolitana de Belo Horizonte,0,0,2,0,0,0,100,0,127,0,15,0,0,3700
3149705,Perdigão,Oeste de Minas,0,0,0,0,0,0,1050,0,6,0,0,0,0,0
3149804,Perdizes,Triângulo Mineiro/Alto Paranaíba,360,0,0,0,177400,13000,1567500,0,733,78,2065,0,15564,0
3149903,Perdões,Oeste de Minas,0,0,0,0,0,3735,3200,0,655,0,508,0,0,0
3149952,Periquito,Vale do Rio Doce,0,0,0,0,0,2,1320,0,3,0,0,0,0,0
3150000,Pescador,Vale do Rio Doce,0,0,0,0,0,0,90,0,2,0,0,0,0,0
3150109,Piau,Zona da Mata,0,0,0,0,0,0,510,0,10,0,80,0,0,35
3150158,Piedade de Caratinga,Vale do Rio Doce,0,0,0,0,0,2974,350,0,120,0,140,0,0,2720
3150208,Piedade de Ponte Nova,Zona da Mata,0,0,0,0,0,0,66080,0,2,0,0,0,0,0
3150307,Piedade do Rio Grande,Campo das Vertentes,0,0,0,0,0,0,900,0,610,0,0,0,0,0
3150406,Piedade dos Gerais,Metropolitana de Belo Horizonte,0,0,0,0,310,0,5600,0,14,0,280,0,0,0
3150505,Pimenta,Oeste de Minas,0,0,0,0,2160,1330,2664,0,564,0,0,0,126,5300
3150539,Pingo-d'Água,Vale do Rio Doce,0,0,2,0,0,0,546,0,3,0,0,0,0,0
3150570,Pintópolis,Norte de Minas,0,0,0,0,0,0,750,0,13,0,0,0,0,0
3150604,Piracema,Oeste de Minas,0,0,0,0,0,8,4560,0,15,0,0,0,0,952
3150703,Pirajuba,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,980050,0,312,0,0,0,9753,0
3150802,Piranga,Zona da Mata,0,0,9,0,0,875,9520,0,1007,0,10,0,0,0
3150901,Piranguçu,Sul/Sudoeste de Minas,0,0,0,0,0,6,943,0,5,0,28,0,0,0
3151008,Piranguinho,Sul/Sudoeste de Minas,0,0,0,0,0,550,1500,0,24,0,66,0,0,480
3151107,Pirapetinga,Zona da Mata,0,0,0,0,0,0,1920,0,4,0,70,0,0,0
3151206,Pirapora,Norte de Minas,0,0,0,0,0,1650,8799,0,280,0,15150,0,0,0
3151305,Piraúba,Zona da Mata,0,0,0,0,0,0,3318,0,14,0,184,0,0,817
3151404,Pitangui,Metropolitana de Belo Horizonte,0,0,0,0,0,0,13702,0,19,0,0,0,0,250
3151503,Piumhi,Oeste de Minas,100,0,0,0,0,14500,3190,0,1575,0,672,0,0,1116
3151602,Planura,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,627714,0,821,0,11424,0,4028,0
3151701,Poço Fundo,Sul/Sudoeste de Minas,0,0,0,0,770,8517,6060,0,110,0,0,0,0,2340
3151800,Poços de Caldas,Sul/Sudoeste de Minas,0,0,0,0,6300,4680,300,0,125,0,0,0,0,189
3151909,Pocrane,Vale do Rio Doce,0,0,0,0,0,165,931,0,72,0,220,0,0,0
3152006,Pompéu,Central Mineira,50,0,0,0,0,0,1056000,0,1139,0,0,0,0,254
3152105,Ponte Nova,Zona da Mata,0,0,0,0,110,7,85330,0,57,0,5,0,0,0
3152131,Ponto Chique,Norte de Minas,0,0,0,0,0,0,924,0,23,0,0,0,0,0
3152170,Ponto dos Volantes,Jequitinhonha,0,0,0,0,0,28,1776,0,61,0,5,0,0,0
3152204,Porteirinha,Norte de Minas,0,0,1,0,0,0,120,0,159,0,24,0,32,20
3152303,Porto Firme,Zona da Mata,0,0,3,0,0,600,3200,0,932,0,0,0,0,0
3152402,Poté,Vale do Mucuri,0,0,8,0,0,43,3950,0,204,0,94,0,84,0
3152501,Pouso Alegre,Sul/Sudoeste de Minas,0,0,0,0,7740,90,455,0,1010,0,0,0,0,810
3152600,Pouso Alto,Sul/Sudoeste de Minas,0,4,0,4,0,165,0,0,104,0,0,0,0,40
3152709,Prados,Campo das Vertentes,0,0,0,0,0,2,2000,0,351,0,0,0,0,0
3152808,Prata,Triângulo Mineiro/Alto Paranaíba,750,0,0,0,0,3,617696,0,42,1350,157500,0,4536,0
3152907,Pratápolis,Sul/Sudoeste de Minas,0,0,0,0,0,390,54684,0,900,0,60,0,0,0
3153004,Pratinha,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,4320,3275,410,0,1650,0,0,0,39,0
3153103,Presidente Bernardes,Zona da Mata,0,0,12,0,0,144,2060,0,762,0,0,0,0,0
3153202,Presidente Juscelino,Central Mineira,0,0,0,0,0,0,2400,0,76,0,0,0,0,0
3153301,Presidente Kubitschek,Jequitinhonha,0,0,0,0,0,32,400,0,8,0,0,0,0,0
3153400,Presidente Olegário,Noroeste de Minas,1375,0,0,0,5000,7286,163620,566,3600,0,1050,0,20000,45000
3153509,Alto Jequitibá,Zona da Mata,0,0,0,0,0,7400,255,0,18,0,0,0,0,0
3153608,Prudente de Morais,Metropolitana de Belo Horizonte,0,0,0,0,0,0,400,0,17,0,0,0,50,0
3153707,Quartel Geral,Central Mineira,0,0,0,0,0,552,600,0,0,0,0,0,0,0
3153806,Queluzito,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,210,0,20,0,0,0
3153905,Raposos,Metropolitana de Belo Horizonte,0,0,0,0,0,4,30,0,0,0,0,0,0,0
3154002,Raul Soares,Zona da Mata,0,0,11,0,0,3600,2278,0,159,0,12,0,0,110
3154101,Recreio,Zona da Mata,0,0,0,0,0,2,115,0,17,0,0,0,0,0
3154150,Reduto,Zona da Mata,15,0,0,0,0,4590,0,0,2,0,0,0,0,0
3154200,Resende Costa,Campo das Vertentes,0,0,0,0,0,0,750,0,97,0,0,0,0,400
3154309,Resplendor,Vale do Rio Doce,0,0,0,0,0,87,2150,0,53,0,125,0,0,0
3154408,Ressaquinha,Campo das Vertentes,0,0,0,0,36,0,1092,0,330,0,0,0,0,2100
3154457,Riachinho,Norte de Minas,0,0,0,0,0,0,6300,0,637,0,17000,0,1658,0
3154507,Riacho dos Machados,Norte de Minas,0,0,0,0,0,0,350,0,38,0,0,0,14,12
3154606,Ribeirão das Neves,Metropolitana de Belo Horizonte,0,0,0,0,0,0,77,0,2,0,0,0,0,0
3154705,Ribeirão Vermelho,Campo das Vertentes,0,0,0,0,0,116,462,0,21,0,0,0,0,0
3154804,Rio Acima,Metropolitana de Belo Horizonte,0,3,0,0,0,0,70,0,3,0,0,0,0,0
3154903,Rio Casca,Zona da Mata,0,0,0,0,0,5,54150,0,1722,0,0,0,0,0
3155009,Rio Doce,Zona da Mata,0,0,0,0,0,0,4704,0,4,0,0,0,0,0
3155108,Rio do Prado,Jequitinhonha,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3155207,Rio Espera,Zona da Mata,0,0,8,0,0,3,24360,0,153,0,0,0,0,0
3155306,Rio Manso,Metropolitana de Belo Horizonte,0,0,0,0,0,0,720,0,12,0,0,0,0,420
3155405,Rio Novo,Zona da Mata,0,0,0,0,0,0,70,0,4,0,0,0,0,0
3155504,Rio Paranaíba,Triângulo Mineiro/Alto Paranaíba,0,16830,0,0,29930,16320,0,0,2564,0,0,0,1575,1140
3155603,Rio Pardo de Minas,Norte de Minas,25,7,0,0,0,1220,39570,0,755,0,64,0,0,1060
3155702,Rio Piracicaba,Metropolitana de Belo Horizonte,0,0,0,0,0,0,4606,0,61,0,0,0,0,0
3155801,Rio Pomba,Zona da Mata,0,0,0,0,0,0,165,0,63,0,8,0,0,250
3155900,Rio Preto,Zona da Mata,0,0,0,0,0,0,41,0,1,0,0,0,0,0
3156007,Rio Vermelho,Metropolitana de Belo Horizonte,0,0,1,0,0,9,4800,0,258,0,0,0,0,0
3156106,Ritápolis,Campo das Vertentes,0,0,0,0,0,372,3100,0,370,0,0,0,0,0
3156205,Rochedo de Minas,Zona da Mata,0,0,0,0,0,0,300,0,1,0,0,0,0,0
3156304,Rodeiro,Zona da Mata,0,0,0,0,0,0,60,0,8,0,0,0,0,50
3156403,Romaria,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,8790,9939,913,114,0,0,0,5700,330
3156452,Rosário da Limeira,Zona da Mata,0,0,0,0,0,730,150,0,35,0,5,0,0,0
3156502,Rubelita,Norte de Minas,0,0,1,0,0,0,1166,0,71,0,3,0,0,0
3156601,Rubim,Jequitinhonha,0,0,0,0,0,13,0,0,10,0,0,0,0,0
3156700,Sabará,Metropolitana de Belo Horizonte,0,0,0,0,0,7,360,0,3,0,0,0,0,140
3156809,Sabinópolis,Vale do Rio Doce,0,0,4,0,0,5,8800,0,128,0,36,0,0,120
3156908,Sacramento,Triângulo Mineiro/Alto Paranaíba,0,308,0,0,96250,2586,1332288,0,12200,0,400,0,50000,3360
3157005,Salinas,Norte de Minas,0,3,7,0,54,7,7020,0,188,0,57,0,88,1000
3157104,Salto da Divisa,Jequitinhonha,0,0,0,0,0,0,0,0,4,0,0,0,0,0
3157203,Santa Bárbara,Metropolitana de Belo Horizonte,11,0,0,0,0,14,1802,0,17,0,0,0,0,0
3157252,Santa Bárbara do Leste,Vale do Rio Doce,0,0,0,0,0,3100,300,0,82,0,12,0,0,4800
3157278,Santa Bárbara do Monte Verde,Zona da Mata,0,0,0,0,0,2,204,0,3,0,0,0,0,0
3157302,Santa Bárbara do Tugúrio,Campo das Vertentes,0,0,0,0,0,10,1060,0,29,0,0,0,0,31
3157336,Santa Cruz de Minas,Campo das Vertentes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157377,Santa Cruz de Salinas,Norte de Minas,0,0,0,0,0,2,270,0,70,0,8,0,0,0
3157401,Santa Cruz do Escalvado,Zona da Mata,0,0,0,0,0,0,45450,0,4,0,0,0,0,0
3157500,Santa Efigênia de Minas,Vale do Rio Doce,0,0,0,0,0,2,60,0,12,0,0,0,0,0
3157609,Santa Fé de Minas,Norte de Minas,0,0,0,0,0,0,270,0,240,0,0,0,0,0
3157658,Santa Helena de Minas,Vale do Mucuri,0,0,0,0,0,0,500,0,30,0,0,0,0,0
3157708,Santa Juliana,Triângulo Mineiro/Alto Paranaíba,0,1573,0,0,112020,0,1200000,0,380,101,0,0,5145,0
3157807,Santa Luzia,Metropolitana de Belo Horizonte,0,0,0,0,0,0,190,0,0,0,0,0,0,0
3157906,Santa Margarida,Zona da Mata,0,0,0,0,0,11760,400,0,147,0,0,0,0,0
3158003,Santa Maria de Itabira,Metropolitana de Belo Horizonte,0,0,0,0,0,0,2880,0,9,0,0,0,0,0
3158102,Santa Maria do Salto,Jequitinhonha,0,0,0,0,0,15,720,0,15,0,0,0,0,0
3158201,Santa Maria do Suaçuí,Vale do Rio Doce,0,0,3,0,0,4,3380,0,80,0,0,0,0,0
3158300,Santana da Vargem,Sul/Sudoeste de Minas,0,0,0,0,0,6610,62,0,126,0,0,0,0,250
3158409,Santana de Cataguases,Zona da Mata,0,0,0,0,0,0,0,0,11,0,0,0,0,0
3158508,Santana de Pirapama,Metropolitana de Belo Horizonte,0,0,0,0,0,0,2840,0,25,0,0,0,0,440
3158607,Santana do Deserto,Zona da Mata,0,0,0,0,0,0,606,0,4,0,21,0,0,0
3158706,Santana do Garambéu,Campo das Vertentes,0,0,0,0,0,5,840,0,23,0,0,0,0,0
3158805,Santana do Jacaré,Oeste de Minas,0,0,0,0,0,576,0,0,27,0,0,0,0,0
3158904,Santana do Manhuaçu,Zona da Mata,0,0,0,0,0,9030,450,0,8,0,43,0,0,0
3158953,Santana do Paraíso,Vale do Rio Doce,0,0,0,0,0,6,216,0,2,0,0,0,0,0
3159001,Santana do Riacho,Metropolitana de Belo Horizonte,0,0,2,0,0,0,150,0,8,0,0,0,0,0
3159100,Santana dos Montes,Metropolitana de Belo Horizonte,0,0,0,0,0,0,2680,0,77,0,0,0,0,0
3159209,Santa Rita de Caldas,Sul/Sudoeste de Minas,0,0,0,0,11450,240,930,0,750,0,125,0,0,0
3159308,Santa Rita de Jacutinga,Zona da Mata,0,0,0,0,0,0,234,0,6,0,0,0,0,0
3159357,Santa Rita de Minas,Vale do Rio Doce,0,0,0,0,0,1990,0,0,42,0,5,0,0,140
3159407,Santa Rita de Ibitipoca,Zona da Mata,0,0,0,0,0,0,1700,0,90,0,0,0,0,0
3159506,Santa Rita do Itueto,Vale do Rio Doce,0,0,0,0,0,3168,648,0,175,0,48,0,0,0
3159605,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,0,0,0,0,2850,6000,1140,0,97,0,5,0,0,0
3159704,Santa Rosa da Serra,Triângulo Mineiro/Alto Paranaíba,0,374,0,0,0,4340,1880,0,122,0,0,0,0,0
3159803,Santa Vitória,Triângulo Mineiro/Alto Paranaíba,0,0,2100,0,0,0,3500000,0,0,0,0,0,2604,0
3159902,Santo Antônio do Amparo,Oeste de Minas,0,0,0,0,0,8917,770,0,70,0,144,0,0,0
3160009,Santo Antônio do Aventureiro,Zona da Mata,0,0,0,0,0,0,390,0,5,0,60,0,0,80
3160108,Santo Antônio do Grama,Zona da Mata,0,0,2,0,0,150,23970,0,3,0,0,0,0,390
3160207,Santo Antônio do Itambé,Metropolitana de Belo Horizonte,0,0,0,0,0,0,600,0,27,0,0,0,0,0
3160306,Santo Antônio do Jacinto,Jequitinhonha,0,0,0,0,0,0,1800,0,62,0,0,0,0,0
3160405,Santo Antônio do Monte,Oeste de Minas,0,0,2,0,0,13,9600,0,37,0,0,0,11,41
3160454,Santo Antônio do Retiro,Norte de Minas,18,3,0,0,0,28,5200,0,193,0,100,0,0,59
3160504,Santo Antônio do Rio Abaixo,Metropolitana de Belo Horizonte,0,0,0,0,0,0,4300,0,1,0,0,0,0,0
3160603,Santo Hipólito,Central Mineira,0,0,0,0,0,0,817,0,4,0,0,0,48,0
3160702,Santos Dumont,Zona da Mata,0,0,0,0,0,0,1980,0,19,0,0,0,0,30
3160801,São Bento Abade,Sul/Sudoeste de Minas,0,0,0,0,1200,1520,0,0,714,0,0,0,0,0
3160900,São Brás do Suaçuí,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,53,0,0,0,0,0
3160959,São Domingos das Dores,Vale do Rio Doce,0,0,0,0,0,3150,0,0,135,0,30,0,0,270
3161007,São Domingos do Prata,Metropolitana de Belo Horizonte,15,0,0,0,0,72,10600,0,64,0,6,0,0,82
3161056,São Félix de Minas,Vale do Rio Doce,0,0,0,0,0,0,2535,0,15,0,8,0,0,0
3161106,São Francisco,Norte de Minas,0,10,0,0,0,0,18600,0,87,0,8,0,18,0
3161205,São Francisco de Paula,Oeste de Minas,0,60,0,0,0,4992,2400,0,546,0,720,0,0,0
3161304,São Francisco de Sales,Triângulo Mineiro/Alto Paranaíba,11600,0,0,0,0,0,1157120,0,0,0,0,0,0,0
3161403,São Francisco do Glória,Zona da Mata,0,0,0,0,0,1000,50,0,4,0,0,0,0,0
3161502,São Geraldo,Zona da Mata,0,0,0,0,0,340,1100,0,190,0,210,0,0,752
3161601,São Geraldo da Piedade,Vale do Rio Doce,0,0,0,0,0,0,2900,0,12,0,0,0,0,0
3161650,São Geraldo do Baixio,Vale do Rio Doce,0,0,0,0,0,0,3100,0,4,0,0,0,13,0
3161700,São Gonçalo do Abaeté,Noroeste de Minas,180,0,0,0,0,60,10800,0,2418,0,0,0,0,12000
3161809,São Gonçalo do Pará,Oeste de Minas,0,0,0,0,0,0,3750,0,3,0,4,0,0,0
3161908,São Gonçalo do Rio Abaixo,Metropolitana de Belo Horizonte,0,0,0,0,0,4,17710,0,4,0,10,0,0,0
3162005,São Gonçalo do Sapucaí,Sul/Sudoeste de Minas,0,0,0,0,7570,6900,48,0,850,0,170,0,0,3100
3162104,São Gotardo,Triângulo Mineiro/Alto Paranaíba,0,5576,0,0,5080,2300,7800,0,940,0,0,0,0,270
3162203,São João Batista do Glória,Sul/Sudoeste de Minas,0,0,0,0,0,490,55600,0,3416,0,0,0,2886,0
3162252,São João da Lagoa,Norte de Minas,0,0,1,0,0,0,3250,0,55,0,7,0,100,50
3162302,São João da Mata,Sul/Sudoeste de Minas,0,0,0,0,1894,1253,1600,0,48,0,0,0,0,660
3162401,São João da Ponte,Norte de Minas,0,9,1,0,0,0,6000,0,102,0,3,0,196,0
3162450,São João das Missões,Norte de Minas,0,0,0,0,0,0,1360,0,343,2,0,0,0,0
3162500,São João del Rei,Campo das Vertentes,0,0,0,0,1050,348,1640,0,9444,0,3360,0,0,100
3162559,São João do Manhuaçu,Zona da Mata,0,0,0,0,0,7730,0,0,102,0,7,0,0,396
3162575,São João do Manteninha,Vale do Rio Doce,0,0,0,0,0,26,310,0,1,0,0,0,0,0
3162609,São João do Oriente,Vale do Rio Doce,0,0,0,0,24,0,0,0,3,0,0,0,0,70
3162658,São João do Pacuí,Norte de Minas,0,0,1,0,0,0,3900,0,44,0,6,0,165,0
3162708,São João do Paraíso,Norte de Minas,8,3,0,0,0,130,93640,0,318,0,33,144,0,0
3162807,São João Evangelista,Vale do Rio Doce,0,0,0,0,0,0,9100,0,120,0,0,0,0,0
3162906,São João Nepomuceno,Zona da Mata,0,0,0,0,0,0,4180,0,4,0,21,0,0,0
3162922,São Joaquim de Bicas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,30,0,1,0,0,0,0,360
3162948,São José da Barra,Sul/Sudoeste de Minas,0,0,0,0,0,4590,33200,0,50,0,0,0,60,0
3162955,São José da Lapa,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163003,São José da Safira,Vale do Rio Doce,0,0,0,0,0,0,0,0,5,0,0,0,0,0
3163102,São José da Varginha,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,1,0,0,0,0,5500
3163201,São José do Alegre,Sul/Sudoeste de Minas,0,0,0,0,270,220,930,0,7,0,80,0,0,0
3163300,São José do Divino,Vale do Rio Doce,0,0,0,0,0,0,2200,0,0,0,120,0,0,0
3163409,São José do Goiabal,Metropolitana de Belo Horizonte,0,0,0,0,0,2,77378,0,19,0,18,0,0,0
3163508,São José do Jacuri,Vale do Rio Doce,0,0,1,0,0,0,570,0,81,0,0,0,0,300
3163607,São José do Mantimento,Zona da Mata,0,0,0,0,0,672,960,0,16,0,0,0,0,0
3163706,São Lourenço,Sul/Sudoeste de Minas,0,0,0,0,0,55,0,0,0,0,0,0,0,0
3163805,São Miguel do Anta,Zona da Mata,0,0,0,0,0,1561,960,0,207,0,0,0,0,500
3163904,São Pedro da União,Sul/Sudoeste de Minas,0,0,0,0,0,6780,0,0,200,0,195,0,0,0
3164001,São Pedro dos Ferros,Zona da Mata,0,0,0,0,0,0,258600,0,8,0,5,0,0,0
3164100,São Pedro do Suaçuí,Vale do Rio Doce,0,0,0,0,0,0,520,0,61,0,0,0,0,0
3164209,São Romão,Norte de Minas,0,0,0,0,0,0,2280,0,2360,0,0,0,0,0
3164308,São Roque de Minas,Oeste de Minas,0,0,0,0,1500,8249,1800,0,510,0,0,0,70,0
3164407,São Sebastião da Bela Vista,Sul/Sudoeste de Minas,0,0,0,0,2039,1353,378,0,392,0,0,0,0,0
3164431,São Sebastião da Vargem Alegre,Zona da Mata,0,0,0,0,0,1133,0,0,24,0,0,0,0,80
3164472,São Sebastião do Anta,Vale do Rio Doce,0,0,0,0,0,5050,60,0,159,0,0,0,0,35
3164506,São Sebastião do Maranhão,Vale do Rio Doce,0,0,1,0,0,36,6600,0,154,0,0,0,0,0
3164605,São Sebastião do Oeste,Oeste de Minas,0,0,0,0,0,0,700,0,11,0,0,0,0,0
3164704,São Sebastião do Paraíso,Sul/Sudoeste de Minas,0,0,0,0,0,20320,480000,0,140,0,28200,0,1225,10400
3164803,São Sebastião do Rio Preto,Metropolitana de Belo Horizonte,0,0,0,0,0,0,51,0,9,0,0,0,0,0
3164902,São Sebastião do Rio Verde,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,87,0,0,0,0,0
3165008,São Tiago,Campo das Vertentes,0,0,0,0,0,520,2736,0,129,0,0,0,0,0
3165107,São Tomás de Aquino,Sul/Sudoeste de Minas,0,0,0,0,0,10400,180000,0,33,0,0,0,0,30
3165206,São Thomé das Letras,Sul/Sudoeste de Minas,0,0,0,0,0,1030,63,0,20,0,0,0,0,0
3165305,São Vicente de Minas,Sul/Sudoeste de Minas,0,0,0,0,32,0,730,0,855,0,475,0,0,110
3165404,Sapucaí-Mirim,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,7,0,0,0,0,159
3165503,Sardoá,Vale do Rio Doce,0,0,4,0,0,16,248,0,105,0,0,0,0,0
3165537,Sarzedo,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3165552,Setubinha,Vale do Mucuri,15,0,5,0,0,545,2100,0,131,0,5,0,0,23
3165560,Sem-Peixe,Zona da Mata,0,0,0,0,0,0,15936,0,26,0,0,0,0,0
3165578,Senador Amaral,Sul/Sudoeste de Minas,0,0,0,0,6025,0,0,13,5,0,0,0,0,0
3165602,Senador Cortes,Zona da Mata,0,0,0,0,0,0,1512,0,48,0,0,0,0,0
3165701,Senador Firmino,Zona da Mata,0,4,0,0,0,76,3570,0,81,0,0,0,0,0
3165800,Senador José Bento,Sul/Sudoeste de Minas,0,0,0,0,750,663,0,0,96,0,0,0,0,0
3165909,Senador Modestino Gonçalves,Jequitinhonha,10,5,2,0,0,48,3500,0,46,0,6,0,0,0
3166006,Senhora de Oliveira,Zona da Mata,0,0,0,0,0,220,5650,0,68,0,0,0,0,0
3166105,Senhora do Porto,Vale do Rio Doce,0,0,0,0,0,0,1420,0,12,0,0,0,0,0
3166204,Senhora dos Remédios,Campo das Vertentes,0,0,0,0,0,48,9000,0,186,0,0,0,0,150
3166303,Sericita,Zona da Mata,0,0,0,0,0,3300,300,0,62,0,0,0,0,0
3166402,Seritinga,Sul/Sudoeste de Minas,0,0,0,2,0,0,810,0,3,0,0,0,0,0
3166501,Serra Azul de Minas,Metropolitana de Belo Horizonte,0,0,0,0,0,4,732,0,22,0,0,0,0,0
3166600,Serra da Saudade,Central Mineira,15,0,0,0,0,0,0,0,2,0,0,0,0,0
3166709,Serra dos Aimorés,Vale do Mucuri,0,0,0,0,0,0,99000,0,4,0,0,0,0,0
3166808,Serra do Salitre,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,5890,15040,0,0,5010,0,1840,0,15444,550
3166907,Serrania,Sul/Sudoeste de Minas,0,0,0,0,400,5400,97500,0,945,0,0,0,0,600
