mun,nome_mun,nome_micro,nome_meso,sigla_uf,algodao,arroz,banana,cafe,cana,feijao,fumo,laranja,mandioca,milho,soja,tomate
4120101,Porto Amazonas,Lapa,Metropolitana de Curitiba,PR,0,8,0,0,0,948,0,0,240,11000,23400,0
4120150,Porto Barreiro,Guarapuava,Centro-Sul Paranaense,PR,0,1,70,0,0,1221,276,30,389,9260,35245,43
4120200,Porto Rico,Paranavaí,Noroeste Paranaense,PR,0,0,2,0,0,0,0,0,16833,117,0,0
4120309,Porto Vitória,União da Vitória,Sudeste Paranaense,PR,0,74,0,0,315,450,0,30,3400,7200,1120,45
4120333,Prado Ferreira,Porecatu,Norte Central Paranaense,PR,0,0,0,23,183445,0,0,1022,18,29438,29540,0
4120358,Pranchita,Capanema,Sudoeste Paranaense,PR,0,2,125,0,275,240,41,170,1575,12800,38430,200
4120408,Presidente Castelo Branco,Astorga,Norte Central Paranaense,PR,0,0,0,0,244934,0,0,14000,5618,4836,5984,0
4120507,Primeiro de Maio,Porecatu,Norte Central Paranaense,PR,0,0,0,24,0,0,0,2553,180,104481,82835,1250
4120606,Prudentópolis,Prudentópolis,Sudeste Paranaense,PR,0,667,72,0,1450,35100,11756,850,6650,72820,119700,135
4120655,Quarto Centenário,Goioerê,Centro Ocidental Paranaense,PR,0,0,528,1,0,0,0,5,660,117078,96694,0
4120705,Quatiguá,Wenceslau Braz,Norte Pioneiro Paranaense,PR,0,120,50,26,3000,780,0,0,220,10430,0,180
4120804,Quatro Barras,Curitiba,Metropolitana de Curitiba,PR,0,0,0,0,0,220,0,0,595,2600,0,0
4120853,Quatro Pontes,Toledo,Oeste Paranaense,PR,0,0,30,0,120,0,0,0,2100,45450,33120,0
4120903,Quedas do Iguaçu,Guarapuava,Centro-Sul Paranaense,PR,0,4,105,0,0,2880,132,255,938,17760,74496,50
4121000,Querência do Norte,Paranavaí,Noroeste Paranaense,PR,0,32500,30,11,0,114,0,0,89976,30760,28486,0
4121109,Quinta do Sol,Campo Mourão,Centro Ocidental Paranaense,PR,0,0,75,1,136604,105,0,81,3740,61425,72295,108
4121208,Quitandinha,Rio Negro,Metropolitana de Curitiba,PR,0,7,0,0,0,10755,6125,0,1000,13450,38438,245
4121257,Ramilândia,Foz do Iguaçu,Oeste Paranaense,PR,0,2,345,0,13000,386,0,0,850,16480,15900,80
4121307,Rancho Alegre,Assaí,Norte Pioneiro Paranaense,PR,0,0,500,22,0,0,0,3180,42,67230,42898,254
4121356,Rancho Alegre D'Oeste,Goioerê,Centro Ocidental Paranaense,PR,0,0,0,1,0,0,0,0,3000,66540,65013,0
4121406,Realeza,Capanema,Sudoeste Paranaense,PR,0,2,335,0,600,380,190,390,6900,24800,58320,153
4121505,Rebouças,Irati,Sudeste Paranaense,PR,0,90,0,0,0,7049,4339,18,1800,27450,85000,87
4121604,Renascença,Francisco Beltrão,Sudoeste Paranaense,PR,0,2,150,0,550,10150,21,375,1100,38350,92000,100
4121703,Reserva,Telêmaco Borba,Centro Oriental Paranaense,PR,0,17,0,0,0,6990,88,0,360,34715,104938,37950
4121752,Reserva do Iguaçu,Guarapuava,Centro-Sul Paranaense,PR,0,0,39,0,52,1506,0,81,1250,43797,58828,43
4121802,Ribeirão Claro,Jacarezinho,Norte Pioneiro Paranaense,PR,0,208,71,4200,14250,1360,0,0,250,14042,6500,0
4121901,Ribeirão do Pinhal,Cornélio Procópio,Norte Pioneiro Paranaense,PR,0,43,360,489,20400,0,0,88,0,697,34506,195
4122008,Rio Azul,Irati,Sudeste Paranaense,PR,0,150,0,0,0,3897,15845,0,1440,36220,52000,57
4122107,Rio Bom,Faxinal,Norte Central Paranaense,PR,0,8,884,32,0,72,233,0,75,12600,20910,210
4122156,Rio Bonito do Iguaçu,Guarapuava,Centro-Sul Paranaense,PR,0,5,60,0,0,3848,238,240,1700,23060,79200,33
4122172,Rio Branco do Ivaí,Ivaiporã,Norte Central Paranaense,PR,0,8,0,0,0,370,0,0,820,12725,16060,240
4122206,Rio Branco do Sul,Curitiba,Metropolitana de Curitiba,PR,0,0,240,0,420,1112,7,75,3640,4240,855,270
4122305,Rio Negro,Rio Negro,Metropolitana de Curitiba,PR,0,12,0,0,0,3643,7800,0,1400,13289,36328,150
4122404,Rolândia,Londrina,Norte Central Paranaense,PR,15,0,0,897,74603,0,0,15680,190,49978,97820,0
4122503,Roncador,Campo Mourão,Centro Ocidental Paranaense,PR,0,17,175,10,0,2444,0,192,480,32200,145000,0
4122602,Rondon,Cianorte,Noroeste Paranaense,PR,0,0,0,44,1129212,1,0,9150,24750,2420,2102,40
4122651,Rosário do Ivaí,Ivaiporã,Norte Central Paranaense,PR,0,20,60,31,0,310,0,0,700,3195,5000,140
4122701,Sabáudia,Apucarana,Norte Central Paranaense,PR,0,0,30,129,0,0,27,4200,64,16780,32200,80
4122800,Salgado Filho,Francisco Beltrão,Sudoeste Paranaense,PR,0,2,175,0,1650,320,48,500,2100,12960,6480,100
4122909,Salto do Itararé,Wenceslau Braz,Norte Pioneiro Paranaense,PR,0,104,300,518,7800,1030,0,75,4200,10150,23120,180
4123006,Salto do Lontra,Francisco Beltrão,Sudoeste Paranaense,PR,0,2,300,0,560,1500,193,350,2860,13850,44000,208
4123105,Santa Amélia,Cornélio Procópio,Norte Pioneiro Paranaense,PR,0,0,20,0,7200,2,0,90,63,9917,17172,556
4123204,Santa Cecília do Pavão,Assaí,Norte Pioneiro Paranaense,PR,0,2,0,45,6300,15,0,606,378,1177,19525,1276
4123303,Santa Cruz de Monte Castelo,Paranavaí,Noroeste Paranaense,PR,0,18760,17,2,0,6,0,82,65445,19146,16320,0
4123402,Santa Fé,Astorga,Norte Central Paranaense,PR,0,0,125,40,335178,2,0,2944,5440,27080,28107,160
4123501,Santa Helena,Toledo,Oeste Paranaense,PR,0,0,600,0,10800,84,407,0,13000,114097,87258,0
4123600,Santa Inês,Astorga,Norte Central Paranaense,PR,0,0,0,2,275875,1,0,0,9580,2263,3297,0
4123709,Santa Isabel do Ivaí,Paranavaí,Noroeste Paranaense,PR,0,18938,20,2,46266,3,0,2240,22290,10800,9250,0
4123808,Santa Izabel do Oeste,Capanema,Sudoeste Paranaense,PR,0,2,120,0,440,800,59,300,2200,9960,48600,159
4123824,Santa Lúcia,Cascavel,Oeste Paranaense,PR,0,10,152,0,600,560,0,60,0,12922,15872,0
4123857,Santa Maria do Oeste,Pitanga,Centro-Sul Paranaense,PR,0,9,150,0,0,606,0,231,1100,4065,31050,30
4123907,Santa Mariana,Cornélio Procópio,Norte Pioneiro Paranaense,PR,0,177,1980,943,261000,2,0,5880,105,127096,101187,209
4123956,Santa Mônica,Paranavaí,Noroeste Paranaense,PR,0,16800,16,1,231852,9,0,750,26520,5504,4906,0
4124004,Santana do Itararé,Wenceslau Braz,Norte Pioneiro Paranaense,PR,0,32,1770,16,1200,2855,0,175,5000,11837,22000,545
4124020,Santa Tereza do Oeste,Cascavel,Oeste Paranaense,PR,0,0,264,0,550,205,0,135,1050,42994,64643,45
4124053,Santa Terezinha de Itaipu,Foz do Iguaçu,Oeste Paranaense,PR,0,35,1100,5,1140,0,3,0,6100,82780,53385,0
4124103,Santo Antônio da Platina,Jacarezinho,Norte Pioneiro Paranaense,PR,0,18,111,1638,340000,432,0,360,1500,11800,42900,1110
4124202,Santo Antônio do Caiuá,Paranavaí,Noroeste Paranaense,PR,0,0,0,0,64993,0,0,0,26475,0,1169,0
4124301,Santo Antônio do Paraíso,Cornélio Procópio,Norte Pioneiro Paranaense,PR,0,22,0,10,30600,13,0,63,168,4104,36352,1224
4124400,Santo Antônio do Sudoeste,Francisco Beltrão,Sudoeste Paranaense,PR,0,2,200,0,1680,196,95,375,3300,10050,47250,150
4124509,Santo Inácio,Astorga,Norte Central Paranaense,PR,0,0,0,3,711993,19,0,0,9200,6369,9742,45
4124608,São Carlos do Ivaí,Paranavaí,Noroeste Paranaense,PR,0,0,105,2,752899,0,0,11340,885,10360,12600,0
4124707,São Jerônimo da Serra,Assaí,Norte Pioneiro Paranaense,PR,0,62,225,1627,47700,57,0,1000,546,4489,66355,2216
4124806,São João,Pato Branco,Sudoeste Paranaense,PR,0,0,0,0,0,4200,2,30,1000,20760,81210,120
4124905,São João do Caiuá,Paranavaí,Noroeste Paranaense,PR,0,0,0,0,163547,0,0,27360,9075,0,100,0
4125001,São João do Ivaí,Ivaiporã,Norte Central Paranaense,PR,0,8,30,13,78832,486,0,0,460,91720,68250,240
4125100,São João do Triunfo,São Mateus do Sul,Sudeste Paranaense,PR,0,24,0,0,0,3090,26790,0,272,19000,20350,55
4125209,São Jorge d'Oeste,Francisco Beltrão,Sudoeste Paranaense,PR,0,2,30,0,1800,1520,137,300,1800,13750,40700,150
4125308,São Jorge do Ivaí,Floraí,Norte Central Paranaense,PR,0,0,40,2,42215,3,0,5678,1821,122919,90350,65
4125357,São Jorge do Patrocínio,Umuarama,Noroeste Paranaense,PR,0,0,360,407,0,43,0,2150,32768,160,731,13
4125407,São José da Boa Vista,Wenceslau Braz,Norte Pioneiro Paranaense,PR,0,104,880,3,600,2144,0,660,2500,18880,66500,2280
4125456,São José das Palmeiras,Toledo,Oeste Paranaense,PR,0,0,75,8,9000,161,15,0,21000,13100,8225,0
4125506,São José dos Pinhais,Curitiba,Metropolitana de Curitiba,PR,0,0,18200,0,0,937,0,0,1600,13202,5130,1250
4125555,São Manoel do Paraná,Cianorte,Noroeste Paranaense,PR,0,0,20,13,281761,3,0,0,465,5638,4420,0
4125605,São Mateus do Sul,São Mateus do Sul,Sudeste Paranaense,PR,0,95,0,0,315,10530,5250,150,4845,25000,98580,57
4125704,São Miguel do Iguaçu,Foz do Iguaçu,Oeste Paranaense,PR,0,638,2318,0,1650,150,1173,75,3364,219119,169380,0
4125753,São Pedro do Iguaçu,Toledo,Oeste Paranaense,PR,0,20,46,3,5250,14,90,30,1300,22304,43710,0
4125803,São Pedro do Ivaí,Ivaiporã,Norte Central Paranaense,PR,0,4,0,15,421342,47,0,0,400,19214,34200,333
4125902,São Pedro do Paraná,Paranavaí,Noroeste Paranaense,PR,0,0,0,2,24004,3,0,0,10642,236,125,0
4126009,São Sebastião da Amoreira,Assaí,Norte Pioneiro Paranaense,PR,0,0,704,109,187200,8,0,4620,63,5544,42438,1224
4126108,São Tomé,Cianorte,Noroeste Paranaense,PR,0,0,20,89,730000,6,0,750,9450,5500,7360,80
4126207,Sapopema,Ibaiti,Norte Pioneiro Paranaense,PR,0,22,75,272,0,36,0,45,105,1332,9364,92
4126256,Sarandi,Maringá,Norte Central Paranaense,PR,0,0,80,13,833,0,0,0,780,14105,23107,100
4126272,Saudade do Iguaçu,Pato Branco,Sudoeste Paranaense,PR,0,5,40,0,600,217,7,60,2000,4522,10780,120
4126306,Sengés,Jaguariaíva,Centro Oriental Paranaense,PR,0,10,84,0,1170,2412,0,225,450,19060,51800,61
4126355,Serranópolis do Iguaçu,Foz do Iguaçu,Oeste Paranaense,PR,0,0,40,0,1500,0,414,0,494,78370,50620,0
4126405,Sertaneja,Cornélio Procópio,Norte Pioneiro Paranaense,PR,0,0,1050,3,3600,63,0,396,672,144850,102618,206
4126504,Sertanópolis,Porecatu,Norte Central Paranaense,PR,0,0,0,54,0,0,0,3234,180,127074,103600,660
4126603,Siqueira Campos,Wenceslau Braz,Norte Pioneiro Paranaense,PR,0,260,384,1615,10500,1081,0,60,1750,7054,10350,1300
4126652,Sulina,Pato Branco,Sudoeste Paranaense,PR,0,4,200,0,1200,463,0,100,4000,3420,15075,120
4126678,Tamarana,Londrina,Norte Central Paranaense,PR,0,272,30,60,600,220,0,3525,540,13325,60720,14020
4126702,Tamboara,Paranavaí,Noroeste Paranaense,PR,0,0,0,45,337793,0,0,3080,38025,1272,1380,0
4126801,Tapejara,Cianorte,Noroeste Paranaense,PR,0,0,0,87,1260000,0,0,2700,9450,193,0,80
4126900,Tapira,Umuarama,Noroeste Paranaense,PR,0,0,0,12,270153,0,0,760,72150,1012,2700,0
4127007,Teixeira Soares,Prudentópolis,Sudeste Paranaense,PR,0,137,0,0,0,7260,1764,0,2776,68400,136800,90
4127106,Telêmaco Borba,Telêmaco Borba,Centro Oriental Paranaense,PR,0,0,18,0,0,24,0,44,180,255,1906,117
4127205,Terra Boa,Campo Mourão,Centro Ocidental Paranaense,PR,0,0,0,84,494000,10,0,0,24750,36619,39600,35
4127304,Terra Rica,Paranavaí,Noroeste Paranaense,PR,0,1625,5,26,676824,12,0,1728,13025,639,270,0
4127403,Terra Roxa,Toledo,Oeste Paranaense,PR,0,0,60,200,4400,0,0,85,15000,313035,191448,0
4127502,Tibagi,Telêmaco Borba,Centro Oriental Paranaense,PR,0,9,0,0,0,20230,746,44,800,115620,395625,5620
4127601,Tijucas do Sul,Rio Negro,Metropolitana de Curitiba,PR,0,0,0,0,0,2228,1700,0,875,24055,15978,120
4127700,Toledo,Toledo,Oeste Paranaense,PR,0,0,0,0,3000,840,0,0,5000,307200,235840,0
4127809,Tomazina,Wenceslau Braz,Norte Pioneiro Paranaense,PR,0,150,680,2880,2700,1070,0,140,1250,26596,23400,210
4127858,Três Barras do Paraná,Cascavel,Oeste Paranaense,PR,0,0,250,0,600,5800,1750,180,3250,16050,69000,0
4127882,Tunas do Paraná,Curitiba,Metropolitana de Curitiba,PR,0,0,50,0,0,1507,0,15,680,1300,0,45
4127908,Tuneiras do Oeste,Cianorte,Noroeste Paranaense,PR,0,0,20,77,780000,3,0,0,134400,15810,32550,0
4127957,Tupãssi,Toledo,Oeste Paranaense,PR,0,0,0,0,650,260,8,0,1500,130238,88319,0
4127965,Turvo,Guarapuava,Centro-Sul Paranaense,PR,0,26,25,0,159,1119,0,185,2615,20109,54950,192
4128005,Ubiratã,Goioerê,Centro Ocidental Paranaense,PR,0,0,17,6,0,11,0,15,120,266456,181560,96
4128104,Umuarama,Umuarama,Noroeste Paranaense,PR,0,0,750,59,616814,0,0,810,132322,100,9145,220
4128203,União da Vitória,União da Vitória,Sudeste Paranaense,PR,0,100,0,0,455,540,44,75,4250,6500,12800,116
4128302,Uniflor,Astorga,Norte Central Paranaense,PR,0,0,0,2,125119,0,0,2800,2716,7840,9938,31
4128401,Uraí,Assaí,Norte Pioneiro Paranaense,PR,0,0,0,67,4680,33,0,11200,252,45342,40068,2190
4128500,Wenceslau Braz,Wenceslau Braz,Norte Pioneiro Paranaense,PR,0,20,380,12,2500,2688,0,12,1250,19000,62700,10100
4128534,Ventania,Telêmaco Borba,Centro Oriental Paranaense,PR,0,9,0,0,15300,9409,0,0,225,57100,68000,0
4128559,Vera Cruz do Oeste,Foz do Iguaçu,Oeste Paranaense,PR,0,3,408,0,6890,82,66,135,910,87750,79945,1977
4128609,Verê,Francisco Beltrão,Sudoeste Paranaense,PR,0,2,0,0,1800,8500,79,400,920,29010,48510,102
4128625,Alto Paraíso,Umuarama,Noroeste Paranaense,PR,0,0,15,13,17566,0,0,0,72365,0,840,0
4128633,Doutor Ulysses,Cerro Azul,Metropolitana de Curitiba,PR,0,39,12,0,0,1930,0,1164,14400,9000,135,900
4128658,Virmond,Guarapuava,Centro-Sul Paranaense,PR,0,1,15,0,0,1199,851,60,0,6520,30212,32
4128708,Vitorino,Pato Branco,Sudoeste Paranaense,PR,0,0,0,0,200,6500,0,70,600,11000,86100,60
4128807,Xambrê,Umuarama,Noroeste Paranaense,PR,0,0,0,6,82650,0,0,0,58983,0,824,0
4200051,Abdon Batista,Curitibanos,Serrana,SC,0,0,0,0,0,90,480,400,150,14190,7800,0
4200101,Abelardo Luz,Xanxerê,Oeste Catarinense,SC,0,0,0,0,0,11640,880,0,1200,57000,181440,0
4200200,Agrolândia,Ituporanga,Vale do Itajaí,SC,0,307,0,0,400,85,1080,75,900,7200,1296,120
4200309,Agronômica,Rio do Sul,Vale do Itajaí,SC,0,3850,8,0,175,468,5016,60,1500,9100,4320,0
4200408,Água Doce,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,525,12,50,0,18600,61050,0
4200507,Águas de Chapecó,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,405,1100,240,2000,6600,3240,0
4200556,Águas Frias,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,159,400,0,360,4200,2700,0
4200606,Águas Mornas,Tabuleiro,Grande Florianópolis,SC,0,0,262,0,5200,6,0,450,1800,563,0,7000
4200705,Alfredo Wagner,Tabuleiro,Grande Florianópolis,SC,0,1075,0,0,0,540,1620,0,300,13800,0,2511
4200754,Alto Bela Vista,Concórdia,Oeste Catarinense,SC,0,0,0,0,800,20,0,600,800,4320,720,0
4200804,Anchieta,São Miguel do Oeste,Oeste Catarinense,SC,0,0,40,0,1125,112,54,68,397,8594,2617,0
4200903,Angelina,Tijucas,Grande Florianópolis,SC,0,0,0,0,420,371,1125,15,448,4286,0,5133
4201000,Anita Garibaldi,Campos de Lages,Serrana,SC,0,0,0,0,0,1440,154,0,0,15180,6600,0
4201109,Anitápolis,Tabuleiro,Grande Florianópolis,SC,0,6,20,0,204,35,129,59,3000,250,0,1750
4201208,Antônio Carlos,Florianópolis,Grande Florianópolis,SC,0,0,690,0,1425,1,0,1800,1552,50,0,72
4201257,Apiúna,Blumenau,Vale do Itajaí,SC,0,90,24,0,280,36,685,0,2800,1541,0,0
4201273,Arabutã,Concórdia,Oeste Catarinense,SC,0,5,0,0,800,30,0,500,600,6600,148,0
4201307,Araquari,Joinville,Norte Catarinense,SC,0,18720,10800,0,0,16,0,0,1680,0,0,0
4201406,Araranguá,Araranguá,Sul Catarinense,SC,0,29250,84,0,0,200,2310,2250,18330,4800,1080,0
4201505,Armazém,Tubarão,Sul Catarinense,SC,0,0,120,0,800,252,600,180,2200,1200,0,0
4201604,Arroio Trinta,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,15,18,0,36,9600,165,150
4201653,Arvoredo,Concórdia,Oeste Catarinense,SC,0,0,0,0,2025,27,6,0,200,3000,648,0
4201703,Ascurra,Blumenau,Vale do Itajaí,SC,0,4134,150,0,1400,2,0,64,375,120,0,0
4201802,Atalanta,Ituporanga,Vale do Itajaí,SC,0,2,7,0,112,236,1248,30,180,6300,4290,450
4201901,Aurora,Rio do Sul,Vale do Itajaí,SC,0,0,7,0,150,367,1750,48,150,12213,2040,270
4201950,Balneário Arroio do Silva,Araranguá,Sul Catarinense,SC,0,0,0,0,0,0,0,0,0,0,0,0
4202008,Balneário Camboriú,Itajaí,Vale do Itajaí,SC,0,0,0,0,0,0,0,0,0,0,0,0
4202057,Balneário Barra do Sul,Joinville,Norte Catarinense,SC,0,0,0,0,14,0,0,0,70,0,0,0
4202073,Balneário Gaivota,Araranguá,Sul Catarinense,SC,0,0,0,0,0,0,219,0,1120,480,0,0
4202081,Bandeirante,São Miguel do Oeste,Oeste Catarinense,SC,0,0,0,0,800,39,96,15,560,11550,1500,0
4202099,Barra Bonita,São Miguel do Oeste,Oeste Catarinense,SC,0,0,0,0,320,32,99,24,300,6112,120,0
4202107,Barra Velha,Itajaí,Vale do Itajaí,SC,0,3520,28000,0,0,0,0,0,300,0,0,0
4202131,Bela Vista do Toldo,Canoinhas,Norte Catarinense,SC,0,0,0,0,0,495,7190,0,0,10000,20700,0
4202156,Belmonte,São Miguel do Oeste,Oeste Catarinense,SC,0,0,0,0,1750,60,429,10,195,15089,2715,0
4202206,Benedito Novo,Blumenau,Vale do Itajaí,SC,0,2427,90,0,0,5,3,16,1950,1580,0,0
4202305,Biguaçu,Florianópolis,Grande Florianópolis,SC,0,2250,426,0,1250,5,0,225,844,0,0,45
4202404,Blumenau,Blumenau,Vale do Itajaí,SC,0,70,520,0,960,6,0,0,305,318,0,0
4202438,Bocaina do Sul,Campos de Lages,Serrana,SC,0,0,0,0,0,84,64,0,0,7200,4680,600
4202453,Bombinhas,Itajaí,Vale do Itajaí,SC,0,0,0,0,0,0,0,0,0,0,0,0
4202503,Bom Jardim da Serra,Campos de Lages,Serrana,SC,0,0,0,0,0,360,0,0,0,1344,0,0
4202537,Bom Jesus,Xanxerê,Oeste Catarinense,SC,0,0,0,0,240,512,56,0,360,7140,8250,0
4202578,Bom Jesus do Oeste,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,27,570,0,450,6675,4896,0
4202602,Bom Retiro,Campos de Lages,Serrana,SC,0,0,0,0,0,360,120,0,65,12000,24960,16000
4202701,Botuverá,Blumenau,Vale do Itajaí,SC,0,0,180,0,0,62,162,0,990,600,0,0
4202800,Braço do Norte,Tubarão,Sul Catarinense,SC,0,0,0,0,1426,45,483,150,846,1044,0,612
4202859,Braço do Trombudo,Rio do Sul,Vale do Itajaí,SC,0,315,0,0,600,28,40,20,1890,4200,288,0
4202875,Brunópolis,Curitibanos,Serrana,SC,0,0,0,0,0,1400,0,0,0,17000,31320,210
4202909,Brusque,Blumenau,Vale do Itajaí,SC,0,0,195,0,0,7,0,0,800,0,0,0
4203006,Caçador,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,450,6,0,0,18720,7590,52500
4203105,Caibi,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,156,525,0,2000,12960,3840,0
4203154,Calmon,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,120,0,0,0,5040,3630,2400
4203204,Camboriú,Itajaí,Vale do Itajaí,SC,0,8075,120,0,0,5,0,0,360,40,0,80
4203253,Capão Alto,Campos de Lages,Serrana,SC,0,0,0,0,0,450,0,0,0,22500,19800,0
4203303,Campo Alegre,São Bento do Sul,Norte Catarinense,SC,0,0,0,0,0,292,656,0,0,9900,7500,80
4203402,Campo Belo do Sul,Campos de Lages,Serrana,SC,0,6,0,0,0,3600,64,0,0,54000,42900,120
4203501,Campo Erê,Chapecó,Oeste Catarinense,SC,0,6,0,0,600,1905,80,0,150,24000,70200,0
4203600,Campos Novos,Curitibanos,Serrana,SC,0,0,0,0,0,9450,60,160,600,64350,207900,0
4203709,Canelinha,Tijucas,Grande Florianópolis,SC,0,3440,450,0,0,5,0,12,750,275,0,0
4203808,Canoinhas,Canoinhas,Norte Catarinense,SC,0,0,0,0,0,2125,14713,0,0,31500,79350,500
4203907,Capinzal,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,315,0,24,225,6300,17160,0
4203956,Capivari de Baixo,Tubarão,Sul Catarinense,SC,0,15500,0,0,0,1,0,0,0,50,0,0
4204004,Catanduvas,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,32,19,0,0,2520,900,0
4204103,Caxambu do Sul,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,11,429,0,875,18900,9920,0
4204152,Celso Ramos,Campos de Lages,Serrana,SC,0,12,0,0,680,270,600,600,75,8190,2496,0
4204178,Cerro Negro,Campos de Lages,Serrana,SC,0,4,0,0,0,2250,154,225,0,39000,13860,0
4204194,Chapadão do Lageado,Ituporanga,Vale do Itajaí,SC,0,0,0,0,0,259,4255,27,525,5880,1974,0
4204202,Chapecó,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,2247,190,1500,5500,36800,35200,0
4204251,Cocal do Sul,Criciúma,Sul Catarinense,SC,0,683,156,0,1100,156,80,0,240,2112,0,270
4204301,Concórdia,Concórdia,Oeste Catarinense,SC,0,7,100,0,3000,400,20,4000,2200,57600,4810,80
4204350,Cordilheira Alta,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,18,0,0,0,780,726,0
4204400,Coronel Freitas,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,288,836,180,0,3150,6930,0
4204459,Coronel Martins,Xanxerê,Oeste Catarinense,SC,0,0,0,0,160,101,20,0,280,4320,9240,0
4204509,Corupá,Joinville,Norte Catarinense,SC,0,325,157622,0,1600,0,0,0,163,210,0,0
4204558,Correia Pinto,Campos de Lages,Serrana,SC,0,0,0,0,0,360,0,0,0,10080,23760,0
4204608,Criciúma,Criciúma,Sul Catarinense,SC,0,1564,9100,0,2000,612,800,0,720,10800,2520,385
4204707,Cunha Porã,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,468,320,0,4500,16376,13200,0
4204756,Cunhataí,Chapecó,Oeste Catarinense,SC,0,0,0,0,0,73,62,45,1400,2415,252,0
4204806,Curitibanos,Curitibanos,Serrana,SC,0,0,0,0,0,3540,34,0,0,26100,54000,700
4204905,Descanso,São Miguel do Oeste,Oeste Catarinense,SC,0,0,0,0,1750,390,585,144,340,32399,7425,0
4205001,Dionísio Cerqueira,São Miguel do Oeste,Oeste Catarinense,SC,0,0,0,0,1160,546,263,20,1500,7757,23638,0
4205100,Dona Emma,Rio do Sul,Vale do Itajaí,SC,0,120,7,0,0,44,1013,49,450,4500,66,50
4205159,Doutor Pedrinho,Blumenau,Vale do Itajaí,SC,0,6330,0,0,0,0,0,75,111,584,296,0
4205175,Entre Rios,Xanxerê,Oeste Catarinense,SC,0,1,0,0,0,192,0,0,300,1008,4680,0
4205191,Ermo,Araranguá,Sul Catarinense,SC,0,24800,95,0,0,5,774,0,1100,3510,120,0
4205209,Erval Velho,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,105,25,40,150,29700,5616,0
4205308,Faxinal dos Guedes,Xanxerê,Oeste Catarinense,SC,0,0,0,0,0,2040,0,0,300,12480,42120,0
4205357,Flor do Sertão,Chapecó,Oeste Catarinense,SC,0,0,0,0,500,60,89,130,400,3931,1635,0
4205407,Florianópolis,Florianópolis,Grande Florianópolis,SC,0,0,75,0,500,5,0,32,28,0,0,0
4205431,Formosa do Sul,Chapecó,Oeste Catarinense,SC,0,0,0,0,1050,16,0,0,300,1650,780,0
4205456,Forquilhinha,Criciúma,Sul Catarinense,SC,0,86000,0,0,0,180,500,0,300,7000,3000,0
4205506,Fraiburgo,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,4180,150,0,0,52800,20880,1001
4205555,Frei Rogério,Curitibanos,Serrana,SC,0,0,0,0,0,1836,32,0,0,16200,9000,400
4205605,Galvão,Xanxerê,Oeste Catarinense,SC,0,0,0,0,200,1080,0,0,100,9000,16200,0
4205704,Garopaba,Tubarão,Sul Catarinense,SC,0,1135,38,0,1270,4,0,0,237,0,0,0
4205803,Garuva,Joinville,Norte Catarinense,SC,0,5859,22400,0,0,0,0,0,1080,0,0,0
4205902,Gaspar,Blumenau,Vale do Itajaí,SC,0,16570,220,0,1620,3,0,0,180,36,0,0
4206009,Governador Celso Ramos,Florianópolis,Grande Florianópolis,SC,0,0,0,0,123,0,0,0,6,0,0,0
4206108,Grão Pará,Tubarão,Sul Catarinense,SC,0,4,54,0,1200,58,3525,120,300,2040,0,0
4206207,Gravatal,Tubarão,Sul Catarinense,SC,0,3885,180,0,750,36,35,25,180,72,145,0
4206306,Guabiruba,Blumenau,Vale do Itajaí,SC,0,300,165,0,0,11,4,100,680,630,0,0
4206405,Guaraciaba,São Miguel do Oeste,Oeste Catarinense,SC,0,0,100,0,4689,1050,437,250,1660,20327,17115,0
4206504,Guaramirim,Joinville,Norte Catarinense,SC,0,38400,24720,0,0,0,0,0,2000,54,0,0
4206603,Guarujá do Sul,São Miguel do Oeste,Oeste Catarinense,SC,0,0,0,0,280,402,76,10,289,6180,4985,0
4206652,Guatambú,Chapecó,Oeste Catarinense,SC,0,5,0,0,4800,351,36,0,1800,7680,14850,0
4206702,Herval d'Oeste,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,53,57,75,330,13680,1200,0
4206751,Ibiam,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,55,86,0,0,8352,1454,300
4206801,Ibicaré,Joaçaba,Oeste Catarinense,SC,0,0,0,0,0,19,29,45,1050,22040,608,0
4206900,Ibirama,Rio do Sul,Vale do Itajaí,SC,0,435,16,0,1050,30,563,50,606,2228,0,0
4207007,Içara,Criciúma,Sul Catarinense,SC,0,12925,700,0,2400,2520,4000,0,3240,12960,1680,1050
