mun,nome_mun,sigla_uf,abacaxi,acai,algodao,alho,amendoim,arroz,aveia,azeitona,banana,batata_doce,batata,cacau,cafe,caju,cana,caqui,castanha_caju,cebola,centeio,cevada,coco,erva_mate,ervilha,fava,feijao,figo,fumo,girassol_grao,goiaba,laranja,limao,maca,mamao,mamona,mandioca,manga,maracuja,marmelo,melancia,melao,milho,noz,palmito,pera,pessego,soja,sorgo,tangerina,tomate,trigo,uva
2513703,Santa Rita,PB,30000,0,0,0,0,0,0,0,270,160,0,0,0,0,781000,0,0,0,0,0,3120,0,0,0,0,0,0,0,16,0,35,0,360,0,2500,120,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513802,Santa Teresinha,PB,0,0,0,0,0,6,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,18,0,0,0,0,0,0,624,0,0,75,0,200,0,0,0,0,0,0,0,0,0,0
2513851,Santo André,PB,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,20,0,0,48,0,0,2,30,0,0,0,6,0,8,0,0,0,14,30,20,0,8,0,60,0,0,0,0,0,0,0,176,0,0
2513901,São Bento,PB,0,0,1,0,0,0,0,0,36,64,0,0,0,0,0,0,0,0,0,0,12,0,0,0,128,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0
2513927,São Bentinho,PB,0,0,0,0,0,4,0,0,18,40,0,0,0,0,80,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0
2513943,São Domingos do Cariri,PB,0,0,0,0,0,0,0,0,90,35,0,0,0,0,0,0,1,0,0,0,24,0,0,2,3,0,0,0,12,0,0,0,30,0,8,30,20,0,0,0,6,0,0,0,0,0,0,0,450,0,0
2513968,São Domingos,PB,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
2513984,São Francisco,PB,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0
2514008,São João do Cariri,PB,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,66,0,0,42,0,0,0,36,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,48,0,0,0,0,0,0,0,160,0,0
2514107,São João do Tigre,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
2514206,São José da Lagoa Tapada,PB,0,0,0,0,0,0,0,0,60,0,0,0,0,0,800,0,0,0,0,0,40,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0
2514305,São José de Caiana,PB,0,0,0,0,0,15,0,0,0,16,0,0,0,0,120,0,0,0,0,0,0,0,0,18,112,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0
2514404,São José de Espinharas,PB,0,0,18,0,0,2,0,0,112,120,0,0,0,0,105,0,0,0,0,0,0,0,0,0,120,0,0,0,6,0,0,0,0,0,0,28,0,0,405,90,238,0,0,0,0,0,0,0,225,0,0
2514453,São José dos Ramos,PB,0,0,0,0,24,0,0,0,0,570,0,0,0,0,2800,0,0,0,0,0,25,0,0,75,74,0,0,0,0,0,0,0,0,0,935,32,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0
2514503,São José de Piranhas,PB,0,0,0,0,0,40,0,0,100,35,0,0,0,0,600,0,6,0,0,0,16,0,0,10,210,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,459,0,0,0,0,0,0,0,160,0,0
2514552,São José de Princesa,PB,0,0,0,0,0,0,0,0,70,21,0,0,0,0,525,0,1,0,0,0,24,0,0,2,320,0,0,0,0,0,0,0,0,0,90,0,8,0,0,0,660,0,0,0,0,0,0,0,25,0,0
2514602,São José do Bonfim,PB,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,12,0,0,0,0,0,0,28,0,0,45,0,84,0,0,0,0,0,0,0,0,0,0
2514651,São José do Brejo do Cruz,PB,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0
2514701,São José do Sabugi,PB,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,98,0,0,0,0,0,0,0,0,0,0
2514800,São José dos Cordeiros,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0
2514909,São Mamede,PB,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
2515005,São Miguel de Taipu,PB,15000,0,0,0,11,0,0,0,0,210,0,0,0,0,5000,0,1,0,0,0,80,0,0,19,83,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,120,0,0,0,0,0,0,0,150,0,0
2515104,São Sebastião de Lagoa de Roça,PB,0,0,0,0,0,0,0,0,60,720,0,0,0,0,0,0,1,0,0,0,0,0,0,15,115,0,0,0,0,75,30,0,0,0,240,0,0,0,0,0,40,0,0,0,0,0,0,1120,30,0,0
2515203,São Sebastião do Umbuzeiro,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,15,0,0,0,0,0,0,10,0,0,6,0,51,0,0,0,0,0,0,0,450,0,0
2515302,Sapé,PB,6600,0,0,0,1,0,0,0,226,880,0,0,0,0,660000,0,6,0,0,0,240,0,0,25,6,0,0,0,35,24,24,0,640,0,2500,80,152,0,20,0,10,0,0,0,0,0,0,0,0,0,0
2515401,São Vicente do Seridó,PB,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0
2515500,Serra Branca,PB,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,21,0,0,2,120,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,160,0,0,0,0,0,0,0,240,0,0
2515609,Serra da Raiz,PB,0,0,0,0,0,0,0,0,240,96,0,0,0,0,2025,0,12,0,0,0,70,0,0,28,96,0,0,0,0,30,0,0,0,0,850,35,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
2515708,Serra Grande,PB,0,0,0,0,0,10,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0
2515807,Serra Redonda,PB,0,0,0,0,0,0,0,0,60,42,0,0,0,0,0,0,9,0,0,0,0,0,0,35,74,0,0,0,24,42,0,0,0,0,540,90,0,0,0,0,280,0,0,0,0,0,0,42,0,0,0
2515906,Serraria,PB,0,0,0,0,0,6,0,0,4900,160,0,0,0,0,15000,0,33,0,0,0,40,0,0,12,138,0,0,0,0,150,0,0,0,0,1350,160,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0
2515930,Sertãozinho,PB,5400,0,0,0,0,0,0,0,72,48,0,0,0,0,0,0,3,0,0,0,40,0,0,9,50,0,0,0,0,30,0,0,0,0,900,80,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0
2515971,Sobrado,PB,90,0,0,0,20,0,0,0,108,2100,0,0,0,0,8250,0,4,0,0,0,172,0,0,2,5,0,0,0,0,8,6,0,0,0,4800,70,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2516003,Solânea,PB,0,0,0,0,0,0,0,0,1400,126,0,0,0,0,900,0,2,0,0,0,0,0,0,30,560,0,0,0,0,35,0,0,0,0,1100,64,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0
2516102,Soledade,PB,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
2516151,Sossêgo,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
2516201,Sousa,PB,0,0,0,0,0,98,0,0,700,0,0,0,0,0,400,0,0,0,0,0,2100,0,0,0,302,0,0,0,450,0,0,0,0,0,0,60,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0
2516300,Sumé,PB,0,0,0,0,0,0,0,0,144,80,0,0,0,0,60,0,2,300,0,0,160,0,0,0,56,0,0,0,28,10,20,0,300,0,56,72,90,0,75,0,240,0,0,0,0,0,0,0,2220,0,0
2516409,Tacima,PB,0,0,225,0,0,0,0,0,0,160,0,0,0,0,0,0,2,0,0,0,0,0,0,24,272,0,0,0,0,0,0,0,0,0,200,24,120,0,0,0,1200,0,0,0,0,0,0,0,0,0,0
2516508,Taperoá,PB,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,25,0,0,0,300,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0
2516607,Tavares,PB,0,0,28,0,0,12,0,0,90,0,0,0,0,0,350,0,3,0,0,0,70,0,0,0,610,0,0,0,60,0,0,0,75,0,900,42,8,0,0,0,1200,0,0,0,0,0,0,0,0,0,0
2516706,Teixeira,PB,0,0,0,0,0,0,0,0,0,150,0,0,0,0,105,0,24,44,0,0,0,0,0,8,215,0,0,0,60,0,0,0,0,0,180,12,0,0,0,0,800,0,0,0,0,0,0,0,150,0,0
2516755,Tenório,PB,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,10,0,0,0,0,0,0,1,140,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0
2516805,Triunfo,PB,0,0,5,0,0,30,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0
2516904,Uiraúna,PB,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,120,0,0
2517001,Umbuzeiro,PB,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,0,0,20,22,0,0,0,28,28,0,0,0,0,135,21,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2517100,Várzea,PB,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2517209,Vieirópolis,PB,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
2517407,Zabelê,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,0,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,440,0,0
2600054,Abreu e Lima,PE,450,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600104,Afogados da Ingazeira,PE,0,0,0,0,0,0,0,0,71,118,0,0,0,0,180,0,7,0,0,0,45,0,0,2,291,0,0,0,26,14,12,0,13,0,252,36,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0
2600203,Afrânio,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
2600302,Agrestina,PE,0,0,0,0,0,0,0,0,75,60,0,0,0,0,0,0,0,0,0,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,576,20,16,0,0,0,60,0,0,0,0,0,0,0,750,0,0
2600401,Água Preta,PE,54,0,0,0,0,0,0,0,1600,112,0,0,0,0,180000,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,28,0,30,0,1250,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600500,Águas Belas,PE,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1488,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600609,Alagoinha,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2600708,Aliança,PE,0,0,0,0,0,0,0,0,228,105,0,0,0,0,550000,0,0,0,0,0,33,0,0,0,4,0,0,0,0,0,0,0,65,0,136,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600807,Altinho,PE,0,0,0,0,0,0,0,0,300,225,0,0,0,0,0,0,0,0,0,0,4,0,0,0,90,0,0,0,0,0,0,0,0,0,603,8,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0
2600906,Amaraji,PE,384,0,0,0,0,0,0,0,5000,0,0,0,0,0,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601003,Angelim,PE,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,0,0,0,0,63,15,0,0,0,150,0,0,0,60,0,72,0,0,0,0,0,0,0,0,0,0
2601052,Araçoiaba,PE,0,0,0,0,0,0,0,0,5,0,0,0,0,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601102,Araripina,PE,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4040,0,0,0,0,0,0,0,0,0,68000,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0
2601201,Arcoverde,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0
2601300,Barra de Guabiraba,PE,0,0,0,0,0,0,0,0,9100,1440,0,0,7,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960,0,1800,0,540,0,0,0,0,0,0,0,0,0,0,0,0
2601409,Barreiros,PE,540,0,0,0,0,0,0,0,1800,0,0,0,0,0,140000,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601508,Belém de Maria,PE,0,0,0,0,0,0,0,0,700,2400,0,0,0,0,9600,0,0,0,0,0,75,0,0,0,40,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601607,Belém do São Francisco,PE,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,1500,0,0,210,0,0,0,80,0,0,0,260,0,0,0,0,0,10,44000,225,0,0,500,42,0,0,0,0,0,0,0,0,0,175
2601706,Belo Jardim,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
2601805,Betânia,PE,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,18,0,0,0,20,0,0,0,150,0,0,0,0,0,0,0,0,0,18,0,16,0,600,0,50,0,0,0,0,0,64,0,0,0,0
2601904,Bezerros,PE,0,0,0,0,0,0,0,0,5040,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,240,0,0,0,120,0,16,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,4500,0,0
2602001,Bodocó,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,21200,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0
2602100,Bom Conselho,PE,0,0,0,0,0,0,0,0,8400,4200,0,0,3,0,0,0,0,0,0,0,0,0,0,3,822,0,0,0,0,25,40,0,0,0,420,0,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0
2602209,Bom Jardim,PE,1127,0,0,0,0,0,0,0,5450,32,0,0,0,0,45600,0,0,0,0,0,1084,0,0,245,144,0,0,0,0,0,1685,0,0,0,320,0,80,0,0,0,425,0,0,0,0,0,0,0,0,0,0
2602308,Bonito,PE,0,0,0,0,0,0,0,0,16920,2600,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,176,0,0,0,0,0,0,0,400,0,0
2602407,Brejão,PE,0,0,0,0,0,0,0,0,175,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0,20,0,0,0,0,65,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2602506,Brejinho,PE,0,0,0,0,0,0,0,0,26,60,0,0,0,0,0,0,6,0,0,0,6,0,0,3,337,0,0,0,3,0,0,0,0,0,254,18,18,0,0,0,810,0,0,0,0,0,0,0,0,0,0
2602605,Brejo da Madre de Deus,PE,0,0,0,0,0,0,0,0,440,120,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602704,Buenos Aires,PE,0,0,0,0,0,0,0,0,440,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602803,Buíque,PE,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0
2602902,Cabo de Santo Agostinho,PE,0,0,0,0,0,0,0,0,2850,234,0,0,0,0,480000,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,77,0,0,0,0,3600,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603009,Cabrobó,PE,0,0,0,0,0,3300,0,0,900,0,0,0,0,0,0,0,0,3000,0,0,825,0,0,0,450,0,0,0,900,18,0,0,1375,0,680,800,825,0,2500,112,600,0,0,0,0,0,20,0,900,0,0
2603108,Cachoeirinha,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603207,Caetés,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,876,0,0,0,0,0,0,0,0,0,16650,48,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2603306,Calçado,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,240,0,0,0,0,10800,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2603405,Calumbi,PE,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,10,0,0,0,0,40,0,0,0,4,0,13,0,0,0,0,0,0,0,240,0,0
2603454,Camaragibe,PE,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603504,Camocim de São Félix,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,600,0,0,0,0,0,400,0,0,0,0,0,100,0,0,0,0,0,0,0,6000,0,0
2603603,Camutanga,PE,0,0,0,0,0,0,0,0,3510,7,0,0,0,0,165000,0,0,0,0,0,65,0,0,25,0,0,0,0,0,25,0,0,0,0,180,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603702,Canhotinho,PE,0,0,0,0,0,0,0,0,1800,160,0,0,0,0,2500,0,0,0,0,0,0,0,0,20,48,0,0,0,0,0,0,0,0,0,80,0,0,0,160,0,2,0,0,0,0,0,0,0,0,0,0
2603801,Capoeiras,PE,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,29,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2603900,Carnaíba,PE,0,0,0,0,0,0,0,0,44,63,0,0,0,0,114,0,8,0,0,0,34,0,0,5,1203,0,0,0,65,11,17,0,0,0,1313,29,60,0,0,0,2160,0,0,0,0,0,0,0,0,0,0
2603926,Carnaubeira da Penha,PE,0,0,2,0,0,0,0,0,600,0,0,0,0,0,0,0,63,0,0,0,112,0,0,0,100,0,0,0,1560,0,0,0,180,0,500,160,80,0,0,0,120,0,0,0,0,0,0,0,0,0,0
2604007,Carpina,PE,0,0,0,0,0,0,0,0,52,30,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604106,Caruaru,PE,200,0,0,0,0,0,0,0,900,90,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,25,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0
2604155,Casinhas,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0
2604205,Catende,PE,190,0,0,0,0,0,0,0,2000,60,0,0,0,0,24000,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604304,Cedro,PE,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,110,0,0,19,0,0,0,77,0,0,0,2100,0,0,0,100,0,24,45,45,0,0,0,369,0,0,0,0,0,42,0,1950,0,0
2604403,Chã de Alegria,PE,0,0,0,0,0,0,0,0,0,90,0,0,0,0,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604502,Chã Grande,PE,100,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,420,0,0
2604601,Condado,PE,0,0,0,0,0,0,0,0,140,32,0,0,0,0,235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,560,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604700,Correntes,PE,0,0,0,0,0,0,0,0,420,2400,0,0,0,0,2100,0,0,0,0,0,0,0,0,2,27,0,0,0,0,420,0,0,0,0,1000,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
2604809,Cortês,PE,0,0,0,0,0,0,0,0,4944,120,0,0,0,0,69927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604908,Cumaru,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,193,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0
2605004,Cupira,PE,0,0,0,0,0,0,0,0,900,320,0,0,0,0,0,0,0,0,0,0,4,0,0,0,100,0,0,0,0,0,0,0,0,0,1050,36,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0
2605103,Custódia,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,36,0,0,0,750,0,9600,0,0,0,0,0,0,0,300,0,0
2605152,Dormentes,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0
2605202,Escada,PE,60,0,0,0,0,0,0,0,16,0,0,0,0,0,292500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605301,Exu,PE,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,70,0,0,0,0,33600,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0
2605400,Feira Nova,PE,0,0,0,0,0,0,0,0,0,100,0,0,0,0,6300,0,0,0,0,0,0,0,0,2,6,0,0,0,0,14,80,0,0,0,720,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
2605459,Fernando de Noronha,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605509,Ferreiros,PE,0,0,0,0,0,0,0,0,360,108,0,0,0,0,125000,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605608,Flores,PE,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,51,0,0,0,0,0,0,13,1926,0,0,0,180,0,0,0,0,0,415,0,0,0,70,0,960,0,0,0,0,0,20,0,120,0,0
2605707,Floresta,PE,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,1800,0,0,75,0,0,0,146,0,0,0,175,0,0,0,0,0,0,0,0,0,600,5600,6,0,0,0,0,0,0,0,3000,0,0
2605806,Frei Miguelinho,PE,0,0,19,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0
2605905,Gameleira,PE,150,0,0,0,0,0,0,0,360,0,0,0,0,0,450000,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,74,0,0,0,1860,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606002,Garanhuns,PE,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,70,0,0,0,0,0,0,3,300,0,0,0,0,32,0,0,0,0,3000,0,0,0,28,0,0,0,0,0,0,0,0,0,3600,0,0
2606101,Glória do Goitá,PE,300,0,0,0,0,0,0,0,110,150,0,0,0,0,81000,0,0,0,0,0,160,0,0,0,20,0,0,0,0,0,75,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
