mun,nome_mun,sigla_uf,abacaxi,acai,algodao,alho,amendoim,arroz,aveia,azeitona,banana,batata_doce,batata,cacau,cafe,caju,cana,caqui,castanha_caju,cebola,centeio,cevada,coco,erva_mate,ervilha,fava,feijao,figo,fumo,girassol_grao,goiaba,laranja,limao,maca,mamao,mamona,mandioca,manga,maracuja,marmelo,melancia,melao,milho,noz,palmito,pera,pessego,soja,sorgo,tangerina,tomate,trigo,uva
3500550,Águas de Santa Bárbara,SP,0,0,0,0,0,0,0,0,0,0,0,0,18,0,350000,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,199200,0,0,0,0,0,0,0,0,0,0,15840,0,0,0,0,24000,0,0,0,0,0
3500600,Águas de São Pedro,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500709,Agudos,SP,0,0,0,0,618,0,0,0,0,0,0,0,0,0,854000,0,0,0,0,0,0,0,0,0,39,0,0,0,0,33200,0,0,0,0,1800,0,0,0,3700,0,900,0,0,0,0,791,0,0,0,0,0
3500758,Alambari,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77600,0,0,0,0,0,0,0,0,0,120,17,0,0,0,21803,0,0,0,0,7000,0,0,0,3000,0,3200,0,0,0,0,1500,0,0,600,60,280
3500808,Alfredo Marcondes,SP,0,0,0,0,0,0,0,0,0,2856,0,0,4,0,0,15,0,0,0,0,38,0,0,0,29,0,0,0,0,0,0,0,0,0,1112,0,23,0,0,0,517,0,0,62,0,0,0,0,0,0,86
3500907,Altair,SP,0,0,0,0,520,0,0,0,0,0,0,0,0,0,3710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137004,0,0,0,0,0,0,0,0,0,0,2560,0,0,0,0,1018,0,0,0,0,0
3501004,Altinópolis,SP,0,0,0,0,399,0,0,0,0,0,0,0,11685,0,2137860,0,0,1000,0,0,0,0,0,0,322,0,0,0,0,25290,0,0,0,0,68,3080,0,0,0,0,9962,0,0,0,0,6912,3288,0,0,0,0
3501103,Alto Alegre,SP,0,0,0,0,2813,0,0,0,3400,4500,0,0,38,0,768573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,125,0,0,0,180,0,1245,0,0,0,0,0,0,0,0,0,0
3501152,Alumínio,SP,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,83,0,0,0,400,0,0,0,0,0,1200,0,0,0,0,0,0,0,50,0,0
3501202,Álvares Florence,SP,240,0,0,0,0,5,0,0,1188,0,0,0,10,0,913826,0,0,0,0,0,40,0,0,0,36,0,0,0,0,7723,95,0,0,0,100,352,0,0,693,0,9552,0,0,0,0,1714,0,38,3388,0,0
3501301,Álvares Machado,SP,0,0,29,0,0,0,0,0,600,5437,0,0,0,0,50000,0,0,0,0,0,402,0,0,0,0,0,0,0,0,286,321,0,0,0,1000,440,640,0,0,0,0,0,0,0,0,0,0,0,1200,0,0
3501400,Álvaro de Carvalho,SP,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,40,0,0,0,120,0,20,0,30,0,180,0,0,0,0,0,0,0,0,0,0
3501509,Alvinlândia,SP,0,0,0,0,0,0,0,0,0,0,0,0,2386,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12077,0,0,0,0,3630,0,24,0,840,0,1836,0,270,0,0,1080,0,0,130,0,0
3501608,Americana,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501707,Américo Brasiliense,SP,0,0,0,0,483,0,0,0,0,0,0,0,11,0,672000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7341,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0
3501806,Américo de Campos,SP,0,0,0,0,0,0,0,0,0,0,0,0,15,0,504000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9792,135,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,927,0,440,6375,0,0
3501905,Amparo,SP,0,0,0,0,0,2,25,0,300,10,0,0,1620,0,136500,48,0,0,0,0,0,0,0,0,19,0,0,0,44,22896,264,0,0,0,18,649,40,0,0,0,4776,3,5,0,0,0,15,203,1280,0,54
3502002,Analândia,SP,0,0,0,0,0,0,0,0,230,0,0,0,510,0,782000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43982,0,0,0,0,0,0,30,0,0,0,2196,0,0,0,0,1795,0,0,0,0,0
3502101,Andradina,SP,0,0,0,0,0,0,0,0,200,0,0,0,0,0,2625000,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,960,1359,0,0,250,0,5472,0,0,0,0,2100,0,0,7500,0,0
3502200,Angatuba,SP,0,0,825,0,0,0,0,0,1750,0,8000,0,48,0,34000,0,0,0,0,0,0,0,0,0,6150,0,0,0,0,286110,21263,25,0,0,450,0,240,0,450,0,43440,0,0,0,0,31500,2400,0,350,4200,0
3502309,Anhembi,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86476,0,0,0,0,30500,0,0,0,3600,0,4920,0,0,0,0,0,0,0,0,0,0
3502408,Anhumas,SP,0,0,0,0,960,0,0,0,0,0,0,0,203,0,675000,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,88,0,0,0,0,0,1500,0,2938,0,0,0,0,1272,0,0,2250,0,0
3502507,Aparecida,SP,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502606,Aparecida d'Oeste,SP,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,128000,0,0,0,0,0,0,0,0,0,123,0,0,0,0,5351,1598,0,230,0,242,306,0,0,0,0,756,0,0,0,0,0,0,0,0,0,24
3502705,Apiaí,SP,0,0,0,0,0,6,0,0,175,15,180,0,0,0,0,2160,0,160,0,0,0,0,0,0,60,54,0,0,0,210,200,25,0,0,270,0,100,0,15,0,36000,0,0,0,1500,2700,0,210,59200,250,40
3502754,Araçariguama,SP,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,49,0,0,0,300,0,0,0,0,0,540,0,0,0,0,0,0,49,50,0,0
3502804,Araçatuba,SP,810,0,0,0,0,0,0,0,4320,0,0,0,0,0,2824640,0,0,0,0,0,800,0,0,0,170,0,0,0,0,0,0,0,0,0,3456,780,0,0,0,0,16858,0,0,0,0,26247,1440,0,0,0,0
3502903,Araçoiaba da Serra,SP,0,0,0,0,0,0,0,0,180,15,0,0,1,0,40000,0,0,395,0,0,0,0,0,0,151,0,0,0,0,1800,36,0,0,0,4000,0,45,0,1613,0,6650,0,0,0,0,1020,0,240,1060,420,26
3503000,Aramina,SP,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485,0,0,0,0,7300,1311,0,0,0,0
3503109,Arandu,SP,0,0,0,0,0,0,0,0,9000,0,0,0,1440,0,38500,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,54400,2852,0,0,0,3750,0,0,0,0,0,16560,0,0,0,0,17100,0,0,0,825,12
3503158,Arapeí,SP,0,0,0,0,0,0,0,0,115,0,0,0,0,0,3835,0,0,0,0,0,0,0,0,0,15,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,25,0,0,0
3503208,Araraquara,SP,0,0,0,0,1125,0,0,0,240,216,0,0,27,0,3040000,0,0,0,0,0,0,0,0,0,168,0,0,0,48,34514,405,0,0,0,1560,280,60,0,0,0,7680,0,0,0,0,3000,19,0,275,0,0
3503307,Araras,SP,0,0,0,0,0,0,0,0,0,0,0,0,443,0,2446208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45990,115,0,0,0,9807,0,0,0,0,0,14598,0,0,0,0,5670,0,340,0,0,0
3503356,Arco-Íris,SP,0,0,0,0,6403,0,0,0,0,0,0,0,38,0,518411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3648,0,0,0,800,0,398,0,0,0,0,0,0,0,0,0,0
3503406,Arealva,SP,0,0,0,0,360,0,0,0,1540,0,0,0,79,0,880000,0,0,0,0,0,0,0,0,0,60,0,0,0,18200,45560,2958,0,0,0,100,0,0,0,6660,0,444,0,0,0,0,2522,810,0,130,0,60
3503505,Areias,SP,0,0,0,0,0,12,0,0,408,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0
3503604,Areiópolis,SP,0,0,0,0,0,0,0,0,0,0,0,0,95,0,581000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0
3503703,Ariranha,SP,0,0,0,0,700,0,0,0,0,0,0,0,2,0,731000,0,0,0,0,0,0,0,0,0,0,0,0,0,900,6828,3237,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
3503802,Artur Nogueira,SP,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,233001,0,0,0,0,0,0,0,0,0,0,0,0,0,161,48389,4367,0,0,0,8472,388,0,0,0,0,14872,0,0,0,0,2,0,1220,0,0,0
3503901,Arujá,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3503950,Aspásia,SP,0,0,0,0,0,0,0,0,480,0,0,0,0,0,68000,0,0,0,0,0,0,0,0,0,1,0,0,0,27,33684,485,0,0,0,25,506,0,0,0,0,120,0,0,0,0,0,0,391,0,0,540
3504008,Assis,SP,0,0,0,0,2975,0,318,0,300,0,0,0,5,0,996880,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3825,0,0,0,0,0,16500,0,0,0,0,26166,0,0,0,0,36
3504107,Atibaia,SP,0,0,0,0,0,0,660,0,40,0,0,0,0,0,3500,184,0,0,0,0,0,0,0,0,76,0,0,0,242,125,25,0,0,0,640,0,90,0,0,0,6050,0,0,0,3200,2100,0,1624,405,0,1050
3504206,Auriflama,SP,450,0,0,0,0,0,0,0,1200,0,0,0,0,0,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,0,0,0,0,0,10,0,0,1280,0,2574,0,0,0,0,96,0,0,0,0,0
3504305,Avaí,SP,0,0,0,0,0,0,0,0,0,44,0,0,48,0,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,5808,0,0,0,19794,0,376,0,0,0,0,0,0,0,0,0,0
3504404,Avanhandava,SP,0,0,0,0,0,0,0,0,30,288,0,0,32,0,1361800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,1215,0,0,0,0,0
3504503,Avaré,SP,0,0,0,0,0,0,0,0,5130,0,0,0,530,0,707000,333,0,0,0,0,0,0,0,0,3367,0,0,0,175,344000,34,0,0,0,1620,0,0,0,0,0,42750,0,60,0,176,19840,0,144,0,1170,0
3504602,Bady Bassitt,SP,0,0,0,0,425,0,0,0,240,100,0,0,0,0,159750,0,0,0,0,0,10,0,0,0,0,0,0,0,25,1530,170,0,0,0,714,121,0,0,0,0,2970,0,0,0,0,468,0,125,0,0,0
3504701,Balbinos,SP,0,0,0,0,0,0,0,0,0,0,0,0,29,0,417240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11424,13,0,0,0,0,88,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
3504800,Bálsamo,SP,0,0,0,0,1500,0,0,0,0,0,0,0,117,0,462000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6732,220,0,0,0,0,0,0,0,0,0,600,0,0,0,0,1280,0,0,0,0,0
3504909,Bananal,SP,0,0,0,0,0,0,0,0,136,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,49,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0
3505005,Barão de Antonina,SP,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,120,0,0,0,0,0,0,272,0,0,0,5948,0,0,0,0,7200,50,450,3300,0,0
3505104,Barbosa,SP,0,0,0,0,625,0,0,0,0,202,0,0,0,0,544205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,216,0,0,0,0,0
3505203,Bariri,SP,0,0,0,0,2430,0,0,0,0,0,0,0,101,0,1572525,0,0,0,0,0,0,0,0,0,48,0,0,72,0,61200,90,0,0,0,231,0,0,0,660,0,10638,0,0,0,0,5572,45,2750,0,0,0
3505302,Barra Bonita,SP,0,0,0,0,0,0,0,0,0,0,0,0,7,0,847450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,216,0,0,0,0,248,0,0,0,0,0
3505351,Barra do Chapéu,SP,4,0,0,0,0,2,0,0,1,20,0,0,0,0,0,0,0,21,0,0,0,0,0,0,78,0,0,0,0,1,10,30,0,0,293,0,0,0,40,0,4800,0,0,0,0,0,0,6,19500,0,0
3505401,Barra do Turvo,SP,15,0,0,0,0,42,0,0,0,10,0,0,2,0,100,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,300,0,29,0,14,0,250,0,225,0,0,0,0,10,0,0,0
3505500,Barretos,SP,72,0,0,0,2750,0,0,0,291,0,0,0,0,0,5443200,0,0,0,0,0,236,0,0,0,288,0,0,0,0,186179,580,0,42,0,823,56,0,0,0,0,13644,0,15,0,0,15000,0,369,0,0,0
3505609,Barrinha,SP,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,892500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,208,0,0,0,0,0
3505708,Barueri,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3505807,Bastos,SP,0,0,0,0,0,0,0,0,0,62,0,0,0,0,187000,0,0,0,0,0,12,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0
3505906,Batatais,SP,0,0,0,0,0,26,0,0,0,0,0,0,3713,0,3842000,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,8250,0,0,0,0,7980,0,0,0,0,0
3506003,Bauru,SP,2304,0,0,0,0,0,0,0,0,0,0,0,5,0,94250,224,0,0,0,0,0,0,0,0,0,0,0,0,0,54703,0,0,0,0,500,0,0,0,747,0,1745,0,12,0,0,192,0,180,0,0,24
3506102,Bebedouro,SP,408,0,0,0,6563,0,0,0,75,0,0,0,22,0,2535000,0,0,0,0,0,24,0,0,0,5,0,0,0,406,217199,1876,0,0,0,192,154,180,0,0,0,6126,0,12,0,0,5040,206,726,0,0,2
3506201,Bento de Abreu,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,3600,600,0,0,0,0
3506300,Bernardino de Campos,SP,0,0,0,0,0,120,0,0,0,0,0,0,270,0,400000,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17540,0,315,0,0,6000,0,0,0,0,0
3506359,Bertioga,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3506409,Bilac,SP,0,0,0,0,0,0,0,0,0,0,0,0,168,0,364000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960,0,0,0,0,2400,0,0,0,0,0
3506508,Birigui,SP,0,0,0,0,0,0,0,0,0,1746,0,0,44,0,817120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17256,0,0,0,0,47574,5062,0,0,0,0
3506607,Biritiba Mirim,SP,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0
3506706,Boa Esperança do Sul,SP,0,0,0,0,1500,0,0,0,112,0,0,0,15,0,2625000,0,0,0,0,0,0,0,0,0,0,0,0,40,0,220320,0,0,0,0,6000,0,0,0,120,0,4200,0,0,0,0,600,0,0,75,0,0
3506805,Bocaina,SP,0,0,0,0,1000,0,0,0,0,0,0,0,72,0,1368000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12900,270,0,0,0,113,0,0,0,0,0,2109,0,0,0,0,3041,0,1600,0,0,0
3506904,Bofete,SP,0,0,0,0,0,0,0,0,0,0,0,0,48,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57528,147,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0
3507001,Boituva,SP,0,0,0,0,0,0,0,0,128,0,0,0,16,0,480000,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,2400,0,0,0,0,1800,0,0,0,0,82
3507100,Bom Jesus dos Perdões,SP,0,0,0,0,0,0,0,0,270,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0
3507159,Bom Sucesso de Itararé,SP,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,150,0,0,0,0,0,0,38,0,0,0,0,105,0,0,0,0,72,0,0,0,13,0,540,0,0,0,10,0,0,12,1400,0,120
3507209,Borá,SP,0,0,0,0,1958,0,0,0,0,0,0,0,0,0,357500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2814,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0
3507308,Boracéia,SP,0,0,0,0,0,0,0,0,0,0,0,0,68,0,620500,0,0,0,0,0,0,0,0,0,6,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,1613,0,0,0,0,0
3507407,Borborema,SP,0,0,0,0,8800,0,0,0,2420,124,0,0,54,0,2200500,0,0,0,0,0,0,0,0,0,6,42,0,0,570,31419,1040,0,0,0,740,836,0,0,8250,0,3240,0,54,0,0,1494,0,3,0,0,0
3507456,Borebi,SP,0,0,0,0,0,0,0,0,0,20,0,0,0,0,235484,0,0,0,0,0,0,0,0,0,419,0,0,0,0,62000,0,0,0,0,200,0,0,0,0,0,346,0,0,0,0,2077,182,0,0,0,0
3507506,Botucatu,SP,0,0,0,0,0,207,0,0,540,43,0,0,594,0,1600000,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,326400,0,0,0,0,1150,0,64,0,120,0,22230,0,0,0,0,6666,0,2754,2028,1740,0
3507605,Bragança Paulista,SP,0,0,0,0,0,0,66,0,720,0,1460,0,750,0,6400,330,0,0,0,0,0,0,0,0,219,54,0,0,96,1250,300,0,0,0,240,60,75,0,0,0,22800,0,0,0,168,1500,0,1575,840,720,232
3507704,Braúna,SP,0,0,0,0,105,0,0,0,825,11520,0,0,70,0,511056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662,0,0,0,0,0,510,0,0,0,0,495,0,0,0,0,0
3507753,Brejo Alegre,SP,0,0,0,0,0,0,0,0,30,0,0,0,0,0,198000,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,88,59,0,0,0,0,12240,0,0,0,0,8910,2700,0,62,0,0
3507803,Brodowski,SP,0,0,0,0,0,0,0,0,143,0,0,0,1425,0,935610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,1260,0,0,0,0,0
3507902,Brotas,SP,0,0,0,0,1316,0,0,0,2500,0,0,0,420,0,2640000,0,0,0,0,0,0,0,0,0,526,0,0,0,270,237735,250,0,0,0,2917,0,0,0,0,0,8817,0,0,0,0,3869,18,3486,0,0,0
3508009,Buri,SP,0,0,900,0,0,0,0,0,0,3034,16300,0,0,0,0,0,0,20,0,0,0,0,0,0,7115,0,0,0,0,288000,0,0,0,0,100,0,36,0,720,0,88702,0,0,0,0,84021,0,1220,16800,17420,181
3508108,Buritama,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,0,0,1128,1224,0,0,0,0
3508207,Buritizal,SP,0,0,0,0,500,0,0,0,0,0,0,0,796,0,898560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,5280,960,0,750,0,0
3508306,Cabrália Paulista,SP,36,0,0,0,0,0,0,0,0,0,0,0,80,0,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,28840,580,0,0,0,2060,0,0,0,0,0,91,0,0,0,0,270,0,1374,45,0,0
3508405,Cabreúva,SP,0,0,0,0,0,0,0,8,10,0,0,0,14,0,300,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2100,0,0,0,48,0,0,0,0,0,540,0,0,0,0,0,0,30,0,0,36
3508504,Caçapava,SP,0,0,0,0,0,3900,0,0,0,0,2000,0,0,0,240000,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508603,Cachoeira Paulista,SP,0,0,0,0,0,450,0,0,85,0,0,0,0,0,9900,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,250,1200,0,14
3508702,Caconde,SP,0,0,0,0,0,0,0,0,300,0,1675,0,19320,0,16400,0,0,120,0,0,0,0,0,0,162,0,0,0,0,0,54,0,0,0,100,0,0,0,0,0,3582,0,0,0,0,0,0,0,0,0,26
3508801,Cafelândia,SP,0,0,0,0,5911,0,0,0,0,642,0,0,391,0,2208793,0,0,0,0,0,40,0,0,0,19,0,0,0,0,75153,1917,0,0,0,275,120,0,0,3660,0,1738,0,0,0,0,734,0,0,4550,0,0
3508900,Caiabu,SP,0,0,5,0,14,2,0,0,0,0,0,0,0,0,446250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,2077,0,0,0,0,0,0,0,0,0,0
3509007,Caieiras,SP,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509106,Caiuá,SP,180,0,14,0,0,0,0,0,150,270,0,0,0,0,299328,0,0,0,0,0,135,0,0,0,100,0,0,0,160,40,20,0,500,0,3000,220,70,0,1485,0,747,0,0,0,0,0,0,20,135,0,0
3509205,Cajamar,SP,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509254,Cajati,SP,0,0,0,0,0,0,0,0,126000,8,0,0,0,0,60,16,0,0,0,0,4,0,0,0,6,0,0,0,60,0,0,0,0,0,320,0,133,0,13,0,63,0,3300,0,0,0,0,348,0,0,0
3509304,Cajobi,SP,85,0,0,0,828,0,0,0,0,2880,0,0,0,0,640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74553,0,0,0,0,0,0,0,0,0,0,234,0,148,0,0,313,0,88,140,0,0
3509403,Cajuru,SP,0,0,0,0,0,0,0,0,100,0,0,0,3204,0,873000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,0,0,0,0,300,0,0,0,0,0,1200,0,0,0,0,0,0,0,287,0,0
3509452,Campina do Monte Alegre,SP,0,0,0,0,0,0,0,0,25,0,630,0,0,0,136000,0,0,0,0,0,0,0,0,0,1476,0,0,0,0,1872,0,0,0,0,40,0,0,0,900,0,31470,0,0,0,0,16800,0,0,0,750,0
3509502,Campinas,SP,0,0,0,0,0,0,0,0,1750,23,0,0,621,0,128000,660,0,0,0,0,0,0,0,0,70,2100,0,0,3704,250,0,0,0,0,1680,366,0,0,0,0,1380,0,0,0,220,1750,0,0,200,0,554
3509601,Campo Limpo Paulista,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509700,Campos do Jordão,SP,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,96,0,0
3509809,Campos Novos Paulista,SP,0,0,0,0,4500,0,0,0,0,0,0,0,29,0,517500,0,0,0,0,0,0,0,0,0,97,0,0,0,0,10880,0,0,0,0,60000,0,0,0,0,0,29268,0,0,0,0,42780,0,0,45,0,0
3509908,Cananéia,SP,7,0,0,0,0,27,0,0,4500,5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,2830,0,19,0,3,0,63,0,664,0,0,0,0,20,0,0,0
3509957,Canas,SP,0,0,0,0,0,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0
3510005,Cândido Mota,SP,0,0,0,0,0,0,180,0,1750,0,0,0,45,0,1743000,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,7725,0,0,0,0,0,72810,0,0,0,0,81660,0,0,212,90,0
3510104,Cândido Rodrigues,SP,0,0,0,0,360,0,0,0,0,745,0,0,0,0,219200,0,0,1000,0,0,0,0,0,0,0,0,0,0,580,771,36000,0,0,0,540,15000,0,0,0,0,714,0,0,0,0,60,0,308,0,0,0
3510153,Canitar,SP,0,0,0,0,0,0,0,0,0,0,0,0,10,0,162500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2775,0,0,0,0,5634,0,0,0,0,0
3510203,Capão Bonito,SP,0,0,0,0,0,0,0,0,200,1600,8000,0,0,0,0,2220,0,2800,0,0,0,0,0,0,13950,0,0,0,0,102000,0,2000,0,0,375,0,960,0,900,0,106200,0,0,0,1500,85500,0,300,10500,16500,600
3510302,Capela do Alto,SP,0,0,0,0,0,0,0,0,100,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,480,0,0,0,0,71400,0,0,0,0,3125,0,29,0,2500,0,5136,0,0,0,0,2100,0,1224,112,0,28
