mun;municipio;ano;algodao;arroz;banana;cafe;cana;feijao;fumo;laranja;mandioca;milho;soja;tomate
2502151;Boa Vista (PB);2008;4;0;0;0;0;180;0;0;0;240;0;150
2502201;Bom Jesus (PB);2008;0;3;40;0;0;22;0;0;0;72;0;0
2502300;Bom Sucesso (PB);2008;97;8;0;0;210;584;86;0;0;166;0;0
2502409;Bonito de Santa Fé (PB);2008;0;60;140;0;3300;282;0;0;60;1294;0;90
2502508;Boqueirão (PB);2008;8;0;2100;0;0;225;0;8;0;450;0;6000
2502607;Igaracy (PB);2008;0;118;28;0;0;180;0;0;0;525;0;15
2502706;Borborema (PB);2008;0;12;20124;0;0;115;0;56;4150;150;0;0
2502805;Brejo do Cruz (PB);2008;7;8;0;0;0;24;0;0;0;90;0;0
2502904;Brejo dos Santos (PB);2008;7;3;0;0;0;41;10;0;0;71;0;0
2503001;Caaporã (PB);2008;0;0;288;0;198000;3;0;16;1200;0;0;50
2503100;Cabaceiras (PB);2008;0;0;350;0;0;120;0;6;0;160;0;600
2503209;Cabedelo (PB);2008;0;0;0;0;0;0;0;0;0;0;0;0
2503308;Cachoeira dos Índios (PB);2008;0;16;180;0;0;120;0;0;0;245;0;120
2503407;Cacimba de Areia (PB);2008;0;20;54;0;0;73;0;0;0;90;0;0
2503506;Cacimba de Dentro (PB);2008;25;0;0;0;0;2154;0;0;6000;2700;0;0
2503555;Cacimbas (PB);2008;0;2;36;0;90;34;0;0;88;298;0;0
2503605;Caiçara (PB);2008;69;0;60;0;0;170;0;12;984;180;0;0
2503704;Cajazeiras (PB);2008;10;28;500;0;200;270;0;0;0;560;0;150
2503753;Cajazeirinhas (PB);2008;19;8;122;0;0;72;0;0;0;96;0;0
2503803;Caldas Brandão (PB);2008;0;0;0;0;0;60;0;0;1700;300;0;0
2503902;Camalaú (PB);2008;1;0;24;0;0;126;0;0;0;385;0;1280
2504009;Campina Grande (PB);2008;30;0;700;0;0;1600;0;160;800;2310;0;800
2504033;Capim (PB);2008;0;0;0;0;80000;9;0;0;900;4;0;0
2504074;Caraúbas (PB);2008;0;0;68;0;0;126;0;0;0;280;0;400
2504108;Carrapateira (PB);2008;0;5;40;0;0;40;0;0;0;90;0;0
2504157;Casserengue (PB);2008;35;0;0;0;0;2805;0;0;0;2500;0;0
2504207;Catingueira (PB);2008;0;84;0;0;600;240;0;0;0;800;0;100
2504306;Catolé do Rocha (PB);2008;0;8;40;0;150;75;26;0;0;960;0;0
2504355;Caturité (PB);2008;5;0;170;0;0;240;0;0;0;480;0;300
2504405;Conceição (PB);2008;20;59;221;0;10800;1843;0;0;63;4725;0;75
2504504;Condado (PB);2008;10;0;460;0;0;36;0;0;0;86;0;0
2504603;Conde (PB);2008;0;0;630;0;19250;6;0;16;2700;0;0;0
2504702;Congo (PB);2008;0;0;160;0;0;108;0;0;200;300;0;1200
2504801;Coremas (PB);2008;24;11;229;0;0;89;0;0;0;168;0;0
2504850;Coxixola (PB);2008;0;0;320;0;0;90;0;0;0;144;0;300
2504900;Cruz do Espírito Santo (PB);2008;0;0;225;0;390000;27;0;48;3200;16;0;0
2505006;Cubati (PB);2008;0;0;0;0;0;168;0;0;150;360;0;125
2505105;Cuité (PB);2008;20;0;0;0;0;1320;0;0;3200;1200;0;0
2505204;Cuitegi (PB);2008;0;0;600;0;7500;43;0;30;1780;48;0;0
2505238;Cuité de Mamanguape (PB);2008;0;0;18;0;20000;119;0;40;2700;200;0;0
2505279;Curral de Cima (PB);2008;0;0;144;0;17500;30;0;24;1620;18;0;0
2505303;Curral Velho (PB);2008;0;115;42;0;500;182;0;0;0;560;0;0
2505352;Damião (PB);2008;10;0;0;0;0;1540;0;0;800;630;0;0
2505402;Desterro (PB);2008;96;6;36;0;120;78;0;0;20;288;0;0
2505501;Vista Serrana (PB);2008;11;10;60;0;0;24;0;0;0;52;0;0
2505600;Diamante (PB);2008;0;307;70;0;500;363;0;0;0;1050;0;30
2505709;Dona Inês (PB);2008;64;0;72;0;0;280;0;0;12000;200;0;0
2505808;Duas Estradas (PB);2008;0;0;180;0;600;65;0;40;800;90;0;0
2505907;Emas (PB);2008;7;8;0;0;180;60;0;0;0;480;0;320
2506004;Esperança (PB);2008;0;0;270;0;0;1979;0;0;640;1200;0;0
2506103;Fagundes (PB);2008;6;0;2100;0;0;960;0;320;2000;1200;0;0
2506202;Frei Martinho (PB);2008;0;0;0;0;0;280;0;0;0;280;0;0
2506251;Gado Bravo (PB);2008;2;0;160;0;0;168;0;0;0;250;0;0
2506301;Guarabira (PB);2008;0;0;420;0;1920;98;0;70;800;120;0;0
2506400;Gurinhém (PB);2008;169;0;0;0;0;135;0;0;1200;1320;0;0
2506509;Gurjão (PB);2008;24;0;0;0;0;156;0;0;0;325;0;70
2506608;Ibiara (PB);2008;30;220;204;0;3000;564;0;0;59;1575;0;48
2506707;Imaculada (PB);2008;14;16;0;0;450;480;0;0;300;720;0;0
2506806;Ingá (PB);2008;16;0;0;0;0;350;0;0;160;1600;0;0
2506905;Itabaiana (PB);2008;2;0;47;0;13200;250;0;0;1800;1800;0;0
2507002;Itaporanga (PB);2008;0;1020;600;0;2100;1100;0;0;0;3150;0;144
2507101;Itapororoca (PB);2008;0;0;120;0;67742;125;0;8;3600;150;0;0
2507200;Itatuba (PB);2008;0;0;0;0;0;220;0;0;50;960;0;80
2507309;Jacaraú (PB);2008;0;0;990;0;110000;86;0;180;2000;76;0;0
2507408;Jericó (PB);2008;2;10;60;0;0;167;40;0;0;202;0;0
2507507;João Pessoa (PB);2008;0;0;90;0;0;0;0;0;40;0;0;0
2507606;Juarez Távora (PB);2008;15;0;0;0;0;480;0;0;1200;1200;0;0
2507705;Juazeirinho (PB);2008;0;0;0;0;0;144;0;0;300;510;0;250
2507804;Junco do Seridó (PB);2008;0;0;36;0;0;19;0;0;1000;63;0;125
2507903;Juripiranga (PB);2008;1;0;0;0;350000;68;0;0;240;204;0;0
2508000;Juru (PB);2008;40;170;176;0;1500;750;0;21;2000;2760;0;300
2508109;Lagoa (PB);2008;75;4;0;0;0;90;100;0;0;88;0;0
2508208;Lagoa de Dentro (PB);2008;0;0;36;0;0;103;0;60;1600;104;0;0
2508307;Lagoa Seca (PB);2008;0;0;5200;0;0;840;0;200;7300;160;0;800
2508406;Lastro (PB);2008;0;4;40;0;1250;36;0;0;0;90;0;0
2508505;Livramento (PB);2008;0;0;0;0;0;180;0;0;0;700;0;75
2508554;Logradouro (PB);2008;20;0;32;0;0;80;0;10;400;120;0;0
2508604;Lucena (PB);2008;0;0;30;0;99000;5;0;0;800;0;0;0
2508703;Mãe d'Água (PB);2008;0;8;85;0;480;69;48;0;57;350;0;0
2508802;Malta (PB);2008;3;6;0;0;0;8;0;0;0;28;0;0
2508901;Mamanguape (PB);2008;0;0;540;0;450000;20;0;40;2000;12;0;0
2509008;Manaíra (PB);2008;10;3;168;0;280;555;0;39;300;1000;0;84
2509057;Marcação (PB);2008;0;0;90;0;120000;9;0;12;900;0;0;0
2509107;Mari (PB);2008;0;0;18;0;100000;10;32;0;22500;16;0;0
2509156;Marizópolis (PB);2008;2;12;625;0;0;40;0;0;0;90;0;0
2509206;Massaranduba (PB);2008;0;0;3500;0;0;1780;0;160;1680;1440;0;0
2509305;Mataraca (PB);2008;0;0;306;0;150000;6;0;16;500;0;0;0
2509339;Matinhas (PB);2008;0;0;14000;0;0;400;0;900;1000;240;0;150
2509370;Mato Grosso (PB);2008;6;10;0;0;0;73;2;0;0;98;0;0
2509396;Maturéia (PB);2008;0;5;42;0;348;91;0;0;500;94;0;120
2509404;Mogeiro (PB);2008;2;0;0;0;0;660;0;0;12750;2400;0;0
2509503;Montadas (PB);2008;0;0;0;0;0;1090;48;0;2960;280;0;0
2509602;Monte Horebe (PB);2008;0;36;160;0;0;150;0;0;40;300;0;210
2509701;Monteiro (PB);2008;8;0;120;0;0;800;0;0;240;1600;0;800
2509800;Mulungu (PB);2008;0;0;24;0;0;180;0;30;2000;210;0;0
2509909;Natuba (PB);2008;0;0;12000;0;0;170;0;20;40;600;0;400
2510006;Nazarezinho (PB);2008;0;36;54;0;1125;90;0;0;400;160;0;100
2510105;Nova Floresta (PB);2008;0;0;0;0;0;244;0;0;320;210;0;0
2510204;Nova Olinda (PB);2008;0;323;195;0;0;186;0;0;0;525;0;75
2510303;Nova Palmeira (PB);2008;0;3;0;0;0;112;0;0;0;210;0;0
2510402;Olho d'Água (PB);2008;14;630;200;0;290;324;0;0;0;825;0;0
2510501;Olivedos (PB);2008;0;0;0;0;0;172;0;0;0;300;0;0
2510600;Ouro Velho (PB);2008;0;0;16;0;0;360;0;0;0;960;0;160
2510659;Parari (PB);2008;4;0;0;0;0;280;0;0;0;400;0;0
2510709;Passagem (PB);2008;0;0;0;0;0;57;0;0;0;45;0;0
2510808;Patos (PB);2008;0;0;64;0;116;25;0;0;0;25;0;0
2510907;Paulista (PB);2008;26;19;156;0;240;290;0;0;0;105;0;0
2511004;Pedra Branca (PB);2008;0;403;180;0;300;117;0;0;0;315;0;30
2511103;Pedra Lavrada (PB);2008;0;0;0;0;0;80;0;0;1300;75;0;0
2511202;Pedras de Fogo (PB);2008;0;0;78;0;1770000;305;0;23;11700;360;0;0
2511301;Piancó (PB);2008;0;280;68;0;0;535;0;0;0;1575;0;0
2511400;Picuí (PB);2008;20;0;0;0;0;1518;0;0;360;750;0;0
2511509;Pilar (PB);2008;1;0;0;0;8500;141;0;0;945;252;0;160
2511608;Pilões (PB);2008;0;0;28388;0;15000;56;0;245;1200;160;0;0
2511707;Pilõezinhos (PB);2008;0;0;4032;0;1575;69;0;126;1600;72;0;0
2511806;Pirpirituba (PB);2008;0;0;700;0;6000;104;0;40;640;60;0;0
2511905;Pitimbu (PB);2008;0;0;1260;0;120000;10;0;16;4000;0;0;0
2512002;Pocinhos (PB);2008;16;0;0;0;0;750;0;0;800;480;0;0
2512036;Poço Dantas (PB);2008;0;4;100;0;0;80;0;0;225;144;0;0
2512077;Poço de José de Moura (PB);2008;0;3;600;0;0;45;0;0;0;120;0;0
2512101;Pombal (PB);2008;158;42;280;0;450;447;0;0;0;120;0;0
2512200;Prata (PB);2008;4;0;0;0;0;216;0;0;0;594;0;800
2512309;Princesa Isabel (PB);2008;24;48;342;0;280;1072;0;35;3531;4800;0;252
2512408;Puxinanã (PB);2008;16;0;180;0;0;1150;0;30;26000;360;0;300
2512507;Queimadas (PB);2008;3;0;88;0;0;970;0;18;500;2000;0;800
2512606;Quixaba (PB);2008;0;0;0;0;0;12;0;0;0;28;0;0
2512705;Remígio (PB);2008;20;0;2676;0;0;960;0;300;1400;720;0;0
2512721;Pedro Régis (PB);2008;0;0;450;0;15000;36;0;72;1200;48;0;0
2512747;Riachão (PB);2008;56;0;0;0;0;280;0;0;135;400;0;0
2512754;Riachão do Bacamarte (PB);2008;0;0;60;0;0;60;0;0;100;240;0;0
2512762;Riachão do Poço (PB);2008;0;0;0;0;2000;23;0;32;1600;32;0;0
2512788;Riacho de Santo Antônio (PB);2008;8;0;0;0;0;120;0;0;0;160;0;400
2512804;Riacho dos Cavalos (PB);2008;4;5;35;0;0;70;0;0;0;230;0;0
2512903;Rio Tinto (PB);2008;0;0;225;0;525000;5;0;40;1200;0;0;0
2513000;Salgadinho (PB);2008;0;0;0;0;0;64;0;0;180;120;0;0
2513109;Salgado de São Félix (PB);2008;2;0;390;0;0;304;0;0;1800;1680;0;300
2513158;Santa Cecília (PB);2008;0;0;0;0;0;240;0;0;500;350;0;600
2513208;Santa Cruz (PB);2008;3;6;75;0;1400;80;42;0;0;180;0;0
2513307;Santa Helena (PB);2008;166;111;630;0;0;97;0;0;0;150;0;0
2513356;Santa Inês (PB);2008;4;65;70;0;660;985;0;0;0;2475;0;42
2513406;Santa Luzia (PB);2008;0;0;11;0;0;6;10;0;0;6;0;250
2513505;Santana de Mangueira (PB);2008;0;84;65;0;825;839;0;0;0;3150;0;45
2513604;Santana dos Garrotes (PB);2008;0;640;39;0;0;675;0;0;0;1890;0;15
2513653;Joca Claudino (PB);2008;5;2;0;0;60;32;0;0;0;60;0;0
2513703;Santa Rita (PB);2008;0;0;360;0;693750;0;0;12;1040;0;0;0
2513802;Santa Teresinha (PB);2008;4;21;63;0;0;150;0;0;0;200;0;0
2513851;Santo André (PB);2008;24;0;150;0;0;240;0;0;100;500;0;0
2513901;São Bento (PB);2008;0;13;31;0;0;200;0;0;0;54;0;0
2513927;São Bentinho (PB);2008;0;10;48;0;150;24;0;0;0;105;0;0
2513943;São Domingos do Cariri (PB);2008;0;0;450;0;0;150;0;0;0;200;0;600
2513968;São Domingos (PB);2008;29;3;17;0;0;82;0;0;0;50;0;0
2513984;São Francisco (PB);2008;2;6;250;0;250;46;0;0;0;90;0;0
2514008;São João do Cariri (PB);2008;5;0;88;0;0;330;0;0;0;600;0;240
2514107;São João do Tigre (PB);2008;5;0;0;0;0;192;0;0;500;400;0;800
2514206;São José da Lagoa Tapada (PB);2008;0;15;100;0;600;80;0;0;0;150;0;0
2514305;São José de Caiana (PB);2008;0;60;65;0;1100;507;0;0;300;1440;0;70
2514404;São José de Espinharas (PB);2008;7;20;105;0;174;110;0;0;0;112;0;224
2514453;São José dos Ramos (PB);2008;0;0;0;0;5500;180;0;0;720;1800;0;0
2514503;São José de Piranhas (PB);2008;12;30;120;0;375;120;0;0;0;200;0;90
2514552;São José de Princesa (PB);2008;0;0;200;0;750;716;0;0;240;1600;0;140
2514602;São José do Bonfim (PB);2008;0;0;40;0;90;52;0;0;0;74;0;54
2514651;São José do Brejo do Cruz (PB);2008;0;9;0;0;0;36;0;0;0;75;0;0
2514701;São José do Sabugi (PB);2008;0;0;0;0;0;18;2;0;0;19;0;0
2514800;São José dos Cordeiros (PB);2008;2;0;60;0;0;510;0;0;0;1020;0;0
2514909;São Mamede (PB);2008;0;0;0;0;0;12;2;0;0;19;0;75
2515005;São Miguel de Taipu (PB);2008;4;0;0;0;10000;175;0;0;1080;240;0;60
2515104;São Sebastião de Lagoa de Roça (PB);2008;0;0;440;0;0;675;6;49;1840;147;0;540
2515203;São Sebastião do Umbuzeiro (PB);2008;5;0;0;0;0;312;0;0;0;660;0;480
2515302;Sapé (PB);2008;0;0;70;0;405000;33;0;0;7000;24;0;0
2515401;São Vicente do Seridó (PB);2008;0;0;0;0;0;48;0;0;250;54;0;0
2515500;Serra Branca (PB);2008;0;0;48;0;0;840;0;0;0;1300;0;1200
2515609;Serra da Raiz (PB);2008;0;0;375;0;1350;66;0;20;1200;60;0;0
2515708;Serra Grande (PB);2008;0;30;13;0;600;176;0;0;16;544;0;14
2515807;Serra Redonda (PB);2008;0;0;525;0;0;160;0;24;1200;200;0;0
2515906;Serraria (PB);2008;0;7;15615;0;18000;215;0;300;5920;90;0;0
2515930;Sertãozinho (PB);2008;0;1;72;0;0;64;0;30;800;30;0;0
2515971;Sobrado (PB);2008;0;0;18;0;24000;35;0;16;4000;28;0;0
2516003;Solânea (PB);2008;0;24;3240;0;500;1572;0;0;1600;720;0;0
2516102;Soledade (PB);2008;12;0;0;0;0;58;0;0;200;252;0;0
2516151;Sossêgo (PB);2008;15;0;0;0;0;378;0;0;80;560;0;0
2516201;Sousa (PB);2008;50;1700;15900;0;400;422;0;0;0;900;0;480
2516300;Sumé (PB);2008;0;0;80;0;0;525;0;0;0;1280;0;800
2516409;Tacima (PB);2008;160;0;0;0;0;407;0;0;120;720;0;0
2516508;Taperoá (PB);2008;0;0;0;0;0;240;0;0;0;600;0;500
2516607;Tavares (PB);2008;5;18;105;0;725;936;0;0;1800;1920;0;160
2516706;Teixeira (PB);2008;0;0;0;0;150;286;0;0;800;960;0;450
2516755;Tenório (PB);2008;0;0;0;0;0;58;0;0;1000;144;0;0
2516805;Triunfo (PB);2008;75;208;0;0;0;68;0;0;0;228;0;0
2516904;Uiraúna (PB);2008;5;5;500;0;924;100;0;0;90;150;0;0
2517001;Umbuzeiro (PB);2008;3;0;35;0;0;168;0;28;300;250;0;400
2517100;Várzea (PB);2008;0;1;0;0;0;8;0;0;0;3;0;0
2517209;Vieirópolis (PB);2008;2;3;92;0;375;32;0;0;0;66;0;0
2517407;Zabelê (PB);2008;0;0;15;0;0;120;0;0;0;360;0;400
2600054;Abreu e Lima (PE);2008;0;0;360;0;0;375;0;40;16800;0;0;0
2600104;Afogados da Ingazeira (PE);2008;0;0;300;0;0;2955;0;11;990;5120;0;480
2600203;Afrânio (PE);2008;0;0;0;0;140;650;0;0;300;306;0;0
2600302;Agrestina (PE);2008;0;0;48;0;0;123;0;1;1400;130;0;240
2600401;Água Preta (PE);2008;0;0;3900;0;666000;0;0;0;2400;0;0;0
2600500;Águas Belas (PE);2008;20;0;741;0;0;4710;0;12;3500;3000;0;120
2600609;Alagoinha (PE);2008;0;0;0;0;0;550;0;0;2700;288;0;0
2600708;Aliança (PE);2008;0;0;224;0;948600;27;0;13;450;12;0;0
2600807;Altinho (PE);2008;0;0;80;0;0;120;0;1;350;140;0;160
2600906;Amaraji (PE);2008;0;0;10125;0;312000;0;0;0;6000;0;0;0
2601003;Angelim (PE);2008;0;0;4;3;0;152;0;45;1500;50;0;0
2601052;Araçoiaba (PE);2008;0;0;310;0;95875;24;0;270;3600;36;0;0
2601102;Araripina (PE);2008;30;0;50;0;240;4853;0;0;84000;10500;0;300
2601201;Arcoverde (PE);2008;10;0;40;0;0;914;0;0;720;1656;0;300
2601300;Barra de Guabiraba (PE);2008;0;0;500;0;30000;0;0;0;840;0;0;0
2601409;Barreiros (PE);2008;0;0;1680;0;355000;0;0;0;1000;0;0;0
2601508;Belém de Maria (PE);2008;0;0;2240;0;33600;24;0;200;1800;35;0;0
2601607;Belém do São Francisco (PE);2008;20;6027;105;0;0;665;0;0;1000;120;0;1800
2601706;Belo Jardim (PE);2008;0;0;10000;100;0;1845;0;0;3600;1200;0;0
2601805;Betânia (PE);2008;80;0;150;0;0;1428;0;0;300;3250;0;200
2601904;Bezerros (PE);2008;0;0;560;8;0;335;0;0;400;300;0;9600
2602001;Bodocó (PE);2008;0;0;0;0;0;900;0;0;22500;5000;0;0
2602100;Bom Conselho (PE);2008;33;0;6468;50;0;2000;0;24;5000;1800;0;240
2602209;Bom Jardim (PE);2008;0;0;6300;0;10500;24;0;0;100;1200;0;120
2602308;Bonito (PE);2008;0;0;2880;2;187000;70;0;0;1040;0;0;4000
2602407;Brejão (PE);2008;0;0;120;390;0;363;0;55;3960;149;0;600
2602506;Brejinho (PE);2008;0;4;60;0;400;639;0;0;900;952;0;80
2602605;Brejo da Madre de Deus (PE);2008;0;0;100;4;100;122;0;2;60;228;0;1800
2602704;Buenos Aires (PE);2008;0;0;2030;0;273900;9;0;5;200;10;0;0
2602803;Buíque (PE);2008;200;0;80;0;0;4368;0;30;48000;6000;0;300
2602902;Cabo de Santo Agostinho (PE);2008;0;0;2500;0;194820;0;0;25;320;0;0;0
2603009;Cabrobó (PE);2008;0;18000;1500;0;0;626;0;35;400;400;0;3200
2603108;Cachoeirinha (PE);2008;0;0;0;0;0;1200;0;0;1000;900;0;0
2603207;Caetés (PE);2008;0;0;0;2;0;2160;12;0;24000;1800;0;180
2603306;Calçado (PE);2008;0;0;0;0;0;3080;0;68;8400;600;0;80
2603405;Calumbi (PE);2008;60;0;300;0;0;174;0;0;200;480;0;150
2603454;Camaragibe (PE);2008;0;0;0;0;0;0;0;0;240;0;0;0
2603504;Camocim de São Félix (PE);2008;0;0;0;0;0;0;0;0;240;0;0;29750
2603603;Camutanga (PE);2008;0;0;1526;0;171300;24;0;12;500;37;0;0
2603702;Canhotinho (PE);2008;0;0;1400;21;14000;1150;0;69;4000;228;0;400
2603801;Capoeiras (PE);2008;0;0;0;0;0;2526;0;0;8000;1625;0;1100
2603900;Carnaíba (PE);2008;38;9;100;0;0;818;0;9;1800;2800;0;0
2603926;Carnaubeira da Penha (PE);2008;30;12;3750;0;0;771;0;40;1600;960;0;450
2604007;Carpina (PE);2008;0;0;35;0;207000;0;0;0;0;5;0;0
2604106;Caruaru (PE);2008;0;0;120;0;90;512;0;3;700;800;0;120
2604155;Casinhas (PE);2008;0;0;0;0;0;180;0;0;50;160;0;0
2604205;Catende (PE);2008;0;0;5600;0;225000;0;0;0;200;0;0;0
2604304;Cedro (PE);2008;0;9;90;0;125;442;0;0;100;2500;0;5600
2604403;Chã de Alegria (PE);2008;0;0;255;0;130000;0;0;0;720;0;0;0
2604502;Chã Grande (PE);2008;0;0;340;0;12880;0;0;0;360;0;0;0
2604601;Condado (PE);2008;0;0;175;0;282000;34;0;18;585;46;0;0
2604700;Correntes (PE);2008;0;0;576;50;860;335;0;460;3000;375;0;480
2604809;Cortês (PE);2008;0;0;3510;0;160000;20;0;0;960;0;0;0
2604908;Cumaru (PE);2008;0;0;0;0;0;510;0;0;0;3000;0;150
2605004;Cupira (PE);2008;0;0;12;0;0;237;0;1;1050;234;0;200
2605103;Custódia (PE);2008;60;0;50;0;0;2268;0;0;4200;5160;0;6000
2605152;Dormentes (PE);2008;0;0;0;0;300;900;0;0;360;500;0;0
2605202;Escada (PE);2008;0;0;900;0;384000;0;0;0;600;0;0;0
2605301;Exu (PE);2008;0;15;50;91;0;922;0;90;20000;2940;0;50
2605400;Feira Nova (PE);2008;0;0;0;0;10800;36;0;0;3200;60;0;0
2605459;Fernando de Noronha (PE);2008;0;0;0;0;0;0;0;0;0;0;0;0
2605509;Ferreiros (PE);2008;0;0;406;0;300000;18;0;6;300;7;0;0
2605608;Flores (PE);2008;18;0;330;0;0;4650;0;0;1000;6210;0;175
2605707;Floresta (PE);2008;12;0;144;0;0;606;0;0;0;450;0;8000
2605806;Frei Miguelinho (PE);2008;34;0;0;0;0;930;0;0;0;300;0;0
2605905;Gameleira (PE);2008;0;0;0;0;662500;0;0;12;1280;0;0;0
2606002;Garanhuns (PE);2008;0;0;140;500;0;1349;0;66;9350;455;0;10800
2606101;Glória do Goitá (PE);2008;0;0;1620;0;60000;32;0;0;4000;21;0;0
2606200;Goiana (PE);2008;0;0;140;0;1120000;67;0;56;1150;42;0;0
2606309;Granito (PE);2008;0;0;0;0;0;96;0;0;0;1425;0;0
2606408;Gravatá (PE);2008;0;0;800;8;1400;60;0;0;0;120;0;1600
2606507;Iati (PE);2008;24;0;0;0;0;3620;0;0;5400;1320;0;0
2606606;Ibimirim (PE);2008;60;0;10000;0;0;960;0;0;4800;3150;0;17100
2606705;Ibirajuba (PE);2008;0;0;0;0;0;660;0;0;40;900;0;0
2606804;Igarassu (PE);2008;0;0;420;0;509634;160;0;360;12000;36;0;0
2606903;Iguaracy (PE);2008;8;0;300;0;90;1392;0;4;42;2880;0;1440
2607000;Inajá (PE);2008;50;0;180;0;0;366;0;0;600;480;0;4500
2607109;Ingazeira (PE);2008;3;0;60;0;0;1201;0;2;24;2240;0;400
2607208;Ipojuca (PE);2008;0;0;100;0;504000;0;0;0;900;0;0;0
2607307;Ipubi (PE);2008;0;0;250;0;0;1125;0;60;35000;1980;0;100
2607406;Itacuruba (PE);2008;0;400;288;0;0;320;0;0;0;70;0;600
2607505;Itaíba (PE);2008;30;0;0;0;0;4230;0;0;600;4800;0;0
2607604;Ilha de Itamaracá (PE);2008;0;0;0;0;0;65;0;0;720;30;0;0
2607653;Itambé (PE);2008;0;0;42;0;1397400;17;0;6;500;26;0;0
2607703;Itapetim (PE);2008;0;0;100;0;200;1050;0;0;320;1440;0;0
2607752;Itapissuma (PE);2008;0;0;248;0;0;36;0;150;2520;36;0;0
2607802;Itaquitinga (PE);2008;0;0;128;0;447600;17;0;13;320;12;0;0
2607901;Jaboatão dos Guararapes (PE);2008;0;0;280;0;361000;5;0;0;80;0;0;0
2607950;Jaqueira (PE);2008;0;0;1840;0;336000;0;0;0;208;0;0;0
2608008;Jataúba (PE);2008;0;0;2;0;0;120;0;0;25;120;0;0
2608057;Jatobá (PE);2008;200;0;300;0;0;344;0;3;400;315;0;210
2608107;João Alfredo (PE);2008;0;0;40;0;30000;486;0;0;2500;900;0;0
2608206;Joaquim Nabuco (PE);2008;0;0;1035;0;225000;0;0;0;1500;0;0;0
2608255;Jucati (PE);2008;0;0;0;0;0;2940;0;8;13200;600;0;0
2608305;Jupi (PE);2008;0;0;0;0;0;3340;0;34;26000;400;0;900
2608404;Jurema (PE);2008;0;0;1050;400;0;3150;0;0;2400;100;0;1500
2608453;Lagoa do Carro (PE);2008;0;0;0;0;100000;0;0;0;480;0;0;0
2608503;Lagoa de Itaenga (PE);2008;0;0;35;0;282000;30;0;0;1000;48;0;0
2608602;Lagoa do Ouro (PE);2008;0;0;133;0;0;578;0;13;4000;810;0;240
2608701;Lagoa dos Gatos (PE);2008;0;0;160;0;8750;174;0;3;1260;216;0;0
2608750;Lagoa Grande (PE);2008;0;250;2080;0;0;568;0;0;1440;126;0;7600
2608800;Lajedo (PE);2008;0;0;0;0;0;2800;0;0;12000;780;0;0
2608909;Limoeiro (PE);2008;18;0;8500;0;38500;12;0;0;250;800;0;0
2609006;Macaparana (PE);2008;0;0;9600;0;230400;8;0;6;162;4;0;48
2609105;Machados (PE);2008;0;0;21000;0;18000;0;0;0;0;9;0;0
2609154;Manari (PE);2008;40;0;0;0;0;4620;0;0;2400;4320;0;0
2609204;Maraial (PE);2008;0;0;3040;0;215000;0;0;0;160;0;0;0
2609303;Mirandiba (PE);2008;18;0;900;0;0;2148;0;0;4000;1600;0;1800
2609402;Moreno (PE);2008;0;0;1000;0;750000;5;0;0;160;0;0;0
2609501;Nazaré da Mata (PE);2008;0;0;240;0;540600;7;0;12;360;6;0;0
2609600;Olinda (PE);2008;0;0;30;0;0;0;0;0;280;0;0;0
2609709;Orobó (PE);2008;0;0;7000;0;1000;516;0;120;400;480;0;0
2609808;Orocó (PE);2008;0;520;17100;0;125;720;0;0;1800;18;0;1120
2609907;Ouricuri (PE);2008;162;10;25;0;160;5760;3;0;3000;9100;0;200
2610004;Palmares (PE);2008;0;0;10000;0;615000;0;0;0;7500;0;0;0
2610103;Palmeirina (PE);2008;0;0;1425;0;0;34;0;39;1320;64;0;0
2610202;Panelas (PE);2008;0;0;80;3;12250;163;0;2;3500;120;0;0
2610301;Paranatama (PE);2008;4;0;0;145;0;2810;50;40;15000;768;0;0
2610400;Parnamirim (PE);2008;0;198;360;0;0;808;0;35;600;960;0;2100
2610509;Passira (PE);2008;0;0;0;0;0;750;0;0;0;4800;0;2000
2610608;Paudalho (PE);2008;0;0;0;0;390000;0;0;0;160;0;0;0
2610707;Paulista (PE);2008;0;0;0;0;0;15;0;0;500;24;0;0
2610806;Pedra (PE);2008;0;0;80;0;0;1248;0;10;1800;1500;0;600
2610905;Pesqueira (PE);2008;0;0;600;0;0;1800;0;0;30000;1440;0;0
2611002;Petrolândia (PE);2008;120;2;4800;0;0;642;0;3;800;162;0;800
2611101;Petrolina (PE);2008;0;265;45560;0;1200;1896;0;0;4200;600;0;1800
2611200;Poção (PE);2008;0;0;0;0;0;930;0;0;1100;600;0;0
2611309;Pombos (PE);2008;0;0;800;0;72000;5;0;0;0;5;0;0
2611408;Primavera (PE);2008;0;0;1600;0;340800;0;0;0;500;0;0;0
2611507;Quipapá (PE);2008;0;0;3400;0;72000;420;0;42;30000;300;0;0
2611533;Quixaba (PE);2008;0;6;120;0;0;1260;0;0;240;1680;0;0
2611606;Recife (PE);2008;0;0;0;0;0;0;0;0;0;0;0;0
2611705;Riacho das Almas (PE);2008;0;0;8;0;0;102;0;0;720;108;0;90
2611804;Ribeirão (PE);2008;0;0;3525;0;610000;0;0;12;3600;0;0;0
2611903;Rio Formoso (PE);2008;0;0;440;0;510000;21;0;0;2400;0;0;0
2612000;Sairé (PE);2008;0;0;105;0;0;0;0;0;960;18;0;6300
