mun;municipio;ano;algodao;arroz;banana;cafe;cana;feijao;fumo;laranja;mandioca;milho;soja;tomate
1100015;Alta Floresta D'Oeste (RO);2008;0;1556;1551;11475;359;7600;0;65;5808;17820;0;298
1100023;Ariquemes (RO);2008;0;9009;560;3668;564;521;0;827;6000;5025;0;59
1100031;Cabixi (RO);2008;0;5400;104;38;300;60;0;32;1920;15000;21000;15
1100049;Cacoal (RO);2008;0;2214;4176;12645;600;2612;0;321;11988;6723;0;75
1100056;Cerejeiras (RO);2008;0;9900;108;34;2655;54;0;107;2400;14580;57240;143
1100064;Colorado do Oeste (RO);2008;0;2880;418;84;565;232;0;126;3400;7200;12000;44
1100072;Corumbiara (RO);2008;0;8685;209;38;580;96;0;86;3600;11400;37500;12
1100080;Costa Marques (RO);2008;0;360;160;143;60;60;0;42;1500;405;0;27
1100098;Espigão D'Oeste (RO);2008;0;2160;538;1848;2320;570;0;2823;4148;6348;0;42
1100106;Guajará-Mirim (RO);2008;0;156;200;6;275;48;0;153;16200;690;0;29
1100114;Jaru (RO);2008;0;2797;1169;1470;660;843;0;63;11268;4935;0;41
1100122;Ji-Paraná (RO);2008;0;403;747;1872;1440;348;0;132;7812;2024;0;180
1100130;Machadinho D'Oeste (RO);2008;0;4405;933;6143;119;785;0;65;43640;5775;0;36
1100148;Nova Brasilândia D'Oeste (RO);2008;0;1229;557;7600;587;739;0;71;5040;2308;0;43
1100155;Ouro Preto do Oeste (RO);2008;0;144;974;2640;420;660;0;72;23400;2160;0;85
1100189;Pimenta Bueno (RO);2008;0;596;872;387;288;189;0;59;6400;966;0;25
1100205;Porto Velho (RO);2008;0;1682;3200;698;3000;375;0;212;108600;3266;552;148
1100254;Presidente Médici (RO);2008;0;5460;650;1103;1500;1525;0;410;9000;3637;0;68
1100262;Rio Crespo (RO);2008;0;2436;348;746;290;151;0;21;2992;792;54;14
1100288;Rolim de Moura (RO);2008;0;1680;585;2969;18200;912;0;489;5060;2505;0;32
1100296;Santa Luzia D'Oeste (RO);2008;0;4200;223;1080;145200;2178;0;53;2720;6789;0;212
1100304;Vilhena (RO);2008;0;11760;233;12;595;432;0;161;2760;72600;121680;124
1100320;São Miguel do Guaporé (RO);2008;0;1980;186;10194;1785;288;0;149;8300;2160;0;57
1100338;Nova Mamoré (RO);2008;0;480;2300;720;283;126;0;53;14400;1260;0;0
1100346;Alvorada D'Oeste (RO);2008;0;2801;406;1352;300;1319;0;51;5130;2059;0;13
1100379;Alto Alegre dos Parecis (RO);2008;0;1636;244;3960;119;11520;0;62;8000;12672;0;1620
1100403;Alto Paraíso (RO);2008;0;600;2520;4800;60;40;0;10;8000;480;0;30
1100452;Buritis (RO);2008;0;4299;8775;3167;290;328;0;101;35420;9000;0;146
1100502;Novo Horizonte do Oeste (RO);2008;0;5103;557;3172;240;1384;0;51;5000;5213;0;26
1100601;Cacaulândia (RO);2008;0;64;1224;292;600;181;0;53;11520;538;0;0
1100700;Campo Novo de Rondônia (RO);2008;0;1780;1056;765;60;489;0;21;4000;2225;0;15
1100809;Candeias do Jamari (RO);2008;0;630;213;130;554;49;0;42;12544;313;0;0
1100908;Castanheiras (RO);2008;0;3024;371;864;115;80;0;72;6800;3150;0;25
1100924;Chupinguaia (RO);2008;0;8050;292;24;228;325;0;42;2880;13680;37102;27
1100940;Cujubim (RO);2008;0;1360;1380;978;279;120;0;96;8150;960;0;44
1101005;Governador Jorge Teixeira (RO);2008;0;1413;950;788;335;594;0;77;5120;3598;0;45
1101104;Itapuã do Oeste (RO);2008;0;288;130;141;110;50;0;53;3630;198;432;0
1101203;Ministro Andreazza (RO);2008;0;253;1772;3789;117;174;0;126;1900;1028;0;44
1101302;Mirante da Serra (RO);2008;0;1344;954;2034;584;1748;0;105;4620;3808;0;33
1101401;Monte Negro (RO);2008;0;648;626;1161;223;160;0;72;1200;720;0;26
1101435;Nova União (RO);2008;0;567;557;756;230;360;0;51;2970;1320;0;0
1101450;Parecis (RO);2008;0;492;186;360;60;462;0;32;1600;3000;0;12
1101468;Pimenteiras do Oeste (RO);2008;0;3660;70;20;60;0;0;32;630;5100;24000;14
1101476;Primavera de Rondônia (RO);2008;0;2112;128;287;451;165;0;77;1920;2200;0;11
1101484;São Felipe D'Oeste (RO);2008;0;4281;928;1773;16380;1441;0;84;960;8244;0;173
1101492;São Francisco do Guaporé (RO);2008;0;7867;325;101;716;780;0;117;6600;8118;0;125
1101500;Seringueiras (RO);2008;0;1566;277;1997;600;415;0;39;17280;2792;0;15
1101559;Teixeirópolis (RO);2008;0;689;371;540;232;264;0;21;1800;2072;0;264
1101609;Theobroma (RO);2008;0;1729;1135;2716;57;242;0;104;6300;2376;0;11
1101708;Urupá (RO);2008;0;783;612;913;351;1218;0;105;4140;5822;0;94
1101757;Vale do Anari (RO);2008;0;5400;775;3204;1150;199;0;83;11900;4347;0;40
1101807;Vale do Paraíso (RO);2008;0;300;223;4858;292;600;0;53;840;4200;0;13
1200013;Acrelândia (AC);2008;0;1302;16900;1093;9000;283;0;582;21840;3336;0;0
1200054;Assis Brasil (AC);2008;0;510;3990;20;810;95;0;14;14900;576;0;0
1200104;Brasiléia (AC);2008;0;870;4800;80;900;150;0;78;20400;2091;0;0
1200138;Bujari (AC);2008;0;593;1419;9;3040;210;0;39;32890;1890;0;0
1200179;Capixaba (AC);2008;0;1360;1440;0;3100;99;0;28;8750;5352;0;0
1200203;Cruzeiro do Sul (AC);2008;0;2913;4214;61;1890;1340;0;150;90880;4494;0;10
1200252;Epitaciolândia (AC);2008;0;2160;4300;66;540;330;0;28;16800;3000;0;0
1200302;Feijó (AC);2008;0;2496;3572;14;3060;36;48;252;35910;4845;0;0
1200328;Jordão (AC);2008;0;118;2210;0;540;41;10;72;27060;906;0;0
1200336;Mâncio Lima (AC);2008;0;216;816;0;3060;237;0;30;25330;348;0;8
1200344;Manoel Urbano (AC);2008;0;448;1134;46;560;53;0;42;12250;899;0;0
1200351;Marechal Thaumaturgo (AC);2008;0;297;757;3;2160;546;32;30;14350;1274;0;0
1200385;Plácido de Castro (AC);2008;0;400;5580;36;1350;55;0;840;46080;2430;0;0
1200393;Porto Walter (AC);2008;0;168;779;5;2475;290;4;56;14240;392;0;0
1200401;Rio Branco (AC);2008;0;3600;11328;20;3984;600;0;336;62500;8356;150;0
1200427;Rodrigues Alves (AC);2008;0;936;1530;0;2745;104;0;60;44280;351;0;0
1200435;Santa Rosa do Purus (AC);2008;0;114;383;0;720;14;0;75;5520;308;0;0
1200450;Senador Guiomard (AC);2008;0;1088;2240;41;4500;168;0;322;15200;4302;0;0
1200500;Sena Madureira (AC);2008;0;3300;10800;50;1200;540;42;208;111000;6000;0;0
1200609;Tarauacá (AC);2008;0;3978;7380;0;5625;96;15;169;61104;5868;0;0
1200708;Xapuri (AC);2008;0;1296;560;10;450;210;0;42;15400;1617;0;0
1200807;Porto Acre (AC);2008;0;406;8832;25;900;282;0;98;33750;2453;0;0
1300029;Alvarães (AM);2008;0;10;576;0;60;18;0;18;19840;200;0;32
1300060;Amaturá (AM);2008;0;10;280;0;700;18;0;54;7800;90;0;24
1300086;Anamã (AM);2008;0;0;800;0;0;50;0;0;6000;280;0;0
1300102;Anori (AM);2008;0;0;126;0;0;75;0;144;5220;350;0;46
1300144;Apuí (AM);2008;0;4000;2205;3900;800;81;0;264;41600;4750;0;96
1300201;Atalaia do Norte (AM);2008;0;20;48;0;650;25;0;0;8450;60;0;0
1300300;Autazes (AM);2008;0;0;281;20;300;27;0;35;36000;325;0;0
1300409;Barcelos (AM);2008;0;0;187;0;0;0;0;0;6660;40;0;0
1300508;Barreirinha (AM);2008;0;0;275;0;800;6;0;500;13650;0;0;0
1300607;Benjamin Constant (AM);2008;0;24;1036;0;1000;75;0;72;17550;600;0;0
1300631;Beruri (AM);2008;0;0;114;0;0;1;0;120;3000;300;0;0
1300680;Boa Vista do Ramos (AM);2008;0;0;300;0;0;16;0;0;4811;62;0;0
1300706;Boca do Acre (AM);2008;0;560;2475;144;4000;22;0;152;12600;1200;0;0
1300805;Borba (AM);2008;0;20;765;1;580;0;0;84;7000;200;0;48
1300839;Caapiranga (AM);2008;0;80;375;0;0;76;0;0;14400;100;0;0
1300904;Canutama (AM);2008;0;60;72;0;1500;76;0;0;3250;100;0;0
1301001;Carauari (AM);2008;0;0;120;45;3500;0;0;168;12960;0;0;0
1301100;Careiro (AM);2008;0;200;360;0;2500;75;0;1050;14400;736;0;0
1301159;Careiro da Várzea (AM);2008;0;0;224;0;0;13;0;25;5160;570;0;144
1301209;Coari (AM);2008;0;0;2800;21;4100;7;0;20;19500;450;0;0
1301308;Codajás (AM);2008;0;0;3132;0;320;75;0;0;5920;300;0;0
1301407;Eirunepé (AM);2008;0;140;1040;15;9460;51;10;165;16900;1150;0;128
1301506;Envira (AM);2008;0;80;385;250;3000;15;0;0;18300;720;0;0
1301605;Fonte Boa (AM);2008;0;0;125;0;720;51;0;27;48000;200;0;0
1301654;Guajará (AM);2008;0;100;9;0;2000;88;1;0;17199;504;0;0
1301704;Humaitá (AM);2008;0;2730;1600;320;2250;190;0;90;4800;2180;600;0
1301803;Ipixuna (AM);2008;0;80;6;0;4800;50;0;0;12500;800;0;0
1301852;Iranduba (AM);2008;0;0;530;0;0;38;0;1056;5880;420;0;704
1301902;Itacoatiara (AM);2008;0;17;1400;0;108;113;0;2480;57600;1050;0;0
1301951;Itamarati (AM);2008;0;10;0;0;3400;38;0;0;6630;220;0;0
1302009;Itapiranga (AM);2008;0;46;300;0;150;0;0;0;2090;300;0;10
1302108;Japurá (AM);2008;0;0;904;0;300;0;0;0;1430;0;0;0
1302207;Juruá (AM);2008;0;0;720;0;0;0;0;0;6360;25;0;32
1302306;Jutaí (AM);2008;0;0;287;0;240;25;0;45;1800;200;0;16
1302405;Lábrea (AM);2008;0;152;1915;450;15000;960;0;55;29722;1537;0;16
1302504;Manacapuru (AM);2008;0;46;7470;0;3120;63;0;2600;60948;1200;0;0
1302553;Manaquiri (AM);2008;0;46;6000;0;120;76;0;477;11550;500;0;0
1302603;Manaus (AM);2008;0;5;648;0;0;7;0;2550;6130;25;0;16
1302702;Manicoré (AM);2008;0;652;18235;278;1750;50;11;38;135720;1807;0;0
1302801;Maraã (AM);2008;0;0;2400;0;0;0;0;4;6250;0;0;0
1302900;Maués (AM);2008;0;200;1400;20;9200;151;0;585;20400;1050;0;0
1303007;Nhamundá (AM);2008;0;82;57;0;800;0;0;0;34389;400;0;0
1303106;Nova Olinda do Norte (AM);2008;0;20;560;25;0;25;0;99;11050;200;0;32
1303205;Novo Airão (AM);2008;0;40;700;0;0;38;0;13;5760;0;0;8
1303304;Novo Aripuanã (AM);2008;0;0;3000;45;425;76;1;72;8000;600;0;0
1303403;Parintins (AM);2008;0;92;3395;0;3200;151;0;28;57600;600;0;0
1303502;Pauini (AM);2008;0;108;1000;10;1200;9;0;25;9600;225;0;0
1303536;Presidente Figueiredo (AM);2008;0;46;8250;0;280000;76;0;750;5604;250;0;0
1303569;Rio Preto da Eva (AM);2008;0;30;2030;0;0;7;0;3950;3640;30;0;0
1303601;Santa Isabel do Rio Negro (AM);2008;0;0;144;0;0;0;0;10;780;32;0;0
1303700;Santo Antônio do Içá (AM);2008;0;20;112;0;300;38;0;0;2000;200;0;0
1303809;São Gabriel da Cachoeira (AM);2008;0;0;4050;0;360;0;0;9;16450;80;0;0
1303908;São Paulo de Olivença (AM);2008;0;30;92;0;120;38;0;0;1664;100;0;0
1303957;São Sebastião do Uatumã (AM);2008;0;60;185;0;0;0;0;0;1271;100;0;0
1304005;Silves (AM);2008;0;30;372;0;0;13;0;105;15807;150;0;0
1304062;Tabatinga (AM);2008;0;20;1280;0;280;50;0;8;3450;150;0;30
1304104;Tapauá (AM);2008;0;10;366;13;480;0;0;0;15600;325;0;0
1304203;Tefé (AM);2008;0;0;560;0;2250;5;0;40;135600;400;0;112
1304237;Tonantins (AM);2008;0;10;720;0;0;63;0;0;6000;300;0;0
1304260;Uarini (AM);2008;0;0;224;0;0;13;0;0;56290;70;0;0
1304302;Urucará (AM);2008;0;46;860;0;140;0;0;115;10276;300;0;16
1304401;Urucurituba (AM);2008;0;0;365;0;0;0;0;125;2407;200;0;176
1400027;Amajari (RR);2008;0;4981;1030;0;15;30;0;120;1380;690;0;82
1400050;Alto Alegre (RR);2008;0;323;1102;0;233;103;0;180;11070;2826;6960;930
1400100;Boa Vista (RR);2008;0;4954;605;0;264;125;0;535;1449;1544;4710;2100
1400159;Bonfim (RR);2008;0;21858;655;0;28;78;0;135;1810;765;5800;121
1400175;Cantá (RR);2008;0;7104;650;0;40;70;0;80;10966;1488;3190;140
1400209;Caracaraí (RR);2008;0;729;530;0;63;6;0;113;4360;724;1740;0
1400233;Caroebe (RR);2008;0;758;15842;0;70;1;0;45;8250;284;0;0
1400282;Iracema (RR);2008;0;965;700;0;70;17;0;93;8340;524;0;0
1400308;Mucajaí (RR);2008;0;8851;2000;0;234;83;0;169;8130;1361;0;1500
1400407;Normandia (RR);2008;0;47149;210;0;15;26;0;170;2825;180;0;80
1400456;Pacaraima (RR);2008;0;26639;310;0;44;38;0;167;1760;232;0;280
1400472;Rorainópolis (RR);2008;0;865;8300;0;178;60;0;160;12620;917;0;35
1400506;São João da Baliza (RR);2008;0;347;3100;0;32;1;0;29;1430;390;0;0
1400605;São Luiz (RR);2008;0;222;1300;0;88;10;0;115;1400;655;0;0
1400704;Uiramutã (RR);2008;0;55;120;0;2;10;0;42;1400;220;0;0
1500107;Abaetetuba (PA);2008;0;12;600;9;3000;60;0;140;18000;20;0;0
1500131;Abel Figueiredo (PA);2008;0;255;840;12;0;28;0;96;25000;1392;0;0
1500206;Acará (PA);2008;0;30;1920;0;0;60;0;1100;592000;270;0;0
1500305;Afuá (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1500347;Água Azul do Norte (PA);2008;0;375;829;0;0;0;0;0;3000;7991;58;0
1500404;Alenquer (PA);2008;0;2310;4200;67;800;1320;0;3990;169000;9540;0;100
1500503;Almeirim (PA);2008;0;343;420;36;140;78;0;64;1800;274;0;0
1500602;Altamira (PA);2008;0;2751;17270;894;1800;624;0;407;34200;5630;162;125
1500701;Anajás (PA);2008;0;0;200;0;0;9;0;0;1000;80;0;0
1500800;Ananindeua (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1500859;Anapu (PA);2008;0;3840;19250;1163;0;136;0;100;1750;1828;0;100
1500909;Augusto Corrêa (PA);2008;0;13;44;0;0;2330;2;240;33925;151;0;0
1500958;Aurora do Pará (PA);2008;0;640;182;0;0;621;0;322;90000;2730;0;0
1501006;Aveiro (PA);2008;0;810;3798;175;125;92;0;600;7800;846;0;0
1501105;Bagre (PA);2008;0;0;0;0;0;66;0;0;900;60;0;0
1501204;Baião (PA);2008;0;1000;1260;6;0;90;0;0;6600;1000;0;0
1501253;Bannach (PA);2008;0;1453;500;0;0;20;0;0;2450;7012;0;0
1501303;Barcarena (PA);2008;0;93;3150;0;800;40;0;1750;12800;288;0;0
1501402;Belém (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1501451;Belterra (PA);2008;0;12600;693;120;0;675;0;1280;56000;33000;40500;700
1501501;Benevides (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1501576;Bom Jesus do Tocantins (PA);2008;0;1560;1250;33;0;50;0;0;12000;2430;0;0
1501600;Bonito (PA);2008;0;5;180;0;0;450;0;154;22500;120;0;0
1501709;Bragança (PA);2008;0;127;66;0;0;2592;9;600;91000;552;0;0
1501725;Brasil Novo (PA);2008;0;205;6833;130;0;86;0;533;7000;338;0;250
1501758;Brejo Grande do Araguaia (PA);2008;0;588;7500;0;0;27;0;0;1950;690;0;0
1501782;Breu Branco (PA);2008;0;1600;3125;12;0;252;0;357;13200;1200;0;0
1501808;Breves (PA);2008;0;0;2500;0;0;0;0;0;8250;60;0;0
1501907;Bujaru (PA);2008;0;72;120;0;0;60;0;120;60000;90;0;0
1501956;Cachoeira do Piriá (PA);2008;0;420;9900;0;0;196;0;120;24050;459;0;0
1502004;Cachoeira do Arari (PA);2008;0;0;0;0;0;9;0;0;330;0;0;0
1502103;Cametá (PA);2008;0;30;120;12;0;36;0;160;28800;30;0;0
1502152;Canaã dos Carajás (PA);2008;0;123;5625;0;0;126;0;0;1800;4500;0;0
1502202;Capanema (PA);2008;0;12;112;0;0;3040;7;525;16500;559;0;0
1502301;Capitão Poço (PA);2008;0;240;1440;0;0;1920;0;146370;54000;1880;1200;0
1502400;Castanhal (PA);2008;0;0;568;0;0;1400;0;640;125000;1440;0;0
1502509;Chaves (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1502608;Colares (PA);2008;0;0;123;0;0;72;0;10;20000;20;0;0
1502707;Conceição do Araguaia (PA);2008;0;3080;1900;0;0;33;0;0;6000;5104;3000;0
1502756;Concórdia do Pará (PA);2008;0;184;80;0;0;72;0;0;75000;270;0;0
1502764;Cumaru do Norte (PA);2008;0;5950;4000;75;2800;130;0;693;3750;11600;0;0
1502772;Curionópolis (PA);2008;0;350;4375;40;0;57;0;0;9000;1600;0;0
1502806;Curralinho (PA);2008;0;0;275;0;0;30;0;0;1000;48;0;0
1502855;Curuá (PA);2008;0;25;450;0;0;35;1;216;43200;720;0;18
1502905;Curuçá (PA);2008;0;0;120;0;0;9;0;54;2600;18;0;0
1502939;Dom Eliseu (PA);2008;0;10400;504;18;0;317;0;240;36000;45600;20160;0
1502954;Eldorado do Carajás (PA);2008;0;3960;10375;0;0;49;0;0;25200;5830;0;0
1503002;Faro (PA);2008;0;6;320;1;310;9;0;100;6000;70;0;0
1503044;Floresta do Araguaia (PA);2008;0;3480;1000;0;0;416;0;0;24000;10000;5100;0
1503077;Garrafão do Norte (PA);2008;0;600;3000;0;0;660;0;11550;72680;810;0;0
1503093;Goianésia do Pará (PA);2008;0;1800;626;0;0;200;0;140;12000;600;0;0
1503101;Gurupá (PA);2008;0;82;90;0;32;27;0;0;4500;24;0;0
1503200;Igarapé-Açu (PA);2008;0;0;111;0;0;225;0;280;12600;220;0;0
1503309;Igarapé-Miri (PA);2008;0;48;840;0;400;25;0;720;18000;40;0;0
1503408;Inhangapi (PA);2008;0;0;3189;0;0;42;0;466;22500;210;0;0
1503457;Ipixuna do Pará (PA);2008;0;2880;0;5;0;1374;0;120;320000;9120;0;0
1503507;Irituia (PA);2008;0;6;144;0;0;138;0;375;12000;90;0;0
1503606;Itaituba (PA);2008;0;10380;6725;152;1200;1696;0;240;135000;4110;0;600
1503705;Itupiranga (PA);2008;0;9960;23750;400;0;390;0;0;180000;3975;0;0
1503754;Jacareacanga (PA);2008;0;240;960;105;650;23;0;80;11250;150;0;0
1503804;Jacundá (PA);2008;0;1200;2875;0;0;25;0;0;8400;1644;0;0
1503903;Juruti (PA);2008;0;12;195;16;600;40;1;143;70000;480;0;120
1504000;Limoeiro do Ajuru (PA);2008;0;14;50;0;450;1;0;0;270;5;0;0
1504059;Mãe do Rio (PA);2008;0;45;0;0;0;450;0;360;63000;1150;0;0
1504109;Magalhães Barata (PA);2008;0;8;132;0;0;33;0;0;6000;270;0;0
1504208;Marabá (PA);2008;0;7470;10375;112;0;518;0;0;48000;6864;0;0
1504307;Maracanã (PA);2008;0;42;84;0;0;35;0;133;8250;120;0;0
1504406;Marapanim (PA);2008;0;42;120;0;0;184;0;975;15000;90;0;0
1504422;Marituba (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1504455;Medicilândia (PA);2008;0;1815;39104;3773;0;656;0;0;24000;2610;0;1260
1504505;Melgaço (PA);2008;0;48;100;0;0;5;0;0;2100;6;0;0
1504604;Mocajuba (PA);2008;0;90;1118;0;0;168;0;50;8400;30;0;0
1504703;Moju (PA);2008;0;300;12500;12;0;120;0;952;80000;520;0;0
1504752;Mojuí dos Campos (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1504802;Monte Alegre (PA);2008;0;4008;8749;68;1440;3818;0;2400;96900;65970;0;9000
1504901;Muaná (PA);2008;0;0;264;0;0;30;0;0;600;3;0;0
1504950;Nova Esperança do Piriá (PA);2008;0;400;2160;0;0;640;0;2230;30000;400;0;0
1504976;Nova Ipixuna (PA);2008;0;1428;2250;59;0;205;0;0;4200;1100;0;0
1505007;Nova Timboteua (PA);2008;0;0;0;0;0;380;0;0;23443;450;0;0
1505031;Novo Progresso (PA);2008;0;4710;2500;75;4000;85;0;516;50000;6390;3000;0
1505064;Novo Repartimento (PA);2008;0;2400;40000;936;0;300;0;370;21600;8000;0;0
1505106;Óbidos (PA);2008;0;500;868;3;600;210;1;568;120000;1700;0;120
1505205;Oeiras do Pará (PA);2008;0;200;937;0;0;9;0;200;18000;52;0;0
1505304;Oriximiná (PA);2008;0;768;528;12;600;246;1;306;84000;840;0;0
1505403;Ourém (PA);2008;0;0;0;0;0;285;0;1800;13376;240;0;0
1505437;Ourilândia do Norte (PA);2008;0;105;1250;0;0;15;0;0;3030;7236;0;100
1505486;Pacajá (PA);2008;0;4200;18498;134;480;909;0;130;72000;6480;0;0
1505494;Palestina do Pará (PA);2008;0;382;2312;0;0;75;0;0;4200;665;0;0
1505502;Paragominas (PA);2008;0;30750;1800;192;0;260;0;0;101200;100245;35160;0
1505536;Parauapebas (PA);2008;0;3000;18750;165;0;1185;0;0;45000;4339;0;100
1505551;Pau D'Arco (PA);2008;0;520;311;0;900;19;0;0;7500;1290;972;0
1505601;Peixe-Boi (PA);2008;0;3;120;0;0;1030;0;0;8400;712;0;0
1505635;Piçarra (PA);2008;0;187;3510;0;0;34;0;0;6240;11938;0;0
1505650;Placas (PA);2008;0;4860;19740;800;450;312;0;72;6750;3318;432;150
1505700;Ponta de Pedras (PA);2008;0;3;0;0;0;70;0;0;250;13;0;0
1505809;Portel (PA);2008;0;180;1500;0;0;0;0;0;4400;120;0;0
1505908;Porto de Moz (PA);2008;0;240;210;54;280;45;0;50;5600;240;0;0
1506005;Prainha (PA);2008;0;1785;80;5;60;273;0;600;34000;10800;0;240
1506104;Primavera (PA);2008;0;63;0;0;0;343;0;0;8400;42;0;0
1506112;Quatipuru (PA);2008;0;0;0;0;0;140;0;0;4950;36;0;0
1506138;Redenção (PA);2008;0;8320;200;0;1800;84;0;0;30000;1580;3600;0
1506161;Rio Maria (PA);2008;0;1011;220;0;0;33;0;0;3000;3168;0;0
1506187;Rondon do Pará (PA);2008;0;4160;2600;11;0;578;0;136;87500;6315;450;0
1506195;Rurópolis (PA);2008;0;8720;32300;100;800;276;0;2112;7500;3150;189;0
1506203;Salinópolis (PA);2008;0;64;0;0;0;620;0;0;3850;175;0;0
1506302;Salvaterra (PA);2008;0;2;0;0;0;0;0;0;200;8;0;0
1506351;Santa Bárbara do Pará (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1506500;Santa Izabel do Pará (PA);2008;0;0;3400;0;0;0;0;240;800;0;0;0
1506559;Santa Luzia do Pará (PA);2008;0;48;2550;0;0;665;0;357;14400;420;0;0
1506583;Santa Maria das Barreiras (PA);2008;0;5544;1080;0;4400;438;0;0;8000;9180;8700;0
1506609;Santa Maria do Pará (PA);2008;0;90;0;0;0;450;0;250;108000;3500;0;0
1506708;Santana do Araguaia (PA);2008;0;1920;1997;0;3000;43;0;66;9750;7428;15279;0
1506807;Santarém (PA);2008;0;52645;8271;70;600;482;0;5136;243100;25546;46575;700
1506906;Santarém Novo (PA);2008;0;114;0;0;0;870;0;0;7260;105;0;0
1507003;Santo Antônio do Tauá (PA);2008;0;0;2904;0;0;30;0;810;10000;20;0;0
1507102;São Caetano de Odivelas (PA);2008;0;8;50;0;0;22;0;0;3600;30;0;0
1507151;São Domingos do Araguaia (PA);2008;0;5400;2687;0;0;120;0;0;19600;2320;0;0
1507201;São Domingos do Capim (PA);2008;0;86;3715;0;0;285;0;200;63000;1440;0;0
1507300;São Félix do Xingu (PA);2008;0;3274;12000;0;0;157;0;0;33125;20054;0;75
1507409;São Francisco do Pará (PA);2008;0;0;952;0;0;225;0;800;30000;120;0;0
1507458;São Geraldo do Araguaia (PA);2008;0;2250;20375;0;0;87;0;0;22750;8700;0;0
1507466;São João da Ponta (PA);2008;0;6;0;0;0;90;0;0;9000;21;0;0
1507474;São João de Pirabas (PA);2008;0;21;0;0;0;525;0;0;4200;48;0;0
1507508;São João do Araguaia (PA);2008;0;2865;2938;0;0;234;0;0;3360;3375;0;0
1507607;São Miguel do Guamá (PA);2008;0;0;600;10;0;880;0;720;19500;360;0;0
1507706;São Sebastião da Boa Vista (PA);2008;0;6;400;0;0;7;0;0;1500;20;0;0
1507755;Sapucaia (PA);2008;0;21;20;0;0;1;0;0;1250;9014;0;0
1507805;Senador José Porfírio (PA);2008;0;2390;3221;71;500;330;0;488;17000;1232;0;0
1507904;Soure (PA);2008;0;0;0;0;0;0;0;0;0;0;0;0
1507953;Tailândia (PA);2008;0;325;225;0;0;78;0;52;7200;2880;0;0
1507961;Terra Alta (PA);2008;0;6;150;0;0;26;0;562;9000;30;0;0
1507979;Terra Santa (PA);2008;0;3;160;1;168;2;0;116;7000;16;0;0
1508001;Tomé-Açu (PA);2008;0;1080;6000;13;0;60;0;1800;120000;4140;0;0
1508035;Tracuateua (PA);2008;0;0;44;0;0;3056;21;1520;35100;270;0;0
1508050;Trairão (PA);2008;0;5700;29120;253;3400;1360;0;200;38000;2940;0;15
1508084;Tucumã (PA);2008;0;51;1650;0;0;0;0;0;4500;3572;0;450
1508100;Tucuruí (PA);2008;0;4200;15000;120;0;300;0;450;7200;960;0;0
1508126;Ulianópolis (PA);2008;0;21235;180;35;537200;134;0;60;9600;52200;15950;0
1508159;Uruará (PA);2008;0;2771;33893;3033;0;430;0;248;22000;3911;624;750
1508209;Vigia (PA);2008;0;81;660;0;0;140;0;307;4050;15;0;0
1508308;Viseu (PA);2008;0;420;7260;0;0;990;2;600;53460;518;0;0
1508357;Vitória do Xingu (PA);2008;0;618;7800;320;750;115;0;360;32400;564;0;0
1508407;Xinguara (PA);2008;0;184;750;0;125;10;0;0;6000;9972;0;1080
1600055;Serra do Navio (AP);2008;0;132;236;0;420;65;0;168;4358;167;0;0
1600105;Amapá (AP);2008;0;60;87;0;0;22;0;118;2180;68;0;0
1600154;Pedra Branca do Amapari (AP);2008;0;235;471;0;0;136;0;445;10420;170;0;0
1600204;Calçoene (AP);2008;0;24;158;0;0;68;0;118;5930;183;0;0
1600212;Cutias (AP);2008;0;32;128;0;0;46;0;0;2278;48;0;0
1600238;Ferreira Gomes (AP);2008;0;78;167;0;0;82;0;110;2870;88;0;0
1600253;Itaubal (AP);2008;0;1720;85;0;0;56;0;0;1896;55;0;0
1600279;Laranjal do Jari (AP);2008;0;168;385;0;0;116;0;380;7480;187;0;0
1600303;Macapá (AP);2008;0;112;361;0;1940;92;0;480;7352;193;0;0
1600402;Mazagão (AP);2008;0;148;290;0;0;46;0;325;7980;105;0;0
1600501;Oiapoque (AP);2008;0;92;864;0;0;84;0;3195;13249;145;0;0
1600535;Porto Grande (AP);2008;0;182;386;0;840;126;0;3304;7120;170;0;0
1600550;Pracuúba (AP);2008;0;75;174;0;0;41;0;136;2970;61;0;0
1600600;Santana (AP);2008;0;48;165;0;0;29;0;262;4867;63;0;0
1600709;Tartarugalzinho (AP);2008;0;281;240;0;0;197;0;372;11120;631;0;0
1600808;Vitória do Jari (AP);2008;0;96;167;0;0;48;0;210;4387;72;0;0
1700251;Abreulândia (TO);2008;0;196;40;0;0;0;0;0;500;28;0;0
1700301;Aguiarnópolis (TO);2008;0;384;0;0;0;55;0;0;0;215;0;0
1700350;Aliança do Tocantins (TO);2008;0;2277;238;0;0;0;0;0;1360;819;0;0
1700400;Almas (TO);2008;0;525;400;0;1400;0;0;0;1875;1750;3375;0
