mun,municipio,algodao,arroz,banana,cafe,cana,feijao,fumo,laranja,mandioca,milho,soja,tomate
1709302,Guaraí,0,380,0,0,0,0,0,0,1561,1080,31900,0
1709500,Gurupi,0,1480,60,0,2020,0,0,0,2850,700,32220,0
1709807,Ipueiras,0,109,260,0,1166,0,0,0,450,1034,8010,0
1710508,Itacajá,0,285,0,0,0,60,0,0,2900,4104,19000,0
1710706,Itaguatins,0,40,32,0,10,25,0,0,1170,45,0,0
1710904,Itapiratins,0,27,0,0,0,6,0,0,1000,4000,33750,0
1711100,Itaporã do Tocantins,0,0,40,0,0,6,0,0,1000,396,0,0
1711506,Jaú do Tocantins,0,70,300,0,0,70,0,0,6400,2482,5400,0
1711803,Juarina,0,12,0,0,0,12,0,0,600,180,0,0
1711902,Lagoa da Confusão,0,358897,0,0,0,9800,0,0,0,19819,116931,0
1711951,Lagoa do Tocantins,0,67,6,0,0,25,0,0,153,74,6000,0
1712009,Lajeado,0,18,17,0,0,0,0,0,442,360,0,0
1712157,Lavandeira,0,19,0,0,696,0,0,0,954,160,0,0
1712405,Lizarda,0,108,0,0,0,0,0,0,2940,5330,11200,0
1712454,Luzinópolis,0,0,256,0,0,37,0,0,1890,248,0,0
1712504,Marianópolis do Tocantins,0,188,41,0,1240,32,0,0,3142,19485,55722,0
1712702,Mateiros,8000,18,0,0,0,0,0,0,153,20160,132583,0
1712801,Maurilândia do Tocantins,0,0,56,0,0,38,0,0,1796,138,0,0
1713205,Miracema do Tocantins,0,990,2700,0,0,0,0,0,1800,3840,22950,0
1713304,Miranorte,0,300,480,0,0,0,0,0,1320,14800,40850,0
1713601,Monte do Carmo,0,480,350,0,400,0,0,0,1920,19756,97586,0
1713700,Monte Santo do Tocantins,0,240,358,0,1625,0,0,0,960,600,1563,0
1713809,Palmeiras do Tocantins,0,88,112,0,0,27,0,0,1442,478,0,0
1713957,Muricilândia,0,0,14,0,0,0,0,0,60,27,3024,0
1714203,Natividade,0,148,360,0,0,0,0,0,536,1260,7260,0
1714302,Nazaré,0,24,36,0,0,26,0,20,2249,76,0,0
1714880,Nova Olinda,0,9,0,0,0,30,0,56,3000,540,962,0
1715002,Nova Rosalândia,0,34,49,0,150,253,0,0,580,6000,14775,0
1715101,Novo Acordo,0,72,252,0,0,5,0,0,825,3997,15215,0
1715150,Novo Alegre,0,112,22,0,0,0,0,0,545,164,0,0
1715259,Novo Jardim,0,23,52,0,960,0,0,0,460,316,0,0
1715507,Oliveira de Fátima,0,0,3,0,0,0,0,0,67,210,4561,0
1715705,Palmeirante,0,90,0,0,0,92,0,0,3960,6390,29040,0
1715754,Palmeirópolis,0,85,85,0,0,0,0,0,1055,1765,6600,0
1716109,Paraíso do Tocantins,0,250,65,0,300,0,0,115,2825,1109,1920,0
1716208,Paranã,0,89,180,0,1026,35,0,0,2050,700,0,0
1716307,Pau D'Arco,0,23,0,0,0,15,0,0,400,144,0,0
1716505,Pedro Afonso,0,843,15,0,2800000,0,0,0,960,17100,42455,0
1716604,Peixe,0,3100,117,0,940,310,0,0,3500,12200,149390,0
1716653,Pequizeiro,0,85,180,0,0,12,0,0,525,450,0,0
1716703,Colméia,0,13,0,0,0,6,0,0,360,200,0,0
1717008,Pindorama do Tocantins,0,195,140,0,0,0,0,0,380,543,2195,0
1717206,Piraquê,0,96,64,0,280,23,0,0,2052,2109,12625,0
1717503,Pium,0,10125,0,0,920,1054,0,0,2608,11875,42472,0
1717800,Ponte Alta do Bom Jesus,0,174,0,0,2490,0,0,0,1280,375,0,0
1717909,Ponte Alta do Tocantins,0,135,100,0,0,0,0,0,440,242,0,0
1718006,Porto Alegre do Tocantins,0,124,63,0,0,0,0,0,526,142,0,0
1718204,Porto Nacional,0,403,253,0,1000,108,0,0,3110,55500,95877,0
1718303,Praia Norte,0,41,32,0,0,31,0,0,2700,36,0,0
1718402,Presidente Kennedy,0,18,0,0,0,12,0,0,600,490,480,0
1718451,Pugmil,0,96,196,0,1300,7,0,0,1225,763,5805,0
1718501,Recursolândia,0,672,18,0,0,0,0,0,300,120,0,0
1718550,Riachinho,0,36,86,0,0,20,0,0,1860,573,0,0
1718659,Rio da Conceição,0,60,0,0,0,0,0,0,267,88,0,0
1718709,Rio dos Bois,0,160,0,0,0,0,0,0,320,8352,25217,0
1718758,Rio Sono,0,342,120,0,0,0,0,0,720,3180,5738,0
1718808,Sampaio,0,294,13,0,0,205,0,0,105,218,0,0
1718840,Sandolândia,0,93,42,0,850,0,0,0,1850,556,1240,0
1718865,Santa Fé do Araguaia,0,0,0,0,0,0,0,0,66,29778,22140,0
1718881,Santa Maria do Tocantins,0,80,0,0,0,0,0,0,1078,6440,19285,0
1718899,Santa Rita do Tocantins,0,28800,0,0,0,0,0,0,900,10200,33105,0
1718907,Santa Rosa do Tocantins,0,210,6,0,0,123,0,0,270,22650,98518,0
1719004,Santa Tereza do Tocantins,0,0,0,0,0,0,0,0,150,106,0,0
1720002,Santa Terezinha do Tocantins,0,56,64,0,0,15,0,0,240,320,0,0
1720101,São Bento do Tocantins,0,999,138,0,0,21,0,0,5000,2273,1800,0
1720150,São Félix do Tocantins,0,17,0,0,0,0,0,0,65,94,0,0
1720200,São Miguel do Tocantins,0,26,40,0,0,29,0,0,540,88,0,0
1720259,São Salvador do Tocantins,0,23,66,0,0,16,0,0,1050,147,0,0
1720309,São Sebastião do Tocantins,0,60,24,0,0,11,0,0,270,56,0,0
1720499,São Valério,0,91,150,0,1233,0,0,0,1530,2370,50640,0
1720655,Silvanópolis,0,93,53,0,42,1714,0,0,218,12408,37118,0
1720804,Sítio Novo do Tocantins,0,60,8,0,0,10,0,0,450,31,0,0
1720853,Sucupira,0,80,66,0,0,0,0,0,1100,3250,51836,0
1720903,Taguatinga,0,204,159,0,0,0,0,0,2300,10540,2350,0
1720937,Taipas do Tocantins,0,30,32,0,900,0,0,0,406,178,0,0
1720978,Talismã,0,350,44,0,0,0,0,0,1200,1825,40000,0
1721000,Palmas,0,1260,115,0,759,54,0,0,3697,40800,34998,0
1721109,Tocantínia,0,9,60,0,0,18,0,0,1820,630,8280,0
1721208,Tocantinópolis,0,0,0,0,70,7,0,120,480,335,0,0
1721257,Tupirama,0,11,90,0,143270,9,0,0,408,4950,25037,0
1721307,Tupiratins,0,90,0,0,0,6,0,0,1000,180,2200,0
1722081,Wanderlândia,0,100,28,0,0,44,0,0,13720,11016,1595,0
1722107,Xambioá,0,2,750,0,45,16,0,0,9000,319,0,0
2100055,Açailândia,0,149,0,0,0,97,0,0,336,30844,123554,300
2100105,Afonso Cunha,0,234,22,0,510,18,0,4,450,138,18000,0
2100154,Água Doce do Maranhão,0,0,72,0,160,206,0,0,3954,697,0,0
2100204,Alcântara,0,178,526,0,0,76,0,37,6349,111,0,0
2100303,Aldeias Altas,0,937,15,0,302850,29,0,4,850,521,0,0
2100402,Altamira do Maranhão,0,368,49,0,0,234,0,0,4200,346,0,0
2100436,Alto Alegre do Maranhão,0,238,3,0,0,26,0,0,250,126,0,0
2100477,Alto Alegre do Pindaré,0,600,280,0,0,170,0,0,5033,900,0,0
2100501,Alto Parnaíba,7223,4043,0,0,0,789,0,44,2246,66116,148043,0
2100550,Amapá do Maranhão,0,69,19,0,0,39,0,0,1799,38,0,0
2100600,Amarante do Maranhão,0,1160,48,0,228,75,0,0,525,2519,0,0
2100709,Anajatuba,0,270,218,0,0,19,0,0,4451,144,0,0
2100808,Anapurus,0,712,45,0,4973,304,0,0,5407,975,22032,0
2100832,Apicum-Açu,0,5,0,0,0,6,0,0,3278,69,0,0
2100873,Araguanã,0,350,150,0,0,82,0,0,2993,290,0,0
2100907,Araioses,0,294,720,0,0,921,0,30,9397,1343,0,0
2100956,Arame,0,1575,168,0,0,107,0,0,5400,13500,0,0
2101004,Arari,0,9950,77,0,0,121,0,0,3600,124,0,0
2101103,Axixá,0,10,77,0,0,13,0,19,3361,94,0,0
2101202,Bacabal,0,1351,0,0,0,201,0,0,2970,855,0,0
2101251,Bacabeira,0,20,123,0,400,22,0,15,2691,100,0,0
2101301,Bacuri,0,8,111,0,0,13,0,0,3189,347,0,0
2101350,Bacurituba,0,7,170,0,0,11,0,0,2429,28,0,0
2101400,Balsas,33378,5603,1970,0,363,3347,0,14,3756,299551,616672,0
2101509,Barão de Grajaú,0,996,100,0,502,112,0,9,404,1091,0,0
2101608,Barra do Corda,0,5976,800,0,1383,1118,0,42,5400,2974,0,0
2101707,Barreirinhas,0,921,299,0,0,184,0,126,13125,734,0,0
2101731,Belágua,0,340,75,0,185,212,0,16,5341,264,0,0
2101772,Bela Vista do Maranhão,0,173,104,0,0,82,0,0,1170,96,0,0
2101806,Benedito Leite,0,240,18,0,85,110,0,10,270,840,7200,0
2101905,Bequimão,0,90,117,0,0,117,0,0,6709,699,0,0
2101939,Bernardo do Mearim,0,342,507,0,0,162,0,78,1551,836,0,0
2101970,Boa Vista do Gurupi,0,11,0,0,0,45,0,0,901,82,0,0
2102002,Bom Jardim,0,2200,400,0,0,298,0,0,5415,25000,22000,0
2102036,Bom Jesus das Selvas,0,1500,0,0,0,39,0,0,1500,34000,11000,100
2102077,Bom Lugar,0,1155,0,0,0,202,0,0,660,526,0,0
2102101,Brejo,0,574,55,0,3480,218,0,12,4948,379,73300,0
2102150,Brejo de Areia,0,396,0,0,0,98,0,0,523,408,0,0
2102200,Buriti,0,622,55,0,2900,255,0,12,4812,408,39254,0
2102309,Buriti Bravo,0,2100,25,0,1170,213,0,9,699,2640,6930,0
2102325,Buriticupu,0,800,0,0,0,462,0,0,4361,12000,100800,1056
2102358,Buritirana,0,18,0,0,0,29,0,0,340,207,0,148
2102374,Cachoeira Grande,0,8,53,0,0,16,0,0,9888,85,0,0
2102408,Cajapió,0,10,35,0,0,8,0,0,4518,241,0,0
2102507,Cajari,0,700,180,0,0,10,0,0,6000,208,0,0
2102556,Campestre do Maranhão,0,37,667,0,391340,17,0,0,152,9008,0,0
2102606,Cândido Mendes,0,144,255,0,0,151,0,0,3198,173,0,0
2102705,Cantanhede,0,1372,161,0,0,393,0,18,5560,630,0,0
2102754,Capinzal do Norte,0,464,1158,0,2986,127,0,122,518,1038,0,505
2102804,Carolina,0,1274,1233,0,0,184,0,33,3872,40715,70000,0
2102903,Carutapera,0,108,489,0,0,111,0,0,7758,144,0,0
2103000,Caxias,0,2016,76,0,155295,282,0,9,1469,484,12045,0
2103109,Cedral,0,8,305,0,0,27,0,0,3563,83,0,0
2103125,Central do Maranhão,0,36,57,0,0,47,0,5,2834,55,0,0
2103158,Centro do Guilherme,0,528,9,0,0,105,0,0,5638,125,0,0
2103174,Centro Novo do Maranhão,0,304,17,0,0,143,0,0,4847,998,0,0
2103208,Chapadinha,0,880,98,0,1424,328,0,27,5959,595,12174,0
2103257,Cidelândia,0,19,10,0,0,20,0,0,144,1607,250,0
2103307,Codó,0,1932,82,0,48400,123,0,19,5500,881,0,0
2103406,Coelho Neto,0,756,24,0,345688,44,0,3,836,306,0,0
2103505,Colinas,0,6993,175,0,1600,468,0,9,349,15801,9450,136
2103554,Conceição do Lago-Açu,0,158,46,0,0,173,0,0,760,76,0,0
2103604,Coroatá,0,2009,15,0,340,102,0,10,1350,808,0,0
2103703,Cururupu,0,6,53,0,0,14,0,18,3175,51,0,0
2103752,Davinópolis,0,26,102,0,0,19,0,0,95,480,72,0
2103802,Dom Pedro,0,277,233,0,220,70,0,0,1017,1965,0,70
2103901,Duque Bacelar,0,608,5,0,25920,17,0,2,598,243,0,0
2104008,Esperantinópolis,0,780,1964,0,1333,225,0,126,535,1274,0,0
2104057,Estreito,0,194,0,0,0,30,0,0,185,3748,414,0
2104073,Feira Nova do Maranhão,0,784,0,0,0,141,0,0,2911,10814,825,0
2104081,Fernando Falcão,0,501,65,0,231,148,0,26,924,8034,17638,0
2104099,Formosa da Serra Negra,0,2059,38,0,186,47,0,0,1845,1833,0,0
2104107,Fortaleza dos Nogueiras,0,1138,50,0,34,42,0,19,490,18263,34350,0
2104206,Fortuna,0,1088,40,0,0,187,0,0,1649,5274,0,0
2104305,Godofredo Viana,0,55,149,0,0,12,0,0,3668,72,0,0
2104404,Gonçalves Dias,0,486,104,0,828,189,0,0,343,1200,0,35
2104503,Governador Archer,0,139,54,0,90,82,0,0,460,364,0,0
2104552,Governador Edison Lobão,0,24,91,0,0,14,0,0,130,145,360,0
2104602,Governador Eugênio Barros,0,145,26,0,0,135,0,0,769,3760,2445,32
2104628,Governador Luiz Rocha,0,600,23,0,0,132,0,0,618,7312,1426,16
2104651,Governador Newton Bello,0,330,130,0,0,85,0,0,3856,239,0,0
2104677,Governador Nunes Freire,0,118,61,0,0,99,0,20,7946,439,0,0
2104701,Graça Aranha,0,317,53,0,0,65,0,0,1849,1214,0,0
2104800,Grajaú,0,13300,1371,0,120,282,0,19,3384,28000,37500,0
2104909,Guimarães,0,32,172,0,1653,24,0,20,3821,146,0,0
2105005,Humberto de Campos,0,4,105,0,0,31,0,0,3779,73,0,0
2105104,Icatu,0,4,89,0,0,18,0,0,9505,108,0,0
2105153,Igarapé do Meio,0,237,111,0,0,57,0,0,1670,137,0,0
2105203,Igarapé Grande,0,342,746,0,0,168,0,133,916,1473,0,0
2105302,Imperatriz,0,97,384,0,0,38,0,0,98,180,0,0
2105351,Itaipava do Grajaú,0,390,184,0,435,147,0,12,180,1140,0,0
2105401,Itapecuru Mirim,0,1030,133,0,500,169,0,24,10612,542,0,0
2105427,Itinga do Maranhão,0,141,3488,0,0,38,0,0,285,23644,52604,0
2105450,Jatobá,0,980,66,0,0,336,0,0,2055,5048,1390,0
2105476,Jenipapo dos Vieiras,0,613,88,0,198,174,0,0,1021,1140,0,0
2105500,João Lisboa,0,30,0,0,0,24,0,0,284,1010,0,0
2105609,Joselândia,0,482,3255,0,0,76,0,127,545,386,0,0
2105658,Junco do Maranhão,0,94,0,0,0,46,0,0,2821,65,0,0
2105708,Lago da Pedra,0,1800,128,0,0,500,0,0,6426,3557,0,0
2105807,Lago do Junco,0,377,358,0,1106,158,0,122,1025,877,0,0
2105906,Lago Verde,0,131,28,0,0,181,0,0,742,113,0,0
2105922,Lagoa do Mato,0,2520,28,0,200,47,0,98,540,4784,3090,0
2105948,Lago dos Rodrigues,0,155,366,0,7552,123,0,129,1767,709,0,0
2105963,Lagoa Grande do Maranhão,0,540,0,0,0,52,0,0,108,922,0,0
2105989,Lajeado Novo,0,24,2485,0,0,3,0,15,122,700,945,360
2106003,Lima Campos,0,559,4846,0,0,76,0,130,501,710,0,0
2106102,Loreto,0,1676,344,0,63,544,0,13,2502,41906,109046,0
2106201,Luís Domingues,0,172,98,0,0,43,0,0,3046,56,0,0
2106300,Magalhães de Almeida,0,210,72,0,0,240,0,0,3527,1554,13116,0
2106326,Maracaçumé,0,49,0,0,0,122,0,0,5574,156,0,0
2106359,Marajá do Sena,0,1050,0,0,0,29,0,0,375,6800,0,0
2106375,Maranhãozinho,0,123,71,0,158,93,0,0,6329,125,0,0
2106409,Mata Roma,0,487,140,0,2490,218,0,9,5888,738,27786,0
2106508,Matinha,0,120,35,0,0,40,0,0,8748,280,0,0
2106607,Matões,0,2102,37,0,315,473,0,14,4514,1360,837,0
2106631,Matões do Norte,0,2053,16,0,0,145,0,0,5095,642,0,0
2106672,Milagres do Maranhão,0,285,156,0,2605,167,0,0,2667,203,9579,0
2106706,Mirador,0,2650,195,0,8573,228,0,0,2800,17550,39924,0
2106755,Miranda do Norte,0,315,72,0,0,126,0,11,2249,450,0,0
2106805,Mirinzal,0,36,80,0,2021,27,0,0,3733,417,0,0
2106904,Monção,0,2000,240,0,0,203,0,0,5399,554,0,0
2107001,Montes Altos,0,243,51,0,0,49,0,0,52,354,0,0
2107100,Morros,0,13,0,0,0,24,0,0,8128,100,0,0
2107209,Nina Rodrigues,0,408,78,0,0,59,0,12,7031,401,0,0
2107258,Nova Colinas,0,326,100,0,123,107,0,0,2775,8106,7670,0
2107308,Nova Iorque,0,286,221,0,0,66,0,10,218,1050,2150,0
2107357,Nova Olinda do Maranhão,0,297,101,0,0,221,0,0,4399,834,0,0
2107407,Olho d'Água das Cunhãs,0,149,75,0,0,186,0,0,1170,220,0,0
2107456,Olinda Nova do Maranhão,0,260,47,0,0,8,0,0,4540,236,0,0
2107506,Paço do Lumiar,0,0,54,0,0,13,0,0,55,0,0,0
2107605,Palmeirândia,0,176,495,0,2031,57,0,19,6646,682,0,0
2107704,Paraibano,0,1085,86,0,1494,129,0,17,105,2900,330,0
2107803,Parnarama,0,2100,9,0,5700,490,0,9,4939,2422,23525,0
2107902,Passagem Franca,0,1501,98,0,3015,164,0,59,581,3040,0,0
2108009,Pastos Bons,0,1168,186,0,8881,167,0,55,304,10425,15030,0
2108058,Paulino Neves,0,208,26,0,2370,138,0,24,3704,595,0,0
2108108,Paulo Ramos,0,720,0,0,0,126,0,0,720,900,0,0
2108207,Pedreiras,0,409,7135,0,646,136,0,115,855,1282,0,0
2108256,Pedro do Rosário,0,333,33,0,0,10,0,0,7841,285,0,0
2108306,Penalva,0,920,33,0,120,48,0,0,8441,432,0,0
2108405,Peri Mirim,0,41,230,0,0,13,0,14,4619,222,0,0
2108454,Peritoró,0,774,24,0,300,43,0,4,850,340,0,0
2108504,Pindaré-Mirim,0,690,0,0,0,41,0,0,1260,117,0,0
2108603,Pinheiro,0,104,168,0,1401,46,0,20,8754,565,0,0
2108702,Pio XII,0,416,0,0,0,61,0,0,1800,449,0,0
2108801,Pirapemas,0,753,11,0,0,274,0,0,6501,346,0,0
2108900,Poção de Pedras,0,765,753,0,0,239,0,133,605,914,0,445
2109007,Porto Franco,0,40,2494,0,3503,16,0,0,202,4455,0,0
2109056,Porto Rico do Maranhão,0,5,84,0,0,13,0,21,4023,45,0,0
2109106,Presidente Dutra,0,375,0,0,798,184,0,0,163,2475,0,356
2109205,Presidente Juscelino,0,16,63,0,0,7,0,44,6570,26,0,0
2109239,Presidente Médici,0,94,9,0,0,40,0,0,4399,56,0,0
2109270,Presidente Sarney,0,63,351,0,0,24,0,26,6868,629,0,0
2109304,Presidente Vargas,0,583,28,0,0,35,0,30,7840,235,0,0
2109403,Primeira Cruz,0,7,0,0,0,30,0,0,4459,43,0,0
2109452,Raposa,0,0,48,0,0,0,0,0,36,0,0,0
2109502,Riachão,0,2003,550,0,130,855,0,25,2651,60018,143743,30
2109551,Ribamar Fiquene,0,26,1440,0,100095,11,0,0,159,450,0,0
2109601,Rosário,0,38,67,0,199,24,0,41,3819,100,0,0
2109700,Sambaíba,0,931,715,0,195,428,0,36,1351,23922,188452,0
2109759,Santa Filomena do Maranhão,0,217,127,0,0,74,0,0,810,584,0,15
2109809,Santa Helena,0,102,264,0,0,29,0,14,3446,292,0,0
2109908,Santa Inês,0,330,152,0,0,61,0,0,4227,230,0,0
2110005,Santa Luzia,0,3000,0,0,0,829,0,0,9045,30500,10500,546
2110039,Santa Luzia do Paruá,0,60,0,0,0,102,0,0,7320,101,0,0
2110104,Santa Quitéria do Maranhão,0,195,23,0,2370,426,0,0,4740,1260,7350,0
2110203,Santa Rita,0,24,110,0,0,18,0,17,2534,44,0,0
2110237,Santana do Maranhão,0,0,11,0,0,270,0,18,3640,723,0,0
2110278,Santo Amaro do Maranhão,0,5,75,0,0,30,0,0,3794,72,0,0
2110302,Santo Antônio dos Lopes,0,692,5906,0,3977,122,0,133,508,987,0,0
2110401,São Benedito do Rio Preto,0,553,28,0,560,152,0,0,9018,520,3528,0
2110500,São Bento,0,188,339,0,0,6,0,14,3716,360,0,0
2110609,São Bernardo,0,35,90,0,4800,638,0,0,5569,765,3948,0
2110658,São Domingos do Azeitão,0,2500,39,0,795,1018,0,0,190,44296,96364,0
2110708,São Domingos do Maranhão,0,1080,52,0,0,560,0,0,9587,7000,0,336
2110807,São Félix de Balsas,0,745,126,0,0,83,0,9,170,3654,8234,0
2110856,São Francisco do Brejão,0,15,68,0,0,17,0,0,101,1914,0,0
2110906,São Francisco do Maranhão,0,1950,46,0,0,111,0,10,404,3482,1840,0
2111003,São João Batista,0,130,77,0,0,8,0,0,6108,120,0,0
2111029,São João do Carú,0,600,178,0,0,173,0,0,4120,610,0,0
2111052,São João do Paraíso,0,278,5280,0,0,6,0,0,175,618,0,148
2111078,São João do Soter,0,1026,12,0,290,40,0,5,450,921,1500,0
2111102,São João dos Patos,0,1504,199,0,1325,158,0,18,315,5435,3960,0
2111201,São José de Ribamar,0,0,64,0,0,7,0,0,45,0,0,0
2111250,São José dos Basílios,0,1224,165,0,92,46,0,0,442,1365,0,0
2111300,São Luís,0,47,46,0,0,31,0,0,0,0,0,0
2111409,São Luís Gonzaga do Maranhão,0,1350,780,0,0,87,0,0,1278,693,0,0
2111508,São Mateus do Maranhão,0,30387,0,0,0,45,0,0,360,150,0,0
2111532,São Pedro da Água Branca,0,132,79,0,0,16,0,0,657,125,0,0
2111573,São Pedro dos Crentes,0,320,35,0,165,16,0,0,90,784,4350,0
2111607,São Raimundo das Mangabeiras,0,931,380,0,881319,175,0,48,1988,116662,53900,0
2111631,São Raimundo do Doca Bezerra,0,565,514,0,0,132,0,118,424,804,0,0
2111672,São Roberto,0,345,517,0,0,100,0,120,426,144,0,0
2111706,São Vicente Ferrer,0,348,142,0,0,24,0,0,8100,137,0,0
2111722,Satubinha,0,180,0,0,0,57,0,0,1005,200,0,0
2111748,Senador Alexandre Costa,0,2328,40,0,0,167,0,0,506,8960,1227,0
2111763,Senador La Rocque,0,22,0,0,0,15,0,0,90,788,0,51
2111789,Serrano do Maranhão,0,8,347,0,0,8,0,10,4103,332,0,0
2111805,Sítio Novo,0,1937,663,0,199,44,0,10,609,1045,0,0
2111904,Sucupira do Norte,0,839,168,0,2866,99,0,18,204,5757,5112,0
2111953,Sucupira do Riachão,0,420,111,0,7764,50,0,18,276,928,0,0
2112001,Tasso Fragoso,51053,567,25,0,0,480,0,0,1480,136876,506671,0
2112100,Timbiras,0,1665,12,0,380,44,0,9,1100,655,0,0
2112209,Timon,0,3150,315,0,10010,902,0,10,2527,2520,0,0
2112233,Trizidela do Vale,0,255,3738,0,1293,128,0,141,556,712,0,0
2112274,Tufilândia,0,200,56,0,0,33,0,0,1300,34,0,0
2112308,Tuntum,0,1431,281,0,55000,614,0,0,10585,7132,0,45
2112407,Turiaçu,0,183,319,0,0,37,0,9,7122,1527,0,0
2112456,Turilândia,0,117,177,0,0,82,0,9,4510,561,0,0
2112506,Tutóia,0,42,72,0,0,559,0,18,12599,1045,0,0
2112605,Urbano Santos,0,880,181,0,568,332,0,80,12375,560,3915,0
2112704,Vargem Grande,0,663,105,0,117,99,0,27,6532,317,0,0
2112803,Viana,0,3264,92,0,0,18,0,0,9000,63,0,0
2112852,Vila Nova dos Martírios,0,162,1722,0,0,30,0,0,325,285,11856,0
2112902,Vitória do Mearim,0,4800,47,0,0,14,0,0,5100,28,0,0
2113009,Vitorino Freire,0,150,128,0,0,297,0,0,10780,1470,0,0
2114007,Zé Doca,0,1284,168,0,0,253,0,0,5632,2153,0,0
2200053,Acauã,0,0,0,0,96,720,0,0,60,3150,0,0
2200103,Agricolândia,0,356,0,0,0,29,0,0,132,2760,2178,0
2200202,Água Branca,0,72,0,0,0,103,0,0,270,432,0,200
2200251,Alagoinha do Piauí,0,0,0,0,0,630,0,0,28,360,0,0
2200277,Alegrete do Piauí,0,0,0,0,0,432,0,0,0,374,0,0
2200301,Alto Longá,0,973,0,0,1500,59,0,0,650,654,0,0
2200400,Altos,0,750,90,0,190,306,0,100,5227,1747,0,0
2200459,Alvorada do Gurguéia,0,412,1164,0,4500,137,0,64,240,21676,5509,0
2200509,Amarante,0,1000,242,0,4500,240,0,30,5202,1750,0,0
2200608,Angical do Piauí,0,311,262,0,960,50,0,0,650,559,0,0
2200707,Anísio de Abreu,0,0,0,0,0,252,0,0,168,750,0,0
2200806,Antônio Almeida,0,25,180,0,160,83,0,112,143,410,18039,0
2200905,Aroazes,0,172,160,0,0,39,0,0,115,900,0,0
2200954,Aroeiras do Itaim,0,0,25,0,0,372,0,0,0,2610,0,0
2201002,Arraial,0,444,0,0,0,125,0,0,81,624,0,0
2201051,Assunção do Piauí,0,1,0,0,1000,1651,0,0,450,1142,0,0
2201101,Avelino Lopes,0,0,0,0,0,500,0,0,117,1950,0,0
2201150,Baixa Grande do Ribeiro,1125,19023,0,0,450,2487,0,81,1800,301255,635538,0
2201176,Barra D'Alcântara,0,250,0,0,0,27,0,0,120,210,0,0
2201200,Barras,0,1974,87,0,3450,146,0,120,2760,1143,0,0
2201309,Barreiras do Piauí,0,35,0,0,0,70,0,0,20,132,0,0
2201408,Barro Duro,0,360,650,0,200,61,0,40,720,540,0,0
2201507,Batalha,0,1425,105,0,280,258,0,16,1600,1122,0,0
2201556,Bela Vista do Piauí,0,6,0,0,0,91,0,0,180,1316,0,0
2201572,Belém do Piauí,0,0,0,0,0,324,0,0,45,1170,0,0
2201606,Beneditinos,0,655,0,0,0,77,0,0,396,196,0,0
2201705,Bertolínia,0,96,0,0,0,110,0,0,261,409,0,0
2201739,Betânia do Piauí,22,0,0,0,0,396,0,0,150,1350,0,0
2201770,Boa Hora,0,100,0,0,12000,19,0,0,190,270,1932,0
2201804,Bocaina,0,76,516,0,140,413,0,0,216,929,0,48
2201903,Bom Jesus,0,300,30,0,675,4640,0,14,1000,129026,238461,0
2201919,Bom Princípio do Piauí,0,0,0,0,0,1035,0,25,24760,1940,0,0
2201929,Bonfim do Piauí,0,0,0,0,0,307,0,0,56,285,0,0
2201945,Boqueirão do Piauí,0,94,0,0,0,62,0,0,280,244,0,0
2201960,Brasileira,0,180,0,0,0,305,0,0,196,882,0,0
2201988,Brejo do Piauí,0,0,60,0,0,330,0,0,180,1147,0,0
2202000,Buriti dos Lopes,0,10665,0,0,0,373,0,0,10020,689,0,0
2202026,Buriti dos Montes,0,10,0,0,0,504,0,0,750,989,0,0
2202059,Cabeceiras do Piauí,0,500,0,0,0,41,0,0,1500,385,0,0
2202075,Cajazeiras do Piauí,0,183,0,0,0,91,0,0,27,1132,0,0
2202083,Cajueiro da Praia,0,0,0,0,0,348,0,0,7910,609,0,0
2202091,Caldeirão Grande do Piauí,0,0,0,0,0,684,0,0,7290,1036,0,0
2202109,Campinas do Piauí,0,0,0,0,0,376,0,0,405,1834,0,0
2202117,Campo Alegre do Fidalgo,0,0,0,0,0,90,0,0,75,148,0,0
2202133,Campo Grande do Piauí,0,0,0,0,0,1890,0,0,60,2200,0,0
2202174,Campo Largo do Piauí,0,185,0,0,0,48,0,0,1372,336,0,0
2202208,Campo Maior,0,115,0,0,0,172,0,0,497,514,0,0
2202251,Canavieira,0,148,0,0,0,215,0,0,470,1144,0,0
2202307,Canto do Buriti,0,0,140,0,0,1800,0,0,2400,7560,0,0
2202406,Capitão de Campos,0,1401,0,0,2436,442,0,0,1450,1551,0,180
2202455,Capitão Gervásio Oliveira,0,0,0,0,0,148,0,0,132,368,0,0
2202505,Caracol,0,0,0,0,0,506,0,0,780,957,0,0
2202539,Caraúbas do Piauí,0,704,37,0,0,124,0,0,3924,451,0,0
2202554,Caridade do Piauí,202,0,0,0,0,346,0,0,0,470,0,0
2202604,Castelo do Piauí,0,36,0,0,16800,810,0,0,500,1700,0,0
2202653,Caxingó,0,2612,0,0,0,144,0,0,2000,426,0,0
2202703,Cocal,0,161,80,0,420,2481,0,50,45100,4414,0,0
2202711,Cocal de Telha,0,72,0,0,0,33,0,0,180,136,0,0
2202729,Cocal dos Alves,0,0,0,0,0,344,0,0,8600,602,0,0
2202737,Coivaras,0,200,0,0,225,55,0,0,250,289,0,0
2202752,Colônia do Gurguéia,0,7,96,0,0,93,0,0,100,900,0,0
2202778,Colônia do Piauí,0,101,0,0,0,290,0,0,384,1490,0,0
